office-name,title,ocd_division,description,homepage,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,subject_to_change,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Clinton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,265 Courthouse Square,,Frankfort,IN,46041,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,FALSE,,172,"265 Courthouse Square, Frankfort, IN 46041",,08:00 AM - 04:00 PM,,ho64913782,FALSE,TRUE,,,,poll55913517
Clinton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,265 Courthouse Square,,Frankfort,IN,46041,08:00:00 - 04:00,12:00:00 - 04:00 ,11/3/16,11/3/16,FALSE,,173,"265 Courthouse Square, Frankfort, IN 46041",,08:00 AM - 12:00 PM,,ho64913782,FALSE,TRUE,,,,poll55913517
Clinton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,265 Courthouse Square,,Frankfort,IN,46041,08:00:00 - 04:00,16:00:00 - 04:00,11/4/16,11/4/16,FALSE,,174,"265 Courthouse Square, Frankfort, IN 46041",,08:00 AM - 04:00 PM,,ho64913782,FALSE,TRUE,,,,poll55913517
Clinton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,265 Courthouse Square,,Frankfort,IN,46041,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,175,"265 Courthouse Square, Frankfort, IN 46041",,08:00 AM - 03:00 PM,,ho64913782,FALSE,TRUE,,,,poll55913517
Clinton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,265 Courthouse Square,,Frankfort,IN,46041,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,176,"265 Courthouse Square, Frankfort, IN 46041",,08:00 AM - 12:00 PM,,ho64913782,FALSE,TRUE,,,,poll55913517
Clinton County,Paul Philippe Resource Center/Burgen Hall,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,401 W. Walnut Street,,Frankfort,IN,46041,12:00:00 - 04:00,19:00:00 - 05:00,11/4/16,11/4/16,FALSE,,177,"401 W. Walnut Street, Frankfort, IN 46041",,12:00 PM - 07:00 PM,,ho94087301,FALSE,TRUE,,,,poll58530238
Clinton County,Paul Philippe Resource Center/Burgen Hall,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,401 W. Walnut Street,,Frankfort,IN,46041,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,178,"401 W. Walnut Street, Frankfort, IN 46041",,09:00 AM - 03:00 PM,,ho94087301,FALSE,TRUE,,,,poll58530238
Clinton County,CSF Education & Administration Center,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,2400 E. Wabash Street,,Frankfort,IN,46041,12:00:00 - 04:00,19:00:00 - 05:00,11/4/16,11/4/16,FALSE,,179,"2400 E. Wabash Street, Frankfort, IN 46041",,12:00 PM - 07:00 PM,,ho89300322,FALSE,TRUE,,,,poll79916718
Clinton County,CSF Education & Administration Center,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,2400 E. Wabash Street,,Frankfort,IN,46041,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,180,"2400 E. Wabash Street, Frankfort, IN 46041",,09:00 AM - 03:00 PM,,ho89300322,FALSE,TRUE,,,,poll79916718
Clinton County,Rossville Fire Dept,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,350 E. Main Street,,rossville,IN,46065,12:00:00 - 04:00,19:00:00 - 05:00,11/4/16,11/4/16,FALSE,,181,"350 E. Main Street, rossville, IN 46065",,12:00 PM - 07:00 PM,,ho22862419,FALSE,TRUE,,,,poll87235998
Clinton County,Rossville Fire Dept,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,350 E. Main Street,,rossville,IN,46065,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,182,"350 E. Main Street, rossville, IN 46065",,09:00 AM - 03:00 PM,,ho22862419,FALSE,TRUE,,,,poll87235998
Clinton County,Kirklin Town Hall,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,113 N. Main Street,,Kirklin,IN,46050,12:00:00 - 04:00,19:00:00 - 05:00,11/4/16,11/4/16,FALSE,,183,"113 N. Main Street, Kirklin, IN 46050",,12:00 PM - 07:00 PM,,ho13757891,FALSE,TRUE,,,,poll47318907
Clinton County,Kirklin Town Hall,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,113 N. Main Street,,Kirklin,IN,46050,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,184,"113 N. Main Street, Kirklin, IN 46050",,09:00 AM - 03:00 PM,,ho13757891,FALSE,TRUE,,,,poll47318907
Clinton County,Michigantown Community Library,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,2489 N. State Road 29,,Michigantown,IN,46057,12:00:00 - 04:00,19:00:00 - 05:00,11/4/16,11/4/16,FALSE,,185,"2489 N. State Road 29, Michigantown, IN 46057",,12:00 PM - 07:00 PM,,ho7762455,FALSE,TRUE,,,,poll18322248
Clinton County,Michigantown Community Library,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,2489 N. State Road 29,,Michigantown,IN,46057,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,186,"2489 N. State Road 29, Michigantown, IN 46057",,09:00 AM - 03:00 PM,,ho7762455,FALSE,TRUE,,,,poll18322248
Clinton County,Mulberry Health & Retirement Center,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,502 W. Jackson Street,,Mulberry,IN,46058,12:00:00 - 04:00,19:00:00 - 05:00,11/4/16,11/4/16,FALSE,,187,"502 W. Jackson Street, Mulberry, IN 46058",,12:00 PM - 07:00 PM,,ho87125905,FALSE,TRUE,,,,poll35611469
Clinton County,Mulberry Health & Retirement Center,ocd-division/country:us/state:in/county:clinton,Clinton County IN,http://www.clintonco.com/courtsclerk.cfm,(765) 659-6337,clintonco@elections.in.gov,502 W. Jackson Street,,Mulberry,IN,46058,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,188,"502 W. Jackson Street, Mulberry, IN 46058",,09:00 AM - 03:00 PM,,ho87125905,FALSE,TRUE,,,,poll35611469
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,10/13/16,10/13/16,FALSE,,189,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,10/14/16,10/14/16,FALSE,,190,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/17/16,FALSE,,191,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,10/18/16,10/18/16,FALSE,,192,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,10/20/16,10/20/16,FALSE,,193,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,10/21/16,10/21/16,FALSE,,194,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/24/16,FALSE,,195,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,10/25/16,10/25/06,FALSE,,196,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,10/27/16,10/27/16,FALSE,,197,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,10/28/16,10/28/16,FALSE,,198,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,12:00:00 - 04:00,10/29/19,10/29/16,FALSE,,199,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 12:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,10/31/16,FALSE,,200,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,11/1/16,11/1/16,FALSE,,201,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,18:00:00 - 04:00,11/3/16,11/3/16,FALSE,,202,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 06:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,16:00:00 - 04:00,11/4/16,11/4/16,FALSE,,203,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 04:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 04:00,14:00:00 - 04:00,11/5/16,11/5/16,FALSE,,204,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 02:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Crawford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:crawford,Crawford County IN,http://www.crawfordcounty.in.gov/index.php/government-county-offices/crawford-county-indiana-clerk,(812) 338-2565,,715 Judicial Plaza Drive,,English,IN,47118,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,205,"715 Judicial Plaza Drive, English, IN 47118",,08:00 AM - 12:00 PM,,ho3702649,FALSE,TRUE,,,,poll58570939
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,,206,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 04:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,,207,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 04:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,,208,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 04:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,209,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 03:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,,210,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 04:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,211,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 03:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Daviess County,Circuit Court Clerk,ocd-division/country:us/state:in/county:daviess,Daviess County IN,http://www.daviess.org/topic/?topicid=82&structureid=15,(812) 254-8679,clerk@daviess.org,200 E Walnut St,,Washington,IN,47501,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,212,"200 E Walnut St, Washington, IN 47501",,08:00 AM - 12:00 PM,,ho24991982,FALSE,TRUE,,,,poll86095326
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 04:00,12:00:00 - 04:00,10/12/16,10/14/16,FALSE,,213,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 12:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,12:30:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,,214,"215 W. High Street, Lawrenceburg, IN 47025",,12:30 PM - 04:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/21/16,FALSE,,215,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 12:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,12:30:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,,216,"215 W. High Street, Lawrenceburg, IN 47025",,12:30 PM - 04:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/28/16,FALSE,,217,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 12:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,12:30:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,,218,"215 W. High Street, Lawrenceburg, IN 47025",,12:30 PM - 04:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,,219,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 04:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16,FALSE,,220,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 12:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,12:30:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,,221,"215 W. High Street, Lawrenceburg, IN 47025",,12:30 PM - 04:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,,222,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 04:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Dearborn County,County Election Clerk,ocd-division/country:us/state:in/county:dearborn,Dearborn County IN,http://www.dearborncounty.org/department/index.php?structureid=16,(812) 537-8867,dearbornco@elections.in.gov,215 W. High Street,,Lawrenceburg,IN,47025,09:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,223,"215 W. High Street, Lawrenceburg, IN 47025",,09:00 AM - 12:00 PM,,ho17202790,FALSE,TRUE,,,,poll488939
Decatur County,Circuit Court Clerk,ocd-division/country:us/state:in/county:decatur,Decatur County IN,http://www.decaturcounty.in.gov/clerk/clerk_resources.htm,(812) 663-8223,votereg@decaturcounty.in.gov,"150 Courthouse Square, Suite 244",,Greensburg,IN,47240,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,AIP (county noted no EV at all; only at courthouse these days),224,"150 Courthouse Square, Suite 244, Greensburg, IN 47240",,08:00 AM - 04:00 PM,,ho23394722,FALSE,TRUE,,,,poll68204573
Decatur County,Circuit Court Clerk,ocd-division/country:us/state:in/county:decatur,Decatur County IN,http://www.decaturcounty.in.gov/clerk/clerk_resources.htm,(812) 663-8223,votereg@decaturcounty.in.gov,"150 Courthouse Square, Suite 244",,Greensburg,IN,47240,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,AIP,225,"150 Courthouse Square, Suite 244, Greensburg, IN 47240",,08:00 AM - 04:00 PM,,ho23394722,FALSE,TRUE,,,,poll68204573
Decatur County,Circuit Court Clerk,ocd-division/country:us/state:in/county:decatur,Decatur County IN,http://www.decaturcounty.in.gov/clerk/clerk_resources.htm,(812) 663-8223,votereg@decaturcounty.in.gov,"150 Courthouse Square, Suite 244",,Greensburg,IN,47240,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,AIP,226,"150 Courthouse Square, Suite 244, Greensburg, IN 47240",,08:00 AM - 04:00 PM,,ho23394722,FALSE,TRUE,,,,poll68204573
Decatur County,Circuit Court Clerk,ocd-division/country:us/state:in/county:decatur,Decatur County IN,http://www.decaturcounty.in.gov/clerk/clerk_resources.htm,(812) 663-8223,votereg@decaturcounty.in.gov,"150 Courthouse Square, Suite 244",,Greensburg,IN,47240,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,AIP,227,"150 Courthouse Square, Suite 244, Greensburg, IN 47240",,08:00 AM - 04:00 PM,,ho23394722,FALSE,TRUE,,,,poll68204573
Decatur County,Circuit Court Clerk,ocd-division/country:us/state:in/county:decatur,Decatur County IN,http://www.decaturcounty.in.gov/clerk/clerk_resources.htm,(812) 663-8223,votereg@decaturcounty.in.gov,"150 Courthouse Square, Suite 244",,Greensburg,IN,47240,08:00:00 - 05:00,16:00:00 - 05:00,11/7/16,11/7/16,FALSE,AIP,228,"150 Courthouse Square, Suite 244, Greensburg, IN 47240",,08:00 AM - 04:00 PM,,ho23394722,FALSE,TRUE,,,,poll68204573
DeKalb County,Circuit Court Clerk,ocd-division/country:us/state:in/county:dekalb,DeKalb County IN,http://www.co.dekalb.in.us/department/index.php?structureid=8,(260) 925-9787,clerkvoterreg@co.dekalb.in.us,100 S. Main Street,,Auburn,IN,46706,08:00:00 - 04:00,16:30:00 - 04:00,10/12/16,10/14/16,FALSE,EV,229,"100 S. Main Street, Auburn, IN 46706",,08:00 AM - 04:30 PM,,ho93163256,FALSE,TRUE,,,,poll63246779
DeKalb County,Circuit Court Clerk,ocd-division/country:us/state:in/county:dekalb,DeKalb County IN,http://www.co.dekalb.in.us/department/index.php?structureid=8,(260) 925-9787,clerkvoterreg@co.dekalb.in.us,100 S. Main Street,,Auburn,IN,46706,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,FALSE,EV,230,"100 S. Main Street, Auburn, IN 46706",,08:00 AM - 04:30 PM,,ho93163256,FALSE,TRUE,,,,poll63246779
DeKalb County,Circuit Court Clerk,ocd-division/country:us/state:in/county:dekalb,DeKalb County IN,http://www.co.dekalb.in.us/department/index.php?structureid=8,(260) 925-9787,clerkvoterreg@co.dekalb.in.us,100 S. Main Street,,Auburn,IN,46706,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,FALSE,EV,231,"100 S. Main Street, Auburn, IN 46706",,08:00 AM - 04:30 PM,,ho93163256,FALSE,TRUE,,,,poll63246779
DeKalb County,Circuit Court Clerk,ocd-division/country:us/state:in/county:dekalb,DeKalb County IN,http://www.co.dekalb.in.us/department/index.php?structureid=8,(260) 925-9787,clerkvoterreg@co.dekalb.in.us,100 S. Main Street,,Auburn,IN,46706,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,EV,232,"100 S. Main Street, Auburn, IN 46706",,08:00 AM - 03:00 PM,,ho93163256,FALSE,TRUE,,,,poll63246779
