office_name,official_title,ocd_division,division_description,homepage,phone,email,street,source_directions,city,state,zip,start_time,end_time,start_date,end_date,must_apply_for_mail_ballot,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,2100,10/3/2016,10/7/2016,Yes,,65,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-09:00 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,1730,10/8/2016,10/8/2016,Yes,,66,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-05:30 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,2100,10/10/2016,10/14/2016,Yes,,67,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-09:00 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,1730,10/15/2016,10/15/2016,Yes,,68,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-05:30 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,2100,10/17/2016,10/21/2016,Yes,,69,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-09:00 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,1730,10/22/2016,10/22/2016,Yes,,70,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-05:30 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,2100,10/24/2016,10/28/2016,Yes,,71,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-09:00 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,1730,10/29/2016,10/29/2016,Yes,,72,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-05:30 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,2100,10/31/2016,11/4/2016,Yes,,73,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-09:00 PM,,ho96617495,false,true,,,,poll93396293
Gloucester County,Clerk's Office - County Store,ocd-division/country:us/state:nj/county:gloucester,Gloucester County NJ,,,tpindale@co.gloucester.nj.us,1750 Deptford Center Rd,Located in the Deptford Mall (Upper level next to Boscov’s),Deptford Township,NJ,8096,1000,1730,11/5/2016,11/5/2016,Yes,,74,"1750 Deptford Center Rd, Deptford Township, NJ 08096",Located in the Deptford Mall (Upper level next to Boscov’s),10:00 AM-05:30 PM,,ho96617495,false,true,,,,poll93396293
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1630,9/26/2016,9/30/2016,Yes,,75,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-04:30 PM,,ho65124724,false,true,,,,poll88450949
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1630,10/3/2016,10/7/2016,Yes,,76,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-04:30 PM,,ho65124724,false,true,,,,poll88450949
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1630,10/10/2016,10/14/2016,Yes,,77,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-04:30 PM,,ho65124724,false,true,,,,poll88450949
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1630,10/17/2016,10/21/2016,Yes,,78,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-04:30 PM,,ho65124724,false,true,,,,poll88450949
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1630,10/24/2016,10/28/2016,Yes,,79,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-04:30 PM,,ho65124724,false,true,,,,poll88450949
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1630,10/31/2016,11/4/2016,Yes,,80,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-04:30 PM,,ho65124724,false,true,,,,poll88450949
Hudson County,Board of Elections,ocd-division/country:us/state:nj/county:hudson,Hudson County NJ,http://www.hudsoncountyclerk.org/elections/default.htm,(201) 369-3435,,"Hudson County Plaza, 257 Cornelison Avenue",4th Floor,Jersey City,NJ,7302,830,1500,11/7/2016,11/7/2016,Yes,,81,"Hudson County Plaza, 257 Cornelison Avenue, Jersey City, NJ 07302",4th Floor,08:30 AM-03:00 PM,,ho65124724,false,true,,,,poll88450949
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1300,9/24/2016,9/24/2016,Yes,"You can vote when you apply for a ballot or take it with you and return it to the BOE (same building). All ballots MUST be returned to the Board of
 Elections by the close of the polls at 8PM on November 8th, 2016. We
 offer Thursday evening and Saturday hours throughout October and
 November leading up to Election Day.",82,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-01:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,9/26/2016,9/30/2016,Yes,,83,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1300,10/1/2016,10/1/2016,Yes,,84,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-01:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,10/3/2016,10/7/2016,Yes,,85,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1300,10/8/2016,10/8/2016,Yes,,86,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-01:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,10/10/2016,10/14/2016,Yes,,87,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1300,10/15/2016,10/15/2016,Yes,,88,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-01:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,10/17/2016,10/21/2016,Yes,,89,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1300,10/22/2016,10/22/2016,Yes,,90,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-01:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,10/24/2016,10/28/2016,Yes,,91,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1300,10/29/2016,10/29/2016,Yes,,92,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-01:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,10/31/2016,11/2/2016,Yes,,93,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1900,11/3/2016,11/3/2016,Yes,,94,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-07:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,11/4/2016,11/4/2016,Yes,,95,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,900,1500,11/5/2016,11/5/2016,Yes,,96,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,09:00 AM-03:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,1100,1500,11/6/2016,11/6/2016,Yes,,97,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,11:00 AM-03:00 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,1630,11/7/2016,11/7/2016,Yes,,98,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-04:30 PM,,ho53166362,false,true,,,,poll93486248
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"Hall of Records, 71 Main Street",,Flemington,NJ,8822,830,2000,11/8/2016,11/8/2016,Yes,,99,"Hall of Records, 71 Main Street, Flemington, NJ 08822",,08:30 AM-08:00 PM,,ho53166362,false,true,,,,poll93486248
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,9/26/2016,9/30/2016,Yes,They anticipate changing/adding hours,100,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-04:30 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/3/2016,10/7/2016,Yes,,101,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-04:30 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/10/2016,10/14/2016,Yes,,102,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-04:30 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/17/2016,10/21/2016,Yes,,103,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-04:30 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/24/2016,10/28/2016,Yes,,104,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-04:30 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/31/2016,11/4/2016,Yes,,105,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-04:30 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,900,1400,11/6/2016,11/6/2016,Yes,,106,"640 S. Broad Street, Trenton, NJ 08650",,09:00 AM-02:00 PM,,ho90668241,false,true,,,,poll68641705
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1500,11/7/2016,11/7/2016,Yes,,107,"640 S. Broad Street, Trenton, NJ 08650",,08:30 AM-03:00 PM,,ho90668241,false,true,,,,poll68641705
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,9/26/2016,9/26/2016,Yes,,108,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,9/27/2016,9/27/2016,Yes,,109,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:00 AM-06:30 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,9/28/2016,9/30/2016,Yes,,110,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/3/2016,10/3/2016,Yes,,111,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/4/2016,10/4/2016,Yes,,112,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:00 AM-06:30 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/5/2016,10/7/2016,Yes,,113,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/10/2016,10/10/2016,Yes,,114,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/11/2016,10/11/2016,Yes,,115,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:00 AM-06:30 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/12/2016,10/14/2016,Yes,,116,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/17/2016,10/17/2016,Yes,,117,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/18/2016,10/18/2016,Yes,,118,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:00 AM-06:30 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/19/2016,10/21/2016,Yes,,119,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/24/2016,10/24/2016,Yes,,120,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/25/2016,10/25/2016,Yes,,121,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:00 AM-06:30 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/26/2016,10/28/2016,Yes,,122,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/31/2016,10/31/2016,Yes,,123,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,11/1/2016,11/1/2016,Yes,,124,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:00 AM-06:30 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,11/2/2016,11/4/2016,Yes,,125,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,11/7/2016,11/7/2016,Yes,,126,"11 Kennedy Blvd., East Brunswick, NJ 08816",,08:30 AM-04:15 PM,,ho41290549,false,true,,,,poll63296675
