office-name,ocd-division,directions,precinct name,name,street,City,state,zip,start time,end time
Harris County,ocd-division/country:us/state:tx/county:harris,,166,Saint Anne de Beaupre Catholic Church,2810 Link Road,Houston,TX,77009-1196,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,167,Ross Elementary School,2819 Bay Street,Houston,TX,77026-3203,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,168,Felix Cook Junior Elementary School,7115 Lockwood Drive,Houston,TX,77016-7027,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,169,A B Anderson Academy,7401 Wheatley Street,Houston,TX,77088-7845,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,170,McMasters Elementary School,1011 Bennett Drive,Pasadena,TX,77503-2205,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,171,Hill Zion Missionary Baptist Church,8317 Curry Road,Houston,TX,77093-8307,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,172,Golfcrest Elementary School,7414 Fairway Drive,Houston,TX,77087-3623,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,173,The Brook Church,11416 Spring Cypress Road,Tomball,TX,77377,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,174,University Baptist Church,16106 Middlebrook Drive,Houston,TX,77059-6034,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,175,Mark Twain School,7500 Braes Boulevard,Houston,TX,77025,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,176,Lovett Elementary School,8814 South Rice Avenue,Houston,TX,77096-2622,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,177,Looscan Branch Library,2510 Willowick Road,Houston,TX,77027-3936,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,178,Harris County Public Health Environmental Building,2223 West Loop South,Houston,TX,77027,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,179,Freed Park Clubhouse,6818 Shadyvilla Lane,Houston,TX,77055-5200,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,180,M E Foster Elementary School,3919 Ward Street,Houston,TX,77021-4861,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,181,Pearl Rucker Elementary School,5201 Vinett Street,Houston,TX,77017-4958,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,182,Horn Elementary School,4530 Holly Street,Bellaire,TX,77401-5803,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,183,West University Community Building,6104 Auden Street,Houston,TX,77005,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,184,Independence Hall Apartments Community Room,6 Burress Street,Houston,TX,77022,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,185,Ralph G Goodman Elementary School,9325 Deer Trail Drive,Houston,TX,77088-1999,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,186,Tuffly Park Recreation Center,3200 Russell Street,Houston,TX,77026-4728,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,187,Denver Harbor Park Community Center,6402 Market Street,Houston,TX,77020,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,188,Williams Elementary School,1522 Scarborough Lane,Pasadena,TX,77502-1674,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,189,Oak Forest Elementary School,1401 West 43rd Street,Houston,TX,77018-4106,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,190,Pasadena High School,206 South Shaver Street,Pasadena,TX,77506,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,191,Pomeroy Elementary School,920 Burke Road,Pasadena,TX,77506,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,192,B T Washington High School,119 East 39th Street,Houston,TX,77018-6545,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,193,Third Ward Multi Service Center,3611 Ennis Street,Houston,TX,77004-4407,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,194,MacGregor Elementary School,4801 LaBranch Street,Houston,TX,77004-5650,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,195,Burrus Elementary School,701 East 33rd Street,Houston,TX,77022-5101,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,196,Ross Elementary School,2819 Bay Street,Houston,TX,77026-3203,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,197,Osborne Elementary School,800 Ringold Street,Houston,TX,77088-6337,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,198,YWCPA,3106 Paige Street,Houston,TX,77004-4131,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,199,Forest Cove Community Center,1025 Marina Drive,Humble,TX,77339,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,200,West Gray Adaptive Recreation Center,1475 West Gray Street,Houston,TX,77019-4926,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,201,Payne Chapel A M E Church,2701 Lee Street,Houston,TX,77026-6924,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,202,Wheatley Senior High School,4801 Providence Street,Houston,TX,77020-7235,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,203,Brookline Elementary School,6301 South Loop 610 East,Houston,TX,77087-1012,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,204,Lazybrook Baptist Church,1822 West 18th Street,Houston,TX,77008-1204,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,205,East Park Baptist Church,8602 Tidwell Road,Houston,TX,77028-1242,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,206,Monte Beach Park Community Center,915 Northwood Street,Houston,TX,77009-3703,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,207,Lindale Park Civic Club,218 Joyce Street,Houston,TX,77009,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,208,Galena Park City Hall,2000 Clinton Drive,Galena Park,TX,77547-2837,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,209,City of Spring Valley City Hall,1025 Campbell Road,Houston,TX,77055-7495,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,210,Saint Marys Catholic Church,3006 Rosedale Street,Houston,TX,77004-6199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,211,Charlton Park Recreation Center,8200 Park Place Boulevard,Houston,TX,77017-3105,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,212,Ernest F Mendel Elementary School,3735 Topping Street,Houston,TX,77093-5817,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,213,Hunters Creek Elementary School,10650 Beinhorn Road,Houston,TX,77024-3199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,214,Gatherings Banquet Hall,5206 Bissonnet Street,Bellaire,TX,77401,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,215,Faith American Lutheran Church,4600 Bellaire Boulevard,Bellaire,TX,77401-4296,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,216,Montgomery Elementary School,4000 Simsbrook Drive,Houston,TX,77045-5628,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,217,Saint Anne Catholic Church,2140 Westheimer Road,Houston,TX,77098-1496,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,218,J P Henderson Elementary School,1800 Dismuke Street,Houston,TX,77023-4753,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,219,Mount Olive Baptist Church,3515 Yellowstone Boulevard,Houston,TX,77021-2407,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,220,L W Kolarik Education Center,1120 Sheldon Road,Channelview,TX,77530,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,221,Meadowcreek Village Park Community Center,5333 Berry Creek Drive,Houston,TX,77017-6254,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,222,Christ The King Lutheran Church Parish Hall,2353 Rice Boulevard,Houston,TX,77005-2696,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,223,Holiday Inn Houston NRG/Med Center Area,8111 Kirby Drive,Houston,TX,77054,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,224,Linkwood Park Community Center,3699 Norris Drive,Houston,TX,77025-3600,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,225,Village On The Park,12102 Steeple Way Boulevard,Houston,TX,77065-4759,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,226,Ingrando Park Recreation Center,7302 Keller Street,Houston,TX,77012-3518,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,227,River Oaks Elementary School,2008 Kirby Drive,Houston,TX,77019-6016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,228,HC Courthouse Annex 14 Southeast,5737 Cullen Boulevard,Houston,TX,77021,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,229,Jacinto City Town Center-Community Center,1025 Oates Road,Jacinto City,TX,77029,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,230,New Mount Carmel Baptist Church,4301 Weaver Road,Houston,TX,77016,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,231,Golfcrest Elementary School,7414 Fairway Drive,Houston,TX,77087-3623,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,232,Pershing Middle School,3838 Blue Bonnet Boulevard,Houston,TX,77025-1230,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,233,Upper Kirby District Building Conference Room,3015 Richmond Avenue,Houston,TX,77098-3114,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,234,Saint Martins Episcopal Church Scout Hut,717 Sage Road,Houston,TX,77056-2199,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,235,Hartsfield Elementary School,5001 Perry Street,Houston,TX,77021-3515,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,236,Norris Chapel United Methodist Church,7415 Saint Lo Road,Houston,TX,77033-2797,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,237,Jesse Jones High School,7415 Saint Lo Road,Houston,TX,77033-2797,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,238,Kelso Elementary School,5800 Southmund Street,Houston,TX,77033-1832,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,239,Edgewood Park Community Center,5803 Bellfort Street,Houston,TX,77033,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,240,Mount Moriah Baptist Church,4730 Pederson Street,Houston,TX,77033,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,241,Aldine Middle School,14908 Aldine Westfield Road,Houston,TX,77032-3097,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,242,Bailey Elementary School,2707 Lafferty Road,Pasadena,TX,77502-5194,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,243,Crestmont Park Community Center,5200 Selinsky Road,Houston,TX,77048,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,244,Willbern Elementary School,10811 Goodspring Drive,Houston,TX,77064,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,245,Kohrville Elementary School,11600 Woodland Shore Drive,Tomball,TX,77375,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,246,Revival House Church,2560 Old Louetta Loop,Spring,TX,77388-4711,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,247,Cuney Homes Community Center,3260 Truxillo Street,Houston,TX,77004-4649,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,248,Baytown City Hall Annex,220 West Defee Street,Baytown,TX,77520-4010,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,249,DeZavala Elementary School,305 Tri City Beach Road,Baytown,TX,77520,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,250,JD Walker Community Center,7613 Wade Road,Baytown,TX,77521,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,251,Charles R Drew Intermediate School,223 Red Oak Avenue,Crosby,TX,77532-8660,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,252,Greater New Hope Missionary Baptist Church,10505 Bainbridge Street,Houston,TX,77016-3007,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,253,Little Union Missionary Baptist Church,6609 Letcher Drive,Houston,TX,77028,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,254,Anclamar's W Reception Hall A,10330 Eastex Freeway,Houston,TX,77093,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,255,Red Elementary School,4520 Tonawanda Drive,Houston,TX,77035-3716,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,256,William S Sutton Elementary School,7402 Albacore Drive,Houston,TX,77074-6512,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,257,Rick Schneider Middle School,8420 Easthaven Boulevard,Houston,TX,77075-1106,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,258,Rummel Creek Elementary School,625 Brittmoore Road,Houston,TX,77079,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,259,Pleasantville Elementary School,1431 Gellhorn Drive,Houston,TX,77029-3343,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,260,Lafay Johnson Lee Elementary School,12900 West Little York Road,Houston,TX,77041,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,261,American Legion Post #586,708 East Parker Road,Houston,TX,77076,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,262,Saint Christophers Episcopal Church,1656 Blalock Road,Houston,TX,77080-7321,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,263,Windrose Meeting House,5740 Pine Lakes Boulevard,Spring,TX,77379,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,264,Clay Road Baptist Church,9151 Clay Road,Houston,TX,77080-1695,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,265,Frostwood Elementary School,12214 Memorial Drive,Houston,TX,77024,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,266,Cimarron Elementary School GPISD,816 Cimarron Street,Houston,TX,77015-4308,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,267,Sam Rayburn High School,2121 Cherrybrook Lane,Pasadena,TX,77502,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,268,Christ Church Presbyterian Fellowship Hall,4925 Bellaire Boulevard,Bellaire,TX,77401-4443,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,269,Astor Tanglewood,502 South Post Oak Lane,Houston,TX,77056-1448,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,270,Clifton Middle School,6001 Golden Forest Drive,Houston,TX,77092-2359,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,271,Cloverland Park Community Center,11800 Scott Street,Houston,TX,77047,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,272,Unity of Houston,2929 Unity Drive,Houston,TX,77057-5915,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,273,Memorial Drive Elementary School,11202 Smithdale Road,Houston,TX,77024-6799,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,274,Crowne Plaza Houston Galleria Area,7611 Katy Freeway,Houston,TX,77024,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,275,Glenbrook United Methodist Church,8635 Glen Valley Drive,Houston,TX,77061-2339,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,276,Bastian Elementary School,5051 Bellfort Street,Houston,TX,77033-3826,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,277,Primera Iglesia Bautista De Pasadena,612 East Houston Avenue,Pasadena,TX,77502-2148,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,278,Sunset United Methodist Church,709 Allendale Road,Pasadena,TX,77502,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,279,L I N C Pasadena Mission Center,4116 West Pasadena Boulevard,Pasadena,TX,77503-3598,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,280,Freeman Elementary School,2323 Theta Street,Houston,TX,77034-1250,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,281,Kolter Elementary School,9710 Runnymeade Drive,Houston,TX,77096-4220,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,282,Briarmeadow Clubhouse,3203 Freshmeadows Drive,Houston,TX,77063-6231,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,283,Cooper Elementary School,18655 Imperial Valley Drive,Houston,TX,77073,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,284,Bonham Elementary School,8302 Braes River Drive,Houston,TX,77074-4212,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,285,J P Cornelius Elementary School,7475 Westover Street,Houston,TX,77087-6113,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,286,Windsor Village Elementary School,14441 Croquet Lane,Houston,TX,77085-3352,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,287,Willow Meadows Baptist Church,4300 West Bellfort Street,Houston,TX,77035-3602,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,288,Reagan Webb Mading Elementary School,8511 Crestmont Street,Houston,TX,77033-1324,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,289,Garfield Elementary School,10301 Hartsook Street,Houston,TX,77034-3596,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,290,Bayshore Baptist Church,11315 Spencer Highway,LaPorte,TX,77571,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,291,Houston Christian Fellowship,11122 Hillcroft Street,Houston,TX,77096-6045,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,292,R W Dick Dowling Middle School,14000 Stancliff Street,Houston,TX,77045-5328,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,293,Andy Anderson Elementary School,5727 Ludington Drive,Houston,TX,77035-4305,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,294,Carter G Woodson K-8 School,10720 Southview Street,Houston,TX,77047-1038,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,295,Greater Lighthouse Church of God in Christ,4514 Knoxville Street,Houston,TX,77051-2662,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,296,Lansdale Park Community Center,8201 Roos Road,Houston,TX,77036-6313,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,297,Sharpstown Park Community Center,6600 Harbor Town Drive,Houston,TX,77036-4052,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,298,Waldo Emerson Elementary School,9533 Skyline Drive,Houston,TX,77063-5215,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,299,Treasure Forest Elementary School,7635 Amelia Road,Houston,TX,77055-1737,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,300,Saint John Lutheran Church Gym,16002 Coles Crossing Drive,Cypress,TX,77429,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,301,Red Bluff Elementary School,416 Bearle Street,Pasadena,TX,77506-3098,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,302,Deepwater Junior High School,501 Glenmore Drive,Pasadena,TX,77503-1830,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,303,Vosswood,815 South Voss Road,Houston,TX,77057-1031,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,304,Herod Elementary School,5627 Jason Street,Houston,TX,77096-2110,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,305,Thornton Middle School,19802 Kieth Harrow Boulevard,Katy,TX,77449-7003,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,306,Clear Lake High School Ninth Grade Center,2903 Falcon Pass Drive,Houston,TX,77062-4701,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,307,City of Nassau Bay Council Chamber,1800 Space Park Drive #200,Nassau Bay,TX,77058,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,308,Courtyard by Marriott Houston Hobby,9190 Gulf Freeway,Houston,TX,77017,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,309,Westchester Academy,901 Yorkchester Drive,Houston,TX,77079-3446,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,310,Northbrook Middle School,3030 Rosefield Drive,Houston,TX,77080-2610,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,311,Ed White Elementary School,9001 Triola Lane,Houston,TX,77036-6147,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,312,Mark White Elementary School,2515 Old Farm Road,Houston,TX,77063,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,313,Sheraton Houston Brookhollow Hotel,3000 North Loop West,Houston,TX,77092,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,314,Jan Hanson Aragon Middle School,16823 West Road,Houston,TX,77095-5503,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,315,Elrod Elementary School,6230 Dumfries Drive,Houston,TX,77096-4603,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,316,Pilgrim Lutheran Church Narthex,8601 Chimney Rock Road,Houston,TX,77096-1399,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,318,Hobby Elementary School,4021 Woodmont Drive,Houston,TX,77045-3515,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,319,Petersen Elementary School,3810 West Fuqua Street,Houston,TX,77045-6620,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,320,Woodland Lodge No 1157,8337 Sweetwater Lane,Houston,TX,77037-3615,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,321,Melrose Park Community Center,1001 Canino Road,Houston,TX,77076,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,322,Laguna Townhomes Clubhouse,5911 Sunforest Drive,Houston,TX,77092-2253,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,323,Sheraton Houston Brookhollow Hotel,3000 North Loop West,Houston,TX,77092-8810,07:00:00 - 06:00,19:00:00 - 06:00
Harris County,ocd-division/country:us/state:tx/county:harris,,324,Durham Elementary School,4803 Brinkman Street,Houston,TX,77018-2021,07:00:00 - 06:00,19:00:00 - 06:00
