office-name,official-title,ocd-division,division-description,homepage-url,phone,email,street,directions,city,state,zip,start_time,end_time,start_date,end_date,Must apply for mail-in ballot at county clerk's office (online or in person),Notes
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"71 Main Street, Hall of Records",,Flemington,NJ,8822,830,1630,11/4/16,11/4/16,Yes,
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"71 Main Street, Hall of Records",,Flemington,NJ,8822,900,1500,11/5/16,11/5/16,Yes,
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"71 Main Street, Hall of Records",,Flemington,NJ,8822,1100,1500,11/6/16,11/6/16,Yes,
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"71 Main Street, Hall of Records",,Flemington,NJ,8822,830,1630,11/7/16,11/7/16,Yes,
Hunterdon County,County Clerk,ocd-division/country:us/state:nj/county:hunterdon,Hunterdon County NJ,http://www.co.hunterdon.nj.us/countyclerk.htm,(908) 788-1378,countyclerk@co.hunterdon.nj.us,"71 Main Street, Hall of Records",,Flemington,NJ,8822,830,2000,11/8/16,11/8/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,9/26/16,9/30/16,Yes,They anticipate changing/adding hours
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/3/16,10/7/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/10/16,10/14/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/17/16,10/21/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/24/16,10/28/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1630,10/31/16,11/4/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,900,1400,11/6/16,11/6/16,Yes,
Mercer County,Board of Elections,ocd-division/country:us/state:nj/county:mercer,Mercer County NJ,http://www.state.nj.us/counties/mercer/departments/intendent/index.html,(609) 989-6494,,640 S. Broad Street,,Trenton,NJ,8650,830,1500,11/7/16,11/7/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,9/26/16,9/26/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,9/27/16,9/27/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,9/28/16,9/30/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/3/16,10/3/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/4/16,10/4/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/5/16,10/7/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/10/16,10/10/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/11/16,10/11/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/12/16,10/14/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/17/16,10/17/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/18/16,10/18/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/19/16,10/21/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/24/16,10/24/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,10/25/16,10/25/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/26/16,10/28/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,10/31/16,10/31/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,800,1830,11/1/16,11/1/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,11/2/16,11/4/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,1615,11/7/16,11/7/16,Yes,
Middlesex County,Board of Elections,,Middlesex County NJ,http://www.co.middlesex.nj.us/Government/Departments/CS/Pages/County%20Clerk/County-Clerk---Elections.aspx,(732) 745-3471,elections@co.middlesex.nj.us,11 Kennedy Blvd.,,East Brunswick,NJ,8816,830,2000,11/8/16,11/8/16,Yes,
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1630,9/26/16,9/30/16,Yes,Anticipate hours changing as election gets closer
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1630,10/3/16,10/7/16,Yes,
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1630,10/10/16,10/14/16,Yes,
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1630,10/17/16,10/21/16,Yes,
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1630,10/24/16,10/28/16,Yes,
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1630,10/31/16,11/4/16,Yes,
Monmouth County,County Clerk,ocd-division/country:us/state:nj/county:monmouth,Monmouth County NJ,http://www.monmouthcountyvotes.com/,(732) 431-7780,bertha.sumick@co.monmouth.nj.us,300 Halls Mill Road,,Freehold,NJ,7728,830,1500,11/7/16,11/7/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1630,9/26/16,9/30/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1630,10/3/16,10/7/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1630,10/10/16,10/14/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1630,10/17/16,10/21/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1630,10/24/16,10/28/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1630,10/31/16,11/4/16,Yes,
Morris County,County Clerk,ocd-division/country:us/state:nj/county:morris,Morris County NJ,http://morriselections.org/,(973) 285-6066,info@morriselections.org,10 Court Street,,Morristown,NJ,7963,830,1500,11/7/16,11/7/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,9/24/16,9/24/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,9/26/16,9/30/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,10/3/16,10/7/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,10/10/16,10/14/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,10/17/16,10/21/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,10/24/16,10/28/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1630,10/31/16,11/4/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,1500,11/7/16,11/7/16,Yes,
Ocean County,Board of Elections,ocd-division/country:us/state:nj/county:ocean,Ocean County NJ,http://www.clerk.co.ocean.nj.us/,(732) 929-2167,scolabella@co.ocean.nj.us,"Courthouse, 118 Washington Street",,Toms River,NJ,8754,800,2000,11/8/16,11/8/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1630,9/26/16,9/30/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1630,10/3/16,10/7/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1630,10/10/16,10/14/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1630,10/17/16,10/21/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1630,10/24/16,10/28/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1630,10/31/16,11/4/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,1500,11/7/16,11/7/16,Yes,
Passaic County,Board of Elections,ocd-division/country:us/state:nj/county:passaic,Passaic County NJ,http://www.passaiccountynj.org/index.aspx?NID=211,(973) 881-4000,kcorrado@passaiccountynj.org,"401 Grand Street, Room 123",,Paterson,NJ,7505,830,2000,11/8/16,11/8/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1630,9/26/16,9/30/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1630,10/3/16,10/7/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1630,10/10/16,10/14/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1630,10/17/16,10/21/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1630,10/24/16,10/28/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1630,10/31/16,11/4/16,Yes,
Salem County,County Clerk,ocd-division/country:us/state:nj/county:salem,Salem County NJ,http://salemcountyclerk.org/election-services/,(856) 935-7510,,"110 Fifth Street, Suite 200",,Salem,NJ,8079,830,1500,11/7/16,11/7/16,Yes,
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1600,9/26/16,9/30/16,Yes,Anticipate adding Saturday hours
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1600,10/3/16,10/7/16,Yes,
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1600,10/10/16,10/14/16,Yes,
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1600,10/17/16,10/21/16,Yes,
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1600,10/24/16,10/28/16,Yes,
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1600,10/31/16,11/4/16,Yes,
Somerset County,County Clerk,ocd-division/country:us/state:nj/county:somerset,Somerset County NJ,http://www.co.somerset.nj.us/elections/index.htm,(908) 231-7013,electionbd@co.somerset.nj.us,"Administration Building, 20 Grove Street",,Somerville,NJ,8876,815,1500,11/7/16,11/7/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1600,9/26/16,9/30/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1600,10/3/16,10/7/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1600,10/10/16,10/14/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1600,10/17/16,10/21/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1600,10/24/16,10/28/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1600,10/31/16,11/4/16,Yes,
Sussex County,Board of Elections,ocd-division/country:us/state:nj/county:sussex,Sussex County NJ,http://sussexcountyclerk.org/elections/,(973) 579-0900,info@sussexcountyclerk.org,"83 Spring Street, Suite 305",,Newton,NJ,07860-2080,800,1500,11/7/16,11/7/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1600,9/26/16,9/30/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1600,10/3/16,10/7/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1600,10/10/16,10/14/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1600,10/17/16,10/21/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1600,10/24/16,10/28/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1600,10/31/16,11/4/16,Yes,
Union County,County Clerk,ocd-division/country:us/state:nj/county:union,Union County NJ,http://ucnj.org/county-clerk/,(908) 527-4123,lbobish@ucnj.org,"2 Broad Street, Room 113",,Elizabeth,NJ,07201-2299,830,1500,11/7/16,11/7/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1630,9/26/16,9/30/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1630,10/3/16,10/7/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1630,10/10/16,10/14/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1630,10/17/16,10/21/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1630,10/24/16,10/28/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1630,10/31/16,11/4/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,900,1400,11/5/16,11/5/16,Yes,
Warren County,County Clerk,ocd-division/country:us/state:nj/county:warren,Warren County NJ,http://www.co.warren.nj.us/countyclerk/,(908) 475-6211,wduffy@co.warren.nj.us,"Courthouse, 413 Second Street",,Belvidere,NJ,07823-1500,800,1500,11/7/16,11/7/16,Yes,
