office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Cherry County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cherry,Cherry County NE,http://www.co.cherry.ne.us/webpages/election/election.html,(402) 376-2771,clerk@cherry.nacone.org,"365 N. Main Street, #5",Valentine,NE,69201,08:30:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16
Cherry County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cherry,Cherry County NE,http://www.co.cherry.ne.us/webpages/election/election.html,(402) 376-2771,clerk@cherry.nacone.org,"365 N. Main Street, #5",Valentine,NE,69201,13:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Cherry County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cherry,Cherry County NE,http://www.co.cherry.ne.us/webpages/election/election.html,(402) 376-2771,clerk@cherry.nacone.org,"365 N. Main Street, #5",Valentine,NE,69201,08:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16
Cherry County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cherry,Cherry County NE,http://www.co.cherry.ne.us/webpages/election/election.html,(402) 376-2771,clerk@cherry.nacone.org,"365 N. Main Street, #5",Valentine,NE,69201,13:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Cheyenne County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cheyenne,Cheyenne County NE,http://www.cheyennecountyne.net/#!clerk/c1k3m,(308) 254-2141,clerk@cheyennecounty.net,1000 10th Ave.,Sidney,NE,69162,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16
Cheyenne County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cheyenne,Cheyenne County NE,http://www.cheyennecountyne.net/#!clerk/c1k3m,(308) 254-2141,clerk@cheyennecounty.net,1000 10th Ave.,Sidney,NE,69162,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16
Cheyenne County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cheyenne,Cheyenne County NE,http://www.cheyennecountyne.net/#!clerk/c1k3m,(308) 254-2141,clerk@cheyennecounty.net,1000 10th Ave.,Sidney,NE,69162,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16
Cheyenne County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cheyenne,Cheyenne County NE,http://www.cheyennecountyne.net/#!clerk/c1k3m,(308) 254-2141,clerk@cheyennecounty.net,1000 10th Ave.,Sidney,NE,69162,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16
Cheyenne County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cheyenne,Cheyenne County NE,http://www.cheyennecountyne.net/#!clerk/c1k3m,(308) 254-2141,clerk@cheyennecounty.net,1000 10th Ave.,Sidney,NE,69162,08:00:00 - 07:00,17:00:00 - 07:00,11/7/16,11/7/16
Clay County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:clay,Clay County NE,http://www.claycounty.ne.gov/webpages/election/election.html,(402) 762-3463,clerk@clay.nacone.org,111 W. Fairfield St.,Clay Center,NE,68933,08:30:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Clay County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:clay,Clay County NE,http://www.claycounty.ne.gov/webpages/election/election.html,(402) 762-3463,clerk@clay.nacone.org,111 W. Fairfield St.,Clay Center,NE,68933,08:30:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Clay County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:clay,Clay County NE,http://www.claycounty.ne.gov/webpages/election/election.html,(402) 762-3463,clerk@clay.nacone.org,111 W. Fairfield St.,Clay Center,NE,68933,08:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Clay County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:clay,Clay County NE,http://www.claycounty.ne.gov/webpages/election/election.html,(402) 762-3463,clerk@clay.nacone.org,111 W. Fairfield St.,Clay Center,NE,68933,08:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Clay County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:clay,Clay County NE,http://www.claycounty.ne.gov/webpages/election/election.html,(402) 762-3463,clerk@clay.nacone.org,111 W. Fairfield St.,Clay Center,NE,68933,08:30:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Colfax County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:colfax,Colfax County NE,http://www.colfaxne.com/webpages/election/election.html,(402) 352-8504,rmundil@colfaxne.com,411 E. 11th St.,Schuyler,NE,68661,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Colfax County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:colfax,Colfax County NE,http://www.colfaxne.com/webpages/election/election.html,(402) 352-8504,rmundil@colfaxne.com,411 E. 11th St.,Schuyler,NE,68661,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Colfax County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:colfax,Colfax County NE,http://www.colfaxne.com/webpages/election/election.html,(402) 352-8504,rmundil@colfaxne.com,411 E. 11th St.,Schuyler,NE,68661,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Colfax County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:colfax,Colfax County NE,http://www.colfaxne.com/webpages/election/election.html,(402) 352-8504,rmundil@colfaxne.com,411 E. 11th St.,Schuyler,NE,68661,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Colfax County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:colfax,Colfax County NE,http://www.colfaxne.com/webpages/election/election.html,(402) 352-8504,rmundil@colfaxne.com,411 E. 11th St.,Schuyler,NE,68661,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Cuming County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cuming,Cuming County NE,http://cumingco.com/government/departments/clerk-register-of-deeds-election-commissioner/,(402) 372-6002,clerk@cumingcounty.ne.gov,"200 S. Lincoln St., Room 100",West Point,NE,68788,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Cuming County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cuming,Cuming County NE,http://cumingco.com/government/departments/clerk-register-of-deeds-election-commissioner/,(402) 372-6002,clerk@cumingcounty.ne.gov,"200 S. Lincoln St., Room 100",West Point,NE,68788,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Cuming County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cuming,Cuming County NE,http://cumingco.com/government/departments/clerk-register-of-deeds-election-commissioner/,(402) 372-6002,clerk@cumingcounty.ne.gov,"200 S. Lincoln St., Room 100",West Point,NE,68788,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Cuming County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cuming,Cuming County NE,http://cumingco.com/government/departments/clerk-register-of-deeds-election-commissioner/,(402) 372-6002,clerk@cumingcounty.ne.gov,"200 S. Lincoln St., Room 100",West Point,NE,68788,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Cuming County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:cuming,Cuming County NE,http://cumingco.com/government/departments/clerk-register-of-deeds-election-commissioner/,(402) 372-6002,clerk@cumingcounty.ne.gov,"200 S. Lincoln St., Room 100",West Point,NE,68788,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Custer County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:custer,Custer County NE,http://www.co.custer.ne.us/webpages/election/election.html,(308) 872-5701,clerk@custer.nacone.org,431 S. 10th St.,Broken Bow,NE,68822,09:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Custer County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:custer,Custer County NE,http://www.co.custer.ne.us/webpages/election/election.html,(308) 872-5701,clerk@custer.nacone.org,431 S. 10th St.,Broken Bow,NE,68822,09:00:00 - 06:00,17:00:00 - 05:00,10/17/16,10/21/16
Custer County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:custer,Custer County NE,http://www.co.custer.ne.us/webpages/election/election.html,(308) 872-5701,clerk@custer.nacone.org,431 S. 10th St.,Broken Bow,NE,68822,09:00:00 - 06:00,17:00:00 - 05:00,10/24/16,10/28/16
Custer County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:custer,Custer County NE,http://www.co.custer.ne.us/webpages/election/election.html,(308) 872-5701,clerk@custer.nacone.org,431 S. 10th St.,Broken Bow,NE,68822,09:00:00 - 06:00,17:00:00 - 05:00,10/31/16,11/4/16
Custer County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:custer,Custer County NE,http://www.co.custer.ne.us/webpages/election/election.html,(308) 872-5701,clerk@custer.nacone.org,431 S. 10th St.,Broken Bow,NE,68822,09:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Dakota County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dakota,Dakota County NE,http://www.dakotacountyclerk.org/elections.shtml,(402) 987-2125,tpiepho@dakotacountyclerk.org,1601 Broadway St.,Dakota City,NE,68731,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Dakota County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dakota,Dakota County NE,http://www.dakotacountyclerk.org/elections.shtml,(402) 987-2125,tpiepho@dakotacountyclerk.org,1601 Broadway St.,Dakota City,NE,68731,08:00:00 - 06:00,16:30:00 - 05:00,10/17/16,10/21/16
Dakota County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dakota,Dakota County NE,http://www.dakotacountyclerk.org/elections.shtml,(402) 987-2125,tpiepho@dakotacountyclerk.org,1601 Broadway St.,Dakota City,NE,68731,08:00:00 - 06:00,16:30:00 - 05:00,10/24/16,10/28/16
Dakota County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dakota,Dakota County NE,http://www.dakotacountyclerk.org/elections.shtml,(402) 987-2125,tpiepho@dakotacountyclerk.org,1601 Broadway St.,Dakota City,NE,68731,08:00:00 - 06:00,16:30:00 - 05:00,10/31/16,11/4/16
Dakota County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dakota,Dakota County NE,http://www.dakotacountyclerk.org/elections.shtml,(402) 987-2125,tpiepho@dakotacountyclerk.org,1601 Broadway St.,Dakota City,NE,68731,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Dawes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawes,Dawes County NE,http://www.co.dawes.ne.us/election.html,(308) 432-0100,clerk@dawes-county.com,451 Main,Chadron,NE,69337,08:30:00 - 06:00,16:30:00 - 06:00,10/11/16,10/14/16
Dawes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawes,Dawes County NE,http://www.co.dawes.ne.us/election.html,(308) 432-0100,clerk@dawes-county.com,451 Main,Chadron,NE,69337,08:30:00 - 06:00,16:30:00 - 06:00,10/17/16,10/21/16
Dawes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawes,Dawes County NE,http://www.co.dawes.ne.us/election.html,(308) 432-0100,clerk@dawes-county.com,451 Main,Chadron,NE,69337,08:30:00 - 06:00,16:30:00 - 06:00,10/24/16,10/28/16
Dawes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawes,Dawes County NE,http://www.co.dawes.ne.us/election.html,(308) 432-0100,clerk@dawes-county.com,451 Main,Chadron,NE,69337,08:30:00 - 06:00,16:30:00 - 06:00,10/31/16,11/4/16
Dawes County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawes,Dawes County NE,http://www.co.dawes.ne.us/election.html,(308) 432-0100,clerk@dawes-county.com,451 Main,Chadron,NE,69337,08:30:00 - 07:00,16:30:00 - 07:00,11/7/16,11/7/16
Dawson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawson,Dawson County NE,http://www.dawsoncountyne.org/administrative/clerk/index.php,(308) 324-2127,karla.zlatkovsky@dawsoncountyne.org,"700 N. Washington, Room A",Lexington,NE,68850,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Dawson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawson,Dawson County NE,http://www.dawsoncountyne.org/administrative/clerk/index.php,(308) 324-2127,karla.zlatkovsky@dawsoncountyne.org,"700 N. Washington, Room A",Lexington,NE,68850,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Dawson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawson,Dawson County NE,http://www.dawsoncountyne.org/administrative/clerk/index.php,(308) 324-2127,karla.zlatkovsky@dawsoncountyne.org,"700 N. Washington, Room A",Lexington,NE,68850,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Dawson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawson,Dawson County NE,http://www.dawsoncountyne.org/administrative/clerk/index.php,(308) 324-2127,karla.zlatkovsky@dawsoncountyne.org,"700 N. Washington, Room A",Lexington,NE,68850,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Dawson County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dawson,Dawson County NE,http://www.dawsoncountyne.org/administrative/clerk/index.php,(308) 324-2127,karla.zlatkovsky@dawsoncountyne.org,"700 N. Washington, Room A",Lexington,NE,68850,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Deuel County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:deuel,Deuel County NE,http://www.co.deuel.ne.us/webpages/election/election.html,(308) 874-3308,polly.olson@nebraska.gov,718 Third St.,Chappell,NE,69129,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16
Deuel County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:deuel,Deuel County NE,http://www.co.deuel.ne.us/webpages/election/election.html,(308) 874-3308,polly.olson@nebraska.gov,718 Third St.,Chappell,NE,69129,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16
Deuel County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:deuel,Deuel County NE,http://www.co.deuel.ne.us/webpages/election/election.html,(308) 874-3308,polly.olson@nebraska.gov,718 Third St.,Chappell,NE,69129,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16
Deuel County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:deuel,Deuel County NE,http://www.co.deuel.ne.us/webpages/election/election.html,(308) 874-3308,polly.olson@nebraska.gov,718 Third St.,Chappell,NE,69129,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16
Deuel County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:deuel,Deuel County NE,http://www.co.deuel.ne.us/webpages/election/election.html,(308) 874-3308,polly.olson@nebraska.gov,718 Third St.,Chappell,NE,69129,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16
Dixon County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dixon,Dixon County NE,http://www.co.dixon.ne.us/webpages/election/election.html,(402) 755-5602,clerk@dixon.nacone.org,302 W. 3rd St.,Ponca,NE,68770,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Dixon County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dixon,Dixon County NE,http://www.co.dixon.ne.us/webpages/election/election.html,(402) 755-5602,clerk@dixon.nacone.org,302 W. 3rd St.,Ponca,NE,68770,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Dixon County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dixon,Dixon County NE,http://www.co.dixon.ne.us/webpages/election/election.html,(402) 755-5602,clerk@dixon.nacone.org,302 W. 3rd St.,Ponca,NE,68770,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Dixon County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dixon,Dixon County NE,http://www.co.dixon.ne.us/webpages/election/election.html,(402) 755-5602,clerk@dixon.nacone.org,302 W. 3rd St.,Ponca,NE,68770,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Dixon County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dixon,Dixon County NE,http://www.co.dixon.ne.us/webpages/election/election.html,(402) 755-5602,clerk@dixon.nacone.org,302 W. 3rd St.,Ponca,NE,68770,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/11/16,10/14/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/17/16,10/21/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,1 Wellington St,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16
