office-name,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 9107 Del Webb Blvd ,Las Vegas,NV,89134,09:00:00 - 07:00,19:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,9125 S Buffalo Dr,Las Vegas,NV,89113,09:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 3150 N. Buffalo Dr,Las Vegas,NV,89128,10:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,10590 Southern Highlands Pkwy ,Las Vegas,NV,89141,09:00:00 - 07:00,19:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2450 Hampton Rd,Henderson,NV,89052,09:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5175 E Tropicana Ave,Las Vegas,NV,89122,10:30:00 - 07:00,17:30:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4055 South Durango Drive,Las Vegas,NV,89147,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,190 N Boulder Hwy,Henderson,NV,89015,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,401 California Ave,Boulder City,NV,89005,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6601 N Buffalo Dr,Las Vegas,NV,89131,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,700 College Dr,Henderson,NV,89002,09:00:00 - 07:00,16:30:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),Las Vegas,NV,89106,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,25 E Shelbourne Ave,Las Vegas,NV,89123,10:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8200 W Sahara Ave,Las Vegas,NV,89117,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,320 N Moapa Valley Blvd ,Overton,NV,89040,08:00:00 - 07:00,18:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 3150 N. Buffalo Dr,Las Vegas,NV,89128,10:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,10590 Southern Highlands Pkwy ,Las Vegas,NV,89141,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2450 Hampton Rd,Henderson,NV,89052,09:00:00 - 07:00,18:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,5175 E Tropicana Ave,Las Vegas,NV,89122,10:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,10/31/16,10/31/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4055 South Durango Drive,Las Vegas,NV,89147,08:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,401 California Ave,Boulder City,NV,89005,7:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6601 N Buffalo Dr,Las Vegas,NV,89131,08:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,700 College Dr,Henderson,NV,89002,09:00:00 - 07:00,16:30:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),Las Vegas,NV,89106,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,150 N Yucca St ,Mesquite,NV,89027,08:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 3150 N. Buffalo Dr,Las Vegas,NV,89128,10:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4025 Allen Lane,North Las Vegas,NV,89031,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1951 Silver Springs Pkwy,Las Vegas,NV,89074,08:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,10590 Southern Highlands Pkwy ,Las Vegas,NV,89141,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2450 Hampton Rd,Henderson,NV,89052,09:00:00 - 07:00,18:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3075 North Walnut Road ,Las Vegas,NV,89115,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6301 W. Charleston Blvd.,Las Vegas,NV,89146,10:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,11/1/16,11/1/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3010 West Ann Road,North Las Vegas,NV,89031,08:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 North Buffalo Drive,Las Vegas,NV,89128,08:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1001 S. Rainbow Blvd,Las Vegas,NV,89145,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4421 E Bonanza Rd,Las Vegas,NV,89110,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6601 N Buffalo Dr,Las Vegas,NV,89131,08:00:00 - 07:00,18:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),Las Vegas,NV,89106,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2797 N Green Valley Pkwy,Henderson,NV,89014,10:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4025 Allen Lane,North Las Vegas,NV,89031,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1350 Flat Top Mesa Drive,Mesquite,NV,89034,08:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8750 W Charleston Blvd, Las Vegas ,NV ,89117,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4505 S. Maryland Pkwy, Las Vegas ,NV ,89154,08:00:00 - 07:00,17:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,101 N Pavilion Center Dr , Las Vegas ,NV ,89144,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3075 North Walnut Road ,Las Vegas,NV,89115,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,11/2/16,11/2/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3010 West Ann Road,North Las Vegas,NV,89031,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 North Buffalo Drive,Las Vegas,NV,89128,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1001 S. Rainbow Blvd,Las Vegas,NV,89145,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4421 E Bonanza Rd,Las Vegas,NV,89110,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8275 Spring Mountain Rd,Las Vegas,NV,89102,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),Las Vegas,NV,89106,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2797 N Green Valley Pkwy,Henderson,NV,89014,10:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 S Hollywood Blvd,Las Vegas,NV,89142,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",North Las Vegas,NV,89030,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8750 W Charleston Blvd, Las Vegas ,NV ,89117,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4505 S. Maryland Pkwy, Las Vegas ,NV ,89154,08:00:00 - 07:00,17:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,101 N Pavilion Center Dr , Las Vegas ,NV ,89144,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,45 E Horizon Ridge Pkwy, Las Vegas ,NV ,89101,08:00:00 - 07:00,18:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6255 W Flamingo Rd,Las Vegas,NV ,89103,8:30:00 - 07:00,17:30:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,Las Vegas,NV,89128,09:00:00 - 07:00,19:00:00 - 07:00,11/3/16,11/3/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3010 West Ann Road,North Las Vegas,NV,89031,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 North Buffalo Drive,Las Vegas,NV,89128,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 1001 S. Rainbow Blvd,Las Vegas,NV,89145,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4421 E Bonanza Rd,Las Vegas,NV,89110,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8275 Spring Mountain Rd,Las Vegas,NV,89102,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1950 J St (Lake Mead Blvd),Las Vegas,NV,89106,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,2797 N Green Valley Pkwy,Henderson,NV,89014,10:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1650 S Hollywood Blvd,Las Vegas,NV,89142,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,"2570 E Craig Rd,",North Las Vegas,NV,89030,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,8750 W Charleston Blvd, Las Vegas ,NV ,89117,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,4505 S. Maryland Pkwy, Las Vegas ,NV ,89154,08:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,101 N Pavilion Center Dr , Las Vegas ,NV ,89144,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,45 E Horizon Ridge Pkwy, Las Vegas ,NV ,89101,08:00:00 - 07:00,19:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,6255 W Flamingo Rd,Las Vegas,NV ,89103,8:30:00 - 07:00,17:30:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,7290 W Lake Mead Blvd ,Las Vegas,NV,89128,09:00:00 - 07:00,20:00:00 - 07:00,11/4/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,Las Vegas,NV,89169,10:00:00 - 07:00,20:00:00 - 07:00,10/22/16,10/22/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,Las Vegas,NV,89169,11:00:00 - 07:00,18:00:00 - 07:00,10/23/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,Las Vegas,NV,89169,10:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,Las Vegas,NV,89169,10:00:00 - 07:00,21:00:00 - 07:00,10/29/16,10/29/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,Las Vegas,NV,89169,11:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,3528 S Maryland Pkwy BOULEVARD MALL,Las Vegas,NV,89169,10:00:00 - 07:00,21:00:00 - 07:00,10/31/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,Henderson,NV,89014,10:00:00 - 07:00,20:00:00 - 07:00,10/22/16,10/22/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,Henderson,NV,89014,11:00:00 - 07:00,18:00:00 - 07:00,10/23/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,Henderson,NV,89014,10:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,Henderson,NV,89014,10:00:00 - 07:00,21:00:00 - 07:00,10/29/16,10/29/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,Henderson,NV,89014,11:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov,1300 W SUNSET RD Kohl's Court,Henderson,NV,89014,10:00:00 - 07:00,21:00:00 - 07:00,10/31/16,11/4/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,Las Vegas,NV,89107,10:00:00 - 07:00,20:00:00 - 07:00,10/22/16,10/22/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,Las Vegas,NV,89107,11:00:00 - 07:00,18:00:00 - 07:00,10/23/16,10/23/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,Las Vegas,NV,89107,10:00:00 - 07:00,20:00:00 - 07:00,10/24/16,10/28/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,Las Vegas,NV,89107,10:00:00 - 07:00,21:00:00 - 07:00,10/29/16,10/29/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,Las Vegas,NV,89107,11:00:00 - 07:00,18:00:00 - 07:00,10/30/16,10/30/16
Clark County,ocd-division/country:us/state:nv/county:clark,Clark County NV,http://www.clarkcountynv.gov/vote,(702) 455-8683,elinfo@clarkcountynv.gov, 4300 Meadows Ln Sears Court,Las Vegas,NV,89107,10:00:00 - 07:00,21:00:00 - 07:00,10/31/16,11/4/16
