office-name,official-title,ocd-division,division - description,homepage - url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,705 East Union St,Wynne,AR,72396,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,705 East Union St,Wynne,AR,72396,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,705 East Union St,Wynne,AR,72396,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,608 Robert Moore Street,Arkansas City,AR,71630,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,608 Robert Moore Street,Arkansas City,AR,71630,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,608 Robert Moore Street,Arkansas City,AR,71630,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,608 Robert Moore Street,Arkansas City,AR,71630,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,608 Robert Moore Street,Arkansas City,AR,71630,08:00:00 - 05:00,18:00:00 - 05:00,11/7/16,11/7/16
Desha County,McGehee Municipal Building,ocd-division/country:us/state:ar/county:desha,Desha County AR,,,,901 Holly St,Arkansas City,AR,71654,08:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/4/16
Desha County,Dumas Community Center,ocd-division/country:us/state:ar/county:desha,Desha County AR,,,,18 Belmont St,Dumas,AR,71639,08:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/4/16
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,210 South Main St.,Monticello,AR,71655,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,210 South Main St.,Monticello,AR,71655,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,210 South Main St.,Monticello,AR,71655,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,210 South Main St.,Monticello,AR,71655,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,210 South Main St.,Monticello,AR,71655,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,801 Locust St.,Conway,AR,72034,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,801 Locust St.,Conway,AR,72034,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,801 Locust St.,Conway,AR,72034,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,801 Locust St.,Conway,AR,72034,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,801 Locust St.,Conway,AR,72034,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,211 West Commercial,Ozark,AR,72949,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,211 West Commercial,Ozark,AR,72949,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,211 West Commercial,Ozark,AR,72949,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,211 West Commercial,Ozark,AR,72949,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,211 West Commercial,Ozark,AR,72949,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,123 South Main Street,Salem,AR,72576,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,123 South Main Street,Salem,AR,72576,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,123 South Main Street,Salem,AR,72576,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,123 South Main Street,Salem,AR,72576,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,123 South Main Street,Salem,AR,72576,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,649 Ouachita Ave,Hot Springs,AR,71901,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,649 Ouachita Ave,Hot Springs,AR,71901,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,649 Ouachita Ave,Hot Springs,AR,71901,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,649 Ouachita Ave,Hot Springs,AR,71901,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,649 Ouachita Ave,Hot Springs,AR,71901,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,"101 West Center, Room 106",Sheridan,AR,72150,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,"101 West Center, Room 106",Sheridan,AR,72150,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,"101 West Center, Room 106",Sheridan,AR,72150,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,"101 West Center, Room 106",Sheridan,AR,72150,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,"101 West Center, Room 106",Sheridan,AR,72150,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,"320 West Court Street, Room 102",Paragould,AR,72450,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,"320 West Court Street, Room 102",Paragould,AR,72450,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,"320 West Court Street, Room 102",Paragould,AR,72450,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,"320 West Court Street, Room 102",Paragould,AR,72450,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Greene County,County Clerk,ocd-division/country:us/state:ar/county:greene,Greene County AR,,(870) 239-6311,greeneclerk@arkansasclerks.com,"320 West Court Street, Room 102",Paragould,AR,72450,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,400 South Washington,Hope,AR,71801,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,400 South Washington,Hope,AR,71801,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,400 South Washington,Hope,AR,71801,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,400 South Washington,Hope,AR,71801,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Hempstead County,County Clerk,ocd-division/country:us/state:ar/county:hempstead,Hempstead County AR,,(870) 777-2241,hempsteadclerk@arkansasclerks.com,400 South Washington,Hope,AR,71801,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,230 W 2nd,Malvern,AR,72104,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,230 W 2nd,Malvern,AR,72104,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,230 W 2nd,Malvern,AR,72104,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,230 W 2nd,Malvern,AR,72104,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Hot Spring County,County Clerk,ocd-division/country:us/state:ar/county:hot_spring,Hot Spring County AR,,(501) 332-2291,hotspringclerk@arkansasclerks.com,230 W 2nd,Malvern,AR,72104,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,"421 North Main St., Room 10",Nashville,AR,71852,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,"421 North Main St., Room 10",Nashville,AR,71852,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,"421 North Main St., Room 10",Nashville,AR,71852,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,"421 North Main St., Room 10",Nashville,AR,71852,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Howard County,County Clerk,ocd-division/country:us/state:ar/county:howard,Howard County AR,,(870) 845-7502,howardclerk@arkansasclerks.com,"421 North Main St., Room 10",Nashville,AR,71852,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,192 East Main Street,Batesville,AR,72501,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,192 East Main Street,Batesville,AR,72501,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,192 East Main Street,Batesville,AR,72501,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,192 East Main Street,Batesville,AR,72501,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Independence County,County Clerk,ocd-division/country:us/state:ar/county:independence,Independence County AR,,(870) 793-8828,independenceclerk@arkansasclerks.com,192 East Main Street,Batesville,AR,72501,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,500 Main St.,Melbourne,AR,72556,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,500 Main St.,Melbourne,AR,72556,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,500 Main St.,Melbourne,AR,72556,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,500 Main St.,Melbourne,AR,72556,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Izard County,County Clerk,ocd-division/country:us/state:ar/county:izard,Izard County AR,,(870) 368-4316,izardclerk@arkansasclerks.com,500 Main St.,Melbourne,AR,72556,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,101 East Barraque Street,Pine Bluff,AR,71601,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,101 East Barraque Street,Pine Bluff,AR,71601,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,101 East Barraque Street,Pine Bluff,AR,71601,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,101 East Barraque Street,Pine Bluff,AR,71601,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Jefferson County,Jefferson County Courthouse,ocd-division/country:us/state:ar/county:jefferson,Jefferson County AR,,(870) 541-5322,jeffersonclerk@arkansasclerks.com,101 East Barraque Street,Pine Bluff,AR,71601,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,215 West Main Street,Clarksville,AR,72830,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,215 West Main Street,Clarksville,AR,72830,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,215 West Main Street,Clarksville,AR,72830,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,215 West Main Street,Clarksville,AR,72830,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Johnson County,County Clerk,ocd-division/country:us/state:ar/county:johnson,Johnson County AR,,(479) 754-3967,johnsonclerk@arkansasclerks.com,215 West Main Street,Clarksville,AR,72830,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,"116 W 3rd St, ",Lewisville,AR,71845,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,"116 W 3rd St,",Lewisville,AR,71845,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,"116 W 3rd St,",Lewisville,AR,71845,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,"116 W 3rd St,",Lewisville,AR,71845,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Lafayette County,County Clerk,ocd-division/country:us/state:ar/county:lafayette,Lafayette County AR,,(870) 921-4633,lafayetteclerk@arkansasclerks.com,"116 W 3rd St,",Lewisville,AR,71845,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,315 West Main Street,Walnut Ridge,AR,72476,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,315 West Main Street,Walnut Ridge,AR,72476,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,315 West Main Street,Walnut Ridge,AR,72476,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,315 West Main Street,Walnut Ridge,AR,72476,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Lawrence County,County Clerk,ocd-division/country:us/state:ar/county:lawrence,Lawrence County AR,,(870) 886-1111,lawrenceclerk@arkansasclerks.com,315 West Main Street,Walnut Ridge,AR,72476,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,"15 East Chestnut Street, Room 4",Marianna,AR,72360,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,"15 East Chestnut Street, Room 4",Marianna,AR,72360,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,"15 East Chestnut Street, Room 4",Marianna,AR,72360,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,"15 East Chestnut Street, Room 4",Marianna,AR,72360,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Lee County,County Clerk,ocd-division/country:us/state:ar/county:lee,Lee County AR,,(870) 295-7715,leeclerk@arkansasclerks.com,"15 East Chestnut Street, Room 4",Marianna,AR,72360,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,300 South Drew St.,Star City,AR,71667,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,300 South Drew St.,Star City,AR,71667,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,300 South Drew St.,Star City,AR,71667,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,300 South Drew St.,Star City,AR,71667,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Lincoln County,County Clerk,ocd-division/country:us/state:ar/county:lincoln,Lincoln County AR,,(870) 628-5114,lincolnclerk@arkansasclerks.com,300 South Drew St.,Star City,AR,71667,08:00:00 - 05:00,17:30:00 - 05:00,11/7/16,11/7/16
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,351 North 2nd St.,Ashdown,AR,71822,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,351 North 2nd St.,Ashdown,AR,71822,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,351 North 2nd St.,Ashdown,AR,71822,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,351 North 2nd St.,Ashdown,AR,71822,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Little River County,County Clerk,ocd-division/country:us/state:ar/county:little_river,Little River County AR,,(870) 898-7210,littleriverclerk@arkansasclerks.com,351 North 2nd St.,Ashdown,AR,71822,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,#25 West Walnut St.,Paris,AR,72855,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,#25 West Walnut St.,Paris,AR,72855,10:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,#25 West Walnut St.,Paris,AR,72855,08:00:00 - 04:00,18:00:00 - 04:00,10/31/16,11/4/16
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,#25 West Walnut St.,Paris,AR,72855,10:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16
Logan County,County Clerk,ocd-division/country:us/state:ar/county:logan,Logan County AR,,(479) 963-2618,loganclerk@arkansasclerks.com,#25 West Walnut St.,Paris,AR,72855,08:00:00 - 05:00,17:00:00 - 05:00,11/7/16,11/7/16
Lonoke County,County Clerk,ocd-division/country:us/state:ar/county:lonoke,Lonoke County AR,,(501) 676-3020,lonokeclerk@arkansasclerks.com,301 North Center St,Lonoke,AR,72086,08:00:00 - 04:00,18:00:00 - 04:00,10/24/16,10/28/16
