office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,Directions,precinct,Address 2,city,state,zip,start_time,end_time,notes
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ST. MARK'S PRESBYTERIAN CHURCH,Pima 080,3809 E 3RD STREET,Tucson,AZ,85716,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,UNITARIAN UNIVERSALIST CONGREGATION OF NW TUCSON,Pima 081,3601 W CROMWELL DRIVE,Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SABBAR SHRINE TEMPLE,Pima 082,450 S TUCSON BOULEVARD,Tucson,AZ,85716,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,THE GOOD SHEPHERD UNITED CHURCH,Pima 083,17750 S LA CANADA DRIVE,Tucson,AZ,85629,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,QUAIL CREEK MADERA CLUBHOUSE,Pima 084,2055 E QUAIL CROSSING BOULEVARD,Tucson,AZ,85614,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TUCSON CHINESE CULTURAL CENTER,Pima 085,1288 W RIVER ROAD,Tucson,AZ,85704,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,PASSION CHURCH,Pima 086,1212 S PALO VERDE AVENUE,Tucson,AZ,85713,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FRIENDLY VILLAGE OF THE CATALINAS,Pima 087,101 W RIVER ROAD,Tucson,AZ,85704,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SUNRISE DRIVE ELEMENTARY,Pima 088,3617 N CAMINO BLANCO,Tucson,AZ,85718,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,LIGHTHOUSE - CITY YMCA,Pima 089,2900 N COLUMBUS BOULEVARD,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,VUSD - COTTONWOOD ELEMENTARY SCHOOL,Pima 090,9950 E REES LOOP,Tucson,AZ,85747,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,LIVING FAITH CHRISTIAN CENTER,Pima 091,4108 E NORTH STREET,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ACCELERATED ELEMENTARY & SECONDARY SCHOOLS,Pima 092,5245 N CAMINO DE OESTE,Tucson,AZ,85745,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MARTHA COOPER LIBRARY,Pima 093,1377 N CATALINA AVENUE,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FIRST BRETHREN CHURCH OF TUCSON,Pima 094,201 N COLUMBUS BOULEVARD,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,VUSD - MESQUITE ELEMENTARY SCHOOL,Pima 095,9455 E RITA ROAD,Tucson,AZ,85747,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CENTRAL CHURCH OF THE NAZARENE,Pima 096,404 S COLUMBUS BOULEVARD,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MOST HOLY TRINITY PARISH,Pima 097,1300 N GREASEWOOD ROAD,Tucson,AZ,85745,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ECKSTROM-COLUMBUS LIBRARY,Pima 098,4350 E 22ND STREET,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FAITH TABERNACLE CHURCH,Pima 099,5011 E FT LOWELL ROAD,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,STREAMS IN THE DESERT LUTHERAN CHURCH,Pima 100,5360 E PIMA STREET,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,COPPER CREST ADULT COMMUNITY CENTER,Pima 101,7700 W BOPP ROAD,Tucson,AZ,85735,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TUSD - MALDONADO ELEMENTARY SCHOOL,Pima 102,3535 W MESSALA WAY,Tucson,AZ,85746,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CHRIST CHURCH UNITED METHODIST,Pima 103,655 N CRAYCROFT ROAD,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,REDEEMER EVANGELICAL LUTHERAN CHURCH & SCHOOL,Pima 104,8845 N SILVERBELL ROAD,Tucson,AZ,85743,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TUSD - MYERS-GANOUNG ELEMENTARY SCHOOL,Pima 105,5000 E ANDREW STREET,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,COMFORT SUITES HOTEL,Pima 106,7007 E TANQUE VERDE ROAD,Tucson,AZ,85715,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TUCSON ARIZONA BOYS CHORUS,Pima 107,5770 E PIMA STREET,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TUCSON WOMAN'S CLUB,Pima 108,6245 E BELLEVUE STREET,Tucson,AZ,85712,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,VUSD - CIENEGA HIGH SCHOOL,Pima 109,12775 E MARY ANN CLEVELAND WAY,Tucson,AZ,85641,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,PASCUA YAQUI TRIBE COUNCIL CHAMBERS,Pima 110,7474 S CAMINO DE OESTE,Tucson,AZ,85746,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ST. JOSEPH'S ROMAN CATHOLIC CHURCH,Pima 111,215 S CRAYCROFT ROAD,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ESPERERO CANYON MIDDLE SCHOOL,Pima 112,5801 N SABINO CANYON ROAD,Tucson,AZ,85750,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,EASTSIDE ASSEMBLY OF GOD CHURCH,Pima 113,1930 S WILMOT ROAD,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,UNITARIAN UNIVERSALIST CHURCH,Pima 114,4831 E 22ND STREET,Tucson,AZ,85711,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CONTINENTAL RANCH COMMUNITY CENTER,Pima 115,8877 N COACHLINE BL,Tucson,AZ,85743,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ST. PAUL'S UNITED METHODIST CHURCH,Pima 116,8051 E BROADWAY BOULEVARD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FELLOWSHIP BIBLE CHURCH,Pima 117,6700 E BROADWAY BOULEVARD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MORRIS K UDALL RECREATION CENTER,Pima 118,7200 E TANQUE VERDE ROAD,Tucson,AZ,85715,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FOUNTAIN OF LIFE LUTHERAN CHURCH,Pima 119,710 S KOLB ROAD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,ABOUNDING GRACE LUTHERAN CHURCH,Pima 120,2450 S KOLB ROAD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SUNRISE CHAPEL,Pima 121,8421 E WRIGHTSTOWN ROAD,Tucson,AZ,85715,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,22ND STREET BAPTIST CHURCH,Pima 122,6620 E 22ND STREET,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,RIVER OF LIFE BAPTIST CHURCH,Pima 123,6902 E GOLF LINKS ROAD,Tucson,AZ,85730,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,RIVER OF LIFE BAPTIST CHURCH,Pima 124,6902 E GOLF LINKS ROAD,Tucson,AZ,85730,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SABINO ROAD BAPTIST CHURCH,Pima 125,2710 N SABINO CANYON ROAD,Tucson,AZ,85715,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TANQUE VERDE LUTHERAN CHURCH,Pima 126,8625 E TANQUE VERDE ROAD,Tucson,AZ,85749,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,HERITAGE HIGHLANDS COUNTRY CLUB,Pima 127,4949 W HERITAGE CLUB BOULEVARD,Tucson,AZ,85658,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,EAST TUCSON BAPTIST CHURCH,Pima 128,9100 E SPEEDWAY BOULEVARD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,PANTANO BAPTIST CHURCH,Pima 129,225 S PANTANO ROAD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,NEW SPIRIT LUTHERAN CHURCH,Pima 130,8701 E OLD SPANISH TRAIL,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MOUNT OLIVE LUTHERAN CHURCH,Pima 131,2005 S HOUGHTON ROAD,Tucson,AZ,85748,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,MILLER - GOLF LINKS LIBRARY,Pima 132,9640 E GOLF LINKS ROAD,Tucson,AZ,85730,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CLEMENTS REGIONAL CENTER,Pima 133,8155 E POINCIANA DRIVE,Tucson,AZ,85730,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,BEAUTIFUL SAVIOR LUTHERAN CHURCH,Pima 134,7570 N THORNYDALE ROAD,Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,PISINEMO DISTRICT,Pima 135,"WEST HIGHWAY 86, ROUTE 21",Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,HICKIWAN DISTRICT,Pima 136,VAYA CHIN VILLAGE,Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,GU VO DISTRICT OFFICE COMPOUND,Pima 137,"INDIAN ROUTE 1, MILE POST 19, GU VO VILLAGE",Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,GU ACHI DISTRICT,Pima 138,SANTA ROSA COMMUNITY,Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SOPORI ELEMENTARY SCHOOL,Pima 139,5000 W ARIVACA ROAD,Tucson,AZ,85645,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SAHUARITA BAPTIST CHURCH,Pima 140,2875 E SAHUARITA ROAD,Tucson,AZ,85629,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CASA PALOMA I RECREATION CENTER,Pima 141,400 W CIRCULO DEL PALADIN,Tucson,AZ,85614,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CAPILLA DEL SOL CHRISTIAN CHURCH,Pima 142,3130 W OVERTON ROAD,Tucson,AZ,85742,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FRIENDSHIP MISSIONARY BAPTIST CHURCH,Pima 143,850 N 11TH AVENUE,Tucson,AZ,85705,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FRED ARCHER NEIGHBORHOOD CENTER,Pima 144,1665 S LA CHOLLA BOULEVARD,Tucson,AZ,85713,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SUN CITY ORO VALLEY -CATALINA VISTA,Pima 145,14055 N DEL WEBB BOULEVARD,Tucson,AZ,85755,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,NANINI BRANCH PUBLIC LIBRARY,Pima 146,7300 N SHANNON ROAD,Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CORNERSTONE BAPTIST CHURCH,Pima 147,18280 S LA CANADA DRIVE,Tucson,AZ,85629,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SOVEREIGN GRACE CHURCH,Pima 148,1241 W INA ROAD,Tucson,AZ,85704,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,METRO WATER DISTRICT OFFICE,Pima 149,6265 N LA CANADA DRIVE,Tucson,AZ,85704,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SOUTH FORTY R-V PARK,Pima 150,3600 W ORANGE GROVE ROAD,Tucson,AZ,85741,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CHURCH OF THE PAINTED HILLS,Pima 151,3295 W SPEEDWAY BOULEVARD,Tucson,AZ,85745,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SANTA CRUZ LUTHERAN CHURCH,Pima 152,6809 S CARDINAL AVENUE,Tucson,AZ,85746,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,FAITH CHRISTIAN FELLOWSHIP,Pima 153,3141 W IRONWOOD HILLS DRIVE,Tucson,AZ,85745,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SACRED HEART CATHOLIC CHURCH,Pima 154,601 E FORT LOWELL ROAD,Tucson,AZ,85705,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,SAN XAVIER MOOSE LODGE,Pima 155,10600 S NOGALES HIGHWAY,Tucson,AZ,85756,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,TUCSON MEADOWS MOBILE HOME PARK,Pima 156,2121 S PANTANO ROAD,Tucson,AZ,85710,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CACTUS COMMUNITY CHURCH OF THE NAZARENE,Pima 157,1600 W IRVINGTON ROAD,Tucson,AZ,85746,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,EMBASSY SUITES TUCSON-PALOMA VILLAGE,Pima 158,3110 E SKYLINE DRIVE,Tucson,AZ,85718,06:00:00 - 07:00,19:00:00 - 07:00,
Pima County,County Recorder,":election,:registration",ocd-division/country:us/state:az/county:pima,Pima County AZ,http://www.recorder.Pima.gov/,"(520) 724-4330, 520-724-6830",recorder@recorder.pima.gov,CALVARY EVANGELISTIC CENTER,Pima 159,5160 S TREAT AVENUE,Tucson,AZ,85706,06:00:00 - 07:00,19:00:00 - 07:00,
