office-name,official-title,types,ocd-division,division-description,homepage-url,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appt,notes,notes for hand collection
Exeter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:exeter,Exeter Town ME,,(207) 379-2191,,1221 Stetson Road,Exeter,ME,4435,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,,Ballots available Sept. 24-Nov 3 Office hours: M-F 8-4,
Exeter Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:exeter,Exeter Town ME,,(207) 379-2191,,1221 Stetson Road,Exeter,ME,4435,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,,Ballots available Sept. 24-Nov 3 Office hours: M-F 8-4,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,08:30:00 - 04:00,11:00:00 - 04:00,10/7/16,10/7/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,08:30:00 - 04:00,11:00:00 - 04:00,10/11/16,10/14/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,08:30:00 - 04:00,11:00:00 - 04:00,10/17/24,10/21/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,08:30:00 - 04:00,11:00:00 - 04:00,10/24/16,10/28/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,08:30:00 - 04:00,11:00:00 - 04:00,10/31/16,11/3/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,12:00:00 - 04:00,16:30:00 - 04:00,10/7/16,10/7/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,12:00:00 - 04:00,16:30:00 - 04:00,10/11/16,10/14/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,12:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,12:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Fairfield Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:fairfield,Fairfield Town ME,,(207) 453-7346,,19 Lawrence Avenue,Fairfield,ME,4937,12:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/3/16,,Ballots available Oct 7-Nov 3. Office hours: M-F 8:30-11 and 12-4:30,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,08:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/13/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,07:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/17/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,08:00:00 - 04:00,17:00:00 - 04:00,10/18/16,10/20/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,07:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/24/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,08:00:00 - 04:00,17:00:00 - 04:00,10/25/16,10/27/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,07:00:00 - 04:00,17:00:00 - 04:00,10/31/16,10/31/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,08:00:00 - 04:00,17:00:00 - 04:00,11/1/16,11/2/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Falmouth Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:falmouth,Falmouth Town ME,,(207) 781-5253,,271 Falmouth Road,Falmouth,ME,4105,08:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,,Ballots available from Oct 7-Nov 3 // M 7-5 // T-R 8-5 // Nov 3: 8-7,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/5/16,10/5/16,,Ballots available Oct 5-Nov 3. Office hours: M T R F 8-5 // W 10-5,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,08:00:00 - 04:00,17:00:00 - 04:00,10/6/16,10/7/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/11/16,10/11/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,08:00:00 - 04:00,17:00:00 - 04:00,10/12/16,10/12/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/13/16,10/14/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/18/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,08:00:00 - 04:00,17:00:00 - 04:00,10/19/16,10/19/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/20/16,10/21/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/25/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,08:00:00 - 04:00,17:00:00 - 04:00,10/26/16,10/26/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/27/16,10/28/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/1/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,08:00:00 - 04:00,17:00:00 - 04:00,11/2/16,11/2/16,,,
Farmingdale Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:farmingdale,Farmingdale Town ME,,(207) 582-2225,,289 Maine Ave.,Farmingdale,ME,4344,10:00:00 - 04:00,17:00:00 - 04:00,11/3/16,11/3/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/11/16,,Ballots available Oct 11-Nov 3 Office hours: M 10-5 // T R 8-4 // W 8-12 // F 6:30-1,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,12:00:00 - 04:00,10/12/16,10/12/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,10/13/16,10/13/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,06:30:00 - 04:00,13:00:00 - 04:00,10/14/16,10/14/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,10:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/17/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,10/18/16,10/18/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,12:00:00 - 04:00,10/19/16,10/19/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,10/20/16,10/20/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,06:30:00 - 04:00,13:00:00 - 04:00,10/21/16,10/21/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,10:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/24/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,10/25/16,10/25/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,12:00:00 - 04:00,10/26/16,10/26/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,10/27/16,10/27/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,06:30:00 - 04:00,13:00:00 - 04:00,10/28/16,10/28/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,10:00:00 - 04:00,17:00:00 - 04:00,10/31/16,10/31/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,11/1/16,11/1/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,12:00:00 - 04:00,11/2/16,11/2/16,,,
Eliot Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eliot,Eliot Town ME,,(207) 439-1817,,1333 State Road,Eliot,ME,3903,08:00:00 - 04:00,16:00:00 - 04:00,11/3/16,11/3/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/8/16,10/8/16,,Oct 7 -Nov 3. Office hours: M W 11-7 // T Sat 9-3,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/11/16,10/11/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,10/12/16,10/12/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/15/16,10/15/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/17/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/18/16,10/18/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,10/19/16,10/19/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/22/16,10/22/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/24/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/25/16,10/25/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/26/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,10/31/16,10/31/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,09:00:00 - 04:00,15:00:00 - 04:00,11/1/16,11/1/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,11:00:00 - 04:00,19:00:00 - 04:00,11/2/16,11/2/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,13:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,07:00:00 - 04:00,11:00:00 - 04:00,11/5/16,11/5/16,,,
Eastbrook Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastbrook,Eastbrook Town ME,,(207) 565-3307,,959 Eastbrook Road,Eastbrook,ME,4634,13:00:00 - 04:00,19:00:00 - 04:00,11/7/16,11/7/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,15:00:00 - 04:00,10/7/16,10/7/16,,Oct 7-Nov 3. Office hours: M W R 8-4:30 // Tues 8-6 / F 8-3,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,18:00:00 - 04:00,10/11/16,10/11/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,10/12/16,10/13/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,15:00:00 - 04:00,10/14/16,10/14/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/17/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,18:00:00 - 04:00,10/18/16,10/18/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,10/19/16,10/20/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,15:00:00 - 04:00,10/21/16,10/21/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/24/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,18:00:00 - 04:00,10/25/16,10/25/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,10/26/16,10/27/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,15:00:00 - 04:00,10/28/16,10/28/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,10/31/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,18:00:00 - 04:00,11/1/16,11/1/16,,,
Easton Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:easton,Easton Town ME,,(207) 488-6652,,Station Road,Easton,ME,4740,08:00:00 - 04:00,16:30:00 - 04:00,11/2/16,11/3/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:30:00 - 04:00,15:30:00 - 04:00,10/7/16,10/7/16,,Oct 7-Nov 3. Office hours: M-R 8-4 // F 8:30-3:30 // 8-1:30 last day of month,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:00:00 - 04:00,16:00:00 - 04:00,10/11/16,10/13/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:30:00 - 04:00,15:30:00 - 04:00,10/14/16,10/14/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/20/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:30:00 - 04:00,15:30:00 - 04:00,10/21/16,10/21/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/27/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:30:00 - 04:00,15:30:00 - 04:00,10/28/16,10/28/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:00:00 - 04:00,13:30:00 - 04:00,10/31/16,10/31/16,,,
Eastport City,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:eastport,Eastport City ME,,(207) 853-2300,,78 High Street,Eastport,ME,4631,08:00:00 - 04:00,16:00:00 - 04:00,11/1/16,11/3/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,08:30:00 - 04:00,16:30:00 - 04:00,10/7/16,10/7/16,,Oct 7-Nov 3 // Office hours: M T F 8:30-4:30 // R 10:30-6:30,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,08:30:00 - 04:00,16:30:00 - 04:00,10/11/16,10/11/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,10:30:00 - 04:00,18:30:00 - 04:00,10/13/16,10/13/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,08:30:00 - 04:00,16:30:00 - 04:00,10/14/16,10/14/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,08:30:00 - 04:00,16:30:00 - 04:00,10/17/16,10/18/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,10:30:00 - 04:00,18:30:00 - 04:00,10/20/16,10/20/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,08:30:00 - 04:00,16:30:00 - 04:00,10/21/16,10/21/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,08:30:00 - 04:00,16:30:00 - 04:00,10/24/16,10/25/16,,,
Durham Town,Municipal Clerk,":election,:registration",ocd-division/country:us/state:me/place:durham,Durham Town ME,,(207) 353-2561,,630 Hallowell Rd,Durham,ME,4222,10:30:00 - 04:00,18:30:00 - 04:00,10/27/16,10/27/16,,,
