ocd_division,email,county,location_name,address_1,address_2,city,state,zip_code,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,appointment_phone,is_subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,184,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,185,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,186,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,187,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,188,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 7:00,12:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,189,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,9/23/16,9/23/16,False,False,False,False,190,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,191,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,9/26/16,9/30/16,False,False,False,False,192,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,193,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/3/16,10/7/16,False,False,False,False,194,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,195,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/11/16,10/14/16,False,False,False,False,196,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,197,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/17/16,10/21/16,False,False,False,False,198,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,False,False,False,False,199,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/24/16,10/28/16,False,False,False,False,200,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,False,False,False,False,201,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/31/16,11/4/16,False,False,False,False,202,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,False,False,False,False,203,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 6:00,16:30:00 - 6:00,11/7/16,11/7/16,False,False,False,False,204,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,False,False,False,False,205,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,206,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,207,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,208,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,209,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,210,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,211,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,212,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,213,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,False,False,False,False,214,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,False,False,False,False,215,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,False,False,False,False,216,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,False,False,False,False,217,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,False,False,False,False,218,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,False,False,False,False,219,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,False,False,False,False,220,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,False,False,False,False,221,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,222,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,223,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,224,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,225,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,226,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,227,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,228,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,229,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,230,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,231,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,232,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,233,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,234,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,235,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,236,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,237,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,False,False,False,False,238,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,False,False,False,False,239,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,False,False,False,False,240,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,False,False,False,False,241,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,False,False,False,False,242,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,False,False,False,False,243,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,False,False,False,False,244,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,False,False,False,False,245,"110 9th Ave. South, Faulkton, SD 57438",,08:00 AM-12:00 PM,,ho29481979,false,false,,,,poll41867456
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,246,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,247,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,248,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,249,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,False,False,False,False,250,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,False,False,False,False,251,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,False,False,False,False,252,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:grant,karen.layher@state.sd.us,Grant County,Grant County Courthouse,210 E 5th Ave.,,Milbank,SD,57252,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,False,False,False,False,253,"210 E 5th Ave., Milbank, SD 57252",,08:00 AM-05:00 PM,,ho92366589,false,false,,,,poll16713683
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,254,"221 East 8th Street, Burke, SD 57523",,01:00 PM-05:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,False,False,False,False,255,"221 East 8th Street, Burke, SD 57523",,08:00 AM-12:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,256,"221 East 8th Street, Burke, SD 57523",,01:00 PM-05:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,False,False,False,False,257,"221 East 8th Street, Burke, SD 57523",,08:00 AM-12:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,258,"221 East 8th Street, Burke, SD 57523",,01:00 PM-05:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,False,False,False,False,259,"221 East 8th Street, Burke, SD 57523",,08:00 AM-12:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,260,"221 East 8th Street, Burke, SD 57523",,01:00 PM-05:00 PM,,ho29592347,false,false,,,,poll50645687
ocd-division/country:us/state:sd/county:gregory,jim.waterbury@state.sd.us,Gregory County,Gregory County Courthouse,221 East 8th Street,,Burke,SD,57523,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,False,False,False,False,261,"221 East 8th Street, Burke, SD 57523",,08:00 AM-12:00 PM,,ho29592347,false,false,,,,poll50645687
