county,ocd_division,homepage_url,phone,email,street,city,state,zip_code,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,71,"1112 Joshua Ave., Suite 201, Parker, AZ 85344",,07:00 AM-06:00 PM,,ho4293706,false,AZ,,,,poll51302627
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,72,"1112 Joshua Ave., Suite 201, Parker, AZ 85344",,07:00 AM-06:00 PM,,ho4293706,false,AZ,,,,poll51302627
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,73,"1112 Joshua Ave., Suite 201, Parker, AZ 85344",,07:00 AM-06:00 PM,,ho4293706,false,AZ,,,,poll51302627
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,08:00:00 - 07:00,17:00:00 - 07:00,10-28-16,10-28-16,74,"1112 Joshua Ave., Suite 201, Parker, AZ 85344",,08:00 AM-05:00 PM,,ho4293706,false,AZ,,,,poll51302627
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,75,"1112 Joshua Ave., Suite 201, Parker, AZ 85344",,07:00 AM-06:00 PM,,ho4293706,false,AZ,,,,poll51302627
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,"1112 Joshua Ave., Suite 201",Parker,AZ,85344,08:00:00 - 07:00,17:00:00 - 07:00,11-04-16,11-04-16,76,"1112 Joshua Ave., Suite 201, Parker, AZ 85344",,08:00 AM-05:00 PM,,ho4293706,false,AZ,,,,poll51302627
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,77,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho27125283,false,AZ,,,,poll65743876
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,78,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho27125283,false,AZ,,,,poll65743876
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-22-16,10-22-16,79,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho27125283,false,AZ,,,,poll65743876
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,80,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho27125283,false,AZ,,,,poll65743876
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-29-16,10-29-16,81,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho27125283,false,AZ,,,,poll65743876
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,82,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho27125283,false,AZ,,,,poll65743876
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,83,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho23484568,false,AZ,,,,poll76150624
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,84,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho23484568,false,AZ,,,,poll76150624
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-22-16,10-22-16,85,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho23484568,false,AZ,,,,poll76150624
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,86,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho23484568,false,AZ,,,,poll76150624
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-29-16,10-29-16,87,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho23484568,false,AZ,,,,poll76150624
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/Election Office,  MCTEC, 510 South 3rd Avenue",Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,88,"Recorder's/Election Office, MCTEC, 510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho23484568,false,AZ,,,,poll76150624
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,89,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho21465615,false,AZ,,,,poll13544619
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,90,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho21465615,false,AZ,,,,poll13544619
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-22-16,10-22-16,91,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho21465615,false,AZ,,,,poll13544619
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,92,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho21465615,false,AZ,,,,poll13544619
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-29-16,10-29-16,93,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho21465615,false,AZ,,,,poll13544619
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue",Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,94,"Recorder's/ Elections Office, Downtown, 111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho21465615,false,AZ,,,,poll13544619
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Avondale City Clerk's Office, 11465 W Civic Center Dr",Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,95,"Avondale City Clerk's Office, 11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho2798534,false,AZ,,,,poll57479370
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Avondale City Clerk's Office, 11465 W Civic Center Dr",Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,96,"Avondale City Clerk's Office, 11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho2798534,false,AZ,,,,poll57479370
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Avondale City Clerk's Office, 11465 W Civic Center Dr",Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,97,"Avondale City Clerk's Office, 11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho2798534,false,AZ,,,,poll57479370
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Avondale City Clerk's Office, 11465 W Civic Center Dr",Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,98,"Avondale City Clerk's Office, 11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho2798534,false,AZ,,,,poll57479370
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Ability360 Center, Computer Lab Room, 2nd Floor, 5025 E Washington St",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,99,"Ability360 Center, Computer Lab Room, 2nd Floor, 5025 E Washington St, Phoenix, AZ 85034",,08:00 AM-05:00 PM,,ho5887288,false,AZ,,,,poll7302208
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Ability360 Center, Computer Lab Room, 2nd Floor, 5025 E Washington St",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,100,"Ability360 Center, Computer Lab Room, 2nd Floor, 5025 E Washington St, Phoenix, AZ 85034",,08:00 AM-05:00 PM,,ho5887288,false,AZ,,,,poll7302208
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Ability360 Center, Computer Lab Room, 2nd Floor, 5025 E Washington St",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,101,"Ability360 Center, Computer Lab Room, 2nd Floor, 5025 E Washington St, Phoenix, AZ 85034",,08:00 AM-05:00 PM,,ho5887288,false,AZ,,,,poll7302208
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Buckeye City Clerk's Office, 530 E Monroe Ave",Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,102,"Buckeye City Clerk's Office, 530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho14626569,false,AZ,,,,poll12381168
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Buckeye City Clerk's Office, 530 E Monroe Ave",Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,103,"Buckeye City Clerk's Office, 530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho14626569,false,AZ,,,,poll12381168
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Buckeye City Clerk's Office, 530 E Monroe Ave",Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,104,"Buckeye City Clerk's Office, 530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho14626569,false,AZ,,,,poll12381168
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Buckeye City Clerk's Office, 530 E Monroe Ave",Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,105,"Buckeye City Clerk's Office, 530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho14626569,false,AZ,,,,poll12381168
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Carefree Town Clerk's Office, 8 Sundial Cir",Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10-12-16,10-13-16,106,"Carefree Town Clerk's Office, 8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho59352605,false,AZ,,,,poll58838435
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Carefree Town Clerk's Office, 8 Sundial Cir",Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10-17-16,10-20-16,107,"Carefree Town Clerk's Office, 8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho59352605,false,AZ,,,,poll58838435
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Carefree Town Clerk's Office, 8 Sundial Cir",Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10-24-16,10-27-16,108,"Carefree Town Clerk's Office, 8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho59352605,false,AZ,,,,poll58838435
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Carefree Town Clerk's Office, 8 Sundial Cir",Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10-31-16,11-03-16,109,"Carefree Town Clerk's Office, 8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho59352605,false,AZ,,,,poll58838435
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd",Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-13-16,110,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho9256691,false,AZ,,,,poll77083149
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd",Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-20-16,111,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho9256691,false,AZ,,,,poll77083149
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd",Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-27-16,112,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho9256691,false,AZ,,,,poll77083149
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd",Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-03-16,113,"Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho9256691,false,AZ,,,,poll77083149
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Chandler City Clerk's Office, 175 S Arizona Ave",Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,114,"Chandler City Clerk's Office, 175 S Arizona Ave, Chandler, AZ 85225",,08:00 AM-05:00 PM,,ho32981937,false,AZ,,,,poll81171500
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Chandler City Clerk's Office, 175 S Arizona Ave",Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,115,"Chandler City Clerk's Office, 175 S Arizona Ave, Chandler, AZ 85225",,08:00 AM-05:00 PM,,ho32981937,false,AZ,,,,poll81171500
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Chandler City Clerk's Office, 175 S Arizona Ave",Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,116,"Chandler City Clerk's Office, 175 S Arizona Ave, Chandler, AZ 85225",,08:00 AM-05:00 PM,,ho32981937,false,AZ,,,,poll81171500
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"El Mirage City Clerk's Office, 12145 NW Grand Ave",El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10-12-16,10-14-16,117,"El Mirage City Clerk's Office, 12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho39738325,false,AZ,,,,poll35487202
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"El Mirage City Clerk's Office, 12145 NW Grand Ave",El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,118,"El Mirage City Clerk's Office, 12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho39738325,false,AZ,,,,poll35487202
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"El Mirage City Clerk's Office, 12145 NW Grand Ave",El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10-24-16,10-28-16,119,"El Mirage City Clerk's Office, 12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho39738325,false,AZ,,,,poll35487202
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"El Mirage City Clerk's Office, 12145 NW Grand Ave",El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10-31-16,11-04-16,120,"El Mirage City Clerk's Office, 12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho39738325,false,AZ,,,,poll35487202
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains",Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,121,"Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains, Fountain Hills, AZ 85268",,07:00 AM-06:00 PM,,ho17429690,false,AZ,,,,poll62827216
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains",Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,122,"Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains, Fountain Hills, AZ 85268",,07:00 AM-06:00 PM,,ho17429690,false,AZ,,,,poll62827216
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains",Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,123,"Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains, Fountain Hills, AZ 85268",,07:00 AM-06:00 PM,,ho17429690,false,AZ,,,,poll62827216
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gila Bend Town Clerk's Office, 644 W Pima St",Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10-17-16,10-21-16,124,"Gila Bend Town Clerk's Office, 644 W Pima St, Gila Bend, AZ 85337",,08:00 AM-04:00 PM,,ho16248,false,AZ,,,,poll72284597
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gila Bend Town Clerk's Office, 644 W Pima St",Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10-24-16,10-28-16,125,"Gila Bend Town Clerk's Office, 644 W Pima St, Gila Bend, AZ 85337",,08:00 AM-04:00 PM,,ho16248,false,AZ,,,,poll72284597
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gila Bend Town Clerk's Office, 644 W Pima St",Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10-31-16,11-04-16,126,"Gila Bend Town Clerk's Office, 644 W Pima St, Gila Bend, AZ 85337",,08:00 AM-04:00 PM,,ho16248,false,AZ,,,,poll72284597
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gilbert Municipal Center, 50 E Civic Center Dr",Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10-12-16,10-13-16,127,"Gilbert Municipal Center, 50 E Civic Center Dr, Gilbert, AZ 85296",,07:00 AM-06:00 PM,,ho71923911,false,AZ,,,,poll81126753
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gilbert Municipal Center, 50 E Civic Center Dr",Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10-17-16,10-20-16,128,"Gilbert Municipal Center, 50 E Civic Center Dr, Gilbert, AZ 85296",,07:00 AM-06:00 PM,,ho71923911,false,AZ,,,,poll81126753
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gilbert Municipal Center, 50 E Civic Center Dr",Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10-24-16,10-27-16,129,"Gilbert Municipal Center, 50 E Civic Center Dr, Gilbert, AZ 85296",,07:00 AM-06:00 PM,,ho71923911,false,AZ,,,,poll81126753
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Gilbert Municipal Center, 50 E Civic Center Dr",Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10-31-16,11-03-16,130,"Gilbert Municipal Center, 50 E Civic Center Dr, Gilbert, AZ 85296",,07:00 AM-06:00 PM,,ho71923911,false,AZ,,,,poll81126753
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,"Glendale - Ability360 Center, 6829 N 57th Ave",Glendale,AZ,85301,8:00:00 - 07:00,17:00:00 - 07:00,10-17-16,10-21-16,131,"Glendale - Ability360 Center, 6829 N 57th Ave, Glendale, AZ 85301",,08:00 AM-05:00 PM,,ho23838642,false,AZ,,,,poll44260236
