office_name,official_title,types,ocd_division,division_description,phone,email,street,city,state,zip_code,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Daniels County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:daniels,Daniels County MT,(406) 487-5561,clerkrec@danielsco.mt.gov,213 Main St,Scobey,MT,59263,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,71,"213 Main St, Scobey, MT 59263",,08:00 AM-05:00 PM,,ho44243379,false,true,,,,poll97440916
Daniels County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:daniels,Daniels County MT,(406) 487-5561,clerkrec@danielsco.mt.gov,213 Main St,Scobey,MT,59263,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,72,"213 Main St, Scobey, MT 59263",,08:00 AM-05:00 PM,,ho44243379,false,true,,,,poll97440916
Daniels County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:daniels,Daniels County MT,(406) 487-5561,clerkrec@danielsco.mt.gov,213 Main St,Scobey,MT,59263,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,73,"213 Main St, Scobey, MT 59263",,08:00 AM-05:00 PM,,ho44243379,false,true,,,,poll97440916
Daniels County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:daniels,Daniels County MT,(406) 487-5561,clerkrec@danielsco.mt.gov,213 Main St,Scobey,MT,59263,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,74,"213 Main St, Scobey, MT 59263",,08:00 AM-12:00 PM,,ho44243379,false,true,,,,poll97440916
Daniels County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:daniels,Daniels County MT,(406) 487-5561,clerkrec@danielsco.mt.gov,213 Main St,Scobey,MT,59263,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,75,"213 Main St, Scobey, MT 59263",,07:00 AM-08:00 PM,,ho44243379,false,true,,,,poll97440916
Dawson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:dawson,Dawson County MT,(406) 377-3058,haggertyh@dawsoncountymail.com,207 West Bell,Glendive,MT,59330,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,76,"207 West Bell, Glendive, MT 59330",,08:00 AM-05:00 PM,,ho9663246,false,true,,,,poll59870868
Dawson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:dawson,Dawson County MT,(406) 377-3058,haggertyh@dawsoncountymail.com,207 West Bell,Glendive,MT,59330,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,77,"207 West Bell, Glendive, MT 59330",,08:00 AM-05:00 PM,,ho9663246,false,true,,,,poll59870868
Dawson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:dawson,Dawson County MT,(406) 377-3058,haggertyh@dawsoncountymail.com,207 West Bell,Glendive,MT,59330,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,78,"207 West Bell, Glendive, MT 59330",,08:00 AM-05:00 PM,,ho9663246,false,true,,,,poll59870868
Dawson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:dawson,Dawson County MT,(406) 377-3058,haggertyh@dawsoncountymail.com,207 West Bell,Glendive,MT,59330,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,79,"207 West Bell, Glendive, MT 59330",,08:00 AM-05:00 PM,,ho9663246,false,true,,,,poll59870868
Dawson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:dawson,Dawson County MT,(406) 377-3058,haggertyh@dawsoncountymail.com,207 West Bell,Glendive,MT,59330,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,80,"207 West Bell, Glendive, MT 59330",,08:00 AM-12:00 PM,,ho9663246,false,true,,,,poll59870868
Dawson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:dawson,Dawson County MT,(406) 377-3058,haggertyh@dawsoncountymail.com,207 West Bell,Glendive,MT,59330,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,81,"207 West Bell, Glendive, MT 59330",,07:00 AM-08:00 PM,,ho9663246,false,true,,,,poll59870868
Deer Lodge County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:deer_lodge,Deer Lodge County MT,(406) 563-4060,jblodnick@anacondadeerlodge.mt.gov,800 Main,Anaconda,MT,59711,08:00:00 - 06:00,17:00:00 - 06:00,10/12/16,10/14/16,,82,"800 Main, Anaconda, MT 59711",,08:00 AM-05:00 PM,,ho5438791,false,true,,,,poll93199725
Deer Lodge County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:deer_lodge,Deer Lodge County MT,(406) 563-4060,jblodnick@anacondadeerlodge.mt.gov,800 Main,Anaconda,MT,59711,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,83,"800 Main, Anaconda, MT 59711",,08:00 AM-05:00 PM,,ho5438791,false,true,,,,poll93199725
Deer Lodge County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:deer_lodge,Deer Lodge County MT,(406) 563-4060,jblodnick@anacondadeerlodge.mt.gov,800 Main,Anaconda,MT,59711,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,84,"800 Main, Anaconda, MT 59711",,08:00 AM-05:00 PM,,ho5438791,false,true,,,,poll93199725
Deer Lodge County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:deer_lodge,Deer Lodge County MT,(406) 563-4060,jblodnick@anacondadeerlodge.mt.gov,800 Main,Anaconda,MT,59711,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,85,"800 Main, Anaconda, MT 59711",,08:00 AM-05:00 PM,,ho5438791,false,true,,,,poll93199725
Deer Lodge County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:deer_lodge,Deer Lodge County MT,(406) 563-4060,jblodnick@anacondadeerlodge.mt.gov,800 Main,Anaconda,MT,59711,08:00:00 - 07:00,12:00:00 - 07:00,11/6/16,11/6/16,,86,"800 Main, Anaconda, MT 59711",,08:00 AM-12:00 PM,,ho5438791,false,true,,,,poll93199725
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,08:00:00 - 06:00,17:00:00 - 06:00,10/4/16,10/7/16,,87,"10 West Fallon Avenue, Baker, MT 59313",,08:00 AM-05:00 PM,,ho37891759,false,true,,,,poll10061675
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,88,"10 West Fallon Avenue, Baker, MT 59313",,08:00 AM-05:00 PM,,ho37891759,false,true,,,,poll10061675
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,89,"10 West Fallon Avenue, Baker, MT 59313",,08:00 AM-05:00 PM,,ho37891759,false,true,,,,poll10061675
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,90,"10 West Fallon Avenue, Baker, MT 59313",,08:00 AM-05:00 PM,,ho37891759,false,true,,,,poll10061675
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,91,"10 West Fallon Avenue, Baker, MT 59313",,08:00 AM-05:00 PM,,ho37891759,false,true,,,,poll10061675
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,92,"10 West Fallon Avenue, Baker, MT 59313",,08:00 AM-12:00 PM,,ho37891759,false,true,,,,poll10061675
Fallon County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fallon,Fallon County MT,(406) 778-7106,falloncc@midrivers.com,10 West Fallon Avenue,Baker,MT,59313,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,93,"10 West Fallon Avenue, Baker, MT 59313",,07:00 AM-08:00 PM,,ho37891759,false,true,,,,poll10061675
Fergus County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fergus,Fergus County MT,(406) 535-5242,clerkrecorder@co.fergus.mt.us,712 W Main,Lewistown,MT,59457,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,94,"712 W Main, Lewistown, MT 59457",,08:00 AM-05:00 PM,,ho77842066,false,true,,,,poll48736620
Fergus County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fergus,Fergus County MT,(406) 535-5242,clerkrecorder@co.fergus.mt.us,712 W Main,Lewistown,MT,59457,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,95,"712 W Main, Lewistown, MT 59457",,08:00 AM-05:00 PM,,ho77842066,false,true,,,,poll48736620
Fergus County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fergus,Fergus County MT,(406) 535-5242,clerkrecorder@co.fergus.mt.us,712 W Main,Lewistown,MT,59457,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,96,"712 W Main, Lewistown, MT 59457",,08:00 AM-05:00 PM,,ho77842066,false,true,,,,poll48736620
Fergus County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fergus,Fergus County MT,(406) 535-5242,clerkrecorder@co.fergus.mt.us,712 W Main,Lewistown,MT,59457,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,97,"712 W Main, Lewistown, MT 59457",,08:00 AM-05:00 PM,,ho77842066,false,true,,,,poll48736620
Fergus County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fergus,Fergus County MT,(406) 535-5242,clerkrecorder@co.fergus.mt.us,712 W Main,Lewistown,MT,59457,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,98,"712 W Main, Lewistown, MT 59457",,08:00 AM-12:00 PM,,ho77842066,false,true,,,,poll48736620
Fergus County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:fergus,Fergus County MT,(406) 535-5242,clerkrecorder@co.fergus.mt.us,712 W Main,Lewistown,MT,59457,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,99,"712 W Main, Lewistown, MT 59457",,07:00 AM-08:00 PM,,ho77842066,false,true,,,,poll48736620
Flathead County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:flathead,Flathead County MT,(406) 758-5535,electionweb@flathead.mt.gov,"40 11th Street West, Suite 230",Kalispell,MT,59901,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,100,"40 11th Street West, Suite 230, Kalispell, MT 59901",,08:00 AM-05:00 PM,,ho464721,false,true,,,,poll55164203
Flathead County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:flathead,Flathead County MT,(406) 758-5535,electionweb@flathead.mt.gov,"40 11th Street West, Suite 230",Kalispell,MT,59901,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,101,"40 11th Street West, Suite 230, Kalispell, MT 59901",,08:00 AM-05:00 PM,,ho464721,false,true,,,,poll55164203
Flathead County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:flathead,Flathead County MT,(406) 758-5535,electionweb@flathead.mt.gov,"40 11th Street West, Suite 230",Kalispell,MT,59901,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,102,"40 11th Street West, Suite 230, Kalispell, MT 59901",,08:00 AM-05:00 PM,,ho464721,false,true,,,,poll55164203
Flathead County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:flathead,Flathead County MT,(406) 758-5535,electionweb@flathead.mt.gov,"40 11th Street West, Suite 230",Kalispell,MT,59901,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,103,"40 11th Street West, Suite 230, Kalispell, MT 59901",,08:00 AM-05:00 PM,,ho464721,false,true,,,,poll55164203
Flathead County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:flathead,Flathead County MT,(406) 758-5535,electionweb@flathead.mt.gov,"40 11th Street West, Suite 230",Kalispell,MT,59901,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,104,"40 11th Street West, Suite 230, Kalispell, MT 59901",,08:00 AM-12:00 PM,,ho464721,false,true,,,,poll55164203
Gallatin County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:gallatin,Gallatin County MT,(406) 582-3060,charlotte.mills@gallatin.mt.gov,"311 W Main, Room 210",Bozeman,MT,59715,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,105,"311 W Main, Room 210, Bozeman, MT 59715",,08:00 AM-05:00 PM,,ho82874075,false,true,,,,poll73385087
Gallatin County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:gallatin,Gallatin County MT,(406) 582-3060,charlotte.mills@gallatin.mt.gov,"311 W Main, Room 210",Bozeman,MT,59715,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,106,"311 W Main, Room 210, Bozeman, MT 59715",,08:00 AM-05:00 PM,,ho82874075,false,true,,,,poll73385087
Gallatin County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:gallatin,Gallatin County MT,(406) 582-3060,charlotte.mills@gallatin.mt.gov,"311 W Main, Room 210",Bozeman,MT,59715,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,107,"311 W Main, Room 210, Bozeman, MT 59715",,08:00 AM-05:00 PM,,ho82874075,false,true,,,,poll73385087
Gallatin County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:gallatin,Gallatin County MT,(406) 582-3060,charlotte.mills@gallatin.mt.gov,"311 W Main, Room 210",Bozeman,MT,59715,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,108,"311 W Main, Room 210, Bozeman, MT 59715",,08:00 AM-05:00 PM,,ho82874075,false,true,,,,poll73385087
Gallatin County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:gallatin,Gallatin County MT,(406) 582-3060,charlotte.mills@gallatin.mt.gov,"311 W Main, Room 210",Bozeman,MT,59715,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,109,"311 W Main, Room 210, Bozeman, MT 59715",,08:00 AM-12:00 PM,,ho82874075,false,true,,,,poll73385087
Garfield County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:garfield,Garfield County MT,(406) 557-2760,gccr@midrivers.com,352 Leavitt Ave,Jordan,MT,59337,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,110,"352 Leavitt Ave, Jordan, MT 59337",,08:00 AM-05:00 PM,,ho69585486,false,true,,,,poll48827192
Garfield County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:garfield,Garfield County MT,(406) 557-2760,gccr@midrivers.com,352 Leavitt Ave,Jordan,MT,59337,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,111,"352 Leavitt Ave, Jordan, MT 59337",,08:00 AM-05:00 PM,,ho69585486,false,true,,,,poll48827192
Garfield County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:garfield,Garfield County MT,(406) 557-2760,gccr@midrivers.com,352 Leavitt Ave,Jordan,MT,59337,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,112,"352 Leavitt Ave, Jordan, MT 59337",,08:00 AM-05:00 PM,,ho69585486,false,true,,,,poll48827192
Garfield County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:garfield,Garfield County MT,(406) 557-2760,gccr@midrivers.com,352 Leavitt Ave,Jordan,MT,59337,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,113,"352 Leavitt Ave, Jordan, MT 59337",,08:00 AM-05:00 PM,,ho69585486,false,true,,,,poll48827192
Garfield County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:garfield,Garfield County MT,(406) 557-2760,gccr@midrivers.com,352 Leavitt Ave,Jordan,MT,59337,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,114,"352 Leavitt Ave, Jordan, MT 59337",,08:00 AM-12:00 PM,,ho69585486,false,true,,,,poll48827192
Garfield County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:garfield,Garfield County MT,(406) 557-2760,gccr@midrivers.com,352 Leavitt Ave,Jordan,MT,59337,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,115,"352 Leavitt Ave, Jordan, MT 59337",,07:00 AM-08:00 PM,,ho69585486,false,true,,,,poll48827192
Glacier County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:glacier,Glacier County MT,(406) 873-3609,gmhall@glaciercountymt.org,512 E Main,Cut Bank,MT,59427,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,116,"512 E Main, Cut Bank, MT 59427",,08:00 AM-05:00 PM,,ho98339956,false,true,,,,poll37557849
Glacier County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:glacier,Glacier County MT,(406) 873-3609,gmhall@glaciercountymt.org,512 E Main,Cut Bank,MT,59427,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,117,"512 E Main, Cut Bank, MT 59427",,08:00 AM-05:00 PM,,ho98339956,false,true,,,,poll37557849
Glacier County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:glacier,Glacier County MT,(406) 873-3609,gmhall@glaciercountymt.org,512 E Main,Cut Bank,MT,59427,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,118,"512 E Main, Cut Bank, MT 59427",,08:00 AM-05:00 PM,,ho98339956,false,true,,,,poll37557849
Glacier County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:glacier,Glacier County MT,(406) 873-3609,gmhall@glaciercountymt.org,512 E Main,Cut Bank,MT,59427,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,119,"512 E Main, Cut Bank, MT 59427",,08:00 AM-05:00 PM,,ho98339956,false,true,,,,poll37557849
Glacier County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:glacier,Glacier County MT,(406) 873-3609,gmhall@glaciercountymt.org,512 E Main,Cut Bank,MT,59427,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,120,"512 E Main, Cut Bank, MT 59427",,08:00 AM-12:00 PM,,ho98339956,false,true,,,,poll37557849
Glacier County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:glacier,Glacier County MT,(406) 873-3609,gmhall@glaciercountymt.org,512 E Main,Cut Bank,MT,59427,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,121,"512 E Main, Cut Bank, MT 59427",,07:00 AM-08:00 PM,,ho98339956,false,true,,,,poll37557849
Golden Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:golden_valley,Golden Valley County MT,(406) 568-2231,berryml@midrivers.com,107 Kemp Street,Ryegate,MT,59074,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,122,"107 Kemp Street, Ryegate, MT 59074",,08:00 AM-05:00 PM,,ho67146910,false,true,,,,poll99414863
Golden Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:golden_valley,Golden Valley County MT,(406) 568-2231,berryml@midrivers.com,107 Kemp Street,Ryegate,MT,59074,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,123,"107 Kemp Street, Ryegate, MT 59074",,08:00 AM-05:00 PM,,ho67146910,false,true,,,,poll99414863
Golden Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:golden_valley,Golden Valley County MT,(406) 568-2231,berryml@midrivers.com,107 Kemp Street,Ryegate,MT,59074,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,124,"107 Kemp Street, Ryegate, MT 59074",,08:00 AM-05:00 PM,,ho67146910,false,true,,,,poll99414863
Golden Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:golden_valley,Golden Valley County MT,(406) 568-2231,berryml@midrivers.com,107 Kemp Street,Ryegate,MT,59074,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,125,"107 Kemp Street, Ryegate, MT 59074",,08:00 AM-05:00 PM,,ho67146910,false,true,,,,poll99414863
Golden Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:golden_valley,Golden Valley County MT,(406) 568-2231,berryml@midrivers.com,107 Kemp Street,Ryegate,MT,59074,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,126,"107 Kemp Street, Ryegate, MT 59074",,08:00 AM-12:00 PM,,ho67146910,false,true,,,,poll99414863
Golden Valley County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:golden_valley,Golden Valley County MT,(406) 568-2231,berryml@midrivers.com,107 Kemp Street,Ryegate,MT,59074,08:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,127,"107 Kemp Street, Ryegate, MT 59074",,08:00 AM-08:00 PM,,ho67146910,false,true,,,,poll99414863
Granite County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:granite,Granite County MT,(406) 859-3771,graclerk@co.granite.mt.us,220 N. Sansome St. PO Box 925,Philipsburg,MT,59858,08:00:00 - 06:00,17:00:00 - 06:00,10/14/16,10/14/16,,128,"220 N. Sansome St. PO Box 925, Philipsburg, MT 59858",,08:00 AM-05:00 PM,,ho6172974,false,true,,,,poll63054648
Granite County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:granite,Granite County MT,(406) 859-3771,graclerk@co.granite.mt.us,220 N. Sansome St. PO Box 925,Philipsburg,MT,59858,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,129,"220 N. Sansome St. PO Box 925, Philipsburg, MT 59858",,08:00 AM-05:00 PM,,ho6172974,false,true,,,,poll63054648
Granite County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:granite,Granite County MT,(406) 859-3771,graclerk@co.granite.mt.us,220 N. Sansome St. PO Box 925,Philipsburg,MT,59858,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,130,"220 N. Sansome St. PO Box 925, Philipsburg, MT 59858",,08:00 AM-05:00 PM,,ho6172974,false,true,,,,poll63054648
Granite County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:granite,Granite County MT,(406) 859-3771,graclerk@co.granite.mt.us,220 N. Sansome St. PO Box 925,Philipsburg,MT,59858,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,131,"220 N. Sansome St. PO Box 925, Philipsburg, MT 59858",,08:00 AM-05:00 PM,,ho6172974,false,true,,,,poll63054648
Granite County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:granite,Granite County MT,(406) 859-3771,graclerk@co.granite.mt.us,220 N. Sansome St. PO Box 925,Philipsburg,MT,59858,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,132,"220 N. Sansome St. PO Box 925, Philipsburg, MT 59858",,08:00 AM-12:00 PM,,ho6172974,false,true,,,,poll63054648
Granite County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:granite,Granite County MT,(406) 859-3771,graclerk@co.granite.mt.us,220 N. Sansome St. PO Box 925,Philipsburg,MT,59858,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,133,"220 N. Sansome St. PO Box 925, Philipsburg, MT 59858",,07:00 AM-08:00 PM,,ho6172974,false,true,,,,poll63054648
Hill County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:hill,Hill County MT,"(406) 265-5481, ext. 221",armstrongs@co.hill.mt.us,315 4th St,Havre,MT,59501,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,134,"315 4th St, Havre, MT 59501",,08:00 AM-05:00 PM,,ho69628749,false,true,,,,poll39479837
Hill County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:hill,Hill County MT,"(406) 265-5481, ext. 221",armstrongs@co.hill.mt.us,315 4th St,Havre,MT,59501,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,135,"315 4th St, Havre, MT 59501",,08:00 AM-05:00 PM,,ho69628749,false,true,,,,poll39479837
Hill County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:hill,Hill County MT,"(406) 265-5481, ext. 221",armstrongs@co.hill.mt.us,315 4th St,Havre,MT,59501,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,136,"315 4th St, Havre, MT 59501",,08:00 AM-05:00 PM,,ho69628749,false,true,,,,poll39479837
Hill County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:hill,Hill County MT,"(406) 265-5481, ext. 221",armstrongs@co.hill.mt.us,315 4th St,Havre,MT,59501,08:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,,137,"315 4th St, Havre, MT 59501",,08:00 AM-05:00 PM,,ho69628749,false,true,,,,poll39479837
Hill County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:hill,Hill County MT,"(406) 265-5481, ext. 221",armstrongs@co.hill.mt.us,315 4th St,Havre,MT,59501,08:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,,138,"315 4th St, Havre, MT 59501",,08:00 AM-12:00 PM,,ho69628749,false,true,,,,poll39479837
Hill County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:hill,Hill County MT,"(406) 265-5481, ext. 221",armstrongs@co.hill.mt.us,315 4th St,Havre,MT,59501,07:00:00 - 07:00,20:00:00 - 07:00,11/8/16,11/8/16,,139,"315 4th St, Havre, MT 59501",,07:00 AM-08:00 PM,,ho69628749,false,true,,,,poll39479837
Jefferson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:jefferson,Jefferson County MT,(406) 225-4020,cramey@jeffersoncounty-mt.gov,102 South Monroe St.,Boulder,MT,59632,08:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,,140,"102 South Monroe St., Boulder, MT 59632",,08:00 AM-05:00 PM,,ho11643881,false,true,,,,poll50067672
Jefferson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:jefferson,Jefferson County MT,(406) 225-4020,cramey@jeffersoncounty-mt.gov,102 South Monroe St.,Boulder,MT,59632,08:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,141,"102 South Monroe St., Boulder, MT 59632",,08:00 AM-05:00 PM,,ho11643881,false,true,,,,poll50067672
Jefferson County,County Election Administrator,":election,:registration",ocd-division/country:us/state:mt/county:jefferson,Jefferson County MT,(406) 225-4020,cramey@jeffersoncounty-mt.gov,102 South Monroe St.,Boulder,MT,59632,08:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,142,"102 South Monroe St., Boulder, MT 59632",,08:00 AM-05:00 PM,,ho11643881,false,true,,,,poll50067672
