office-name,ocd-division,homepage-url,phone,email,DIRECTIONS,name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,is_subject_to_change,notes
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,120 W El Prado Dr,,Olmos Park,TX,78212,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1400 W Villaret Blvd,,San Antonio,TX,78224,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1400 W Villaret Blvd,,San Antonio,TX,78224,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1400 W Villaret Blvd,,San Antonio,TX,78224,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1400 W Villaret Blvd,,San Antonio,TX,78224,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,20735 Wilderness Oak,,San Antonio,TX,78260,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,20735 Wilderness Oak,,San Antonio,TX,78260,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,20735 Wilderness Oak,,San Antonio,TX,78260,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,20735 Wilderness Oak,,San Antonio,TX,78260,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,900 Saddletree Ct,,Shavano Park,TX,78231,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,900 Saddletree Ct,,Shavano Park,TX,78231,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,900 Saddletree Ct,,Shavano Park,TX,78231,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,900 Saddletree Ct,,Shavano Park,TX,78231,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,300 Dolorosa,,San Antonio,TX,78205﻿,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,300 Dolorosa,,San Antonio,TX,78205﻿,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,300 Dolorosa,,San Antonio,TX,78205﻿,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,300 Dolorosa,,San Antonio,TX,78205﻿,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3505 Pleasanton Rd,,San Antonio,TX,78221,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3505 Pleasanton Rd,,San Antonio,TX,78221,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3505 Pleasanton Rd,,San Antonio,TX,78221,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,3505 Pleasanton Rd,,San Antonio,TX,78221,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1802 N Main Ave,,San Antonio,TX,78212,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1802 N Main Ave,,San Antonio,TX,78212,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1802 N Main Ave,,San Antonio,TX,78212,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1802 N Main Ave,,San Antonio,TX,78212,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7791 E 6th St,,Somerset,TX,78069,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7791 E 6th St,,Somerset,TX,78069,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7791 E 6th St,,Somerset,TX,78069,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,7791 E 6th St,,Somerset,TX,78069,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,5622 Ray Ellison Blvd,,San Antonio,TX,78242,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,5622 Ray Ellison Blvd,,San Antonio,TX,78242,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,5622 Ray Ellison Blvd,,San Antonio,TX,78242,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,5622 Ray Ellison Blvd,,San Antonio,TX,78242,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2310 SW Military Dr,,San Antonio,TX,78224,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2310 SW Military Dr,,San Antonio,TX,78224,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2310 SW Military Dr,,San Antonio,TX,78224,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2310 SW Military Dr,,San Antonio,TX,78224,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1460 Martinez Losoya Rd,,San Antonio,TX,78221,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1460 Martinez Losoya Rd,,San Antonio,TX,78221,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1460 Martinez Losoya Rd,,San Antonio,TX,78221,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1460 Martinez Losoya Rd,,San Antonio,TX,78221,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4618 Thousand Oaks,,San Antonio,TX,78233,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4618 Thousand Oaks,,San Antonio,TX,78233,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4618 Thousand Oaks,,San Antonio,TX,78233,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4618 Thousand Oaks,,San Antonio,TX,78233,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4134 Harry Wurzbach Rd,,San Antonio,TX,78209,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4134 Harry Wurzbach Rd,,San Antonio,TX,78209,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4134 Harry Wurzbach Rd,,San Antonio,TX,78209,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4134 Harry Wurzbach Rd,,San Antonio,TX,78209,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2150 Universal City Blvd,,Universal City,TX,78148,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2150 Universal City Blvd,,Universal City,TX,78148,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2150 Universal City Blvd,,Universal City,TX,78148,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,2150 Universal City Blvd,,Universal City,TX,78148,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1 UTSA Circle,,San Antonio,TX,78249,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1 UTSA Circle,,San Antonio,TX,78249,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1 UTSA Circle,,San Antonio,TX,78249,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,1 UTSA Circle,,San Antonio,TX,78249,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9310 Jim Seal Dr,,San Antonio,TX,78233,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9310 Jim Seal Dr,,San Antonio,TX,78233,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9310 Jim Seal Dr,,San Antonio,TX,78233,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,9310 Jim Seal Dr,,San Antonio,TX,78233,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4522 Fredericksburg Rd,,San Antonio,TX,78201,08:00:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-28-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4522 Fredericksburg Rd,,San Antonio,TX,78201,08:00:00 - 05:00,20:00:00 - 05:00,10-29-2016,10-29-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4522 Fredericksburg Rd,,San Antonio,TX,78201,12:00:00 - 05:00,18:00:00 - 05:00,10-30-2016,10-30-2016,,
Bexar County,ocd-division/country:us/state:tx/county:bexar,http://home.bexar.org/elections/index.html,(210) 335-8683,votebymail@bexar.org,,,4522 Fredericksburg Rd,,San Antonio,TX,78201,08:00:00 - 05:00,20:00:00 - 05:00,10-31-2016,11-04-2016,,
Blanco County,ocd-division/country:us/state:tx/county:blanco,http://www.co.blanco.tx.us/,(830) 868-7357,countyclerk@co.blanco.tx.us,,,101 E. Cypress St.,,Johnson City,TX,78636,08:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-28-2016,,"Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX Monday, October 24, 2016 – 8:00am – 4:30 pm Tuesday, October 25, 2016 – 8:00am – 4:30pm Wednesday, October 26, 2016 – 8:00am – 4:30pm Thursday, October 27, 2016 – 8:00am – 4:30pm Friday, October 28, 2016 – 8:00am – 4:30pm BLANCO EMS STATION – 607 CHANDLER ST., BLANCO, TX SATURDAY, October 29, 2016 – 8:00am – 4:00pm SUNDAY, October 30, 2016 – 10:00 am – 3:00pm Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX 78636 Monday, October 31, 2016 – Friday, November 4, 2016 8:00am – 4:30pm"
Blanco County,ocd-division/country:us/state:tx/county:blanco,http://www.co.blanco.tx.us/,(830) 868-7357,countyclerk@co.blanco.tx.us,,,607 Chandler St,,Blanco,TX,78606,08:00:00 - 05:00,16:00:00 - 05:00,10-29-2016,10-29-2016,,"Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX Monday, October 24, 2016 – 8:00am – 4:30 pm Tuesday, October 25, 2016 – 8:00am – 4:30pm Wednesday, October 26, 2016 – 8:00am – 4:30pm Thursday, October 27, 2016 – 8:00am – 4:30pm Friday, October 28, 2016 – 8:00am – 4:30pm BLANCO EMS STATION – 607 CHANDLER ST., BLANCO, TX SATURDAY, October 29, 2016 – 8:00am – 4:00pm SUNDAY, October 30, 2016 – 10:00 am – 3:00pm Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX 78636 Monday, October 31, 2016 – Friday, November 4, 2016 8:00am – 4:30pm"
Blanco County,ocd-division/country:us/state:tx/county:blanco,http://www.co.blanco.tx.us/,(830) 868-7357,countyclerk@co.blanco.tx.us,,,607 Chandler St,,Blanco,TX,78606,10:00:00 - 05:00,15:00:00 - 05:00,10-30-2016,10-30-2016,,"Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX Monday, October 24, 2016 – 8:00am – 4:30 pm Tuesday, October 25, 2016 – 8:00am – 4:30pm Wednesday, October 26, 2016 – 8:00am – 4:30pm Thursday, October 27, 2016 – 8:00am – 4:30pm Friday, October 28, 2016 – 8:00am – 4:30pm BLANCO EMS STATION – 607 CHANDLER ST., BLANCO, TX SATURDAY, October 29, 2016 – 8:00am – 4:00pm SUNDAY, October 30, 2016 – 10:00 am – 3:00pm Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX 78636 Monday, October 31, 2016 – Friday, November 4, 2016 8:00am – 4:30pm"
Blanco County,ocd-division/country:us/state:tx/county:blanco,http://www.co.blanco.tx.us/,(830) 868-7357,countyclerk@co.blanco.tx.us,,,101 E. Cypress St.,,Johnson City,TX,78636,08:00:00 - 05:00,16:30:00 - 05:00,10-31-2016,11-04-2016,,"Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX Monday, October 24, 2016 – 8:00am – 4:30 pm Tuesday, October 25, 2016 – 8:00am – 4:30pm Wednesday, October 26, 2016 – 8:00am – 4:30pm Thursday, October 27, 2016 – 8:00am – 4:30pm Friday, October 28, 2016 – 8:00am – 4:30pm BLANCO EMS STATION – 607 CHANDLER ST., BLANCO, TX SATURDAY, October 29, 2016 – 8:00am – 4:00pm SUNDAY, October 30, 2016 – 10:00 am – 3:00pm Johnson City, Courthouse Annex – 101 E. Cypress St., Johnson City, TX 78636 Monday, October 31, 2016 – Friday, November 4, 2016 8:00am – 4:30pm"
Bosque County,ocd-division/country:us/state:tx/county:bosque,http://www.bosquecounty.us/elections/,(254) 435-6650,elections@bosquecounty.us,,,104 West Morgan St.,,Meridian,TX,76665,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,"Our Early Voting place will be at the Bosque County Courthouse at 110 S Main in Meridian, TX 76665 The dates and hours are:
Monday, October 24th - Friday, October 28th from 8:00 am to 5:00 pm Saturday, October 29th from 10:00 am to 2:00 pm Sunday October 30th from 1:00 pm to 4:00 pm Monday, October 31st - Friday, November 4th from 7:00 am to 7:00 pm"
Bosque County,ocd-division/country:us/state:tx/county:bosque,http://www.bosquecounty.us/elections/,(254) 435-6650,elections@bosquecounty.us,,,104 West Morgan St.,,Meridian,TX,76665,10:00:00 - 05:00,14:00:00 - 05:00,10-29-2016,10-29-2016,,"Our Early Voting place will be at the Bosque County Courthouse at 110 S Main in Meridian, TX 76665 The dates and hours are: Monday, October 24th - Friday, October 28th from 8:00 am to 5:00 pm Saturday, October 29th from 10:00 am to 2:00 pm Sunday October 30th from 1:00 pm to 4:00 pm Monday, October 31st - Friday, November 4th from 7:00 am to 7:00 pm"
Bosque County,ocd-division/country:us/state:tx/county:bosque,http://www.bosquecounty.us/elections/,(254) 435-6650,elections@bosquecounty.us,,,104 West Morgan St.,,Meridian,TX,76665,13:00:00 - 05:00,16:00:00 - 05:00,10-30-2016,10-30-2016,,"Our Early Voting place will be at the Bosque County Courthouse at 110 S Main in Meridian, TX 76665 The dates and hours are: Monday, October 24th - Friday, October 28th from 8:00 am to 5:00 pm Saturday, October 29th from 10:00 am to 2:00 pm Sunday October 30th from 1:00 pm to 4:00 pm Monday, October 31st - Friday, November 4th from 7:00 am to 7:00 pm"
Bosque County,ocd-division/country:us/state:tx/county:bosque,http://www.bosquecounty.us/elections/,(254) 435-6650,elections@bosquecounty.us,,,104 West Morgan St.,,Meridian,TX,76665,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,,"Our Early Voting place will be at the Bosque County Courthouse at 110 S Main in Meridian, TX 76665 The dates and hours are: Monday, October 24th - Friday, October 28th from 8:00 am to 5:00 pm Saturday, October 29th from 10:00 am to 2:00 pm Sunday October 30th from 1:00 pm to 4:00 pm Monday, October 31st - Friday, November 4th from 7:00 am to 7:00 pm"
Bowie County,ocd-division/country:us/state:tx/county:bowie,http://www.co.bowie.tx.us/default.aspx?Bowie_County/Elections,(903) 628-6810,dmoreland43@aol.com,,,710 James Bowie Dr,,New Boston,TX,75570,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,http://www.co.bowie.tx.us/default.aspx?Bowie_County/Elections,(903) 628-6810,dmoreland43@aol.com,,,710 James Bowie Dr,,New Boston,TX,75570,09:00:00 - 05:00,17:00:00 - 05:00,10-29-2016,10-29-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,http://www.co.bowie.tx.us/default.aspx?Bowie_County/Elections,(903) 628-6810,dmoreland43@aol.com,,,710 James Bowie Dr,,New Boston,TX,75570,13:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,http://www.co.bowie.tx.us/default.aspx?Bowie_County/Elections,(903) 628-6810,dmoreland43@aol.com,,,710 James Bowie Dr,,New Boston,TX,75570,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-01-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,http://www.co.bowie.tx.us/default.aspx?Bowie_County/Elections,(903) 628-6810,dmoreland43@aol.com,,,710 James Bowie Dr,,New Boston,TX,75570,06:00:00 - 05:00,18:00:00 - 05:00,11-02-2016,11-03-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,http://www.co.bowie.tx.us/default.aspx?Bowie_County/Elections,(903) 628-6810,dmoreland43@aol.com,,,710 James Bowie Dr,,New Boston,TX,75570,08:00:00 - 05:00,17:00:00 - 05:00,11-04-2016,11-04-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,,,,,,100 N Stateline Ave,,Texarkana,TX,75501,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,,,,,,100 N Stateline Ave,,Texarkana,TX,75501,09:00:00 - 05:00,17:00:00 - 05:00,10-29-2016,10-29-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,,,,,,100 N Stateline Ave,,Texarkana,TX,75501,13:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,,,,,,100 N Stateline Ave,,Texarkana,TX,75501,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-01-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,,,,,,100 N Stateline Ave,,Texarkana,TX,75501,06:00:00 - 05:00,18:00:00 - 05:00,11-02-2016,11-03-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
Bowie County,ocd-division/country:us/state:tx/county:bowie,,,,,,100 N Stateline Ave,,Texarkana,TX,75501,08:00:00 - 05:00,17:00:00 - 05:00,11-04-2016,11-04-2016,,https://secure.helpscout.net/file/2a970677424b69cb/135414/657524366/51004551/NOTICE%2520OF%2520GENERAL%2520ELECTION/
