office-name,ocd-division,homepage-url,phone,email,location name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,notes
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 6PM; Mon-Thurs, 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Ability360 Center,5025 E Washington St," Computer Lab Room, 2nd Floor",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, 5PM; Mon - Fri 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Ability360 Center,5025 E Washington St," Computer Lab Room, 2nd Floor",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Ability360 Center,5025 E Washington St," Computer Lab Room, 2nd Floor",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 6PM; Mon-Thurs, 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 4:30PM; Mon - Thurs, 8AM - 4:30PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 5PM; Mon - Thurs, 7AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Chandler City Clerk's Office, 175 S Arizona Ave,,Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, 5PM; Mon - Fri 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Chandler City Clerk's Office, 175 S Arizona Ave,,Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Chandler City Clerk's Office, 175 S Arizona Ave,,Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Fri, 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains,,Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,"Early Voting: Begins Mon, Oct 17 Ends Thurs, Nov 3, 6PM; Mon - Thurs, 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains,,Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains,,Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gila Bend Town Clerk's Office, 644 W Pima St,,Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4 at 4PM; Mon-Fri, 8AM - 4PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gila Bend Town Clerk's Office, 644 W Pima St,,Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gila Bend Town Clerk's Office, 644 W Pima St,,Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gilbert Municipal Center, 50 E Civic Center Dr,,Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3 6PM; Mon - Thurs 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gilbert Municipal Center, 50 E Civic Center Dr,,Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gilbert Municipal Center, 50 E Civic Center Dr,,Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gilbert Municipal Center, 50 E Civic Center Dr,,Gilbert,AZ,85296,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Glendale - Ability360 Center, 6829 N 57th Ave,,Glendale,AZ,85301,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, 5PM; Mon - Fri 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Glendale - Ability360 Center, 6829 N 57th Ave,,Glendale,AZ,85301,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Glendale - Ability360 Center, 6829 N 57th Ave,,Glendale,AZ,85301,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Litchfield Park City Clerk's Office, 214 W Wigwam Boulevard,,Litchfield Park,AZ,85340,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, 5PM; Mon - Fri, 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Litchfield Park City Clerk's Office, 214 W Wigwam Boulevard,,Litchfield Park,AZ,85340,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Litchfield Park City Clerk's Office, 214 W Wigwam Boulevard,,Litchfield Park,AZ,85340,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Maryvale - Cartwright School District Annex Blg, 3401 N 67TH Ave,,Phoenix,AZ,85033,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4 at 5PM; Mon-Fri, 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Maryvale - Cartwright School District Annex Blg, 3401 N 67TH Ave,,Phoenix,AZ,85033,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Maryvale - Cartwright School District Annex Blg, 3401 N 67TH Ave,,Phoenix,AZ,85033,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Mesa City Clerk's Office, 20 E Main St,,Mesa,AZ,85201,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 6PM; Mon - Thurs, 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Mesa City Clerk's Office, 20 E Main St,,Mesa,AZ,85201,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Mesa City Clerk's Office, 20 E Main St,,Mesa,AZ,85201,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Mesa City Clerk's Office, 20 E Main St,,Mesa,AZ,85201,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Phoenix City Hall, 200 W Washington St, 15th Floor,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Fri, 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Phoenix City Hall, 200 W Washington St, 15th Floor,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Phoenix City Hall, 200 W Washington St, 15th Floor,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Phoenix City Hall, 200 W Washington St, 15th Floor,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Scottsdale City Hall/Election's Office, 3939 N Drinkwater Blvd,,Scottsdale,AZ,85251,9:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Fri, 9AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Scottsdale City Hall/Election's Office, 3939 N Drinkwater Blvd,,Scottsdale,AZ,85251,9:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Scottsdale City Hall/Election's Office, 3939 N Drinkwater Blvd,,Scottsdale,AZ,85251,9:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Scottsdale City Hall/Election's Office, 3939 N Drinkwater Blvd,,Scottsdale,AZ,85251,9:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,South Mountain Community Center, 212 E Alta Vista Rd,,Phoenix,AZ,85042,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, at 5PM; Monday - Friday, 9AM - 5PM; Sat, Oct 22, 10AM - 4PM; Sat, Oct 29, 10AM - 4PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,South Mountain Community Center, 212 E Alta Vista Rd,,Phoenix,AZ,85042,10:00:00 - 07:00,16:00:00 - 07:00,10/22/16,10/22/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,South Mountain Community Center, 212 E Alta Vista Rd,,Phoenix,AZ,85042,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,South Mountain Community Center, 212 E Alta Vista Rd,,Phoenix,AZ,85042,10:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/29/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,South Mountain Community Center, 212 E Alta Vista Rd,,Phoenix,AZ,85042,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Surprise City Clerk's Office, 16000 N Civic Center Plaza,,Surprise,AZ,85374,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Fri, 8AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Surprise City Clerk's Office, 16000 N Civic Center Plaza,,Surprise,AZ,85374,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Surprise City Clerk's Office, 16000 N Civic Center Plaza,,Surprise,AZ,85374,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Surprise City Clerk's Office, 16000 N Civic Center Plaza,,Surprise,AZ,85374,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/12/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Wed, 10AM - 6PM; Thurs & Fri, 10AM - 5PM; Validated parking is available in the Fulton Center Garage"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,17:00:00 - 07:00,10/13/16,10/14/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/19/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,17:00:00 - 07:00,10/20/16,10/21/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/26/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,17:00:00 - 07:00,10/27/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe - ASU  Safety Escort Office,330 E University Dr, Palo Verde West Bldg,Tempe,AZ,85281,10:00:00 - 07:00,17:00:00 - 07:00,11/3/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/12/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Wed, 10AM - 6PM; Thurs & Fri, 10AM - 5PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,17:00:00 - 07:00,10/13/16,10/14/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/19/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,17:00:00 - 07:00,10/20/16,10/21/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/26/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,17:00:00 - 07:00,10/27/16,10/28/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/2/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Tempe Public Library, 3500 S Rural Rd,,Tempe,AZ,85282,10:00:00 - 07:00,17:00:00 - 07:00,11/3/16,11/4/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Wickenburg Town Clerk's Office, 155 N Tegner St,,Wickenburg,AZ,85390,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Mon, Oct 17 Ends Thurs, Nov 3, 6PM; Mon - Thurs, 7AM - 6PM"
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Wickenburg Town Clerk's Office, 155 N Tegner St,,Wickenburg,AZ,85390,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Wickenburg Town Clerk's Office, 155 N Tegner St,,Wickenburg,AZ,85390,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,
