ocd-division,County,Location Name,Address 1,Address 2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:monterey,Monterey County,Registrar of Voters,1370 S. Main St # B,,,Salinas,CA,93901,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:30:00,16:30:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:30:00,16:30:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:napa,Napa County,County Clerk's Office,"900 Coombs St, Room 256",,,Napa,CA,94559,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,9:00:00,16:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:nevada,Nevada County,County Clerk Office,"950 Maidu Avenue, Ste 250",,,Nevada City,CA,95959,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00,16:00:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00,16:00:00,10/30/16,10/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00,16:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,9:00:00,16:00:00,11/6/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:placer,Placer County,County Clerk Office,2956 Richardson Drive,,,Auburn,CA,95603,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:riverside,Riverside County,Registrar of Voters,2724 Gateway Drive,,,Riverside,CA,92507-0918,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office ,"440 Fifth Street, 2nd Floor Room 206",,,Hollister,CA,95023,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office ,"440 Fifth Street, 2nd Floor Room 206",,,Hollister,CA,95023,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office ,"440 Fifth Street, 2nd Floor Room 206",,,Hollister,CA,95023,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office ,"440 Fifth Street, 2nd Floor Room 206",,,Hollister,CA,95023,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office ,"440 Fifth Street, 2nd Floor Room 206",,,Hollister,CA,95023,9:00:00,15:00:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_benito,San Benito County,San Benito County Elections Office ,"440 Fifth Street, 2nd Floor Room 206",,,Hollister,CA,95023,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,7:30:00,17:30:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,7:30:00,17:30:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,7:30:00,17:30:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,7:30:00,17:30:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,7:30:00,17:30:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,San Bernardino Elections Office,777 E. Rialto Avenue,,,San Bernardino,CA,92415,7:30:00,17:30:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Ontario Conference Center,1947 E Convention Center Way ,,,Ontario,CA,91764,7:30:00,17:30:00,10/31/16,11/4/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Ontario Conference Center,1947 E Convention Center Way ,,,Ontario,CA,91764,7:30:00,17:30:00,11/5/16,11/6/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Ontario Conference Center,1947 E Convention Center Way ,,,Ontario,CA,91764,7:30:00,17:30:00,11/7/16,11/7/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Rim of the World High School,27400 Highway 18,,,Lake Arrowhead,CA,92352,7:30:00,17:30:00,10/31/16,11/4/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Rim of the World High School,27400 Highway 18,,,Lake Arrowhead,CA,92352,7:30:00,17:30:00,11/5/16,11/6/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Rim of the World High School,27400 Highway 18,,,Lake Arrowhead,CA,92352,7:30:00,17:30:00,11/7/16,11/7/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Victorville City Hall,14343 Civic Drive,,,Victorville,CA,92392,7:30:00,17:30:00,10/31/16,11/4/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Victorville City Hall,14343 Civic Drive,,,Victorville,CA,92392,7:30:00,17:30:00,11/5/16,11/6/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,Victorville City Hall,14343 Civic Drive,,,Victorville,CA,92392,7:30:00,17:30:00,11/7/16,11/7/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,"Yucca Valley Town Hall
",57090 Twentynine Palms Highway,,,Yucca Valley,CA,92284,7:30:00,17:30:00,10/31/16,11/4/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,"Yucca Valley Town Hall
",57090 Twentynine Palms Highway,,,Yucca Valley,CA,92284,7:30:00,17:30:00,11/5/16,11/6/16,,,,
ocd-division/country:us/state:ca/county:san_bernardino,San Bernardino County,"Yucca Valley Town Hall
",57090 Twentynine Palms Highway,,,Yucca Valley,CA,92284,7:30:00,17:30:00,11/7/16,11/7/16,,,,
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,8:00:00,17:00:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_diego,San Diego County,Registrar of Voters,5600 Overland Avenue,,,San Diego,CA,92123,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center ,City Hall,"1 Dr. Carlton B. Goodlett Place, Room 48",,,CA,94102,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center ,City Hall,"1 Dr. Carlton B. Goodlett Place, Room 48",,,CA,94102,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center ,City Hall,"1 Dr. Carlton B. Goodlett Place, Room 48",,,CA,94102,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center ,City Hall,"1 Dr. Carlton B. Goodlett Place, Room 48",,,CA,94102,10:00:00,4:00:00,10/29/16,10/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center ,City Hall,"1 Dr. Carlton B. Goodlett Place, Room 48",,,CA,94102,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_francisco,San Francisco County,Early Voting Center ,City Hall,"1 Dr. Carlton B. Goodlett Place, Room 48",,,CA,94102,10:00:00,4:00:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St Suite 350,,,Stockton,CA,95202,8:00:00,17:00:00,10/10/16,10/14/16,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St Suite 350,,,Stockton,CA,95202,8:00:00,17:00:00,10/17/16,10/21/16,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St Suite 350,,,Stockton,CA,95202,8:00:00,17:00:00,10/24/16,10/28/16,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St Suite 350,,,Stockton,CA,95202,8:00:00,17:00:00,10/31/16,11/4/16,,,,
ocd-division/country:us/state:ca/county:san_joaquin,San Joaquin County,San Joaquin County Registrar of Voters,44 N San Joaquin St Suite 350,,,Stockton,CA,95202,8:00:00,17:00:00,11/7/16,11/7/16,,,,
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,10:00:00,15:00:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,10:00:00,15:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,San Mateo County Registration & Elections,40 Tower Road,,,San Mateo,CA,94402,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,10:00:00,15:00:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,10:00:00,15:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,Office of the Assessor-County Clerk-Recorder,"555 County Center, 1st Floor",,,Redwood City,CA,94063,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,10:00:00,15:00:00,10/29/16,10/29/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,10:00:00,15:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:san_mateo,San Mateo County,South San Francisco Public Library,840 West Orange Avenue,,,South San Francisco,CA,94080,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_barbara,Santa Barbara County,County Clerk-Recorder-Assessor,4440-a Calle Real,,,Santa Barbara,CA,93110,8:00:00,17:00:00,10/31/16,11/1/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,9:00:00,15:00:00,10/29/16,10/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,9:00:00,15:00:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_clara,Santa Clara County,Registrar of Voters,"1555 Berger Drive, Bldg. 2",,,San Jose,CA,95112,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,"701 Ocean Street, Room 210",,,Santa Cruz,CA,95060-4076,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,"701 Ocean Street, Room 210",,,Santa Cruz,CA,95060-4076,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,"701 Ocean Street, Room 210",,,Santa Cruz,CA,95060-4076,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,"701 Ocean Street, Room 210",,,Santa Cruz,CA,95060-4076,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,County Clerk,"701 Ocean Street, Room 210",,,Santa Cruz,CA,95060-4076,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St Suite 400 4th Floor,,,Watsonville,CA,95076,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St Suite 400 4th Floor,,,Watsonville,CA,95076,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St Suite 400 4th Floor,,,Watsonville,CA,95076,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St Suite 400 4th Floor,,,Watsonville,CA,95076,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:santa_cruz,Santa Cruz County,City Clerk,275 Main St Suite 400 4th Floor,,,Watsonville,CA,95076,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,,1643 Market Street,,Redding,CA,96002,8:00:00,17:00:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,,1643 Market Street,,Redding,CA,96002,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,,1643 Market Street,,Redding,CA,96002,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,,1643 Market Street,,Redding,CA,96002,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:shasta,Shasta County,Shasta County Clerk/Elections Office,,1643 Market Street,,Redding,CA,96002,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,8:00:00,17:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,8:00:00,17:00:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,8:00:00,17:00:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,8:00:00,17:00:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,8:00:00,17:00:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:solano,Solano County,Registrar of Voters,"675 Texas Street, Ste 2600",,,Fairfield,CA,94533,8:00:00,17:00:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:stanislaus,Stanislaus County,Stanislaus County Registrar of Voters office,1021 I Street,,,Modesto,CA,95354,8:00:00,16:00:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
