office-name,official-title,ocd-division,division-description,homepage-url,phone,email,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_subject_to_change,notes
Floyd County,American Legion Post #42,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5429,nriley@floydcounty.in.gov,4530 Paoli Pike,,Floyds Knobs,IN,47119,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Floyd County,American Legion Post #43,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5430,nriley@floydcounty.in.gov,4530 Paoli Pike,,Floyds Knobs,IN,47119,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Floyd County,American Legion Post #44,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5431,nriley@floydcounty.in.gov,4530 Paoli Pike,,Floyds Knobs,IN,47119,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Floyd County,John Jones Automotive,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5432,nriley@floydcounty.in.gov,9249 Highway 150,,Greenville,IN,47124,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Floyd County,John Jones Automotive,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5433,nriley@floydcounty.in.gov,9249 Highway 150,,Greenville,IN,47124,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Floyd County,John Jones Automotive,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5434,nriley@floydcounty.in.gov,9249 Highway 150,,Greenville,IN,47124,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Floyd County,CrossRoad Church,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5435,nriley@floydcounty.in.gov,6614 State Rd 64,,Georgetown,IN,47122,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Floyd County,CrossRoad Church,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5436,nriley@floydcounty.in.gov,6614 State Rd 64,,Georgetown,IN,47122,10:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Floyd County,CrossRoad Church,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5437,nriley@floydcounty.in.gov,6614 State Rd 64,,Georgetown,IN,47122,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Floyd County,Trinity United Methodist Church,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5438,nriley@floydcounty.in.gov,2796 Charlestown Road,,New Albany,IN,47150,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Floyd County,Trinity United Methodist Church,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5439,nriley@floydcounty.in.gov,2796 Charlestown Road,,New Albany,IN,47150,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Floyd County,Silver Street Park,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5440,nriley@floydcounty.in.gov,2043 Silver Street,,New Albany,IN,47150,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Floyd County,Silver Street Park,ocd-division/country:us/state:in/county:floyd,Floyd County IN,http://www.floydcountyclerk.org/,(812) 948-5415/5441,nriley@floydcounty.in.gov,2043 Silver Street,,New Albany,IN,47150,08:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,08:00:00 - 04:00,12:00:00 - 04:00,10/12/16,10/14/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,13:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,08:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,13:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,08:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,13:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,09:00:00 - 04:00,13:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,13:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,09:00:00 - 04:00,13:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Fountain County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fountain,Fountain County IN,http://www.fountaincounty.net/files/Navigation_Menus_Pages/Judicial/Clerk.html,(765) 793-2192,,301 4th St.,,Covington,IN,47932,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:30:00 - 04:00,12:00:00 - 04:00,10/12/16,10/14/16,FALSE,"normal hours are 8:30 - 4 closed 12 - 1 for lunch. Hours: Weds Oct 12-Nov 7, 8:30-4:30 M-F // Oct 29 & Nov 5: 8-3 // Nov 7: 8:30-12"
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,13:00:00 - 04:00,16:30:00 - 04:00,10/12/16,10/14/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:30:00 - 04:00,12:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,13:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:30:00 - 04:00,12:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,13:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:30:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,13:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Franklin County,Circuit Court Clerk,ocd-division/country:us/state:in/county:franklin,Franklin County IN,http://www.franklincounty.in.gov/countyoffices/clerk/,"(765) 647-5111, ext. 3",elections@franklincounty.in.gov,459 Main Street,,Brookville,IN,47012-1486,08:30:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 04:00,12:00:00 - 04:00,10/12/16,10/14/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,13:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 04:00,12:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,13:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 04:00,12:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,13:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 04:00,13:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 04:00,12:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,13:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 04:00,13:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Fulton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:fulton,Fulton County IN,http://www.co.fulton.in.us/department/index.php?structureid=18,(574) 223-4824,clerk@co.fulton.in.us,815 N Main St,,Rochester,IN,46975,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,09:00:00 - 05:00,16:00:00 - 05:00,10/12/16,10/14/16,FALSE,oct 12 - Nov 7 9 - 4; 2 sat prior - 29 & nov 5: 8 - 3. no satellite locat. nov 7 - till noon
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,09:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,FALSE,
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,09:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,FALSE,
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,08:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,FALSE,
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,09:00:00 - 05:00,16:00:00 - 05:00,10/31/06,11/4/16,FALSE,
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,08:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,FALSE,
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,101 N. Main St.,,Princeton,IN,47670,08:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/31/06,11/4/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,"101 E. 4th Street, Room B-9",,Marion,IN,46952,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,8 - 4; no closed for lunch. Closed at noon on Nov 7; 2 sat prior: 8  - 3 
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/31/06,11/4/16,FALSE,
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/12/16,10/14/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/31/06,11/4/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,TRUE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,10/12/16,10/12/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/13/16,10/14/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/18/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,10/19/16,10/19/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/20/16,10/21/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,10/22/16,10/22/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/25/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/26/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/27/16,10/28/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,"1 Hamilton County Square, Suite 106",,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,10/31/16,FALSE,
