office_name,ocd_division,homepage_url,phone,email,directions,location_name,address1,address2,city,state,zip_code,start_time,end_time,start_date,end_date,index,address_line,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,550 East 2nd Avenue,,Belton,TX,76513,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,609,"550 East 2nd Avenue, Belton, TX , 76513",07:00 AM-07:00 PM,,ho43353685,false,true,,,,poll14614537
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,Bell County Annex,301 Priest Drive,,Killeen,TX,76541,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,610,"301 Priest Drive, Killeen, TX , 76541",08:00 AM-05:00 PM,,ho68820067,false,true,,,,poll99525036
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,Bell County Annex,301 Priest Drive,,Killeen,TX,76541,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,611,"301 Priest Drive, Killeen, TX , 76541",07:00 AM-07:00 PM,,ho68820067,false,true,,,,poll99525036
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,Bell County Annex,301 Priest Drive,,Killeen,TX,76541,12:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,612,"301 Priest Drive, Killeen, TX , 76541",12:00 PM-05:00 PM,,ho68820067,false,true,,,,poll99525036
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,Bell County Annex,301 Priest Drive,,Killeen,TX,76541,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,613,"301 Priest Drive, Killeen, TX , 76541",07:00 AM-07:00 PM,,ho68820067,false,true,,,,poll99525036
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,2201 E. Veterans Memorial Blvd,,Temple,TX,76501,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,614,"2201 E. Veterans Memorial Blvd, Temple, TX , 76501",08:00 AM-05:00 PM,,ho18390493,false,true,,,,poll48165824
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,2201 E. Veterans Memorial Blvd,,Temple,TX,76501,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,615,"2201 E. Veterans Memorial Blvd, Temple, TX , 76501",07:00 AM-07:00 PM,,ho18390493,false,true,,,,poll48165824
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,2201 E. Veterans Memorial Blvd,,Temple,TX,76501,12:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,616,"2201 E. Veterans Memorial Blvd, Temple, TX , 76501",12:00 PM-05:00 PM,,ho18390493,false,true,,,,poll48165824
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,2201 E. Veterans Memorial Blvd,,Temple,TX,76501,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,617,"2201 E. Veterans Memorial Blvd, Temple, TX , 76501",07:00 AM-07:00 PM,,ho18390493,false,true,,,,poll48165824
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,205 East Central Ave,,Salado,TX,76501,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,618,"205 East Central Ave, Salado, TX , 76501",08:00 AM-05:00 PM,,ho17447649,false,true,,,,poll30229946
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,205 East Central Ave,,Salado,TX,76501,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,619,"205 East Central Ave, Salado, TX , 76501",07:00 AM-07:00 PM,,ho17447649,false,true,,,,poll30229946
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,205 East Central Ave,,Salado,TX,76501,12:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,620,"205 East Central Ave, Salado, TX , 76501",12:00 PM-05:00 PM,,ho17447649,false,true,,,,poll30229946
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,205 East Central Ave,,Salado,TX,76501,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,621,"205 East Central Ave, Salado, TX , 76501",07:00 AM-07:00 PM,,ho17447649,false,true,,,,poll30229946
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,601 North Main,,Harker Heights,TX,76559,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,622,"601 North Main, Harker Heights, TX , 76559",08:00 AM-05:00 PM,,ho12746838,false,true,,,,poll80798271
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,601 North Main,,Harker Heights,TX,76559,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,623,"601 North Main, Harker Heights, TX , 76559",07:00 AM-07:00 PM,,ho12746838,false,true,,,,poll80798271
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,601 North Main,,Harker Heights,TX,76559,12:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,624,"601 North Main, Harker Heights, TX , 76559",12:00 PM-05:00 PM,,ho12746838,false,true,,,,poll80798271
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,601 North Main,,Harker Heights,TX,76559,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,625,"601 North Main, Harker Heights, TX , 76559",07:00 AM-07:00 PM,,ho12746838,false,true,,,,poll80798271
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,307 Millers Crossing,,Harker Heights,TX,76548,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,626,"307 Millers Crossing, Harker Heights, TX , 76548",08:00 AM-05:00 PM,,ho77886800,false,true,,,,poll23538622
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,307 Millers Crossing,,Harker Heights,TX,76548,07:00:00 - 05:00,19:00:00 - 05:00,10-29-2016,10-29-2016,627,"307 Millers Crossing, Harker Heights, TX , 76548",07:00 AM-07:00 PM,,ho77886800,false,true,,,,poll23538622
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,307 Millers Crossing,,Harker Heights,TX,76548,12:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,628,"307 Millers Crossing, Harker Heights, TX , 76548",12:00 PM-05:00 PM,,ho77886800,false,true,,,,poll23538622
Bell County,ocd-division/country:us/state:tx/county:bell,http://www.bellcountytx.com/departments/elections/index.php,(254) 933-5774,shawn.snyder@co.bell.tx.us,,,307 Millers Crossing,,Harker Heights,TX,76548,07:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,11-04-2016,629,"307 Millers Crossing, Harker Heights, TX , 76548",07:00 AM-07:00 PM,,ho77886800,false,true,,,,poll23538622
Brown County,ocd-division/country:us/state:tx/county:brown,http://www.browncountytx.org/default.aspx?Brown_County/Elections,(325) 646-4333,elections@browncountytx.org,,,511 East Adams,,Brownwood,TX,76801,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-29-2016,630,"511 East Adams, Brownwood, TX , 76801",08:00 AM-05:00 PM,,ho36062497,false,true,,,,poll55946402
Brown County,ocd-division/country:us/state:tx/county:brown,http://www.browncountytx.org/default.aspx?Brown_County/Elections,(325) 646-4333,elections@browncountytx.org,,,511 East Adams,,Brownwood,TX,76801,13:00:00 - 05:00,17:00:00 - 05:00,10-30-2016,10-30-2016,631,"511 East Adams, Brownwood, TX , 76801",01:00 PM-05:00 PM,,ho36062497,false,true,,,,poll55946402
Brown County,ocd-division/country:us/state:tx/county:brown,http://www.browncountytx.org/default.aspx?Brown_County/Elections,(325) 646-4333,elections@browncountytx.org,,,511 East Adams,,Brownwood,TX,76801,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-02-2016,632,"511 East Adams, Brownwood, TX , 76801",08:00 AM-05:00 PM,,ho36062497,false,true,,,,poll55946402
Brown County,ocd-division/country:us/state:tx/county:brown,http://www.browncountytx.org/default.aspx?Brown_County/Elections,(325) 646-4333,elections@browncountytx.org,,,511 East Adams,,Brownwood,TX,76801,07:00:00 - 05:00,19:00:00 - 05:00,11-03-2016,11-04-2016,633,"511 East Adams, Brownwood, TX , 76801",07:00 AM-07:00 PM,,ho36062497,false,true,,,,poll55946402
Dallam County,ocd-division/country:us/state:tx/county:dallam,http://www.dallam.org/vote/,(806) 244-4751,clerk@dallam.org,,,414 Denver Ave,# 201,Dalhart,TX,79022,08:30:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,634,"414 Denver Ave, # 201, Dalhart, TX , 79022",08:30 AM-05:00 PM,,ho47170279,false,true,,,,poll29748247
Dallam County,ocd-division/country:us/state:tx/county:dallam,http://www.dallam.org/vote/,(806) 244-4751,clerk@dallam.org,,,414 Denver Ave,# 201,Dalhart,TX,79022,08:30:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,635,"414 Denver Ave, # 201, Dalhart, TX , 79022",08:30 AM-05:00 PM,,ho47170279,false,true,,,,poll29748247
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,900 Main St,,Channing,TX,79018,08:00:00 - 05:00,12:00:00 - 05:00,10-24-2016,10-27-2016,636,"900 Main St, Channing, TX , 79018",08:00 AM-12:00 PM,,ho45468393,false,true,,,,poll35787029
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,900 Main St,,Channing,TX,79018,13:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-27-2016,637,"900 Main St, Channing, TX , 79018",01:00 PM-04:30 PM,,ho45468393,false,true,,,,poll35787029
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,900 Main St,,Channing,TX,79018,08:00:00 - 05:00,15:30:00 - 05:00,10-28-2016,10-28-2016,638,"900 Main St, Channing, TX , 79018",08:00 AM-03:30 PM,,ho45468393,false,true,,,,poll35787029
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,900 Main St,,Channing,TX,79018,08:00:00 - 05:00,12:00:00 - 05:00,10-31-2016,11-03-2016,639,"900 Main St, Channing, TX , 79018",08:00 AM-12:00 PM,,ho45468393,false,true,,,,poll35787029
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,900 Main St,,Channing,TX,79018,08:00:00 - 05:00,15:30:00 - 05:00,11-04-2016,11-04-2016,640,"900 Main St, Channing, TX , 79018",08:00 AM-03:30 PM,,ho45468393,false,true,,,,poll35787029
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,701 Texas Blvd,,Dalhart,TX,79022,08:00:00 - 05:00,12:00:00 - 05:00,10-24-2016,10-27-2016,641,"701 Texas Blvd, Dalhart, TX , 79022",08:00 AM-12:00 PM,,ho55563246,false,true,,,,poll76886711
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,701 Texas Blvd,,Dalhart,TX,79022,13:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-27-2016,642,"701 Texas Blvd, Dalhart, TX , 79022",01:00 PM-04:30 PM,,ho55563246,false,true,,,,poll76886711
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,701 Texas Blvd,,Dalhart,TX,79022,08:00:00 - 05:00,15:30:00 - 05:00,10-28-2016,10-28-2016,643,"701 Texas Blvd, Dalhart, TX , 79022",08:00 AM-03:30 PM,,ho55563246,false,true,,,,poll76886711
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,701 Texas Blvd,,Dalhart,TX,79022,08:00:00 - 05:00,12:00:00 - 05:00,10-31-2016,11-03-2016,644,"701 Texas Blvd, Dalhart, TX , 79022",08:00 AM-12:00 PM,,ho55563246,false,true,,,,poll76886711
Hartley County,ocd-division/country:us/state:tx/county:hartley,http://www.co.hartley.tx.us/default.aspx?Hartley_County/County.Clerk,(806) 235-3582,angela.rickerd@co.hartley.tx.us,,,701 Texas Blvd,,Dalhart,TX,79022,08:00:00 - 05:00,15:30:00 - 05:00,11-04-2016,11-04-2016,645,"701 Texas Blvd, Dalhart, TX , 79022",08:00 AM-03:30 PM,,ho55563246,false,true,,,,poll76886711
Hudspeth County,ocd-division/country:us/state:tx/county:hudspeth,,(915) 369-2331,patriciarose115@yahoo.com,,,109 W Millican St,,Sierra Blanca,TX,79851,07:00:00 - 05:00,19:00:00 - 05:00,10-24-2016,10-28-2016,646,"109 W Millican St, Sierra Blanca, TX , 79851",07:00 AM-07:00 PM,,ho22007810,false,true,,,,poll13366
Hudspeth County,ocd-division/country:us/state:tx/county:hudspeth,,(915) 369-2331,patriciarose115@yahoo.com,,,109 W Millican St,,Sierra Blanca,TX,79851,07:00:00 - 05:00,19:00:00 - 05:00,11-01-2016,11-04-2016,647,"109 W Millican St, Sierra Blanca, TX , 79851",07:00 AM-07:00 PM,,ho22007810,false,true,,,,poll13366
Kinney County,ocd-division/country:us/state:tx/county:kinney,http://www.co.kinney.tx.us/default.aspx?Kinney_County/Elections,(830) 563-2521,kcclerk@hotmail.com,,,501 S. Ann Street,,Brackettville,TX,78832,08:00:00 - 05:00,12:00:00 - 05:00,10-24-2016,10-28-2016,648,"501 S. Ann Street, Brackettville, TX , 78832",08:00 AM-12:00 PM,,ho75106516,false,true,,,,poll86624779
Kinney County,ocd-division/country:us/state:tx/county:kinney,http://www.co.kinney.tx.us/default.aspx?Kinney_County/Elections,(830) 563-2521,kcclerk@hotmail.com,,,501 S. Ann Street,,Brackettville,TX,78832,13:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,649,"501 S. Ann Street, Brackettville, TX , 78832",01:00 PM-05:00 PM,,ho75106516,false,true,,,,poll86624779
Kinney County,ocd-division/country:us/state:tx/county:kinney,http://www.co.kinney.tx.us/default.aspx?Kinney_County/Elections,(830) 563-2521,kcclerk@hotmail.com,,,501 S. Ann Street,,Brackettville,TX,78832,08:00:00 - 05:00,12:00:00 - 05:00,10-31-2016,11-04-2016,650,"501 S. Ann Street, Brackettville, TX , 78832",08:00 AM-12:00 PM,,ho75106516,false,true,,,,poll86624779
Kinney County,ocd-division/country:us/state:tx/county:kinney,http://www.co.kinney.tx.us/default.aspx?Kinney_County/Elections,(830) 563-2521,kcclerk@hotmail.com,,,501 S. Ann Street,,Brackettville,TX,78832,13:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,651,"501 S. Ann Street, Brackettville, TX , 78832",01:00 PM-05:00 PM,,ho75106516,false,true,,,,poll86624779
Knox County,ocd-division/country:us/state:tx/county:knox,http://www.knoxcountytexas.org/,(940) 459-2441,lisa.cypert@yahoo.com,,,100 W Cedar St,,Benjamin,TX,79505,08:30:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-28-2016,652,"100 W Cedar St, Benjamin, TX , 79505",08:30 AM-04:30 PM,,ho21629943,false,true,,,,poll13492443
Knox County,ocd-division/country:us/state:tx/county:knox,http://www.knoxcountytexas.org/,(940) 459-2441,lisa.cypert@yahoo.com,,,100 W Cedar St,,Benjamin,TX,79505,08:30:00 - 05:00,16:30:00 - 05:00,10-31-2016,11-04-2016,653,"100 W Cedar St, Benjamin, TX , 79505",08:30 AM-04:30 PM,,ho21629943,false,true,,,,poll13492443
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,,112 E Walnut,,Archer City,TX,76351,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,654,"112 E Walnut, Archer City, TX , 76351",08:00 AM-05:00 PM,,ho64885907,false,true,,,,poll35009799
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,,112 E Walnut,,Archer City,TX,76351,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,655,"112 E Walnut, Archer City, TX , 76351",08:00 AM-05:00 PM,,ho64885907,false,true,,,,poll35009799
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,,47 Donna St,,Wichita Falls,TX,76308,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,656,"47 Donna St, Wichita Falls, TX , 76308",08:00 AM-05:00 PM,,ho17685759,false,true,,,,poll66407742
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,,47 Donna St,,Wichita Falls,TX,76308,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,657,"47 Donna St, Wichita Falls, TX , 76308",08:00 AM-05:00 PM,,ho17685759,false,true,,,,poll66407742
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,Holiday City Hall,110 W Olive St,,Holiday City,TX,76366,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,658,"110 W Olive St, Holiday City, TX , 76366",08:00 AM-05:00 PM,,ho73336691,false,true,,,,poll76534119
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,Holiday City Hall,110 W Olive St,,Holiday City,TX,76366,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,659,"110 W Olive St, Holiday City, TX , 76366",08:00 AM-05:00 PM,,ho73336691,false,true,,,,poll76534119
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,Holliday JP #2 Office,200 N Walnut St,,Holliday,TX,76366,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-28-2016,660,"200 N Walnut St, Holliday, TX , 76366",08:00 AM-05:00 PM,,ho32788654,false,true,,,,poll30472166
Archer County,ocd-division/country:us/state:tx/county:archer,http://www.co.archer.tx.us/default.aspx?Archer_County/County.Clerk,(940) 574-2645,vicki.wright@co.archer.tx.us or elections@co.archer.tx.us,,Holliday JP #2 Office,200 N Walnut St,,Holliday,TX,76366,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,661,"200 N Walnut St, Holliday, TX , 76366",08:00 AM-05:00 PM,,ho32788654,false,true,,,,poll30472166
Armstrong County,ocd-division/country:us/state:tx/county:armstrong,http://www.co.armstrong.tx.us/default.aspx?Armstrong_County/County.Clerk,(806) 226-2081,,,,100 Trice Street,,Claude,TX,79019,07:30:00 - 05:00,18:00:00 - 05:00,10-24-2016,10-27-2016,662,"100 Trice Street, Claude, TX , 79019",07:30 AM-06:00 PM,,ho32608997,false,true,,,,poll74443161
Armstrong County,ocd-division/country:us/state:tx/county:armstrong,http://www.co.armstrong.tx.us/default.aspx?Armstrong_County/County.Clerk,(806) 226-2081,,,,100 Trice Street,,Claude,TX,79019,09:00:00 - 05:00,12:00:00 - 05:00,10-28-2016,10-28-2016,663,"100 Trice Street, Claude, TX , 79019",09:00 AM-12:00 PM,,ho32608997,false,true,,,,poll74443161
Armstrong County,ocd-division/country:us/state:tx/county:armstrong,http://www.co.armstrong.tx.us/default.aspx?Armstrong_County/County.Clerk,(806) 226-2081,,,,100 Trice Street,,Claude,TX,79019,07:30:00 - 05:00,18:00:00 - 05:00,10-31-2016,11-03-2016,664,"100 Trice Street, Claude, TX , 79019",07:30 AM-06:00 PM,,ho32608997,false,true,,,,poll74443161
Armstrong County,ocd-division/country:us/state:tx/county:armstrong,http://www.co.armstrong.tx.us/default.aspx?Armstrong_County/County.Clerk,(806) 226-2081,,,,100 Trice Street,,Claude,TX,79019,09:00:00 - 05:00,12:00:00 - 05:00,11-04-2016,11-04-2016,665,"100 Trice Street, Claude, TX , 79019",09:00 AM-12:00 PM,,ho32608997,false,true,,,,poll74443161
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,16:30:00 - 05:00,10-24-2016,10-26-2016,666,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-04:30 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,19:00:00 - 05:00,10-27-2016,10-28-2016,667,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-07:00 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,19:00:00 - 05:00,10-31-2016,10-31-2016,668,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-07:00 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,16:30:00 - 05:00,11-01-2016,11-01-2016,669,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-04:30 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,19:00:00 - 05:00,11-02-2016,11-02-2016,670,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-07:00 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,16:30:00 - 05:00,11-03-2016,11-03-2016,671,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-04:30 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,,804 E. Wendt St.,,Bellville,TX,77418-2840,08:00:00 - 05:00,19:00:00 - 05:00,11-04-2016,11-04-2016,672,"804 E. Wendt St., Bellville, TX , 77418-2840",08:00 AM-07:00 PM,,ho70005550,false,true,,,,poll67464594
Austin County,ocd-division/country:us/state:tx/county:austin,http://www.austincounty.com/default.aspx?Austin_County/County.Assessor.Collector,(979) 865-8633,mpena@austincounty.com or votenow@austincounty.com,,Hill Center,1000 Main St,,Healy,TX,77474,18:00:00 - 05:00,20:00:00 - 05:00,10-24-2016,10-26-2016,673,"1000 Main St, Healy, TX , 77474",06:00 PM-08:00 PM,,ho49278718,false,true,,,,poll50507849
Bee County,ocd-division/country:us/state:tx/county:bee,http://www.co.bee.tx.us/,(361) 621-1557,beecountyelections@co.bee.tx.us,,,105 W. Corpus Christi St.,Room #108,Beeville,TX,78102,08:00:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-29-2016,674,"105 W. Corpus Christi St., Room #108, Beeville, TX , 78102",08:00 AM-05:00 PM,,ho66829694,false,true,,,,poll25849198
Bee County,ocd-division/country:us/state:tx/county:bee,http://www.co.bee.tx.us/,(361) 621-1557,beecountyelections@co.bee.tx.us,,,106 W. Corpus Christi St.,Room #108,Beeville,TX,78102,08:00:00 - 05:00,17:00:00 - 05:00,10-31-2016,11-04-2016,675,"106 W. Corpus Christi St., Room #108, Beeville, TX , 78102",08:00 AM-05:00 PM,,ho87858462,false,true,,,,poll17424183
Brewster County,ocd-division/country:us/state:tx/county:brewster,http://www.brewstercountytx.com/vote/,(432) 837-3366,bmartinez@co.brewster.tx.us,,,203 N 7th St,,Alpine,TX,79830,08:30:00 - 05:00,17:00:00 - 05:00,10-24-2016,10-26-2016,676,"203 N 7th St, Alpine, TX , 79830",08:30 AM-05:00 PM,,ho33674027,false,true,,,,poll31976068
