ocd-division,email,County,Location Name,Address 1,Address 2,City,state,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00 ,10-10-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:natrona,rvitto@natronacounty-wy.gov,Natrona County,Natrona County Courthouse,200 North Center Street,Suite 154,Casper,WY,82601,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,09-23-2016,09-23-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 6:00,16:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:niobrara,niocc@qwestoffice.net,Niobrara County,Niobara County Courthouse,424 South Elm,,Lusk,WY,82225,8:00:00 - 7:00,16:00:00 - 6:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00 ,09-29-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00 ,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:park,crenner@parkcounty.us,Park County,Park County Courthouse,1002 Sheridan Ave,,Cody,WY,82414-3589,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 6:00,16:00:00 - 6:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:platte,pcclerk@plattecountywyoming.com,Platte County,Park County Courthouse,800 9th St.,,Wheatland,WY,82201,7:00:00 - 7:00,16:00:00 - 7:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,09-23-2016,09-23-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,10-10-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sheridan,ethompson@sheridancounty.com,Sheridan County,Sheridan County Courthouse,224 South Main Street,Suite B-2,Sheridan,WY,82801-4855,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00 ,09-29-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00 ,10-10-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sublette,maryl@sublettewyo.com,Sublette County,Sublette County Courthouse,21 S. Tyler,,Pinedale,WY,82941,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,09-23-2016,09-23-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:sweetwater,davisd@sweet.wy.us,Sweetwater County,Sweetwater County Courthouse,80 West Flaming Gorge Way,Ste 150,Green River,WY,82935,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,09-23-2016,09-23-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,10-10-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:teton,sdaigle@tetonwyo.org,Teton County,Teton County Courthouse,200 S. Willow St. ,,Jackson,WY,83001,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,09-23-2016,09-23-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:uinta,lawilcox@uintacounty.com,Uinta County,Uinta County Courthouse,225 9th Street,,Evanston,WY,82930-3415,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 6:00,17:00:00 - 6:00 ,09-29-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 6:00,17:00:00 - 6:00 ,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 6:00,17:00:00 - 6:00 ,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 6:00,17:00:00 - 6:00 ,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 6:00,17:00:00 - 6:00 ,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 6:00,17:00:00 - 6:00 ,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:washakie,clerk@washakiecounty.net,Washakie County,Washakie County Courthouse,1001 Big Horn Avenue,,Worland,WY,82401,8:00:00 - 7:00,17:00:00 - 7:00 ,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,09-23-2016,09-23-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,09-26-2016,09-30-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,10-03-2016,10-07-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,10-11-2016,10-14-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,10-17-2016,10-21-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,10-24-2016,10-28-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 6:00,16:30:00 - 6:00,10-31-2016,11-04-2016,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:wy/county:weston,cheryl@westongov.com,Weston County,Weston County Courthouse,1 West Main,,Newcastle,WY,82701-2121 ,8:00:00 - 7:00,16:30:00 - 7:00,11-07-2016,11-07-2016,FALSE,FALSE,FALSE,FALSE
