office_name,office_title,ocd_division,description,homepage,phone,email,loc_name,address_one,address_two,city,state,zip,start_time,end_time,start_date,end_date,appointment_one,appointment_two,appointment_three,subject_to_change,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Bonneville County,County Clerk,ocd-division/country:us/state:id/county:bonneville,Bonneville County ID,http://www.co.bonneville.id.us/,(208) 529-1363,vote@co.bonneville.id.us,Bonneville County Elections,825 Shoup Ave,,Idaho Falls,ID,83402-3582,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,65,Bonneville County Elections,"825 Shoup Ave, Idaho Falls, ID 83402",,08:00 AM - 05:00 PM,,ho8576257,false,true,,,,poll95305352
Bonneville County,County Clerk,ocd-division/country:us/state:id/county:bonneville,Bonneville County ID,http://www.co.bonneville.id.us/,(208) 529-1363,vote@co.bonneville.id.us,Bonneville County Elections,825 Shoup Ave,,Idaho Falls,ID,83402-3582,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,66,Bonneville County Elections,"825 Shoup Ave, Idaho Falls, ID 83402",,08:00 AM - 05:00 PM,,ho8576257,false,true,,,,poll95305352
Bonneville County,County Clerk,ocd-division/country:us/state:id/county:bonneville,Bonneville County ID,http://www.co.bonneville.id.us/,(208) 529-1363,vote@co.bonneville.id.us,Bonneville County Elections,825 Shoup Ave,,Idaho Falls,ID,83402-3582,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,67,Bonneville County Elections,"825 Shoup Ave, Idaho Falls, ID 83402",,08:00 AM - 05:00 PM,,ho8576257,false,true,,,,poll95305352
Bonneville County,County Clerk,ocd-division/country:us/state:id/county:bonneville,Bonneville County ID,http://www.co.bonneville.id.us/,(208) 529-1363,vote@co.bonneville.id.us,Bonneville County Elections,825 Shoup Ave,,Idaho Falls,ID,83402-3582,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,68,Bonneville County Elections,"825 Shoup Ave, Idaho Falls, ID 83402",,08:00 AM - 05:00 PM,,ho8576257,false,true,,,,poll95305352
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,9/23/16,9/23/16,no,no,,,69,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,9/26/16,9/30/16,no,no,,,70,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,,71,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,no,no,,,72,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,,73,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,,74,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Boundary County,County Clerk,ocd-division/country:us/state:id/county:boundary,Boundary County ID,http://www.boundarycountyid.org/,(208) 267-2242,gposton@boundarycountyid.org,,6452 Kootenai Street,,Bonners Ferry,ID,83805,9:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,,75,,"6452 Kootenai Street, Bonners Ferry, ID 83805",,09:00 AM - 05:00 PM,,ho3823232,false,true,,,,poll30445305
Camas County,County Clerk,ocd-division/country:us/state:id/county:camas,Camas County ID,,(208) 764-2242,camasclerk@rtci.net,Camas County Clerk,501 Soldier Road,,Fairfield,ID,83327,8:30:00 - 06:00,17:00:00 - 06:00,9/22/16,9/23/16,,,,,76,Camas County Clerk,"501 Soldier Road, Fairfield, ID 83327",,08:30 AM - 05:00 PM,,ho35048328,false,true,,,,poll8684392
Camas County,County Clerk,ocd-division/country:us/state:id/county:camas,Camas County ID,,(208) 764-2242,camasclerk@rtci.net,Camas County Clerk,501 Soldier Road,,Fairfield,ID,83327,8:30:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,,,,,77,Camas County Clerk,"501 Soldier Road, Fairfield, ID 83327",,08:30 AM - 05:00 PM,,ho35048328,false,true,,,,poll8684392
Camas County,County Clerk,ocd-division/country:us/state:id/county:camas,Camas County ID,,(208) 764-2242,camasclerk@rtci.net,Camas County Clerk,501 Soldier Road,,Fairfield,ID,83327,8:30:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,,,,,78,Camas County Clerk,"501 Soldier Road, Fairfield, ID 83327",,08:30 AM - 05:00 PM,,ho35048328,false,true,,,,poll8684392
Camas County,County Clerk,ocd-division/country:us/state:id/county:camas,Camas County ID,,(208) 764-2242,camasclerk@rtci.net,Camas County Clerk,501 Soldier Road,,Fairfield,ID,83327,8:30:00 - 06:00,17:00:00 - 06:00,10/10/16,10/14/16,,,,,79,Camas County Clerk,"501 Soldier Road, Fairfield, ID 83327",,08:30 AM - 05:00 PM,,ho35048328,false,true,,,,poll8684392
Camas County,County Clerk,ocd-division/country:us/state:id/county:camas,Camas County ID,,(208) 764-2242,camasclerk@rtci.net,Camas County Clerk,501 Soldier Road,,Fairfield,ID,83327,8:30:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,,,,,80,Camas County Clerk,"501 Soldier Road, Fairfield, ID 83327",,08:30 AM - 05:00 PM,,ho35048328,false,true,,,,poll8684392
Camas County,County Clerk,ocd-division/country:us/state:id/county:camas,Camas County ID,,(208) 764-2242,camasclerk@rtci.net,Camas County Clerk,501 Soldier Road,,Fairfield,ID,83327,8:30:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,,,,,81,Camas County Clerk,"501 Soldier Road, Fairfield, ID 83327",,08:30 AM - 05:00 PM,,ho35048328,false,true,,,,poll8684392
Canyon County,County Clerk,ocd-division/country:us/state:id/county:canyon,Canyon County ID,http://www.canyoncounty.org/,(208) 454-7563,electionsclerk@canyonco.org,Canyon County Clerk,1102 E Chicago,,Caldwell,ID,83605-3522,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,82,Canyon County Clerk,"1102 E Chicago, Caldwell, ID 83605",,08:00 AM - 05:00 PM,,ho78745410,false,true,,,,poll50278443
Canyon County,County Clerk,ocd-division/country:us/state:id/county:canyon,Canyon County ID,http://www.canyoncounty.org/,(208) 454-7563,electionsclerk@canyonco.org,Canyon County Clerk,1102 E Chicago,,Caldwell,ID,83605-3522,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,83,Canyon County Clerk,"1102 E Chicago, Caldwell, ID 83605",,08:00 AM - 05:00 PM,,ho78745410,false,true,,,,poll50278443
Canyon County,County Clerk,ocd-division/country:us/state:id/county:canyon,Canyon County ID,http://www.canyoncounty.org/,(208) 454-7563,electionsclerk@canyonco.org,Canyon County Clerk,1102 E Chicago,,Caldwell,ID,83605-3522,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,84,Canyon County Clerk,"1102 E Chicago, Caldwell, ID 83605",,08:00 AM - 05:00 PM,,ho78745410,false,true,,,,poll50278443
Canyon County,County Clerk,ocd-division/country:us/state:id/county:canyon,Canyon County ID,http://www.canyoncounty.org/,(208) 454-7563,electionsclerk@canyonco.org,Canyon County Clerk,1102 E Chicago,,Caldwell,ID,83605-3522,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,85,Canyon County Clerk,"1102 E Chicago, Caldwell, ID 83605",,08:00 AM - 05:00 PM,,ho78745410,false,true,,,,poll50278443
Canyon County,County Clerk,ocd-division/country:us/state:id/county:canyon,Canyon County ID,http://www.canyoncounty.org/,(208) 454-7563,electionsclerk@canyonco.org,Canyon County Clerk,1102 E Chicago,,Caldwell,ID,83605-3522,8:00:00 - 06:00,12:00:00 - 06:00,10/22/16,10/22/16,no,no,,,86,Canyon County Clerk,"1102 E Chicago, Caldwell, ID 83605",,08:00 AM - 12:00 PM,,ho78745410,false,true,,,,poll50278443
Canyon County,County Clerk,ocd-division/country:us/state:id/county:canyon,Canyon County ID,http://www.canyoncounty.org/,(208) 454-7563,electionsclerk@canyonco.org,Canyon County Clerk,1102 E Chicago,,Caldwell,ID,83605-3522,8:00:00 - 06:00,12:00:00 - 06:00,10/29/16,10/29/16,no,no,,,87,Canyon County Clerk,"1102 E Chicago, Caldwell, ID 83605",,08:00 AM - 12:00 PM,,ho78745410,false,true,,,,poll50278443
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,88,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,89,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,90,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,91,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,92,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,93,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Caribou County,County Clerk,ocd-division/country:us/state:id/county:caribou,Caribou County ID,,(208) 547-4324,"dhorsley@co.caribou.id.us, vmascarenas@co.caribou.id.us",Caribou County Recorder,159 S. Main St.,Room 202,Soda Springs,ID,83276,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,94,Caribou County Recorder,"159 S. Main St., Room 202, Soda Springs, ID 83276",,09:00 AM - 05:00 PM,,ho71043622,false,true,,,,poll68402387
Cassia County,County Clerk,ocd-division/country:us/state:id/county:cassia,Cassia County ID,http://www.cassiacounty.org/,(208) 878-5240,vote@cassiacounty.org,Cassia County Recorder,1459 Overland Avenue,Room #105,Burley,ID,83318-1862,8:30:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,95,Cassia County Recorder,"1459 Overland Avenue, Room #105, Burley, ID 83318",,08:30 AM - 05:00 PM,,ho31430820,false,true,,,,poll29840166
Cassia County,County Clerk,ocd-division/country:us/state:id/county:cassia,Cassia County ID,http://www.cassiacounty.org/,(208) 878-5240,vote@cassiacounty.org,Cassia County Recorder,1459 Overland Avenue,Room #105,Burley,ID,83318-1862,8:30:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,96,Cassia County Recorder,"1459 Overland Avenue, Room #105, Burley, ID 83318",,08:30 AM - 05:00 PM,,ho31430820,false,true,,,,poll29840166
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,97,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,98,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,99,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,100,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,101,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,102,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,224 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,103,,"224 W Main St, Dubois, ID 83423",,09:00 AM - 05:00 PM,,ho34325481,false,true,,,,poll73953663
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,9/26/16,9/30/16,no,no,,,104,Clearwater County Courthouse,"150 Michigan Avenue, Orofino, ID 83544",,08:00 AM - 05:00 PM,,ho26656295,false,true,,,,poll23862971
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,,105,Clearwater County Courthouse,"150 Michigan Avenue, Orofino, ID 83544",,08:00 AM - 05:00 PM,,ho26656295,false,true,,,,poll23862971
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,no,no,,,106,Clearwater County Courthouse,"150 Michigan Avenue, Orofino, ID 83544",,08:00 AM - 05:00 PM,,ho26656295,false,true,,,,poll23862971
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,,107,Clearwater County Courthouse,"150 Michigan Avenue, Orofino, ID 83544",,08:00 AM - 05:00 PM,,ho26656295,false,true,,,,poll23862971
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,,108,Clearwater County Courthouse,"150 Michigan Avenue, Orofino, ID 83544",,08:00 AM - 05:00 PM,,ho26656295,false,true,,,,poll23862971
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,,109,Clearwater County Courthouse,"150 Michigan Avenue, Orofino, ID 83544",,08:00 AM - 05:00 PM,,ho26656295,false,true,,,,poll23862971
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,110,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,111,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,112,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,113,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,114,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,115,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,116,Custer County Court House,"801 E. Main Ave., Challis, ID 83226",,08:00 AM - 05:00 PM,,ho41665117,false,true,,,,poll57914891
Elmore County,County Clerk,ocd-division/country:us/state:id/county:elmore,Elmore County ID,http://www.elmorecounty.org/,(208) 587-2131,vgarcia@elmorecounty.org,Elmore County Recorder,150 S 4th E,#3,Mountain Home,ID,83647-3000,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,117,Elmore County Recorder,"150 S 4th E, #3, Mountain Home, ID 83647",,09:00 AM - 05:00 PM,,ho30931542,false,true,,,,poll10403039
Elmore County,County Clerk,ocd-division/country:us/state:id/county:elmore,Elmore County ID,http://www.elmorecounty.org/,(208) 587-2131,vgarcia@elmorecounty.org,Elmore County Recorder,150 S 4th E,#3,Mountain Home,ID,83647-3000,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,118,Elmore County Recorder,"150 S 4th E, #3, Mountain Home, ID 83647",,09:00 AM - 05:00 PM,,ho30931542,false,true,,,,poll10403039
Elmore County,County Clerk,ocd-division/country:us/state:id/county:elmore,Elmore County ID,http://www.elmorecounty.org/,(208) 587-2131,vgarcia@elmorecounty.org,Elmore County Recorder,150 S 4th E,#3,Mountain Home,ID,83647-3000,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,119,Elmore County Recorder,"150 S 4th E, #3, Mountain Home, ID 83647",,09:00 AM - 05:00 PM,,ho30931542,false,true,,,,poll10403039
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,120,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,121,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,,122,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,,123,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,,124,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,,125,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,,126,,"39 W Oneida, Preston, ID 83263",,09:00 AM - 05:00 PM,,ho39946432,false,true,,,,poll53053018
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,,127,Fremont County Courthouse,"151 W 1st N, Room 12, St Anthony, ID 83445",,08:00 AM - 05:00 PM,,ho61858387,false,true,,,,poll72846402
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,,128,Fremont County Courthouse,"151 W 1st N, Room 12, St Anthony, ID 83445",,08:00 AM - 05:00 PM,,ho61858387,false,true,,,,poll72846402
