office_name,office_title,types,ocd_division,description,homepage,phone,email,street,city,state,zip,start_time,end_time,start_date,end_date,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Dixon County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dixon,Dixon County NE,http://www.co.dixon.ne.us/webpages/election/election.html,(402) 755-5602,clerk@dixon.nacone.org,302 W. 3rd St.,Ponca,NE,68770,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,145,"302 W. 3rd St., Ponca, NE 68770",,08:00 AM - 04:30 PM,,ho82549898,false,true,,,,poll87969591
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,146,"435 N. Park, Room 102, Fremont, NE 68025",,08:30 AM - 04:30 PM,,ho33012585,false,true,,,,poll92018242
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,147,"435 N. Park, Room 102, Fremont, NE 68025",,08:30 AM - 04:30 PM,,ho33012585,false,true,,,,poll92018242
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,148,"435 N. Park, Room 102, Fremont, NE 68025",,08:30 AM - 04:30 PM,,ho33012585,false,true,,,,poll92018242
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,149,"435 N. Park, Room 102, Fremont, NE 68025",,08:30 AM - 04:30 PM,,ho33012585,false,true,,,,poll92018242
Dodge County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dodge,Dodge County NE,http://www.dodgecounty.ne.gov/election.html,(402) 727-2767,clerk@dodge.nacone.org,"435 N. Park, Room 102",Fremont,NE,68025,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,150,"435 N. Park, Room 102, Fremont, NE 68025",,08:30 AM - 04:30 PM,,ho33012585,false,true,,,,poll92018242
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,151,"225 N. 115th St., Omaha, NE 68154",,08:00 AM - 05:00 PM,,ho32307795,false,true,,,,poll8210690
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,152,"225 N. 115th St., Omaha, NE 68154",,08:00 AM - 05:00 PM,,ho32307795,false,true,,,,poll8210690
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,153,"225 N. 115th St., Omaha, NE 68154",,08:00 AM - 05:00 PM,,ho32307795,false,true,,,,poll8210690
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,154,"225 N. 115th St., Omaha, NE 68154",,08:00 AM - 05:00 PM,,ho32307795,false,true,,,,poll8210690
Douglas County,Election Commissioner,":election,:registration",ocd-division/country:us/state:ne/county:douglas,Douglas County NE,http://www.votedouglascounty.com/,(402) 444-8683,questions@votedouglascounty.com,225 N. 115th St.,Omaha,NE,68154,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,155,"225 N. 115th St., Omaha, NE 68154",,08:00 AM - 05:00 PM,,ho32307795,false,true,,,,poll8210690
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16,156,"112 7th Ave. West, Benkelman, NE 69021",,08:00 AM - 04:00 PM,,ho81479822,false,true,,,,poll56935979
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16,157,"112 7th Ave. West, Benkelman, NE 69021",,08:00 AM - 04:00 PM,,ho81479822,false,true,,,,poll56935979
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16,158,"112 7th Ave. West, Benkelman, NE 69021",,08:00 AM - 04:00 PM,,ho81479822,false,true,,,,poll56935979
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16,159,"112 7th Ave. West, Benkelman, NE 69021",,08:00 AM - 04:00 PM,,ho81479822,false,true,,,,poll56935979
Dundy County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:dundy,Dundy County NE,http://www.co.dundy.ne.us/clerk.html,(308) 423-2058,clerk@dundy.nacone.org,112 7th Ave. West,Benkelman,NE,69021,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16,160,"112 7th Ave. West, Benkelman, NE 69021",,08:00 AM - 04:00 PM,,ho81479822,false,true,,,,poll56935979
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,161,"900 G St., Geneva, NE 68361",,08:00 AM - 04:30 PM,,ho52992881,false,true,,,,poll37921610
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,162,"900 G St., Geneva, NE 68361",,08:00 AM - 04:30 PM,,ho52992881,false,true,,,,poll37921610
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,163,"900 G St., Geneva, NE 68361",,08:00 AM - 04:30 PM,,ho52992881,false,true,,,,poll37921610
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,164,"900 G St., Geneva, NE 68361",,08:00 AM - 04:30 PM,,ho52992881,false,true,,,,poll37921610
Fillmore County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:fillmore,Fillmore County NE,http://www.fillmorecounty.org/webpages/election/election.html,(402) 759-4931,amy.nelson@fillmore.nacone.org,900 G St.,Geneva,NE,68361,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,165,"900 G St., Geneva, NE 68361",,08:00 AM - 04:30 PM,,ho52992881,false,true,,,,poll37921610
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,166,"405 15th St., Franklin, NE 68939",,08:30 AM - 04:30 PM,,ho40281446,false,true,,,,poll55828724
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,167,"405 15th St., Franklin, NE 68939",,08:30 AM - 04:30 PM,,ho40281446,false,true,,,,poll55828724
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,168,"405 15th St., Franklin, NE 68939",,08:30 AM - 04:30 PM,,ho40281446,false,true,,,,poll55828724
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,169,"405 15th St., Franklin, NE 68939",,08:30 AM - 04:30 PM,,ho40281446,false,true,,,,poll55828724
Franklin County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:franklin,Franklin County NE,http://www.co.franklin.ne.us/webpages/election/election.html,(308) 425-6202,clerk@franklin.nacone.org,405 15th St.,Franklin,NE,68939,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,170,"405 15th St., Franklin, NE 68939",,08:30 AM - 04:30 PM,,ho40281446,false,true,,,,poll55828724
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/11/16,10/14/16,171,"1 Wellington St, Stockville, NE 69042",,08:30 AM - 12:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,172,"1 Wellington St, Stockville, NE 69042",,01:00 PM - 05:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/17/16,10/21/16,173,"1 Wellington St, Stockville, NE 69042",,08:30 AM - 12:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,174,"1 Wellington St, Stockville, NE 69042",,01:00 PM - 05:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,175,"1 Wellington St, Stockville, NE 69042",,08:30 AM - 12:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,176,"1 Wellington St, Stockville, NE 69042",,01:00 PM - 05:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,177,"1 Wellington St, Stockville, NE 69042",,08:30 AM - 12:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,178,"1 Wellington St, Stockville, NE 69042",,01:00 PM - 05:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,08:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,179,"1 Wellington St, Stockville, NE 69042",,08:30 AM - 12:00 PM,,ho92706714,false,true,,,,poll44737068
Frontier County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:frontier,Frontier County NE,http://www.co.frontier.ne.us/clerk.html,(308) 367-8641,clerkfc@curtis-ne.com,1 Wellington St,Stockville,NE,69042,13:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,180,"1 Wellington St, Stockville, NE 69042",,01:00 PM - 05:00 PM,,ho92706714,false,true,,,,poll44737068
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,1 Wellington St,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/11/16,10/14/16,181,"1 Wellington St, Beaver City, NE 68926",,08:00 AM - 04:00 PM,,ho6564756,false,true,,,,poll29980304
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/17/16,10/21/16,182,"912 R St., Beaver City, NE 68926",,08:00 AM - 04:00 PM,,ho30449588,false,true,,,,poll52600690
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/24/16,10/28/16,183,"912 R St., Beaver City, NE 68926",,08:00 AM - 04:00 PM,,ho30449588,false,true,,,,poll52600690
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,184,"912 R St., Beaver City, NE 68926",,08:00 AM - 04:00 PM,,ho30449588,false,true,,,,poll52600690
Furnas County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:furnas,Furnas County NE,http://www.furnascounty.ne.gov/webpages/election/election.html,(308) 268-4145,clerk@furnas.nacone.org,912 R St.,Beaver City,NE,68926,08:00:00 - 06:00,16:00:00 - 06:00,11/7/16,11/7/16,185,"912 R St., Beaver City, NE 68926",,08:00 AM - 04:00 PM,,ho30449588,false,true,,,,poll52600690
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,186,"612 Grant St., Beatrice, NE 68310",,08:00 AM - 05:00 PM,,ho23532570,false,true,,,,poll52038045
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,187,"612 Grant St., Beatrice, NE 68310",,08:00 AM - 05:00 PM,,ho23532570,false,true,,,,poll52038045
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,188,"612 Grant St., Beatrice, NE 68310",,08:00 AM - 05:00 PM,,ho23532570,false,true,,,,poll52038045
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,189,"612 Grant St., Beatrice, NE 68310",,08:00 AM - 05:00 PM,,ho23532570,false,true,,,,poll52038045
Gage County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gage,Gage County NE,http://www.gagecountynebraska.us/webpages/election/election.html,(402) 223-1300,clerk@gage.nacone.org,612 Grant St.,Beatrice,NE,68310,08:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,190,"612 Grant St., Beatrice, NE 68310",,08:00 AM - 05:00 PM,,ho23532570,false,true,,,,poll52038045
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/11/16,10/14/16,191,"611 Main St., Oshkosh, NE 69154",,08:00 AM - 04:00 PM,,ho1696533,false,true,,,,poll69880782
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/17/16,10/21/16,192,"611 Main St., Oshkosh, NE 69154",,08:00 AM - 04:00 PM,,ho1696533,false,true,,,,poll69880782
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16,193,"611 Main St., Oshkosh, NE 69154",,08:00 AM - 04:00 PM,,ho1696533,false,true,,,,poll69880782
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16,194,"611 Main St., Oshkosh, NE 69154",,08:00 AM - 04:00 PM,,ho1696533,false,true,,,,poll69880782
Garden County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garden,Garden County NE,http://www.co.garden.ne.us/election.html,(308) 772-3924,clerk@garden.nacone.org,611 Main St.,Oshkosh,NE,69154,08:00:00 - 07:00,16:00:00 - 07:00,11/7/16,11/7/16,195,"611 Main St., Oshkosh, NE 69154",,08:00 AM - 04:00 PM,,ho1696533,false,true,,,,poll69880782
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/11/16,10/14/16,196,"250 S. 8th Ave., Burwell, NE 68823",,09:00 AM - 12:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/11/16,10/14/16,197,"250 S. 8th Ave., Burwell, NE 68823",,01:00 PM - 05:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/17/16,10/21/16,198,"250 S. 8th Ave., Burwell, NE 68823",,09:00 AM - 12:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/17/16,10/21/16,199,"250 S. 8th Ave., Burwell, NE 68823",,01:00 PM - 05:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,200,"250 S. 8th Ave., Burwell, NE 68823",,09:00 AM - 12:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,201,"250 S. 8th Ave., Burwell, NE 68823",,01:00 PM - 05:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,202,"250 S. 8th Ave., Burwell, NE 68823",,09:00 AM - 12:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,203,"250 S. 8th Ave., Burwell, NE 68823",,01:00 PM - 05:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,09:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,204,"250 S. 8th Ave., Burwell, NE 68823",,09:00 AM - 12:00 PM,,ho92240237,false,true,,,,poll6745904
Garfield County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:garfield,Garfield County NE,http://www.garfieldcounty.ne.gov/webpages/election/election.html,(308) 346-4161,clerk@garfield.nacone.org,250 S. 8th Ave.,Burwell,NE,68823,13:00:00 - 06:00,17:00:00 - 06:00,11/7/16,11/7/16,205,"250 S. 8th Ave., Burwell, NE 68823",,01:00 PM - 05:00 PM,,ho92240237,false,true,,,,poll6745904
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/11/16,10/14/16,206,"507 Smith St., Elwood, NE 68937",,08:30 AM - 04:30 PM,,ho44008392,false,true,,,,poll76751045
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,207,"507 Smith St., Elwood, NE 68937",,08:30 AM - 04:30 PM,,ho44008392,false,true,,,,poll76751045
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,208,"507 Smith St., Elwood, NE 68937",,08:30 AM - 04:30 PM,,ho44008392,false,true,,,,poll76751045
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,209,"507 Smith St., Elwood, NE 68937",,08:30 AM - 04:30 PM,,ho44008392,false,true,,,,poll76751045
Gosper County,County Clerk,":election,:registration",ocd-division/country:us/state:ne/county:gosper,Gosper County NE,http://www.co.gosper.ne.us/webpages/election/election.html,(308) 785-2611,goclerk73@atcjet.net,507 Smith St.,Elwood,NE,68937,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,210,"507 Smith St., Elwood, NE 68937",,08:30 AM - 04:30 PM,,ho44008392,false,true,,,,poll76751045
