county,officer,email,blank,phone,fax,address_one,address_two,city,state,zip,times,start_date,end_date,time_zone,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
COMANCHE,Alice Smith,CM_county_clerk@wan.kdor.state.ks.us,,6205822361,6205822426,201 S New York Avenue,,Coldwater,KS,67029,9:00-12:00 ,11/7/2016,11/7/2016,central,94,"201 S New York Avenue, Coldwater, KS 67029",,9:00 AM-12:00 PM,,ho37839255,false,True,,,,poll0094
COMANCHE,Alice Smith,CM_county_clerk@wan.kdor.state.ks.us,,6205822361,6205822426,201 S New York Avenue,,Coldwater,KS,67029,1:00-5:00,11/7/2016,11/7/2016,central,95,"201 S New York Avenue, Coldwater, KS 67029",,1:00 AM-5:00 PM,,ho37839255,false,True,,,,poll0095
COWLEY,Karen Madison,kmadison@cowleycounty.org,,6202215495,6202215498,321 E. 10th Avenue,,Winfield,KS,67156,8:00-5:00,10/11/2016,10/14/2016,central,96,"321 E. 10th Avenue, Winfield, KS 67156",,8:00 AM-5:00 PM,,ho19711793,false,True,,,,poll0096
COWLEY,Karen Madison,kmadison@cowleycounty.org,,6202215495,6202215498,321 E. 10th Avenue,,Winfield,KS,67156,8:00-5:00,10/17/2016,10/21/2016,central,97,"321 E. 10th Avenue, Winfield, KS 67156",,8:00 AM-5:00 PM,,ho19711793,false,True,,,,poll0097
COWLEY,Karen Madison,kmadison@cowleycounty.org,,6202215495,6202215498,321 E. 10th Avenue,,Winfield,KS,67156,8:00-5:00,10/24/2016,10/28/2016,central,98,"321 E. 10th Avenue, Winfield, KS 67156",,8:00 AM-5:00 PM,,ho19711793,false,True,,,,poll0098
COWLEY,Karen Madison,kmadison@cowleycounty.org,,6202215495,6202215498,321 E. 10th Avenue,,Winfield,KS,67156,8:00-5:00,10/31/2016,11/4/2016,central,99,"321 E. 10th Avenue, Winfield, KS 67156",,8:00 AM-5:00 PM,,ho19711793,false,True,,,,poll0099
COWLEY,Karen Madison,kmadison@cowleycounty.org,,6202215495,6202215498,321 E. 10th Avenue,,Winfield,KS,67156,8:00-5:00,11/7/2016,11/7/2016,central,100,"321 E. 10th Avenue, Winfield, KS 67156",,8:00 AM-5:00 PM,,ho19711793,false,True,,,,poll0100
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007,111 E Forest Avenue,,Girard,KS,66743-0249,8:30-4:30,10/11/2016,10/14/2016,central,101,"111 E Forest Avenue, Girard, KS 66743-0249",,8:30 AM-4:30 PM,,ho44314876,false,True,,,,poll0101
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007,111 E Forest Avenue,,Girard,KS,66743-0249,8:30-4:30,10/17/2016,10/21/2016,central,102,"111 E Forest Avenue, Girard, KS 66743-0249",,8:30 AM-4:30 PM,,ho44314876,false,True,,,,poll0102
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007,111 E Forest Avenue,,Girard,KS,66743-0249,8:30-4:30,10/24/2016,10/28/2016,central,103,"111 E Forest Avenue, Girard, KS 66743-0249",,8:30 AM-4:30 PM,,ho44314876,false,True,,,,poll0103
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007,111 E Forest Avenue,,Girard,KS,66743-0249,8:30-4:30,10/31/2016,11/4/2016,central,104,"111 E Forest Avenue, Girard, KS 66743-0249",,8:30 AM-4:30 PM,,ho44314876,false,True,,,,poll0104
CRAWFORD,Don Pyle,countyclerk@ckt.net,,6207246115,6207246007,111 E Forest Avenue,,Girard,KS,66743-0249,8:30-4:30,11/7/2016,11/7/2016,central,105,"111 E Forest Avenue, Girard, KS 66743-0249",,8:30 AM-4:30 PM,,ho44314876,false,True,,,,poll0105
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150,120 E Hall St #4,,Oberlin,KS,67749,8:00-5:00,10/11/2016,10/14/2016,central,106,"120 E Hall St #4, Oberlin, KS 67749",,8:00 AM-5:00 PM,,ho88393637,false,True,,,,poll0106
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150,120 E Hall St #4,,Oberlin,KS,67749,8:00-5:00,10/17/2016,10/21/2016,central,107,"120 E Hall St #4, Oberlin, KS 67749",,8:00 AM-5:00 PM,,ho88393637,false,True,,,,poll0107
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150,120 E Hall St #4,,Oberlin,KS,67749,8:00-5:00,10/24/2016,10/28/2016,central,108,"120 E Hall St #4, Oberlin, KS 67749",,8:00 AM-5:00 PM,,ho88393637,false,True,,,,poll0108
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150,120 E Hall St #4,,Oberlin,KS,67749,8:00-5:00,10/31/2016,11/4/2016,central,109,"120 E Hall St #4, Oberlin, KS 67749",,8:00 AM-5:00 PM,,ho88393637,false,True,,,,poll0109
DECATUR,Colleen Geihsler,DC_county_clerk@wan.kdor.state.ks.us,,7854758102,7854758150,120 E Hall St #4,,Oberlin,KS,67749,8:00-5:00,11/7/2016,11/7/2016,central,110,"120 E Hall St #4, Oberlin, KS 67749",,8:00 AM-5:00 PM,,ho88393637,false,True,,,,poll0110
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045,"109 E 1st, Ste. 207",,Abilene,KS,67410,8:00-5:00,10/11/2016,10/14/2016,central,111,"109 E 1st, Ste. 207, Abilene, KS 67410",,8:00 AM-5:00 PM,,ho87225355,false,True,,,,poll0111
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045,"109 E 1st, Ste. 207",,Abilene,KS,67410,8:00-5:00,10/17/2016,10/21/2016,central,112,"109 E 1st, Ste. 207, Abilene, KS 67410",,8:00 AM-5:00 PM,,ho87225355,false,True,,,,poll0112
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045,"109 E 1st, Ste. 207",,Abilene,KS,67410,8:00-5:00,10/24/2016,10/28/2016,central,113,"109 E 1st, Ste. 207, Abilene, KS 67410",,8:00 AM-5:00 PM,,ho87225355,false,True,,,,poll0113
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045,"109 E 1st, Ste. 207",,Abilene,KS,67410,8:00-5:00,10/31/2016,11/4/2016,central,114,"109 E 1st, Ste. 207, Abilene, KS 67410",,8:00 AM-5:00 PM,,ho87225355,false,True,,,,poll0114
DICKINSON,Barb Jones,DK_county_clerk@wan.kdor.state.ks.us,,7852633774,7852632045,"109 E 1st, Ste. 207",,Abilene,KS,67410,8:00-5:00,11/7/2016,11/7/2016,central,115,"109 E 1st, Ste. 207, Abilene, KS 67410",,8:00 AM-5:00 PM,,ho87225355,false,True,,,,poll0115
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723,120 E Chestnut St,,Troy,KS,66087,8:30-5:00,10/11/2016,10/14/2016,central,116,"120 E Chestnut St, Troy, KS 66087",,8:30 AM-5:00 PM,,ho28018905,false,True,,,,poll0116
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723,120 E Chestnut St,,Troy,KS,66087,8:30-5:00,10/17/2016,10/21/2016,central,117,"120 E Chestnut St, Troy, KS 66087",,8:30 AM-5:00 PM,,ho28018905,false,True,,,,poll0117
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723,120 E Chestnut St,,Troy,KS,66087,8:30-5:00,10/24/2016,10/28/2016,central,118,"120 E Chestnut St, Troy, KS 66087",,8:30 AM-5:00 PM,,ho28018905,false,True,,,,poll0118
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723,120 E Chestnut St,,Troy,KS,66087,8:30-5:00,10/31/2016,11/4/2016,central,119,"120 E Chestnut St, Troy, KS 66087",,8:30 AM-5:00 PM,,ho28018905,false,True,,,,poll0119
DONIPHAN,Peggy Franken,dpcoclerk@rainbowtel.net,,7859853513,7859853723,120 E Chestnut St,,Troy,KS,66087,8:30-5:00,11/7/2016,11/7/2016,central,120,"120 E Chestnut St, Troy, KS 66087",,8:30 AM-5:00 PM,,ho28018905,false,True,,,,poll0120
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192,1100 Massachusetts St,,Lawrence,KS,66044,8:00-5:00,10/11/2016,10/14/2016,central,121,"1100 Massachusetts St, Lawrence, KS 66044",,8:00 AM-5:00 PM,,ho85480065,false,True,,,,poll0121
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192,1100 Massachusetts St,,Lawrence,KS,66044,8:00-5:00,10/17/2016,10/21/2016,central,122,"1100 Massachusetts St, Lawrence, KS 66044",,8:00 AM-5:00 PM,,ho85480065,false,True,,,,poll0122
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192,1100 Massachusetts St,,Lawrence,KS,66044,8:00-5:00,10/24/2016,10/28/2016,central,123,"1100 Massachusetts St, Lawrence, KS 66044",,8:00 AM-5:00 PM,,ho85480065,false,True,,,,poll0123
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192,1100 Massachusetts St,,Lawrence,KS,66044,8:00-5:00,10/31/2016,11/4/2016,central,124,"1100 Massachusetts St, Lawrence, KS 66044",,8:00 AM-5:00 PM,,ho85480065,false,True,,,,poll0124
DOUGLAS,Jameson (Jamie) Shew,jshew@douglas-county.com,,7858325281,7858325192,1100 Massachusetts St,,Lawrence,KS,66044,8:00-5:00,11/7/2016,11/7/2016,central,125,"1100 Massachusetts St, Lawrence, KS 66044",,8:00 AM-5:00 PM,,ho85480065,false,True,,,,poll0125
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583,312 Massachusetts,,Kinsley,KS,67547,8:00-5:00,10/11/2016,10/14/2016,central,126,"312 Massachusetts, Kinsley, KS 67547",,8:00 AM-5:00 PM,,ho63905830,false,True,,,,poll0126
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583,312 Massachusetts,,Kinsley,KS,67547,8:00-5:00,10/17/2016,10/21/2016,central,127,"312 Massachusetts, Kinsley, KS 67547",,8:00 AM-5:00 PM,,ho63905830,false,True,,,,poll0127
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583,312 Massachusetts,,Kinsley,KS,67547,8:00-5:00,10/24/2016,10/28/2016,central,128,"312 Massachusetts, Kinsley, KS 67547",,8:00 AM-5:00 PM,,ho63905830,false,True,,,,poll0128
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583,312 Massachusetts,,Kinsley,KS,67547,8:00-5:00,10/31/2016,11/4/2016,central,129,"312 Massachusetts, Kinsley, KS 67547",,8:00 AM-5:00 PM,,ho63905830,false,True,,,,poll0129
EDWARDS,Gina Schuette,edwardsclerk@edwards.kscoxmail.com,,6206593000,6206592583,312 Massachusetts,,Kinsley,KS,67547,8:00-5:00,11/7/2016,11/7/2016,central,130,"312 Massachusetts, Kinsley, KS 67547",,8:00 AM-5:00 PM,,ho63905830,false,True,,,,poll0130
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771,127 N Pine St,,Howard,KS,67349,8:00-4:30,10/11/2016,10/14/2016,central,131,"127 N Pine St, Howard, KS 67349",,8:00 AM-4:30 PM,,ho97967978,false,True,,,,poll0131
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771,127 N Pine St,,Howard,KS,67349,8:00-4:30,10/17/2016,10/21/2016,central,132,"127 N Pine St, Howard, KS 67349",,8:00 AM-4:30 PM,,ho97967978,false,True,,,,poll0132
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771,127 N Pine St,,Howard,KS,67349,8:00-4:30,10/24/2016,10/28/2016,central,133,"127 N Pine St, Howard, KS 67349",,8:00 AM-4:30 PM,,ho97967978,false,True,,,,poll0133
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771,127 N Pine St,,Howard,KS,67349,8:00-4:30,10/31/2016,11/4/2016,central,134,"127 N Pine St, Howard, KS 67349",,8:00 AM-4:30 PM,,ho97967978,false,True,,,,poll0134
ELK,Vicky D. Wedman,ekclerk@sktc.net,,6203742490,6203742771,127 N Pine St,,Howard,KS,67349,8:00-4:30,11/7/2016,11/7/2016,central,135,"127 N Pine St, Howard, KS 67349",,8:00 AM-4:30 PM,,ho97967978,false,True,,,,poll0135
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413,"1204 Fort St,",,Hays,KS,67601,8:00-5:00,10/11/2016,10/14/2016,central,136,"1204 Fort St,, Hays, KS 67601",,8:00 AM-5:00 PM,,ho19994593,false,True,,,,poll0136
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413,"1204 Fort St,",,Hays,KS,67601,8:00-5:00,10/17/2016,10/21/2016,central,137,"1204 Fort St,, Hays, KS 67601",,8:00 AM-5:00 PM,,ho19994593,false,True,,,,poll0137
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413,"1204 Fort St,",,Hays,KS,67601,8:00-5:00,10/24/2016,10/28/2016,central,138,"1204 Fort St,, Hays, KS 67601",,8:00 AM-5:00 PM,,ho19994593,false,True,,,,poll0138
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413,"1204 Fort St,",,Hays,KS,67601,8:00-5:00,10/31/2016,11/4/2016,central,139,"1204 Fort St,, Hays, KS 67601",,8:00 AM-5:00 PM,,ho19994593,false,True,,,,poll0139
ELLIS,Donna Maskus,dclerk@ellisco.net,,7856289410,7856289413,"1204 Fort St,",,Hays,KS,67601,8:00-5:00,11/7/2016,11/7/2016,central,140,"1204 Fort St,, Hays, KS 67601",,8:00 AM-5:00 PM,,ho19994593,false,True,,,,poll0140
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818,210 N Kansas,,Ellsworth,KS,67439,8:00-5:00,10/11/2016,10/14/2016,central,141,"210 N Kansas, Ellsworth, KS 67439",,8:00 AM-5:00 PM,,ho84040399,false,True,,,,poll0141
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818,210 N Kansas,,Ellsworth,KS,67439,8:00-5:00,10/17/2016,10/21/2016,central,142,"210 N Kansas, Ellsworth, KS 67439",,8:00 AM-5:00 PM,,ho84040399,false,True,,,,poll0142
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818,210 N Kansas,,Ellsworth,KS,67439,8:00-5:00,10/24/2016,10/28/2016,central,143,"210 N Kansas, Ellsworth, KS 67439",,8:00 AM-5:00 PM,,ho84040399,false,True,,,,poll0143
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818,210 N Kansas,,Ellsworth,KS,67439,8:00-5:00,10/31/2016,11/4/2016,central,144,"210 N Kansas, Ellsworth, KS 67439",,8:00 AM-5:00 PM,,ho84040399,false,True,,,,poll0144
ELLSWORTH,Shelly Vopat,EWCLERK@KANS.COM,,7854724161,7854723818,210 N Kansas,,Ellsworth,KS,67439,8:00-5:00,11/7/2016,11/7/2016,central,145,"210 N Kansas, Ellsworth, KS 67439",,8:00 AM-5:00 PM,,ho84040399,false,True,,,,poll0145
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,Finney Co. Admin. Center,311 N. 9th St.,Garden City,KS,67846,8:00-5:00,10/11/2016,10/14/2016,central,146,"Finney Co. Admin. Center 311 N. 9th St., Garden City, KS 67846",,8:00 AM-5:00 PM,,ho14459408,false,True,,,,poll0146
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,Finney Co. Admin. Center,311 N. 9th St.,Garden City,KS,67846,8:00-5:00,10/17/2016,10/21/2016,central,147,"Finney Co. Admin. Center 311 N. 9th St., Garden City, KS 67846",,8:00 AM-5:00 PM,,ho14459408,false,True,,,,poll0147
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,Finney Co. Admin. Center,311 N. 9th St.,Garden City,KS,67846,8:00-5:00,10/24/2016,10/28/2016,central,148,"Finney Co. Admin. Center 311 N. 9th St., Garden City, KS 67846",,8:00 AM-5:00 PM,,ho14459408,false,True,,,,poll0148
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,Finney Co. Admin. Center,311 N. 9th St.,Garden City,KS,67846,8:00-5:00,10/31/2016,11/4/2016,central,149,"Finney Co. Admin. Center 311 N. 9th St., Garden City, KS 67846",,8:00 AM-5:00 PM,,ho14459408,false,True,,,,poll0149
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,Finney Co. Admin. Center,311 N. 9th St.,Garden City,KS,67846,8:00-5:00,11/7/2016,11/7/2016,central,150,"Finney Co. Admin. Center 311 N. 9th St., Garden City, KS 67846",,8:00 AM-5:00 PM,,ho14459408,false,True,,,,poll0150
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,Dodge City,KS,67801,9:00-5:00,10/11/2016,10/14/2016,central,151,"100 Gunsmoke, Dodge City, KS 67801",,9:00 AM-5:00 PM,,ho97354625,false,True,,,,poll0151
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,Dodge City,KS,67801,9:00-5:00,10/17/2016,10/21/2016,central,152,"100 Gunsmoke, Dodge City, KS 67801",,9:00 AM-5:00 PM,,ho97354625,false,True,,,,poll0152
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,Dodge City,KS,67801,9:00-5:00,10/24/2016,10/28/2016,central,153,"100 Gunsmoke, Dodge City, KS 67801",,9:00 AM-5:00 PM,,ho97354625,false,True,,,,poll0153
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,Dodge City,KS,67801,9:00-5:00,10/31/2016,11/4/2016,central,154,"100 Gunsmoke, Dodge City, KS 67801",,9:00 AM-5:00 PM,,ho97354625,false,True,,,,poll0154
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,Dodge City,KS,67801,9:00-5:00,11/7/2016,11/7/2016,central,155,"100 Gunsmoke, Dodge City, KS 67801",,9:00 AM-5:00 PM,,ho97354625,false,True,,,,poll0155
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,Ottawa,KS,66067,8:00-4:30,10/11/2016,10/14/2016,central,156,"315 S Main, Ottawa, KS 66067",,8:00 AM-4:30 PM,,ho45551726,false,True,,,,poll0156
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,Ottawa,KS,66067,8:00-4:30,10/17/2016,10/21/2016,central,157,"315 S Main, Ottawa, KS 66067",,8:00 AM-4:30 PM,,ho45551726,false,True,,,,poll0157
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,Ottawa,KS,66067,8:00-4:30,10/24/2016,10/28/2016,central,158,"315 S Main, Ottawa, KS 66067",,8:00 AM-4:30 PM,,ho45551726,false,True,,,,poll0158
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,Ottawa,KS,66067,8:00-4:30,10/31/2016,11/4/2016,central,159,"315 S Main, Ottawa, KS 66067",,8:00 AM-4:30 PM,,ho45551726,false,True,,,,poll0159
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,Ottawa,KS,66067,8:00-4:30,11/7/2016,11/7/2016,central,160,"315 S Main, Ottawa, KS 66067",,8:00 AM-4:30 PM,,ho45551726,false,True,,,,poll0160
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419,200 E. 8th Street,,Junction City,KS,66441,8:30-5:00,10/11/2016,11/7/2016,central,161,"200 E. 8th Street, Junction City, KS 66441",,8:30 AM-5:00 PM,,ho39936985,false,True,,,,poll0161
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,8:00-12:00 ,10/11/2016,10/14/2016,central,166,"520 Washington St. Suite 105, Gove, KS 67736",,8:00 AM-12:00 PM,,ho41904618,false,True,,,,poll0166
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,1:00-5:00,10/11/2016,10/14/2016,central,167,"520 Washington St. Suite 105, Gove, KS 67736",,1:00 AM-5:00 PM,,ho41904618,false,True,,,,poll0167
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,8:00-12:00 ,10/17/2016,10/21/2016,central,168,"520 Washington St. Suite 105, Gove, KS 67736",,8:00 AM-12:00 PM,,ho41904618,false,True,,,,poll0168
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,1:00-5:00,10/17/2016,10/21/2016,central,169,"520 Washington St. Suite 105, Gove, KS 67736",,1:00 AM-5:00 PM,,ho41904618,false,True,,,,poll0169
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,8:00-12:00 ,10/24/2016,10/28/2016,central,170,"520 Washington St. Suite 105, Gove, KS 67736",,8:00 AM-12:00 PM,,ho41904618,false,True,,,,poll0170
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,1:00-5:00,10/24/2016,10/28/2016,central,171,"520 Washington St. Suite 105, Gove, KS 67736",,1:00 AM-5:00 PM,,ho41904618,false,True,,,,poll0171
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,8:00-12:00 ,10/31/2016,11/4/2016,central,172,"520 Washington St. Suite 105, Gove, KS 67736",,8:00 AM-12:00 PM,,ho41904618,false,True,,,,poll0172
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,1:00-5:00,10/31/2016,11/4/2016,central,173,"520 Washington St. Suite 105, Gove, KS 67736",,1:00 AM-5:00 PM,,ho41904618,false,True,,,,poll0173
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,8:00-12:00 ,11/7/2016,11/7/2016,central,174,"520 Washington St. Suite 105, Gove, KS 67736",,8:00 AM-12:00 PM,,ho41904618,false,True,,,,poll0174
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,520 Washington St. Suite 105,,Gove,KS,67736,1:00-5:00,11/7/2016,11/7/2016,central,175,"520 Washington St. Suite 105, Gove, KS 67736",,1:00 AM-5:00 PM,,ho41904618,false,True,,,,poll0175
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,Hill City,KS,67642,8:30-5:00,10/11/2016,10/14/2016,central,176,"410 N Pomeroy, Hill City, KS 67642",,8:30 AM-5:00 PM,,ho55790840,false,True,,,,poll0176
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,Hill City,KS,67642,8:30-5:00,10/17/2016,10/21/2016,central,177,"410 N Pomeroy, Hill City, KS 67642",,8:30 AM-5:00 PM,,ho55790840,false,True,,,,poll0177
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,Hill City,KS,67642,8:30-5:00,10/24/2016,10/28/2016,central,178,"410 N Pomeroy, Hill City, KS 67642",,8:30 AM-5:00 PM,,ho55790840,false,True,,,,poll0178
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,Hill City,KS,67642,8:30-5:00,10/31/2016,11/4/2016,central,179,"410 N Pomeroy, Hill City, KS 67642",,8:30 AM-5:00 PM,,ho55790840,false,True,,,,poll0179
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,Hill City,KS,67642,8:30-5:00,11/7/2016,11/7/2016,central,180,"410 N Pomeroy, Hill City, KS 67642",,8:30 AM-5:00 PM,,ho55790840,false,True,,,,poll0180
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,Ulysses,KS,67880,9:00-5:00,10/11/2016,10/14/2016,central,181,"108 S Glenn, Ulysses, KS 67880",,9:00 AM-5:00 PM,,ho36308365,false,True,,,,poll0181
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,Ulysses,KS,67880,9:00-5:00,10/17/2016,10/21/2016,central,182,"108 S Glenn, Ulysses, KS 67880",,9:00 AM-5:00 PM,,ho36308365,false,True,,,,poll0182
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,Ulysses,KS,67880,9:00-5:00,10/24/2016,10/28/2016,central,183,"108 S Glenn, Ulysses, KS 67880",,9:00 AM-5:00 PM,,ho36308365,false,True,,,,poll0183
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,Ulysses,KS,67880,9:00-5:00,10/31/2016,11/4/2016,central,184,"108 S Glenn, Ulysses, KS 67880",,9:00 AM-5:00 PM,,ho36308365,false,True,,,,poll0184
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,Ulysses,KS,67880,9:00-5:00,11/7/2016,11/7/2016,central,185,"108 S Glenn, Ulysses, KS 67880",,9:00 AM-5:00 PM,,ho36308365,false,True,,,,poll0185
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,33 South Main Street,,Cimarron,KS,67835-0487,8:00-5:00,10/11/2016,10/14/2016,central,186,"33 South Main Street, Cimarron, KS 67835-0487",,8:00 AM-5:00 PM,,ho2233058,false,True,,,,poll0186
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,33 South Main Street,,Cimarron,KS,67835-0487,8:00-5:00,10/17/2016,10/21/2016,central,187,"33 South Main Street, Cimarron, KS 67835-0487",,8:00 AM-5:00 PM,,ho2233058,false,True,,,,poll0187
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,33 South Main Street,,Cimarron,KS,67835-0487,8:00-5:00,10/24/2016,10/28/2016,central,188,"33 South Main Street, Cimarron, KS 67835-0487",,8:00 AM-5:00 PM,,ho2233058,false,True,,,,poll0188
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,33 South Main Street,,Cimarron,KS,67835-0487,8:00-5:00,10/31/2016,11/4/2016,central,189,"33 South Main Street, Cimarron, KS 67835-0487",,8:00 AM-5:00 PM,,ho2233058,false,True,,,,poll0189
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,33 South Main Street,,Cimarron,KS,67835-0487,8:00-5:00,11/7/2016,11/7/2016,central,190,"33 South Main Street, Cimarron, KS 67835-0487",,8:00 AM-5:00 PM,,ho2233058,false,True,,,,poll0190
