COUNTY,OFFICER,EMAIL,,PHONE,FAX,ADDRESS1,ADDRESS2,DIRS,CITY,STATE,ZIP,START TIME,END TIME,START,END,TIME ZONE,NOTES 
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,9:00:00 - 05:00,13:00:00 - 05:00,10/29/16,10/29/16,central,
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,9:00:00 - 05:00,13:00:00 - 05:00,11/5/16,11/5/16,central,
FINNEY,Elsa Ulrich,eulrich@finneycounty.org,,6202723575,6202723890,311 N. 9th St.,,Finney Co. Admin. Center,Garden City,KS,67846,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,,Dodge City,KS,67801,9:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,,Dodge City,KS,67801,9:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
FORD,Debbie Cox,dcox@fordcounty.net,,6202274550,6202274699,100 Gunsmoke,,,Dodge City,KS,67801,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,,Ottawa,KS,66067,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,,Ottawa,KS,66067,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,,Ottawa,KS,66067,9:00:00 - 05:00,13:00:00 - 05:00,10/29/16,10/29/16,central,
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,,Ottawa,KS,66067,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,,Ottawa,KS,66067,9:00:00 - 05:00,13:00:00 - 05:00,11/5/16,11/5/16,central,
FRANKLIN,Janet Paddock,jpaddock@franklincoks.org,,7852293410,7852293419,315 S Main,,,Ottawa,KS,66067,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,Probably starting on 10-19-2016 but not sure. Will have some late nights too but thats not set. 830 - 5 are regular business hours. Close at noon on the 7th 
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
GEARY,Rebecca Bossemeyer,rebecca.bossemeyer@gearycounty.org,,7852383912,7852385419,200 E. 8th Street,,,Junction City,KS,66441,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 05:00,16:30:00 - 05:00,10/20/16,10/21/16,central,
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
GOVE,Doug Press,GO_county_clerk@wan.kdor.state.ks.us,,7859382300,7859384486,"520 Washington St., Suite 105",,,Gove,KS,67736,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,,Hill City,KS,67642,8:00:00 - 05:00,17:00:00 - 05:00,10/26/16,10/28/16,central,
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,,Hill City,KS,67642,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
GRAHAM,Jana Irby,grahcocl@ruraltel.net,,7854213453,7854216374,410 N Pomeroy,,,Hill City,KS,67642,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,,Ulysses,KS,67880,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,,Ulysses,KS,67880,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
GRANT,Sheila Brown,clerk@pld.com,,6203561335,6203563081,108 S Glenn,,,Ulysses,KS,67880,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
GRAY,Ashley Rogers,arogers@grayco.org,,6208553618,6208553107,300 South Main Street,,,Cimarron,KS,67835-0487,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,13:00:00 - 06:00,16:00:00 - 06:00,10/19/16,10/21/16,mountain,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,8:00:00 - 06:00,12:00:00 - 06:00,10/19/16,10/21/16,mountain,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,13:00:00 - 06:00,16:00:00 - 06:00,10/24/16,10/28/16,mountain,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,8:00:00 - 06:00,12:00:00 - 06:00,10/24/16,10/28/16,mountain,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,13:00:00 - 06:00,16:00:00 - 06:00,10/31/16,11/4/16,mountain,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,8:00:00 - 06:00,12:00:00 - 06:00,10/31/16,11/4/16,mountain,
GREELEY,Jerri Young,gcclerk@fairpoint.net,,6203764256,6203762294,208 E Harper St,,,Tribune,KS,67879,8:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,mountain,
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,,Eureka,KS,67045,8:30:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,Start: 10-19-2016. Regular hours are 8 - 5 BUT they will be doing voting from 8:30 - 4:30 M - F and will run through Nov 7 at noon. 
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,,Eureka,KS,67045,8:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,,Eureka,KS,67045,8:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
GREENWOOD,Kathy Robison,GW_county_clerk@wan.kdor.state.ks.us,,6205838121,6205838124,311 N Main,,,Eureka,KS,67045,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,,Syracuse,KS,67878,8:00:00 - 06:00,16:30:00 - 06:00,10/31/16,11/4/16,mountain,
HAMILTON,Angie Moser,hmcoclerk@gmail.com,,6203845629,6203845853,219 N Main St,,,Syracuse,KS,67878,8:00:00 - 07:00,12:00:00 - 07:00,11/7/16,11/7/16,mountain,
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,,Anthony,KS,67003,8:00:00 - 05:00,17:00:00 - 05:00,11/1/16,11/4/16,central,
HARPER,Ruth A. Elliott,clerk@harpercountyks.gov,,6208425555,6208423455,201 N Jennings Avenue,,,Anthony,KS,67003,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,,Newton,KS,67114,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,,Newton,KS,67114,8:00:00 - 05:00,17:00:00 - 05:00,10/25/16,10/28/16,central,
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,,Newton,KS,67114,9:00:00 - 05:00,14:00:00 - 05:00,10/29/16,10/29/16,central,
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,,Newton,KS,67114,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
HARVEY,Rick Piepho,rpiepho@harveycounty.com,,3162846842,3162846856,800 N Main St,,,Newton,KS,67114,9:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,central,
HASKELL,Pam Carrion,hspc@unitedwireless.com,,6206752263,6206752681,300 Inman St,,,Sublette,KS,67877,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,13:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,begin: 10-19-16. 9 - 12 and 1 - 5. Close at noon on the 7th 
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,9:00:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,9:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,9:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,central,
HODGEMAN,Sarah Rains,HG_county_clerk@wan.kdor.state.ks.us,,6203576421,6203576313,500 Main,,,Jetmore,KS,67854,9:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,,Holton,KS,66436,8:00:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,"courthouse begins 10/19 8 - 4:30 and close at noon on the 7th. 2 Satellite sites: Potawatomi Senior Center Reservation 15372 K Rd. Mayetta 66509 on Oct 26 from 10 - 6. Also, Highland Community College Holton Site 430 South Arizona St. Holton 64636 on Nov 1 & 2 from 8 - 8. "
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,,Holton,KS,66436,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,,Holton,KS,66436,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,400 New York,,,Holton,KS,66436,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,15372 K Rd.,,,Mayetta,KS,66509,10:00:00 - 05:00,18:00:00 - 05:00,10/26/16,10/26/16,central,
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,430 South Arizona St.,,,Holton,KS,66436,8:00:00 - 06:00,18:00:00 - 05:00,11/1/16,11/2/16,central,
JACKSON,Kathy Mick,JA_county_clerk@wan.kdor.state.ks.us,,7853642891,7853644204,606 W Main St,,,Highland,KS,66035,8:00:00 - 06:00,20:00:00 - 05:00,11/2/16,11/3/16,central,
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,,Oskaloosa,KS,66066,8:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,10-24-2016. 8 - 4:30. end at noon on the 7th 
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,,Oskaloosa,KS,66066,8:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,central,
JEFFERSON,Linda Buttron,lbuttron@jfcountyks.com,,7858632272,7858633135,300 Jefferson St,,,Oskaloosa,KS,66066,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,10/19/16,10/21/16,central,Hope to begin on: 10-19-2016. 8:30 - noon and 1:30 - 4:30. On  nov 1 will extend hours from  8 - 530. Close on Nov 7 at noon.  
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,10/31/16,10/31/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,10/31/16,10/31/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,11/1/16,11/1/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,11/1/16,11/1/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 05:00,12:00:00 - 05:00,11/2/16,11/4/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,13:30:00 - 05:00,16:30:00 - 05:00,11/2/16,11/4/16,central,
JEWELL,Carla J Waugh,JW_county_clerk@wan.kdor.state.ks.us,,7853784020,7853783037,307 N Commercial,,,Mankato,KS,66956,8:30:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,,Olathe,KS,66061,8:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,,Olathe,KS,66061,8:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,9137911753,2101 E Kansas City Rd,,,Olathe,KS,66061,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,8788 Metcalf Ave,,,Overland Park,KS,66212,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,7700 W 143rd St,,,Overland Park,KS,66223,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,6000 Lamar Ave,,,Mission,KS,66202,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,20200 Johnson Dr,,,Shawnee,KS,66218,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,10:00:00 - 05:00,19:00:00 - 05:00,10/24/16,10/28/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,10:00:00 - 05:00,19:00:00 - 05:00,10/31/16,11/4/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,9:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,central,
JOHNSON,Ronnie Metsker,Ronnie.Metsker@jocogov.org,,9137823441,,11811 South Sunset Drive ,,,Olathe,KS,66061,10:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,,Lakin,KS,67860,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,,Lakin,KS,67860,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,,Lakin,KS,67860,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
KEARNY,Jana G. Jenkinson,keclerk@pld.com,,6203556422,6203557382,304 N Main St,,,Lakin,KS,67860,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,,Kingman,KS,67068,8:00:00 - 05:00,17:00:00 - 05:00,10/25/16,10/28/16,central,
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,,Kingman,KS,67068,8:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
KINGMAN,Carol Noblit,KM_county_clerk@wan.kdor.state.ks.us,,6205322521,6205322037,130 N Spruce,,,Kingman,KS,67068,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,13:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,8:00:00 - 05:00,12:00:00 - 05:00,10/19/16,10/21/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,13:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,8:00:00 - 05:00,12:00:00 - 05:00,10/24/16,10/28/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,13:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,8:00:00 - 05:00,12:00:00 - 05:00,10/31/16,11/4/16,central,
KIOWA,Kristi Cooper,kristi.cooper@kiowacountyks.org,,6207233366,6207233234,211 East Florida Avenue,,,Greensburg,KS,67054,8:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,central,
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,,Oswego,KS,67356,8:00:00 - 05:00,17:00:00 - 05:00,10/19/16,10/21/16,central,800 - 5. Start 10/19 and run through noon on nov 7 
LABETTE,Peggy Minor,pminor@labettecounty.com,,6207952138,6207952928,501 Merchant St #9,,,Oswego,KS,67356,8:00:00 - 05:00,17:00:00 - 05:00,10/24/16,10/28/16,central,
