county,site,loc_name,adr_1,adr_2,adr_3,city,state,zip,dirs,services,start_date,end_date,start_time,end_time,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Duval County,,Argyle Branch Library,7973 Old Middleburg Rd S,,,Jacksonville,FL,,,duvalelections.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,92,"7973 Old Middleburg Rd S, Jacksonville, FL",,07:00 AM-07:00 PM,,ho53307945,false,true,,,,poll41457958
Duval County,,Beaches Branch Library,600 3rd St,,,Neptune Beach,FL,32266.0,,duvalelections.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,93,"600 3rd St, Neptune Beach, FL 32266",,07:00 AM-07:00 PM,,ho90128629,false,true,,,,poll14708935
Duval County,,Bradh Brooks Branch Library,1755 Edgewood Ave W,,,Jacksonville,FL,,,http://www.duvalelections.com,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,94,"1755 Edgewood Ave W, Jacksonville, FL",,07:00 AM-07:00 PM,,ho84322472,false,true,,,,poll67594749
Duval County,,Gateway Town Center,910 W 44th St,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,95,"910 W 44th St, Jacksonville, FL",,07:00 AM-07:00 PM,,ho11153687,false,true,,,,poll75608003
Duval County,,Highlands Regional Library,1826 Dunn Ave,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,96,"1826 Dunn Ave, Jacksonville, FL",,07:00 AM-07:00 PM,,ho16855339,false,true,,,,poll24943955
Duval County,,Legends Community Center,5130 Soutel Dr,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,97,"5130 Soutel Dr, Jacksonville, FL",,07:00 AM-07:00 PM,,ho65487476,false,true,,,,poll45498622
Duval County,,Mandarin Branch Library,3330 Kori Rd,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,98,"3330 Kori Rd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho63487152,false,true,,,,poll61101217
Duval County,,Murray Hill Branch Library,918 Edgewood Ave S,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,99,"918 Edgewood Ave S, Jacksonville, FL",,07:00 AM-07:00 PM,,ho77053621,false,true,,,,poll7964299
Duval County,,Oceanway Community Center,12215 Sago Ave,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,100,"12215 Sago Ave, Jacksonville, FL",,07:00 AM-07:00 PM,,ho17300548,false,true,,,,poll4630908
Duval County,,Pablo Creek Regional Library,13295 Beach Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,101,"13295 Beach Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho85387082,false,true,,,,poll76990263
Duval County,,Regency Square Branch Library,9900 Regency Square Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,102,"9900 Regency Square Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho8628790,false,true,,,,poll2771598
Duval County,,San Marco Branch Library,1513 LaSalle St,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,103,"1513 LaSalle St, Jacksonville, FL",,07:00 AM-07:00 PM,,ho38144021,false,true,,,,poll88587357
Duval County,,Southeast Regional Library,10599 Deerwood Park Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,104,"10599 Deerwood Park Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho98780541,false,true,,,,poll69820957
Duval County,,South Mandarin Branch Library,12125 San Jose Blvd,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,105,"12125 San Jose Blvd, Jacksonville, FL",,07:00 AM-07:00 PM,,ho91546622,false,true,,,,poll53236038
Duval County,,Supervisor of Elections Main Office,105 East Monroe St,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,08:00  - 04:00,17:00 - 04:00,106,"105 East Monroe St, Jacksonville, FL",,08:00 AM-05:00 PM,,ho69140389,false,true,,,,poll89192589
Duval County,,University Park Branch Library,3435 University Blvd N,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,107,"3435 University Blvd N, Jacksonville, FL",,07:00 AM-07:00 PM,,ho71238544,false,true,,,,poll54845228
Duval County,,Webb Wesconnett Regional Library,6887 103rd St,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,108,"6887 103rd St, Jacksonville, FL",,07:00 AM-07:00 PM,,ho88900920,false,true,,,,poll60238683
Duval County,,West Branch Library,1425 Chaffee Rd S,,,Jacksonville,FL,,,http://www.duvalelections.com/,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,109,"1425 Chaffee Rd S, Jacksonville, FL",,07:00 AM-07:00 PM,,ho55787793,false,true,,,,poll68759050
Hillsborough County,,Bloomingdale Regional Public Library ,1906 Bloomingdale Ave ,,,Valrico,FL,33596.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,110,"1906 Bloomingdale Ave, Valrico, FL 33596",,07:00 AM-07:00 PM,,ho478176,false,true,,,,poll59670833
Hillsborough County,,Bruton Memorial Library ,302 W McLendon St,,,Plant City,FL,33563.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,111,"302 W McLendon St, Plant City, FL 33563",,07:00 AM-07:00 PM,,ho37851792,false,true,,,,poll49110345
Hillsborough County,,C. Blythe Andrews Jr. Public Library ,2607 E Dr. Martin Luther King Jr. Blvd,,,Tpa,FL,33610.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,112,"2607 E Dr. Martin Luther King Jr. Blvd, Tpa, FL 33610",,07:00 AM-07:00 PM,,ho20848205,false,true,,,,poll42843690
Hillsborough County,,Fred B. Karl County Center,601 E Kennedy Blvd,,,Tpa,FL,33602.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,113,"601 E Kennedy Blvd, Tpa, FL 33602",,07:00 AM-07:00 PM,,ho30979791,false,true,,,,poll1993935
Hillsborough County,,Jan Kinis Platt Regional Library ,3910 S Manhattan Ave,,,Tpa,FL,33611.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,114,"3910 S Manhattan Ave, Tpa, FL 33611",,07:00 AM-07:00 PM,,ho70599501,false,true,,,,poll15368904
Hillsborough County,,Jimmie B. Keel Regional Library ,2902 West Bearss Avenue,,,Tpa,FL,33618.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,115,"2902 West Bearss Avenue, Tpa, FL 33618",,07:00 AM-07:00 PM,,ho85991340,false,true,,,,poll8252076
Hillsborough County,,Keystone Community Center,17928 Gunn Hwy,,,Odessa,FL,33556.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,116,"17928 Gunn Hwy, Odessa, FL 33556",,07:00 AM-07:00 PM,,ho22037441,false,true,,,,poll77827797
Hillsborough County,,New Tpa Regional Library ,10001 Cross Creek Blvd,,,Tpa,FL,33647.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,117,"10001 Cross Creek Blvd, Tpa, FL 33647",,07:00 AM-07:00 PM,,ho68606862,false,true,,,,poll23644434
Hillsborough County,,North Tpa Branch Library ,8916 North Blvd,,,Tpa,FL,33604.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,118,"8916 North Blvd, Tpa, FL 33604",,07:00 AM-07:00 PM,,ho35141297,false,true,,,,poll62197537
Hillsborough County,,Riverview Branch Library ,10509 Riverview Dr,,,Riverview,FL,33578.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,119,"10509 Riverview Dr, Riverview, FL 33578",,07:00 AM-07:00 PM,,ho24744025,false,true,,,,poll38089113
Hillsborough County,,Robert L. Gilder Elections Service Center ,2514 N Falkenburg Rd,,,Tpa,FL,33619.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,120,"2514 N Falkenburg Rd, Tpa, FL 33619",,07:00 AM-07:00 PM,,ho76187813,false,true,,,,poll27800703
Hillsborough County,,SouthShore Regional Library ,15816 Beth Shields Way,,,Ruskin,FL,33573.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,121,"15816 Beth Shields Way, Ruskin, FL 33573",,07:00 AM-07:00 PM,,ho91053931,false,true,,,,poll72218878
Hillsborough County,,Temple Terrace Public Library ,202 Bullard Parkway,,,Temple Terrace,FL,33617.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,122,"202 Bullard Parkway, Temple Terrace, FL 33617",,07:00 AM-07:00 PM,,ho31624841,false,true,,,,poll73769042
Hillsborough County,,Town `N Country Regional Public Library ,"7606 Paula Drive, Suite 120",,,Tpa,FL,33615.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,123,"7606 Paula Drive, Suite 120, Tpa, FL 33615",,07:00 AM-07:00 PM,,ho68087987,false,true,,,,poll47361865
Hillsborough County,,Upper Tpa Bay Regional Public Library ,11211 Countryway Blvd,,,Tpa,FL,33626.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,124,"11211 Countryway Blvd, Tpa, FL 33626",,07:00 AM-07:00 PM,,ho3106167,false,true,,,,poll3562386
Hillsborough County,,West Tpa Branch Library ,2312 W Union St,,,Tpa,FL,33607.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,125,"2312 W Union St, Tpa, FL 33607",,07:00 AM-07:00 PM,,ho56370087,false,true,,,,poll7752780
Leon County,,Dr. B.L. Perry Jr. Branch Library,2817 S. Ads Street,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,126,"2817 S. Ads Street, Tallahassee, FL",,10:00 AM-06:00 PM,,ho85577402,false,true,,,,poll46662794
Leon County,,Eastside Branch Library,1583 Pedrick Road,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,127,"1583 Pedrick Road, Tallahassee, FL",,10:00 AM-06:00 PM,,ho94125865,false,true,,,,poll35307876
Leon County,,Fort Braden Branch Library,16327 Blountstown Highway,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,128,"16327 Blountstown Highway, Tallahassee, FL",,10:00 AM-06:00 PM,,ho92446307,false,true,,,,poll44199441
Leon County,,Lake Jackson Community Center,3840 N. Monroe Street,Suite 301,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,129,"3840 N. Monroe Street, Tallahassee, FL",Suite 301,10:00 AM-06:00 PM,,ho33563257,false,true,,,,poll66398218
Leon County,,Leon County Courthouse,301 S. Monroe Street,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00,130,"301 S. Monroe Street, Tallahassee, FL",,08:00 AM-04:00 PM,,ho38129243,false,true,,,,poll73685066
Leon County,,Northeast Branch Library,5513 Thomasville Road,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,131,"5513 Thomasville Road, Tallahassee, FL",,10:00 AM-06:00 PM,,ho52894314,false,true,,,,poll66055999
Leon County,,Woodville Community Center,8000 Old Woodville Rd,,,Tallahassee,FL,,,http://www.leonvotes.org/Early-Voting/Early-Voting-Information,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,132,"8000 Old Woodville Rd, Tallahassee, FL",,10:00 AM-06:00 PM,,ho61838256,false,true,,,,poll36116135
Alachua County,Millhopper Branch Library,Millhopper Branch Library,3145 NW 43rd Street,Voting in the meeting room,Enter on the south side.,Gainesville,FL,32606.0,,http://votealachua.com/,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,133,"3145 NW 43rd Street, Gainesville, FL 32606",Voting in the meeting room Enter on the south side.,09:00 AM-06:00 PM,,ho15865390,false,true,,,,poll61741953
Alachua County,Supervisor of Elections Office,Supervisor of Elections Office,515 N Main Street,"1st floor, entrance on south side.",,Gainesville,FL,32601.0,,http://votealachua.com/,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,134,"515 N Main Street, Gainesville, FL 32601","1st floor, entrance on south side.",09:00 AM-06:00 PM,,ho40396025,false,true,,,,poll70334130
Alachua County,Tower Road Branch Library,Tower Road Branch Library,3020 SW 75th Street,Voting in the meeting room,Entrance on west side,Gainesville,FL,32608.0,,http://votealachua.com/,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,135,"3020 SW 75th Street, Gainesville, FL 32608",Voting in the meeting room Entrance on west side,09:00 AM-06:00 PM,,ho46472633,false,true,,,,poll57899581
Baker County,,Supervisor of Elections Office,"32 N 5th Street, Suite A",,,Macclenny,FL,32063.0,,,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00,136,"32 N 5th Street, Suite A, Macclenny, FL 32063",,10:00 AM-06:00 PM,,ho75427443,false,true,,,,poll17891761
Bay County,Lynn Haven City Hall Annex ,Lynn Haven City Hall Annex ,108 E 9th St,,,Lynn Haven,FL,32444.0,,,10/29/16,11/5/16,07:00  - 05:00,19:00 - 05:00,137,"108 E 9th St, Lynn Haven, FL 32444",,07:00 AM-07:00 PM,,ho20396760,false,true,,,,poll62522849
Bay County,PCB Senior Center ,PCB Senior Center ,423 Lyndell Ln,,,Pana City Beach,FL,32407.0,,,10/29/16,11/5/16,07:00  - 05:00,19:00 - 05:00,138,"423 Lyndell Ln, Pana City Beach, FL 32407",,07:00 AM-07:00 PM,,ho78882555,false,true,,,,poll17876489
Bay County,Springfield Community Bldg ,Springfield Community Bldg ,3728 E 3rd St ,,,Pana City,FL,32401.0,,,10/29/16,11/5/16,07:00  - 05:00,19:00 - 05:00,139,"3728 E 3rd St, Pana City, FL 32401",,07:00 AM-07:00 PM,,ho12784292,false,true,,,,poll9492500
Bay County,Supervisor of Elections Office ,Supervisor of Elections Office ,830 W 11th St,,,Pana City,FL,32401.0,,,10/29/16,11/5/16,07:00  - 05:00,19:00 - 05:00,140,"830 W 11th St, Pana City, FL 32401",,07:00 AM-07:00 PM,,ho43349543,false,true,,,,poll87467345
Brevard County,Canova Beach,Canova Beach Park Community Center,2289 A1A,,,Indian Harbour Beach,FL,32937.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,141,"2289 A1A, Indian Harbour Beach, FL 32937",,08:00 AM-04:00 PM,,ho95988246,false,true,,,,poll39806983
Brevard County,Central Reference Library,Central Reference Library,308 Forrest Ave,,,Cocoa,FL,32922.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,142,"308 Forrest Ave, Cocoa, FL 32922",,08:00 AM-04:00 PM,,ho94175109,false,true,,,,poll97061409
Brevard County,Kiwanis Park,Kiwanis Island Park Pavilion Carlton Room ,951 Kiwanis Island Park RD ,,,Merritt Island,FL,32952.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,143,"951 Kiwanis Island Park RD, Merritt Island, FL 32952",,08:00 AM-04:00 PM,,ho30193702,false,true,,,,poll83427922
Brevard County,Max K. Rodes Park,Max K. Rodes Park Community Center ,3410 Flanagan Ave ,,,West Melbourne,FL,32904.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,144,"3410 Flanagan Ave, West Melbourne, FL 32904",,08:00 AM-04:00 PM,,ho96031018,false,true,,,,poll43273912
Brevard County,Palm Bay Community Center,Palm Bay (Tony Rosa) Community Center,1502 Port Malabar RD NE,,,Palm Bay,FL,32905.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,145,"1502 Port Malabar RD NE, Palm Bay, FL 32905",,08:00 AM-04:00 PM,,ho77105210,false,true,,,,poll45599144
Brevard County,Palm Bay Elections Office,Palm Bay Elections Office,450 Cogan Dr SE,,,Palm Bay,FL,32909.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,146,"450 Cogan Dr SE, Palm Bay, FL 32909",,08:00 AM-04:00 PM,,ho3402661,false,true,,,,poll42409803
Brevard County,Space Coast Association of Realtors,Space Coast Association of Realtors,1450 Sarno RD ,,,Melbourne,FL,32935.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,147,"1450 Sarno RD, Melbourne, FL 32935",,08:00 AM-04:00 PM,,ho57677476,false,true,,,,poll87283926
Brevard County,Titusville Elections Office ,Titusville Elections Office ,400 South St ,,,Titusville,FL,32780.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,148,"400 South St, Titusville, FL 32780",,08:00 AM-04:00 PM,,ho9715772,false,true,,,,poll53784459
Brevard County,Viera Regional Park,Viera Regional Community Center ,2300 Judge Fran Jieson Way ,,,Viera,FL,32940.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,149,"2300 Judge Fran Jieson Way, Viera, FL 32940",,08:00 AM-04:00 PM,,ho19520194,false,true,,,,poll95138044
Brevard County,Wickh Park,Wickh Park Community Center,2815 Leisure Way ,,,Melbourne,FL,32935.0,,,11/5/16,11/5/16,08:00  - 04:00,16:00 - 04:00,150,"2815 Leisure Way, Melbourne, FL 32935",,08:00 AM-04:00 PM,,ho72096154,false,true,,,,poll69531272
Calhoun County,Supervisor of Elections - Main Office,Calhoun County Courthouse,20859 Central Avenue East,Room 117,1st Floor,Blountstown,FL,32424.0,,www.votecalhoun.com,10/24/16,11/5/16,08:00  - 04:00,17:30 - 04:00,151,"20859 Central Avenue East, Blountstown, FL 32424",Room 117 1st Floor,08:00 AM-05:30 PM,,ho60903788,false,true,,,,poll8400817
Citrus County,Beverly Hills Library,Central Ridge Library,425 W Roosevelt Blvd,,,Beverly Hills,FL,34465.0,Corner of Forest Ridge Blvd and Roosevelt Blvd,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,152,"425 W Roosevelt Blvd, Beverly Hills, FL 34465",Corner of Forest Ridge Blvd and Roosevelt Blvd,07:00 AM-07:00 PM,,ho77240101,false,true,,,,poll63267302
Citrus County,Crystal River Supervisor of Elections Office,West Citrus Government Center,1540 N Meadowcrest Blvd,,,Crystal River,FL,34429.0,Off Hwy 44 and Meadowcrest ,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,153,"1540 N Meadowcrest Blvd, Crystal River, FL 34429",Off Hwy 44 and Meadowcrest,07:00 AM-07:00 PM,,ho80848781,false,true,,,,poll37204369
Citrus County,Homosassa Public Library,Homosassa Public Library,4100 S Grandmarch Ave,,,Homosassa,FL,34446.0,Grover Cleveland Blvd to Grandmarch Ave,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,154,"4100 S Grandmarch Ave, Homosassa, FL 34446",Grover Cleveland Blvd to Grandmarch Ave,07:00 AM-07:00 PM,,ho13456083,false,true,,,,poll87573131
Citrus County,Inverness City Hall,Inverness Government Center/City Hall,212 W Main St,,,Inverness ,FL,34450.0,Downtown Inverness next to the Square,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,155,"212 W Main St, Inverness, FL 34450",Downtown Inverness next to the Square,07:00 AM-07:00 PM,,ho72460264,false,true,,,,poll92457318
Clay County,Clay County Elections Office,Clay County Elections Office,500 N. Orange Ave,,Training Room 2,Green Cove Springs,FL,32043.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,156,"500 N. Orange Ave, Green Cove Springs, FL 32043",Training Room 2,07:00 AM-07:00 PM,,ho3166674,false,true,,,,poll10576690
Clay County,Eagle Landing at Oakleaf Plantation,Eagle Landing at Oakleaf Plantation,3973 Eagle Landing Pkwy,,,Orange Park,FL,32065.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,157,"3973 Eagle Landing Pkwy, Orange Park, FL 32065",,07:00 AM-07:00 PM,,ho16688723,false,true,,,,poll82976472
Clay County,Fleming Island Library,Fleming Island Library,1895 Town Center Blvd,,,Fleming Island,FL,32003.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,158,"1895 Town Center Blvd, Fleming Island, FL 32003",,07:00 AM-07:00 PM,,ho32444623,false,true,,,,poll3779443
Clay County,Keystone Heights Tax Collectors Office,Keystone Heights Tax Collectors Office,7380 State Road 100,Suite 10,,Keystone Heights,FL,32656.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,159,"7380 State Road 100, Keystone Heights, FL 32656",Suite 10,07:00 AM-07:00 PM,,ho91674851,false,true,,,,poll64236275
Clay County,Middleburg Civic Center,Middleburg Civic Center,2102 Palmetto St,,,Middleburg,FL,32068.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,160,"2102 Palmetto St, Middleburg, FL 32068",,07:00 AM-07:00 PM,,ho72876480,false,true,,,,poll81882194
Clay County,Orange Park Library,Orange Park Library,2054 Plainfield Ave,,,Orange Park,FL,32073.0,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00,161,"2054 Plainfield Ave, Orange Park, FL 32073",,07:00 AM-07:00 PM,,ho15976087,false,true,,,,poll57396474
Collier County,Collier County Government Complex,Collier County Government Complex,3311 Tii Trl E,,,Naples,FL,34112.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,162,"3311 Tii Trl E, Naples, FL 34112",,09:00 AM-06:00 PM,,ho61134856,false,true,,,,poll46831744
Collier County,Everglades City Hall,Everglades City Hall,102 Copeland Ave N,,,Everglades City,FL,34139.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,163,"102 Copeland Ave N, Everglades City, FL 34139",,09:00 AM-06:00 PM,,ho23502205,false,true,,,,poll41358947
Collier County,Golden Gate Community Center,Golden Gate Community Center,4701 Golden Gate Pkwy,,,Naples,FL,34116.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,164,"4701 Golden Gate Pkwy, Naples, FL 34116",,09:00 AM-06:00 PM,,ho54131915,false,true,,,,poll68056161
Collier County,Immokalee Community Park,Immokalee Community Park,321 N First St,,,Immokalee,FL,34142.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,165,"321 N First St, Immokalee, FL 34142",,09:00 AM-06:00 PM,,ho61634736,false,true,,,,poll14973396
Collier County,Library Headquarters,Library Headquarters,2385 Orange Blossom Dr,,,Naples,FL,34109.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,166,"2385 Orange Blossom Dr, Naples, FL 34109",,09:00 AM-06:00 PM,,ho91667539,false,true,,,,poll82455425
Collier County,Marco Island Library,Marco Island Library,210 S Heathwood Dr,,,Marco Island,FL,34145.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,167,"210 S Heathwood Dr, Marco Island, FL 34145",,09:00 AM-06:00 PM,,ho74685966,false,true,,,,poll83382275
Collier County,Norris Center,Norris Center,755 8th Ave S,,,Naples,FL,34102.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,168,"755 8th Ave S, Naples, FL 34102",,09:00 AM-06:00 PM,,ho56390721,false,true,,,,poll35394980
Collier County,North Collier Regional Park,North Collier Regional Park,15000 Livingston Rd,,,Naples,FL,34109.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,169,"15000 Livingston Rd, Naples, FL 34109",,09:00 AM-06:00 PM,,ho32612788,false,true,,,,poll77302826
Collier County,Supervisor of Elections Office,Supervisor of Elections Office,3750 Enterprise Ave,,,Naples,FL,34104.0,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00,170,"3750 Enterprise Ave, Naples, FL 34104",,09:00 AM-06:00 PM,,ho43175778,false,true,,,,poll45375935
Columbia County,Fort White Office,In front of ball fields by the FW high school,17579 SW SR 47,,,Fort White,FL,32038.0,Right off of 47,,10/29/16,11/5/16,8:30  - 04:00,16:30 - 04:00,171,"17579 SW SR 47, Fort White, FL 32038",Right off of 47,08:30 AM-04:30 PM,,ho3297274,false,true,,,,poll61485285
Columbia County,SOE Main Office,Intersection of 90 and Baya,971 W. Duval St.,Old hospital building,,Lake City,FL,32055.0,,,10/29/16,11/5/16,7:00  - 04:00,19:00 - 04:00,172,"971 W. Duval St., Lake City, FL 32055",Old hospital building,07:00 AM-07:00 PM,,ho83122409,false,true,,,,poll26366058
DeSoto County,Supervisor of Elections office,County Administration Building,201 E. Oak Street,Room 104,,Arcadia,FL,34266.0,,www.votedesoto.com,11/5/16,11/5/16,7:00  - 04:00,15:00 - 04:00,173,"201 E. Oak Street, Arcadia, FL 34266",Room 104,07:00 AM-03:00 PM,,ho81222739,false,true,,,,poll85362379
Dixie County,Supervisor of Elections Office,Supervisor of Elections Office,229 NE 351 HWY,Suite A,,Cross City,FL,32628.0,,,10/31/16,11/5/16,08:00  - 04:00,18:00 - 04:00,174,"229 NE 351 HWY, Cross City, FL 32628",Suite A,08:00 AM-06:00 PM,,ho30218364,false,true,,,,poll5971199
Escbia County,Bellview/Saufley,Bellview/Saufley,916 W Michigan Ave,,,Pensacola,FL,32505.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,175,"916 W Michigan Ave, Pensacola, FL 32505",,07:00 AM-07:00 PM,,ho34059105,false,true,,,,poll9147241
Escbia County,Escbia County Extension Services,Escbia County Extension Services,3740 Stefani Road,,,Cantonment,FL,32533.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,176,"3740 Stefani Road, Cantonment, FL 32533",,07:00 AM-07:00 PM,,ho31093681,false,true,,,,poll63653307
Escbia County,Genealogy Branch Library,Genealogy Branch Library,5740 N. 9th Avenue,,,Pensacola,FL,32504.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,177,"5740 N. 9th Avenue, Pensacola, FL 32504",,07:00 AM-07:00 PM,,ho34018119,false,true,,,,poll14122579
Escbia County,Main Library,Main Library,239 N. Spring Street,,,Pensacola,FL,32502.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,178,"239 N. Spring Street, Pensacola, FL 32502",,07:00 AM-07:00 PM,,ho95338720,false,true,,,,poll58951317
Escbia County,Main Office,Supervisor of Elections ,213 Palafox Place,Second Floor,,Pensacola,FL,32502.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,179,"213 Palafox Place, Pensacola, FL 32502",Second Floor,07:00 AM-07:00 PM,,ho26285461,false,true,,,,poll95139604
Escbia County,Molino Community Center,Molino Community Center,6450 Highway 95A North,,,Molino,FL,32577.0,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00,180,"6450 Highway 95A North, Molino, FL 32577",,07:00 AM-07:00 PM,,ho72167130,false,true,,,,poll89646072
