countyne,sitene,location_ne,address,address2,address3,city,state,zip,directions,voterservices,start_date,end_date,start_time,end_time
Clay County,Fleming Island Library,Fleming Island Library,1895 Town Center Blvd,,,Fleming Island,FL,32003,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Clay County,Keystone Heights Tax Collectors Office,Keystone Heights Tax Collectors Office,7380 State Road 100,Suite 10,,Keystone Heights,FL,32656,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Clay County,Middleburg Civic Center,Middleburg Civic Center,2102 Palmetto St,,,Middleburg,FL,32068,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Clay County,Orange Park Library,Orange Park Library,2054 Plainfield Ave,,,Orange Park,FL,32073,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Collier County,Collier County Government Complex,Collier County Government Complex,3311 Tii Trl E,,,Naples,FL,34112,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Everglades City Hall,Everglades City Hall,102 Copeland Ave N,,,Everglades City,FL,34139,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Golden Gate Community Center,Golden Gate Community Center,4701 Golden Gate Pkwy,,,Naples,FL,34116,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Immokalee Community Park,Immokalee Community Park,321 N First St,,,Immokalee,FL,34142,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Library Headquarters,Library Headquarters,2385 Orange Blossom Dr,,,Naples,FL,34109,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Marco Island Library,Marco Island Library,210 S Heathwood Dr,,,Marco Island,FL,34145,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Norris Center,Norris Center,755 8th Ave S,,,Naples,FL,34102,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,North Collier Regional Park,North Collier Regional Park,15000 Livingston Rd,,,Naples,FL,34109,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Collier County,Supervisor of Elections Office,Supervisor of Elections Office,3750 Enterprise Ave,,,Naples,FL,34104,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Columbia County,Fort White Office,In front of ball fields by the FW high school,17579 SW SR 47,,,Fort White,FL,32038,Right off of 47,,10/29/16,11/5/16,8:30  - 04:00,16:30 - 04:00
Columbia County,SOE Main Office,Intersection of 90 and Baya,971 W. Duval St.,Old hospital building,,Lake City,FL,32055,,,10/29/16,11/5/16,7:00  - 04:00,19:00 - 04:00
DeSoto County,Supervisor of Elections office,County Administration Building,201 E. Oak Street,Room 104,,Arcadia,FL,34266,,www.votedesoto.com,11/5/16,11/5/16,7:00  - 04:00,15:00 - 04:00
Dixie County,Supervisor of Elections Office,Supervisor of Elections Office,229 NE 351 HWY,Suite A,,Cross City,FL,32628,,,10/31/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Escbia County,Bellview/Saufley,Bellview/Saufley,916 W Michigan Ave,,,Pensacola,FL,32505,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Escbia County,Escbia County Extension Services,Escbia County Extension Services,3740 Stefani Road,,,Cantonment,FL,32533,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Escbia County,Genealogy Branch Library,Genealogy Branch Library,5740 N. 9th Avenue,,,Pensacola,FL,32504,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Escbia County,Main Library,Main Library,239 N. Spring Street,,,Pensacola,FL,32502,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Escbia County,Main Office,Supervisor of Elections ,213 Palafox Place,Second Floor,,Pensacola,FL,32502,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Escbia County,Molino Community Center,Molino Community Center,6450 Highway 95A North,,,Molino,FL,32577,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Escbia County,Southwest Branch Library,Southwest Branch Library,12248 Gulf Beach Highway,,,Pensacola,FL,32507,,www.EscbiaVotes.com,10/24/16,11/5/16,07:00  - 05:00,19:00 - 05:00
Flagler County,Flagler County Public Library,Flagler County Public Library,2500 Palm Coast Parkway NW,,,Palm Coast,FL,32137,,,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00
Flagler County,Palm Coast Community Center,Palm Coast Community Center,305 Palm Coast Parkway NE,,,Palm Coast,FL,32137,,http://www.flaglerelections.com/,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00
Flagler County,Supervisor of Elections Office,Flagler County Goverment Services Building,1769 E Moody Boulevard ,Building 2 STE 101,,Bunnell,FL,32110,,http://www.flaglerelections.com/,10/24/16,11/5/16,10:00  - 04:00,18:00 - 04:00
Franklin County,Supervisor of Elections,Carrabelle Annex,912 NW Ave A,Carrabelle Annex,,Carrabelle,FL,32322,Corner of Hwy 98 & Avenue A,,10/29/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Franklin County,Supervisor of Elections Office,Apalachicola,47 Avenue F,Elections Main Office,,Apalachicola,FL,32320,1 Block Off Hwy 98,www.votefranklin.com,10/29/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351,,,11/5/16,11/5/16,08:00  - 04:00,18:00 - 04:00
Glades County,Supervisor of Elections,Glades County Courthouse,500 Ave J,,,Moore Haven,FL,33471,27 and Ave J,voteglades.com,10/29/16,11/5/16,08:00  - 04:00,16:00 - 04:00
Gulf County,Port St. Joe,SOE Office,401 Long Ave,,,Port St. Joe,FL,32456,,,11/5/16,11/5/16,8:00  - 04:00,17:00 - 04:00
Gulf County,Wewahitcka,Wewa Branch Library,314 N 2nd St,,,Wewahitchka,FL,32465,,,11/5/16,11/5/16,7:00  - 05:00,16:00 - 05:00
Hilton County,SOE Office,Courthouse Anexx,1153 US HWY 41 NW,,,Jasper,FL,32052,,,10/29/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Hardee County,Supervisor of Elections,Supervisor of Elections,311 N. 6th Ave.,,,Wauchula,FL,33873,,,10/29/16,11/5/16,08:30  - 04:00,17:00 - 04:00
Hendry County,Clewiston Election Office,Hendry County Government Complex,1100 S. Olympia St.,,In the se building as the Driver`s License Office,Clewiston,FL,33440,,http://hendryelections.org,11/5/16,11/5/16,07:00  - 04:00,17:00 - 04:00
Hendry County,LaBelle Election Office,Courthouse Complex,25 E. Hickpochee Ave.,,1st Floor,LaBelle,FL,33935,corner of Hickpochee and Bridge St,http://hendryelections.org,11/5/16,11/5/16,07:00  - 04:00,17:00 - 04:00
Hernando County,East Hernando Branch Library,East Hernando Branch Library,6457 Windmere Rd,,,Brooksville,FL,34602,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Hernando County,South Brooksville Community Center,South Brooksville Community Center,601 E Dr. Martin Luther King Blvd.,,,Brooksville,FL,34601,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Hernando County,Spring Hill Branch Library ,Spring Hill Branch Library,9220 Spring Hill Dr,,,Spring Hill,FL,34608,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Hernando County,Supervisor of Elections Branch Office,Supervisor of Elections Branch Office Forest Oaks,7443 Forest Oaks Blvd,,,Spring Hill,FL,34606,,,10/24/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Highlands County,Avon Park City Hall Council Chbers,Avon Park City Hall Council Chbers,123 E Pine St,,,Avon Park,FL,33825,,,10/31/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Highlands County,Kenilworth Operations Center,Kenilworth Operations Center,4500 Kenilworth Blvd,,,Sebring,FL,33870,,,10/31/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Highlands County,Lake Placid Town Hall Council Chbers,Lake Placid Town Hall Council Chbers,311 W Interlake Blvd,,,Lake Placid,FL,33852,,,10/31/16,11/5/16,08:30  - 04:00,18:00 - 04:00
Holmes County,Supervisor of Elections Office,Holmes County Courthouse,"201 N. Oklahoma St., Suite 102",,,Bonifay,FL,32425,,,10/31/16,11/5/16,07:00  - 04:00,19:00 - 04:00
Indian River County,Sebastian City Hall Council Chbers,Sebastian City Hall Council Chbers,1225 Main Street,,,Sebastian,FL,32958,,www.voteindianriver.com,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00
Indian River County,Supervisor of Elections Office,Supervisor of Elections Office,4375 43rd Avenue,,,Vero Beach,FL,32967,,www.voteindianriver.com,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00
Indian River County,Vero Beach Main Library,Vero Beach Main Library,1600 21st Street,,,Vero Beach,FL,32960,,www.voteindianriver.com,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00
Jackson County,Graceville City Hall,Graceville City Hall,5348 Cliff Street,,,Graceville,FL,32440,,www.jacksoncountysoe.org,10/31/16,11/5/16,08:00  - 05:00,18:00 - 05:00
Jackson County,Sneads City Hall,Sneads City Hall,2028 Third Avenue,,,Sneads,FL,32460,,www.jacksoncountysoe.org,10/31/16,11/5/16,08:00  - 05:00,18:00 - 05:00
Jackson County,Supervisor of Elections Office,Supervisor of Elections Office,2851 Jefferson Street,,,Marianna,FL,32448,,www.jacksoncountysoe.org,10/31/16,11/5/16,08:00  - 05:00,18:00 - 05:00
Jefferson County,Supervisor of Elections Office,Supervisor of Elections,380 W Dogwood Street,,,Monticello,FL,32344,,,10/24/16,11/5/16,08:30  - 04:00,16:30 - 04:00
Lafayette County,Supervisor of Elections Office,Lafayette County Courthouse,120 W Main St,RM 129,,Mayo,FL,32066,,www.lafayettevotes.net,10/29/16,11/5/16,08:30  - 04:00,17:30 - 04:00
Lake County,Cagan,Cagan Crossings Community Library,16729 Cagan Oaks,,,Clermont,FL,34714,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Cooper,Cooper Memorial Library,2525 Oakley Seaver Dr,,,Clermont,FL,34711,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Eustis,Eustis Memorial Library,120 N Center St,,,Eustis,FL,32726,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Lady Lake,Lady Lake Public Library,225 W Guava St,,,Lady Lake,FL,32159,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Leesburg,Leesburg Public Library,100 E Main St,,,Leesburg,FL,34748,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Minneola,Minneola City Hall,800 N US Hwy 27,,,Minneola,FL,34755,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Mt. Dora,W.T. Bland Public Library,1995 N Donnelly St,,,Mount Dora,FL,32757,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Tavares,Lake County Administration Bldg,315 W Main St,2nd Floor,,Tavares,FL,32778,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lake County,Umatilla,Southside Community Bldg,17107 Ball Park Rd,,,Umatilla,FL,32784,,,10/24/16,11/5/16,09:00  - 04:00,18:00 - 04:00
Lee County,Cape Coral-Lee County Library,Cape Coral-Lee County Library,921 SW 39th  Terrace,,,Cape Coral,FL,33993,"The Cape Coral Library is on SW 39th Ter, west of Skyline Blvd and North of Mohawk Pkwy.",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,East County Regional Library,East County Regional Library,881 Gunnery Road N,Voting is in the Meeting Room,,Lehigh Acres,FL,33971,"The Library is located on the west side of Gunnery Rd, north of Lee Blvd, next to Varsity Lakes Middle School",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Estero Recreation Center,Estero Recreation Center,9200 Corkscrew Palms Boulevard,"Vote in Multi-Purpose Room, to right as you enter building",,Estero,FL,33928,"Traveling south on Three Oaks Pkwy, turn right onto Corkscrew Road and proceed to Corkscrew Palms Blvd. Turn left onto Corkscrew Palms.  At stop sign, turn right onto road that circles park.  Follow road around left-hand curve to entrance of Rec Center",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Lee County Elections,Bonita Springs Branch Office,25987 S Tii Trail #105,Bonita Commons,,Bonita Springs,FL,34134,The Bonita Branch Office is located on the east side of S. Tii Trail just beyond Spring Creek across from Bonita Bay Golf Course,www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Lee County Elections,Cape Coral Branch Office,1039 SE 9th Avenue,Inside the Lee County Government Center,1st Floor,Cape Coral,FL,33990,"From the Intersection of Del Prado Blvd and Viscaya Pkwy, drive west on Viscaya Pkwy.  Continue around the curve to the left onto Country Club Blvd and turn right onto either SE 10th St (at traffic light) or SE 12th St. Turn onto SE 9th Ave.",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Lee County Elections Center,Lee County Elections Center,13180 S Cleveland Avenue,Accross from the Bell Tower Shops,,Fort Myers,FL,33907,"From Cypress Lake Dr/Daniels Pkwy, go north on S. Cleveland Ave to next traffic light (Bell Tower/Cypress Trace). Turn left, by Robb & Stucky. Park in the lot to the right of the Elections Ctr.",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,North Fort Myers Recreation Center,North Fort Myers Recreation Center,2000 N Recreation Park Way,Just north of the North Fort Myers Public Library,,North Fort Myers,FL,33903,The entrance to North Fort Myers Recreation Center is located just north of North Fort Myers Public Library on N. Recreation Way On The west side of N. Tii Trail Just beyond the intersection of N. Tii Trail and Bayshore Rd.,www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Northwest Regional Library,Northwest Regional Library,519 Chiquita Boulevard N,Vote in the Meeting Room,,Cape Coral,FL,33993,"From the intersection of Pine Island Rd and Chiquita Blvd, go north on Chiquita, Past Embers Pkwy. The library is on the right side of the road, between Mariner Middle and Mariner High School",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Schandler Hall Community Park,Schandler Hall Community Park,419 Royal Palm Park Road,Reverend Suarez Hall,Voting is in Rev. Suarex Hall,Fort Myers,FL,33905,Schandler Hall Community Park Is located on the north side of Palm Beach Blvd. across from the intersection of Ortiz Ave. and Palm Beach Blvd.  The entrance is on Royal Palm Park Rd. off Palm Beach Blvd.,www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Lee County,Veterans Park Recreation Center,Veterans Park Recreation Center,55 S Homestead Road,,,Lehigh Acres,FL,33936,"From the intersection of Alaba Rd and Homestead Rd, go southeast on Homestead, past the intersection with Arthur Ave and past the fire station to Veterans Park, on the left side of Homestead",www.lee.vote,10/24/16,11/5/16,10:00  - 04:00,19:00 - 04:00
Levy County,Levy County Supervisor of Elections Office,Levy County Supervisor of Elections Office,421 S Court St,,,Bronson,FL,32621,,www.votelevy.com,10/24/16,11/5/16,8:00  - 04:00,18:00 - 04:00
Liberty County,Liberty County Courthouse,Liberty County Courthouse,10818 NW State Rd 20,,Early Voting Office,Bristol,FL,32321,,,10/24/16,11/5/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Canova Beach,Canova Beach Park Community Center,2289 A1A,,,Indian Harbour Beach,FL,32937,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Central Reference Library,Central Reference Library,308 Forrest Ave,,,Cocoa,FL,32922,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Kiwanis Park,Kiwanis Island Park Pavilion Carlton Room ,951 Kiwanis Island Park RD ,,,Merritt Island,FL,32952,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Max K. Rodes Park,Max K. Rodes Park Community Center ,3410 Flanagan Ave ,,,West Melbourne,FL,32904,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Palm Bay Community Center,Palm Bay (Tony Rosa) Community Center,1502 Port Malabar RD NE,,,Palm Bay,FL,32905,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Palm Bay Elections Office,Palm Bay Elections Office,450 Cogan Dr SE,,,Palm Bay,FL,32909,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Space Coast Association of Realtors,Space Coast Association of Realtors,1450 Sarno RD ,,,Melbourne,FL,32935,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Titusville Elections Office ,Titusville Elections Office ,400 South St ,,,Titusville,FL,32780,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Viera Regional Park,Viera Regional Community Center ,2300 Judge Fran Jieson Way ,,,Viera,FL,32940,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Wickh Park,Wickh Park Community Center,2815 Leisure Way ,,,Melbourne,FL,32935,,,10/31/16,11/4/16,08:00  - 04:00,18:00 - 04:00
DeSoto County,Supervisor of Elections office,County Administration Building,201 E. Oak Street,Room 104,,Arcadia,FL,34266,,www.votedesoto.com,10/31/16,11/4/16,8:00  - 04:00,16:30 - 04:00
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351,,,10/31/16,11/4/16,08:00  - 04:00,19:00 - 04:00
Gilchrist County,Gilchrist County Supervisor of Elections Office,Courthouse,112 South Main St Room 128,,,Trenton,FL,32693,,www.votegilchrist.com,10/31/16,11/4/16,8:00  - 04:00,18:00 - 04:00
Gulf County,Port St. Joe,SOE Office,401 Long Ave,,,Port St. Joe,FL,32456,,,10/31/16,11/4/16,7:30  - 04:00,18:00 - 04:00
Gulf County,Wewahitcka,Wewa Branch Library,314 N 2nd St,,,Wewahitchka,FL,32465,,,10/31/16,11/4/16,6:30  - 05:00,17:00 - 05:00
Hendry County,Clewiston Election Office,Hendry County Government Complex,1100 S. Olympia St.,,In the se building as the Driver`s License Office,Clewiston,FL,33440,,http://hendryelections.org,10/31/16,11/4/16,07:00  - 04:00,19:00 - 04:00
Hendry County,LaBelle Election Office,Courthouse Complex,25 E. Hickpochee Ave.,,1st Floor,LaBelle,FL,33935,corner of Hickpochee and Bridge St,http://hendryelections.org,10/31/16,11/4/16,07:00  - 04:00,19:00 - 04:00
Brevard County,Canova Beach,Canova Beach Park Community Center,2289 A1A,,,Indian Harbour Beach,FL,32937,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Central Reference Library,Central Reference Library,308 Forrest Ave,,,Cocoa,FL,32922,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Kiwanis Park,Kiwanis Island Park Pavilion Carlton Room ,951 Kiwanis Island Park RD ,,,Merritt Island,FL,32952,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Max K. Rodes Park,Max K. Rodes Park Community Center ,3410 Flanagan Ave ,,,West Melbourne,FL,32904,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Palm Bay Community Center,Palm Bay (Tony Rosa) Community Center,1502 Port Malabar RD NE,,,Palm Bay,FL,32905,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Palm Bay Elections Office,Palm Bay Elections Office,450 Cogan Dr SE,,,Palm Bay,FL,32909,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Space Coast Association of Realtors,Space Coast Association of Realtors,1450 Sarno RD ,,,Melbourne,FL,32935,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Titusville Elections Office ,Titusville Elections Office ,400 South St ,,,Titusville,FL,32780,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Viera Regional Park,Viera Regional Community Center ,2300 Judge Fran Jieson Way ,,,Viera,FL,32940,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Brevard County,Wickh Park,Wickh Park Community Center,2815 Leisure Way ,,,Melbourne,FL,32935,,,10/29/16,10/30/16,08:00  - 04:00,16:00 - 04:00
DeSoto County,Supervisor of Elections office,County Administration Building,201 E. Oak Street,Room 104,,Arcadia,FL,34266,,www.votedesoto.com,10/29/16,10/30/16,7:00  - 04:00,15:00 - 04:00
Dixie County,Supervisor of Elections Office,Supervisor of Elections Office,229 NE 351 HWY,Suite A,,Cross City,FL,32628,,,10/30/16,10/30/16,08:00  - 04:00,16:00 - 04:00
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324,,,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333,,,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343,,,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351,,,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Gilchrist County,Gilchrist County Supervisor of Elections Office,Courthouse,112 South Main St Room 128,,,Trenton,FL,32693,,www.votegilchrist.com,10/30/16,10/30/16,8:00  - 04:00,16:00 - 04:00
Gulf County,Port St. Joe,SOE Office,401 Long Ave,,,Port St. Joe,FL,32456,,,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Gulf County,Wewahitcka,Wewa Branch Library,314 N 2nd St,,,Wewahitchka,FL,32465,,,10/30/16,10/30/16,9:00  - 05:00,17:00 - 05:00
Hendry County,Clewiston Election Office,Hendry County Government Complex,1100 S. Olympia St.,,In the se building as the Driver`s License Office,Clewiston,FL,33440,,http://hendryelections.org,10/29/16,10/30/16,07:00  - 04:00,17:00 - 04:00
Hendry County,LaBelle Election Office,Courthouse Complex,25 E. Hickpochee Ave.,,1st Floor,LaBelle,FL,33935,corner of Hickpochee and Bridge St,http://hendryelections.org,10/29/16,10/30/16,07:00  - 04:00,17:00 - 04:00
Highlands County,Avon Park City Hall Council Chbers,Avon Park City Hall Council Chbers,123 E Pine St,,,Avon Park,FL,33825,,,10/30/16,10/30/16,08:30  - 04:00,16:30 - 04:00
Highlands County,Kenilworth Operations Center,Kenilworth Operations Center,4500 Kenilworth Blvd,,,Sebring,FL,33870,,,10/30/16,10/30/16,08:30  - 04:00,16:30 - 04:00
Highlands County,Lake Placid Town Hall Council Chbers,Lake Placid Town Hall Council Chbers,311 W Interlake Blvd,,,Lake Placid,FL,33852,,,10/30/16,10/30/16,08:30  - 04:00,16:30 - 04:00
Holmes County,Supervisor of Elections Office,Holmes County Courthouse,"201 N. Oklahoma St., Suite 102",,,Bonifay,FL,32425,,,10/30/16,10/30/16,10:00  - 04:00,18:00 - 04:00
Jackson County,Graceville City Hall,Graceville City Hall,5348 Cliff Street,,,Graceville,FL,32440,,www.jacksoncountysoe.org,10/30/16,10/30/16,10:00  - 05:00,18:00 - 05:00
Jackson County,Sneads City Hall,Sneads City Hall,2028 Third Avenue,,,Sneads,FL,32460,,www.jacksoncountysoe.org,10/30/16,10/30/16,10:00  - 05:00,18:00 - 05:00
Jackson County,Supervisor of Elections Office,Supervisor of Elections Office,2851 Jefferson Street,,,Marianna,FL,32448,,www.jacksoncountysoe.org,10/30/16,10/30/16,10:00  - 05:00,18:00 - 05:00
Dixie County,Supervisor of Elections Office,Supervisor of Elections Office,229 NE 351 HWY,Suite A,,Cross City,FL,32628,,,10/27/16,10/29/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Chattahoochee Library,Chattahoochee Library,300 Maple Street,,,Chattahoochee,FL,32324,,,10/29/16,10/29/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Havana Library,Havana Library,203 E. 5th Ave.,,,Havana,FL,32333,,,10/29/16,10/29/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Midway City Hall,Midway City Hall,60 MLK Blvd.,,,Midway,FL,32343,,,10/29/16,10/29/16,08:00  - 04:00,18:00 - 04:00
Gadsden County,Supervisor of Elections Office,Supervisor of Elections Office,16 S. Madison Street,,,Quincy,FL,32351,,,10/29/16,10/29/16,08:00  - 04:00,18:00 - 04:00
Gilchrist County,Gilchrist County Supervisor of Elections Office,Courthouse,112 South Main St Room 128,,,Trenton,FL,32693,,www.votegilchrist.com,10/29/16,10/29/16,8:00  - 04:00,18:00 - 04:00
Gulf County,Port St. Joe,SOE Office,401 Long Ave,,,Port St. Joe,FL,32456,,,10/29/16,10/29/16,8:00  - 04:00,17:00 - 04:00
Gulf County,Wewahitcka,Wewa Branch Library,314 N 2nd St,,,Wewahitchka,FL,32465,,,10/29/16,10/29/16,7:00  - 05:00,16:00 - 05:00
Highlands County,Avon Park City Hall Council Chbers,Avon Park City Hall Council Chbers,123 E Pine St,,,Avon Park,FL,33825,,,10/29/16,10/29/16,08:30  - 04:00,18:00 - 04:00
Highlands County,Kenilworth Operations Center,Kenilworth Operations Center,4500 Kenilworth Blvd,,,Sebring,FL,33870,,,10/29/16,10/29/16,08:30  - 04:00,18:00 - 04:00
Highlands County,Lake Placid Town Hall Council Chbers,Lake Placid Town Hall Council Chbers,311 W Interlake Blvd,,,Lake Placid,FL,33852,,,10/29/16,10/29/16,08:30  - 04:00,18:00 - 04:00
Holmes County,Supervisor of Elections Office,Holmes County Courthouse,"201 N. Oklahoma St., Suite 102",,,Bonifay,FL,32425,,,10/24/16,10/29/16,07:00  - 04:00,19:00 - 04:00
Jackson County,Graceville City Hall,Graceville City Hall,5348 Cliff Street,,,Graceville,FL,32440,,www.jacksoncountysoe.org,10/24/16,10/29/16,08:00  - 05:00,18:00 - 05:00
Jackson County,Sneads City Hall,Sneads City Hall,2028 Third Avenue,,,Sneads,FL,32460,,www.jacksoncountysoe.org,10/24/16,10/29/16,08:00  - 05:00,18:00 - 05:00
Jackson County,Supervisor of Elections Office,Supervisor of Elections Office,2851 Jefferson Street,,,Marianna,FL,32448,,www.jacksoncountysoe.org,10/24/16,10/29/16,08:00  - 05:00,18:00 - 05:00
Brevard County,Canova Beach,Canova Beach Park Community Center,2289 A1A,,,Indian Harbour Beach,FL,32937,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
Brevard County,Central Reference Library,Central Reference Library,308 Forrest Ave,,,Cocoa,FL,32922,,,10/24/16,10/28/16,08:00  - 04:00,18:00 - 04:00
