Spr,Name,ocd-division,division - description,homepage - url,phone,email,name,address1,address2,city,state,zip,start_time,end_time,start_date,end_date,notes
Clark County,County Clerk,ocd-division/country:us/state:ar/county:clark,Clark County AR,,(870) 246-4491,clarkclerk@arkansasclerks.com,,401 Clay St.,,Arkadelphia,AR,71923,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"8am-6pm Oct. 24th thru Nov. 4th, 8am - 5pm on Nov. 7th and 10am-4pm on Sat. Oct. 29th & Nov 5th"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,Piggott and Corning,AR,72454,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,Piggott and Corning,AR,72454,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,Piggott and Corning,AR,72454,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,Piggott and Corning,AR,72454,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,151 South Second Ave.,,Piggott and Corning,AR,72454,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,Corning,AR,72422,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,Corning,AR,72422,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,Corning,AR,72422,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,Corning,AR,72422,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Clay County,Piggott and Corning Courthouse,ocd-division/country:us/state:ar/county:clay,Clay County AR,,(870) 598-2813,clayclerk@arkansasclerks.com,,800 Sw 2nd St,,Corning,AR,72422,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Early voting is in the Corning and Piggott Courthouse from 8:00 to 6:00 and Saturdays from 10:00 to 4:00. Eastern and Western parts of the county, 800 W Second st"
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,Heber Springs,AR,72543,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Courthouse - only EV location - open 8-6pm M-F, two Saturdays 10-4pm."
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,Heber Springs,AR,72543,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,Heber Springs,AR,72543,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,Heber Springs,AR,72543,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Cleburne County,County Clerk,ocd-division/country:us/state:ar/county:cleburne,Cleburne County AR,,(501) 362-4620,cleburneclerk@arkansasclerks.com,,301 West Main St,,Heber Springs,AR,72543,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,Rison,AR,71665,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8-6pm M-F, Saturdays 10-4pm, on the 7th 5pm - Courthouse"
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,Rison,AR,71665,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,Rison,AR,71665,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,Rison,AR,71665,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Cleveland County,County Clerk,ocd-division/country:us/state:ar/county:cleveland,Cleveland County AR,,(870) 325-6521,clevelandclerk@arkansasclerks.com,,20 Magnolia Street,,Rison,AR,71665,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square,Suite 1,Magnolia,AR,71753,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm"
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square,Suite 1,Magnolia,AR,71753,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm"
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square,Suite 1,Magnolia,AR,71753,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm"
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square,Suite 1,Magnolia,AR,71753,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm"
Columbia County,County Clerk,ocd-division/country:us/state:ar/county:columbia,Columbia County AR,,(870) 235-3774,columbiaclerk@arkansasclerks.com,,1 Court Square,Suite 1,Magnolia,AR,71753,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"M-F 8:00 am to 6:00 p.m.; Saturdays October 27 & November 9, 10:00 am to 4:00 pm"
Conway County,County Courthouse,ocd-division/country:us/state:ar/county:conway,Conway County AR,,(501) 354-9621,conwayclerk@arkansasclerks.com,,4th Floor Courthouse,115 South Moose St.,Morrilton,AR,72110,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8:00- 6:00 p.m. M-F/ 10:00-to 4:00 p.m. on both Saturdays before the General Election and on Nov 7, 8:00 a.m. to 5:00 p.m."
Conway County,County Courthouse,ocd-division/country:us/state:ar/county:conway,Conway County AR,,(501) 354-9621,conwayclerk@arkansasclerks.com,,4th Floor Courthouse,115 South Moose St.,Morrilton,AR,72110,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"8:00- 6:00 p.m. M-F/ 10:00-to 4:00 p.m. on both Saturdays before the General Election and on Nov 7, 8:00 a.m. to 5:00 p.m."
Conway County,County Courthouse,ocd-division/country:us/state:ar/county:conway,Conway County AR,,(501) 354-9621,conwayclerk@arkansasclerks.com,,4th Floor Courthouse,115 South Moose St.,Morrilton,AR,72110,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"8:00- 6:00 p.m. M-F/ 10:00-to 4:00 p.m. on both Saturdays before the General Election and on Nov 7, 8:00 a.m. to 5:00 p.m."
Conway County,County Courthouse,ocd-division/country:us/state:ar/county:conway,Conway County AR,,(501) 354-9621,conwayclerk@arkansasclerks.com,,4th Floor Courthouse,115 South Moose St.,Morrilton,AR,72110,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"8:00- 6:00 p.m. M-F/ 10:00-to 4:00 p.m. on both Saturdays before the General Election and on Nov 7, 8:00 a.m. to 5:00 p.m."
Conway County,County Courthouse,ocd-division/country:us/state:ar/county:conway,Conway County AR,,(501) 354-9621,conwayclerk@arkansasclerks.com,,4th Floor Courthouse,115 South Moose St.,Morrilton,AR,72110,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"8:00- 6:00 p.m. M-F/ 10:00-to 4:00 p.m. on both Saturdays before the General Election and on Nov 7, 8:00 a.m. to 5:00 p.m."
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"8a-6p, except Saturday㒓泅 hours 10a-4p, and Monday November 7, 2016, hours 8a-5p Early Vote Locations- Craighead County Election Annex, 315 W Jefferson, Jonesboro, AR 72401 and Lake City Courthouse, Lake City, AR 72437 "
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"offsite location, old Armory, 1820 Chestnut. 8-6pm M-F, Saturday 10-4pm, 7th 8-5pm."
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm"
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm"
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm"
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm"
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm"
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"10/24-11/7 8-6pm M-F and 10-4pm S at Desha county courthouse. November 2,3,4 8-6pm at McGehee Municipal Building, Demas Community Center. "
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,08:00:00 - 06:00,17:00:00 - 05:00,11/7/2016,11/7/2016,
Desha County,McGehee Municipal Building,ocd-division/country:us/state:ar/county:desha,Desha County AR,,,,,901 Holly St,,McGehee,AR,71654,08:00:00 - 05:00,18:00:00 - 05:00,11/2/2016,11/4/2016,
Desha County,Dumas Community Center,ocd-division/country:us/state:ar/county:desha,Desha County AR,,,,,18 Belmont St,,Dumas,AR,71639,08:00:00 - 05:00,18:00:00 - 05:00,11/2/2016,11/4/2016,
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6pm, Saturday 10-4pm, 11/7 ends at 5pm"
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,http://www.faulknercounty.org/votefaulkner.com/images/vote_date_times.pdf
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm."
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm."
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm."
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm."
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm."
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5"
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,
