office-name,official-title,types,ocd-division,description,homepage,phone,email,street,city,state,zip,owner,contacted,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,11:30:00 AM,7:30:00 PM,10/12/16,10/12/16,,80,"185 Portland Road Buxton, ME 04093",,11:30 AM-7:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/13/16,10/14/16,,81,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/17/16,10/18/16,,82,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,11:30:00 AM,7:30:00 PM,10/19/16,10/19/16,,83,"185 Portland Road Buxton, ME 04093",,11:30 AM-7:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/20/16,10/21/16,,84,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/24/16,10/25/16,,85,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,11:30:00 AM,7:30:00 PM,10/26/16,10/26/16,,86,"185 Portland Road Buxton, ME 04093",,11:30 AM-7:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/27/16,10/28/16,,87,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,10/31/16,11/1/16,,88,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,11:30:00 AM,7:30:00 PM,11/2/16,11/2/16,,89,"185 Portland Road Buxton, ME 04093",,11:30 AM-7:30 PM,,ho1286454,false,true,,,,poll60508122
Buxton Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:buxton,Buxton Town ME,,(207) 929-6171,,185 Portland Road,Buxton,ME,4093,,,8:30:00 AM,4:30:00 PM,11/3/16,11/3/16,,90,"185 Portland Road Buxton, ME 04093",,8:30 AM-4:30 PM,,ho1286454,false,true,,,,poll60508122
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,yes,7:30:00 AM,4:00:00 PM,10/7/16,10/7/16,,91,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/10/16,10/10/16,,92,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,6:00:00 PM,10/12/16,10/12/16,,93,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-6:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/13/16,10/14/16,,94,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/17/16,10/17/16,,95,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,6:00:00 PM,10/19/16,10/19/16,,96,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-6:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/20/16,10/21/16,,97,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/24/16,10/24/16,,98,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,6:00:00 PM,10/26/16,10/26/16,,99,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-6:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/27/16,10/28/16,,100,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,10/31/16,10/31/16,,101,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,6:00:00 PM,11/2/16,11/2/16,,102,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-6:00 PM,,ho30090505,false,true,,,,poll33348027
Dover-Foxcroft Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:dover-foxcroft,Dover-Foxcroft Town ME,,(207) 564-3318,,"48 Morton Avenue, Suite A",Dover-Foxcroft,ME,4426,,,7:30:00 AM,4:00:00 PM,11/3/16,11/3/16,,103,"48 Morton Avenue, Suite A Dover-Foxcroft, ME 04426",,7:30 AM-4:00 PM,,ho30090505,false,true,,,,poll33348027
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,yes,7:30:00 AM,4:00:00 PM,9/23/16,9/23/16,,104,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,,7:30:00 AM,4:00:00 PM,9/26/16,9/30/16,,105,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,,7:30:00 AM,4:00:00 PM,10/3/16,10/7/16,,106,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,,7:30:00 AM,4:00:00 PM,10/10/16,10/14/16,,107,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,,7:30:00 AM,4:00:00 PM,10/17/16,10/21/16,,108,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,,7:30:00 AM,4:00:00 PM,10/24/16,10/28/16,,109,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Eddington Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:eddington,Eddington Town ME,,(207) 843-5233,,906 Main Road,Eddington,ME,4428,,,7:30:00 AM,4:00:00 PM,10/31/16,11/3/16,,110,"906 Main Road Eddington, ME 04428",,7:30 AM-4:00 PM,,ho55361982,false,true,,,,poll39377643
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,yes,7:00:00 AM,4:30:00 PM,10/10/16,10/12/16,,111,"2589 Main Street Fayette, ME 04349",,7:00 AM-4:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:30:00 AM,6:30:00 AM,10/13/16,10/13/16,,112,"2589 Main Street Fayette, ME 04349",,7:30 AM-6:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:00:00 AM,4:30:00 PM,10/17/16,10/19/16,,113,"2589 Main Street Fayette, ME 04349",,7:00 AM-4:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:30:00 AM,6:30:00 AM,10/20/16,10/20/16,,114,"2589 Main Street Fayette, ME 04349",,7:30 AM-6:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:00:00 AM,4:30:00 PM,10/24/16,10/26/16,,115,"2589 Main Street Fayette, ME 04349",,7:00 AM-4:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:30:00 AM,6:30:00 AM,10/27/16,10/27/16,,116,"2589 Main Street Fayette, ME 04349",,7:30 AM-6:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:00:00 AM,4:30:00 PM,10/31/16,11/2/16,,117,"2589 Main Street Fayette, ME 04349",,7:00 AM-4:30 PM,,ho7257077,false,true,,,,poll95494280
Fayette Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fayette,Fayette Town ME,,(207) 685-4373,,2589 Main Street,Fayette,ME,4349,,,7:30:00 AM,6:30:00 AM,11/3/16,11/3/16,,118,"2589 Main Street Fayette, ME 04349",,7:30 AM-6:30 PM,,ho7257077,false,true,,,,poll95494280
Fort Fairfield Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fort_fairfield,Fort Fairfield Town ME,,(207) 472-3800,,18 Community Center Drive,Fort Fairfield,ME,4742,,,7:00:00 AM,4:30:00 PM,10/7/16,10/7/16,,119,"18 Community Center Drive Fort Fairfield, ME 04742",,7:00 AM-4:30 PM,,ho50770476,false,true,,,,poll43762445
Fort Fairfield Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fort_fairfield,Fort Fairfield Town ME,,(207) 472-3800,,18 Community Center Drive,Fort Fairfield,ME,4742,,,7:00:00 AM,4:30:00 PM,10/10/16,10/14/16,,120,"18 Community Center Drive Fort Fairfield, ME 04742",,7:00 AM-4:30 PM,,ho50770476,false,true,,,,poll43762445
Fort Fairfield Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fort_fairfield,Fort Fairfield Town ME,,(207) 472-3800,,18 Community Center Drive,Fort Fairfield,ME,4742,,,7:00:00 AM,4:30:00 PM,10/17/16,10/21/16,,121,"18 Community Center Drive Fort Fairfield, ME 04742",,7:00 AM-4:30 PM,,ho50770476,false,true,,,,poll43762445
Fort Fairfield Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fort_fairfield,Fort Fairfield Town ME,,(207) 472-3800,,18 Community Center Drive,Fort Fairfield,ME,4742,,,7:00:00 AM,4:30:00 PM,10/24/16,10/28/16,,122,"18 Community Center Drive Fort Fairfield, ME 04742",,7:00 AM-4:30 PM,,ho50770476,false,true,,,,poll43762445
Fort Fairfield Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:fort_fairfield,Fort Fairfield Town ME,,(207) 472-3800,,18 Community Center Drive,Fort Fairfield,ME,4742,,,7:00:00 AM,4:30:00 PM,10/31/16,11/3/16,,123,"18 Community Center Drive Fort Fairfield, ME 04742",,7:00 AM-4:30 PM,,ho50770476,false,true,,,,poll43762445
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,12:00:00 PM,10/7/16,10/7/16,,124,"24 Main Street Gray, ME 04039",,8:30 AM-12:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/10/16,10/10/16,,125,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/12/16,10/12/16,,126,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,6:00:00 PM,10/13/16,10/13/16,,127,"24 Main Street Gray, ME 04039",,8:30 AM-6:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,12:00:00 PM,10/14/16,10/14/16,,128,"24 Main Street Gray, ME 04039",,8:30 AM-12:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/17/16,10/17/16,,129,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/19/16,10/19/16,,130,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,6:00:00 PM,10/20/16,10/20/16,,131,"24 Main Street Gray, ME 04039",,8:30 AM-6:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,12:00:00 PM,10/21/16,10/21/16,,132,"24 Main Street Gray, ME 04039",,8:30 AM-12:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/24/16,10/24/16,,133,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/26/16,10/26/16,,134,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,6:00:00 PM,10/27/16,10/27/16,,135,"24 Main Street Gray, ME 04039",,8:30 AM-6:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,12:00:00 PM,10/28/16,10/28/16,,136,"24 Main Street Gray, ME 04039",,8:30 AM-12:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,10/31/16,10/31/16,,137,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,4:00:00 PM,11/2/16,11/2/16,,138,"24 Main Street Gray, ME 04039",,8:30 AM-4:00 PM,,ho86961440,false,true,,,,poll41745396
Gray Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:gray,Gray Town ME,,(207) 657-3339,,24 Main Street,Gray,ME,4039,,,8:30:00 AM,6:00:00 PM,11/3/16,11/3/16,,139,"24 Main Street Gray, ME 04039",,8:30 AM-6:00 PM,,ho86961440,false,true,,,,poll41745396
Hermon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hermon,Hermon Town ME,,(207) 848-1010,,333 Billings Road,Hermon,ME,4401,,yes,8:00:00 AM,5:00:00 PM,10/7/16,10/7/16,,140,"333 Billings Road Hermon, ME 04401",,8:00 AM-5:00 PM,,ho55105612,false,true,,,,poll63324186
Hermon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hermon,Hermon Town ME,,(207) 848-1010,,333 Billings Road,Hermon,ME,4401,,yes,8:00:00 AM,5:00:00 PM,10/10/16,10/14/16,,141,"333 Billings Road Hermon, ME 04401",,8:00 AM-5:00 PM,,ho55105612,false,true,,,,poll63324186
Hermon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hermon,Hermon Town ME,,(207) 848-1010,,333 Billings Road,Hermon,ME,4401,,yes,8:00:00 AM,5:00:00 PM,10/17/16,10/21/16,,142,"333 Billings Road Hermon, ME 04401",,8:00 AM-5:00 PM,,ho55105612,false,true,,,,poll63324186
Hermon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hermon,Hermon Town ME,,(207) 848-1010,,333 Billings Road,Hermon,ME,4401,,yes,8:00:00 AM,5:00:00 PM,10/24/16,10/28/16,,143,"333 Billings Road Hermon, ME 04401",,8:00 AM-5:00 PM,,ho55105612,false,true,,,,poll63324186
Hermon Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hermon,Hermon Town ME,,(207) 848-1010,,333 Billings Road,Hermon,ME,4401,,yes,8:00:00 AM,5:00:00 PM,10/31/16,11/3/16,,144,"333 Billings Road Hermon, ME 04401",,8:00 AM-5:00 PM,,ho55105612,false,true,,,,poll63324186
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/11/16,10/11/16,,145,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,12:00:00 PM,8:00:00 PM,10/12/16,10/12/16,,146,"34 Town Farm Rd Hollis, ME 04042",,12:00 AM-8:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/13/16,10/13/16,,147,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/14/16,10/14/16,,148,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/18/16,10/18/16,,149,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,12:00:00 PM,8:00:00 PM,10/19/16,10/19/16,,150,"34 Town Farm Rd Hollis, ME 04042",,12:00 AM-8:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/20/16,10/20/16,,151,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/21/16,10/21/16,,152,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/25/16,10/25/16,,153,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,12:00:00 PM,8:00:00 PM,10/26/16,10/26/16,,154,"34 Town Farm Rd Hollis, ME 04042",,12:00 AM-8:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/27/16,10/27/16,,155,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,10/28/16,10/28/16,,156,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,9:00:00 AM,4:00:00 PM,11/1/16,11/1/16,,157,"34 Town Farm Rd Hollis, ME 04042",,9:00 AM-4:00 PM,,ho38082866,false,true,,,,poll43779094
Hollis Town,Municipal Clerk,:election,ocd-division/country:us/state:me/place:hollis,Hollis Town ME,,(207) 929-8552,,34 Town Farm Rd,Hollis,ME,4042,,,12:00:00 PM,8:00:00 PM,11/2/16,11/2/16,,158,"34 Town Farm Rd Hollis, ME 04042",,12:00 AM-8:00 PM,,ho38082866,false,true,,,,poll43779094
