county,ocd_division,homepage_url,phone,email,loc_name,street,dirs,city,state,zip_code,start_time,end_time,start_date,end_date,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Graham County,ocd-division/country:us/state:az/county:graham,http://www.graham.az.gov/county-recorder/,(928) 428-3560,recorder@graham.az.gov,,921 Thatcher Blvd.,,Safford,AZ,85546,8:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,68,"921 Thatcher Blvd., Safford, AZ 85546",,08:00 AM-05:00 PM,,ho37176100,false,AZ,,,,poll7643297
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,,253 5th Street,,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,EV runs Oct 12 - Nov 4. M - F 8 - 5 pm. no lunch. no satellite locations,69,"253 5th Street, Clifton, AZ 85533",,08:00 AM-05:00 PM,,ho13764713,false,AZ,,,,poll51968319
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,,253 5th Street,,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,70,"253 5th Street, Clifton, AZ 85533",,08:00 AM-05:00 PM,,ho13764713,false,AZ,,,,poll51968319
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,,253 5th Street,,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,71,"253 5th Street, Clifton, AZ 85533",,08:00 AM-05:00 PM,,ho13764713,false,AZ,,,,poll51968319
Greenlee County,ocd-division/country:us/state:az/county:greenlee,http://www.co.greenlee.az.us/recorder/,(928) 865-2632,bmanuz@co.greenlee.az.us,,253 5th Street,,Clifton,AZ,85533,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,72,"253 5th Street, Clifton, AZ 85533",,08:00 AM-05:00 PM,,ho13764713,false,AZ,,,,poll51968319
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,,1112 Joshua Ave., Suite 201,Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,EV runs Oct 12 - Nov 7. M - Th 7am - 6pm. 2 Fridays before 8 - 5 (not open any other fridays) ,73,"1112 Joshua Ave., Parker, AZ 85344", Suite 201,07:00 AM-06:00 PM,,ho27613149,false,AZ,,,,poll67605649
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,,1112 Joshua Ave., Suite 201,Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,,74,"1112 Joshua Ave., Parker, AZ 85344", Suite 201,07:00 AM-06:00 PM,,ho27613149,false,AZ,,,,poll67605649
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,,1112 Joshua Ave., Suite 201,Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,,75,"1112 Joshua Ave., Parker, AZ 85344", Suite 201,07:00 AM-06:00 PM,,ho27613149,false,AZ,,,,poll67605649
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,,1112 Joshua Ave., Suite 201,Parker,AZ,85344,08:00:00 - 07:00,17:00:00 - 07:00,10/28/16,10/28/16,,76,"1112 Joshua Ave., Parker, AZ 85344", Suite 201,08:00 AM-05:00 PM,,ho27613149,false,AZ,,,,poll67605649
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,,1112 Joshua Ave., Suite 201,Parker,AZ,85344,07:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,77,"1112 Joshua Ave., Parker, AZ 85344", Suite 201,07:00 AM-06:00 PM,,ho27613149,false,AZ,,,,poll67605649
La Paz County,ocd-division/country:us/state:az/county:la_paz,http://www.co.la-paz.az.us/Recorder.html,(928) 669-6136,recorder@co.la-paz.az.us,,1112 Joshua Ave., Suite 201,Parker,AZ,85344,08:00:00 - 07:00,17:00:00 - 07:00,11/4/16,11/4/16,,78,"1112 Joshua Ave., Parker, AZ 85344", Suite 201,08:00 AM-05:00 PM,,ho27613149,false,AZ,,,,poll67605649
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM Mon-Fri, 8AM - 5PM; Sat, Oct 22 & 29, 8 AM - 5PM",79,"510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho36186008,false,AZ,,,,poll24781647
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,80,"510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho36186008,false,AZ,,,,poll24781647
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16,,81,"510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho36186008,false,AZ,,,,poll24781647
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,82,"510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho36186008,false,AZ,,,,poll24781647
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16,,83,"510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho36186008,false,AZ,,,,poll24781647
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,84,"510 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho36186008,false,AZ,,,,poll24781647
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon-Fri, 8AM - 5PM; Sat, Oct 22 & 29, 8 AM - 5PM",85,"510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho80443281,false,AZ,,,,poll15461764
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,86,"510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho80443281,false,AZ,,,,poll15461764
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16,,87,"510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho80443281,false,AZ,,,,poll15461764
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,88,"510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho80443281,false,AZ,,,,poll15461764
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office, 510 South 3rd Avenue,,Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16,,89,"510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho80443281,false,AZ,,,,poll15461764
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/Election Office , 510 South 3rd Avenue,,Mesa,AZ,85210,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,90,"510 South 3rd Avenue, Mesa, AZ 85210",,08:00 AM-05:00 PM,,ho80443281,false,AZ,,,,poll15461764
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/ Elections Office, 111 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon-Fri, 8AM - 5PM; Sat, Oct 22 & 29, 8 AM - 5PM",91,"111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho6120930,false,AZ,,,,poll85208033
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/ Elections Office, 111 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,92,"111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho6120930,false,AZ,,,,poll85208033
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/ Elections Office, 111 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/22/16,10/22/16,,93,"111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho6120930,false,AZ,,,,poll85208033
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/ Elections Office, 111 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,94,"111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho6120930,false,AZ,,,,poll85208033
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/ Elections Office, 111 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/29/16,10/29/16,,95,"111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho6120930,false,AZ,,,,poll85208033
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Recorder's/ Elections Office, 111 South 3rd Avenue,,Phoenix,AZ,85003,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,96,"111 South 3rd Avenue, Phoenix, AZ 85003",,08:00 AM-05:00 PM,,ho6120930,false,AZ,,,,poll85208033
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 6PM; Mon-Thurs, 7AM - 6PM",97,"11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho71128006,false,AZ,,,,poll51666979
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,,98,"11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho71128006,false,AZ,,,,poll51666979
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,,99,"11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho71128006,false,AZ,,,,poll51666979
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Avondale City Clerk's Office, 11465 W Civic Center Dr,,Avondale,AZ,85323,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,100,"11465 W Civic Center Dr, Avondale, AZ 85323",,07:00 AM-06:00 PM,,ho71128006,false,AZ,,,,poll51666979
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Ability360 Center,5025 E Washington St," Computer Lab Room, 2nd Floor",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, 5PM; Mon - Fri 8AM - 5PM",101,"5025 E Washington St, Phoenix, AZ 85034"," Computer Lab Room, 2nd Floor",08:00 AM-05:00 PM,,ho92118783,false,AZ,,,,poll73503524
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Ability360 Center,5025 E Washington St," Computer Lab Room, 2nd Floor",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,102,"5025 E Washington St, Phoenix, AZ 85034"," Computer Lab Room, 2nd Floor",08:00 AM-05:00 PM,,ho92118783,false,AZ,,,,poll73503524
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Ability360 Center,5025 E Washington St," Computer Lab Room, 2nd Floor",Phoenix,AZ,85034,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,103,"5025 E Washington St, Phoenix, AZ 85034"," Computer Lab Room, 2nd Floor",08:00 AM-05:00 PM,,ho92118783,false,AZ,,,,poll73503524
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 6PM; Mon-Thurs, 7AM - 6PM",104,"530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho89783853,false,AZ,,,,poll79548120
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,,105,"530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho89783853,false,AZ,,,,poll79548120
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,,106,"530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho89783853,false,AZ,,,,poll79548120
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Buckeye City Clerk's Office, 530 E Monroe Ave,,Buckeye,AZ,85326,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,107,"530 E Monroe Ave, Buckeye, AZ 85326",,07:00 AM-06:00 PM,,ho89783853,false,AZ,,,,poll79548120
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 4:30PM; Mon - Thurs, 8AM - 4:30PM",108,"8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho23467365,false,AZ,,,,poll95993937
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/17/16,10/20/16,,109,"8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho23467365,false,AZ,,,,poll95993937
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/24/16,10/27/16,,110,"8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho23467365,false,AZ,,,,poll95993937
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Carefree Town Clerk's Office, 8 Sundial Cir,,Carefree,AZ,85377,8:00:00 - 07:00,16:30:00 - 07:00,10/31/16,11/3/16,,111,"8 Sundial Cir, Carefree, AZ 85377",,08:00 AM-04:30 PM,,ho23467365,false,AZ,,,,poll95993937
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/13/16,"Early Voting: Begins Wed, Oct 12 Ends Thurs, Nov 3, 5PM; Mon - Thurs, 7AM - 5PM",112,"37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho20688189,false,AZ,,,,poll26164999
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/20/16,,113,"37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho20688189,false,AZ,,,,poll26164999
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/27/16,,114,"37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho20688189,false,AZ,,,,poll26164999
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Cave Creek Town Clerk's Office, 37622 N Cave Creek Rd,,Cave Creek,AZ,85331,7:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/3/16,,115,"37622 N Cave Creek Rd, Cave Creek, AZ 85331",,07:00 AM-05:00 PM,,ho20688189,false,AZ,,,,poll26164999
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Chandler City Clerk's Office, 175 S Arizona Ave,,Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4, 5PM; Mon - Fri 8AM - 5PM",116,"175 S Arizona Ave, Chandler, AZ 85225",,08:00 AM-05:00 PM,,ho16898973,false,AZ,,,,poll14713741
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Chandler City Clerk's Office, 175 S Arizona Ave,,Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,117,"175 S Arizona Ave, Chandler, AZ 85225",,08:00 AM-05:00 PM,,ho16898973,false,AZ,,,,poll14713741
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Chandler City Clerk's Office, 175 S Arizona Ave,,Chandler,AZ,85225,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,118,"175 S Arizona Ave, Chandler, AZ 85225",,08:00 AM-05:00 PM,,ho16898973,false,AZ,,,,poll14713741
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/12/16,10/14/16,"Early Voting: Begins Wed, Oct 12 Ends Fri, Nov 4, 5PM; Mon - Fri, 8AM - 5PM",119,"12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho42177419,false,AZ,,,,poll5852059
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,,120,"12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho42177419,false,AZ,,,,poll5852059
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,121,"12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho42177419,false,AZ,,,,poll5852059
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,El Mirage City Clerk's Office, 12145 NW Grand Ave,,El Mirage,AZ,85335,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,122,"12145 NW Grand Ave, El Mirage, AZ 85335",,08:00 AM-05:00 PM,,ho42177419,false,AZ,,,,poll5852059
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains,,Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10/17/16,10/20/16,"Early Voting: Begins Mon, Oct 17 Ends Thurs, Nov 3, 6PM; Mon - Thurs, 7AM - 6PM",123,"16705 E Ave of the Fountains, Fountain Hills, AZ 85268",,07:00 AM-06:00 PM,,ho21627458,false,AZ,,,,poll28356218
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains,,Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10/24/16,10/27/16,,124,"16705 E Ave of the Fountains, Fountain Hills, AZ 85268",,07:00 AM-06:00 PM,,ho21627458,false,AZ,,,,poll28356218
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Fountain Hills Town Clerk's Office, 16705 E Ave of the Fountains,,Fountain Hills,AZ,85268,7:00:00 - 07:00,18:00:00 - 07:00,10/31/16,11/3/16,,125,"16705 E Ave of the Fountains, Fountain Hills, AZ 85268",,07:00 AM-06:00 PM,,ho21627458,false,AZ,,,,poll28356218
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gila Bend Town Clerk's Office, 644 W Pima St,,Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10/17/16,10/21/16,"Early Voting: Begins Mon, Oct 17 Ends Fri, Nov 4 at 4PM; Mon-Fri, 8AM - 4PM",126,"644 W Pima St, Gila Bend, AZ 85337",,08:00 AM-04:00 PM,,ho27559256,false,AZ,,,,poll59304084
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gila Bend Town Clerk's Office, 644 W Pima St,,Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10/24/16,10/28/16,,127,"644 W Pima St, Gila Bend, AZ 85337",,08:00 AM-04:00 PM,,ho27559256,false,AZ,,,,poll59304084
Maricopa County,ocd-division/country:us/state:az/county:maricopa,http://recorder.maricopa.gov/,(602) 506-1511,voterinfo@risc.maricopa.gov,Gila Bend Town Clerk's Office, 644 W Pima St,,Gila Bend,AZ,85337,8:00:00 - 07:00,16:00:00 - 07:00,10/31/16,11/4/16,,128,"644 W Pima St, Gila Bend, AZ 85337",,08:00 AM-04:00 PM,,ho27559256,false,AZ,,,,poll59304084
