ocd-division,email,County,Location Name,Address 1,Address 2,City,State,coZip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
ocd-division/country:us/state:sd/county:clark,,Clark County,Clark County Courthouse,200 Commercial Street,2nd Floor,Clark,SD,57225,13:00:00 - 5:00,17:00:00 - 5:00,11/4/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clark,,Clark County,Clark County Courthouse,200 Commercial Street,2nd Floor,Clark,SD,57225,7:30:00 - 5:00,12:30:00 - 5:00,11/4/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clark,,Clark County,Clark County Courthouse,200 Commercial Street,2nd Floor,Clark,SD,57225,7:30:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:clay,carri.crum@claycountysd.org,Clay County,Clay County Auditor,211 W. Main St,Ste 200,Vermillion,SD,57069,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:codington,cbrugman@codington.org,Codington County,Codington County Courthouse,14 1st Ave SE,,Watertown,SD,57201,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 6:00,12:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,13:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:corson,corsonauditor@sdplains.com,Corson County,Corson County Courthouse,108 E. 1st Street,,McIntosh,SD,57641,8:00:00 - 7:00,12:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:custer,nchristensen@custercountysd.com,Custer County,Custer County Courthouse,420 Mount Rushmore Rd.,,Custer,SD,57730,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 6:00,17:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 7:00,12:00:00 - 7:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 6:00,16:30:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 6:00,12:00:00 - 6:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,9/23/16,9/23/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,9/26/16,9/30/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/3/16,10/7/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10/11/16,10/14/16,FALSE,FALSE,FALSE,FALSE
