office-name	ocd-division	homepage-url	phone	name	address1	address 2	city	state	zip	start_time	end_time	start_date	end_date
Davidson County	ocd-division/country:us/state:tn/county:davidson	http://nashville.gov/vote	(615) 862-8800	 FRIENDSHIP BAPTIST CHURCH	 1109 32ND AVE N		Athens	TN	37303-5403	08:30:00 - 05:00	18:00:00 - 05:00	10-25-16	10-25-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	16:30:00 - 05:00	10-19-16	10-19-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	19:00:00 - 05:00	10-20-16	10-21-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	16:30:00 - 05:00	10-22-16	10-22-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	19:00:00 - 05:00	10-24-16	10-25-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	16:30:00 - 05:00	10-26-16	10-26-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	19:00:00 - 05:00	10-27-16	10-28-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	16:30:00 - 05:00	10-29-16	10-29-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	19:00:00 - 05:00	10-31-16	11-01-16
Decatur County	ocd-division/country:us/state:tn/county:decatur		(731) 852-2911	Election Office	 67 S East Street		Nashville	TN	37209	08:00:00 - 05:00	16:30:00 - 05:00	11-02-16	11-02-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Seymour	TN	37865	10:00:00 - 04:00	18:00:00 - 04:00	11-01-16	11-03-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis	TN	38116	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis	TN	38116	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis	TN	38116	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis	TN	38116	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis	TN	38116	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis 	TN	38120	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis 	TN	38120	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis 	TN	38120	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis 	TN	38120	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis 	TN	38120	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Dekalb County	ocd-division/country:us/state:tn/county:dekalb	http://dekalbelections.com/	(615) 597-4146		1 Public Square		Memphis 	TN	38141	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	09:00:00 - 05:00	13:00:00 - 05:00	10-28-16	10-28-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	09:00:00 - 05:00	12:00:00 - 05:00	10-29-16	10-29-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	13:00:00 - 05:00	17:00:00 - 05:00	10-31-16	10-31-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	09:00:00 - 05:00	13:00:00 - 05:00	11-01-16	11-02-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	14:00:00 - 05:00	18:00:00 - 05:00	11-03-16	11-03-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	08:00:00 - 05:00	16:00:00 - 05:00	10-19-16	10-19-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	10:00:00 - 05:00	20:00:00 - 05:00	10-20-16	10-20-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	08:00:00 - 05:00	16:00:00 - 05:00	10-21-16	10-21-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	09:00:00 - 05:00	12:00:00 - 05:00	10-22-16	10-22-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Restoration Church	 505 Henslee Dr		Dickson	TN	37055	08:00:00 - 05:00	16:00:00 - 05:00	10-24-16	10-26-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Athens	TN	37303-5403	08:30:00 - 05:00	18:00:00 - 05:00	11-01-16	11-01-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Athens	TN	37303-5403	08:30:00 - 05:00	16:00:00 - 05:00	11-02-16	11-02-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Athens	TN	37303-5403	08:30:00 - 05:00	18:00:00 - 05:00	11-03-16	11-03-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Selmer	TN	38375	09:00:00 - 05:00	16:30:00 - 05:00	10-19-16	10-21-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Selmer	TN	38375	09:00:00 - 05:00	13:00:00 - 05:00	10-22-16	10-22-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Selmer	TN	38375	09:00:00 - 05:00	16:30:00 - 05:00	10-24-16	10-28-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Selmer	TN	38375	09:00:00 - 05:00	13:00:00 - 05:00	10-29-16	10-29-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Selmer	TN	38375	09:00:00 - 05:00	16:30:00 - 05:00	10-31-16	11-03-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Decatur	TN	37322-7472	09:00:00 - 05:00	12:00:00 - 05:00	10-19-16	10-22-16
Dickson County	ocd-division/country:us/state:tn/county:dickson	http://www.dicksoncountyelection.com/	(615) 671-1146	Election Commission	 110-A Academy Street		Decatur	TN	37322-7472	09:00:00 - 05:00	12:00:00 - 05:00	10-24-16	10-29-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		103 West Market St		Memphis 	TN	38141	09:00:00 - 07:00	12:00:00 - 05:00	10-22-16	10-22-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		103 West Market St		Memphis 	TN	38141	09:00:00 - 07:00	16:00:00 - 05:00	10-24-16	10-28-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		103 West Market St		Memphis 	TN	38141	09:00:00 - 05:00	12:00:00 - 05:00	10-29-16	10-29-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		103 West Market St		Memphis 	TN	38141	09:00:00 - 07:00	16:00:00 - 05:00	10-31-16	11-03-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		2700 Lake Road		Millington	TN	38053	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		2700 Lake Road		Millington	TN	38053	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Dyer County	ocd-division/country:us/state:tn/county:dyer	http://dyervote.com/	(731) 286-4268		2700 Lake Road		Millington	TN	38053	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Fayette County	ocd-division/country:us/state:tn/county:fayette			 Piperton Fire Departmnet	 3575 Hwy 196		Morristown	TN	37814-3964	08:00:00 - 05:00	14:00:00 - 05:00	10-22-16	10-22-16
Fayette County	ocd-division/country:us/state:tn/county:fayette			 Piperton Fire Departmnet	 3575 Hwy 196		Morristown	TN	37814-3964	08:00:00 - 05:00	17:00:00 - 05:00	10-24-16	10-26-16
Fayette County	ocd-division/country:us/state:tn/county:fayette			 Piperton Fire Departmnet	 3575 Hwy 196		Morristown	TN	37814-3964	08:00:00 - 05:00	19:00:00 - 05:00	10-27-16	10-27-16
Fayette County	ocd-division/country:us/state:tn/county:fayette			Hickory Withe Bapt Church	 17675 Hwy 196		Knoxville	TN	37918	10:00:00 - 05:00	18:00:00 - 05:00	10-24-16	10-28-16
Fayette County	ocd-division/country:us/state:tn/county:fayette			Hickory Withe Bapt Church	 17675 Hwy 196		Knoxville	TN	37918	11:00:00 - 05:00	17:00:00 - 05:00	10-29-16	10-29-16
Fayette County	ocd-division/country:us/state:tn/county:fayette			Hickory Withe Bapt Church	 17675 Hwy 196		Knoxville	TN	37918	08:00:00 - 05:00	20:00:00 - 05:00	10-31-16	11-03-16
Fayette County	ocd-division/country:us/state:tn/county:fayette	http://fayettetn.us/	(901) 465-5223		45 Dogwood Lane		Millington	TN	38053	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Fayette County	ocd-division/country:us/state:tn/county:fayette	http://fayettetn.us/	(901) 465-5223		45 Dogwood Lane		Millington	TN	38053	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Fayette County	ocd-division/country:us/state:tn/county:fayette	http://fayettetn.us/	(901) 465-5223		45 Dogwood Lane		Cordova	TN	38016	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Fayette County	ocd-division/country:us/state:tn/county:fayette	http://fayettetn.us/	(901) 465-5223		45 Dogwood Lane		Cordova	TN	38016	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Fayette County	ocd-division/country:us/state:tn/county:fayette	http://fayettetn.us/	(901) 465-5223		45 Dogwood Lane		Cordova	TN	38016	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Fentress County	ocd-division/country:us/state:tn/county:fentress		(931) 879-7162	Fentress Co Election Comm	 111 North Norris Street		Chapel Hill	TN	37034	10:00:00 - 05:00	17:00:00 - 05:00	10-20-16	10-21-16
Fentress County	ocd-division/country:us/state:tn/county:fentress		(931) 879-7162	Fentress Co Election Comm	 111 North Norris Street		Chapel Hill	TN	37034	08:00:00 - 05:00	12:00:00 - 05:00	10-22-16	10-22-16
Fentress County	ocd-division/country:us/state:tn/county:fentress		(931) 879-7162	Fentress Co Election Comm	 111 North Norris Street		Chapel Hill	TN	37034	10:00:00 - 05:00	17:00:00 - 05:00	10-24-16	10-25-16
Fentress County	ocd-division/country:us/state:tn/county:fentress		(931) 879-7162	Fentress Co Election Comm	 111 North Norris Street		Athens	TN	37303-5403	08:30:00 - 05:00	16:00:00 - 05:00	10-19-16	10-19-16
Fentress County	ocd-division/country:us/state:tn/county:fentress		(931) 879-7162	Fentress Co Election Comm	 111 North Norris Street		Columbia	TN	38401-4607	08:00:00 - 05:00	16:00:00 - 05:00	10-19-16	10-21-16
Franklin County	ocd-division/country:us/state:tn/county:franklin	http://www.franklincotn.us/departments/election_commission/index.html	(931) 967-1893		839 Dinah Shore Blvd	 Suite 1	Jacksboro	TN	37757	09:00:00 - 05:00	13:00:00 - 05:00	10-29-16	10-29-16
Franklin County	ocd-division/country:us/state:tn/county:franklin	http://www.franklincotn.us/departments/election_commission/index.html	(931) 967-1893		839 Dinah Shore Blvd	 Suite 1	Jacksboro	TN	37757	09:00:00 - 05:00	16:00:00 - 04:00	10-31-16	11-03-16
Franklin County	ocd-division/country:us/state:tn/county:franklin	http://www.franklincotn.us/departments/election_commission/index.html	(931) 967-1893		839 Dinah Shore Blvd	 Suite 1	Jellico	TN	37762	09:00:00 - 05:00	14:00:00 - 05:00	10-19-16	10-20-16
Franklin County	ocd-division/country:us/state:tn/county:franklin	http://www.franklincotn.us/departments/election_commission/index.html	(931) 967-1893		839 Dinah Shore Blvd	 Suite 1	Jellico	TN	37762	14:00:00 - 05:00	19:00:00 - 05:00	10-21-16	10-21-16
Franklin County	ocd-division/country:us/state:tn/county:franklin	http://www.franklincotn.us/departments/election_commission/index.html	(931) 967-1893		839 Dinah Shore Blvd	 Suite 1	Jellico	TN	37762	09:00:00 - 05:00	13:00:00 - 05:00	10-22-16	10-22-16
Franklin County	ocd-division/country:us/state:tn/county:franklin	http://www.franklincotn.us/departments/election_commission/index.html	(931) 967-1893		839 Dinah Shore Blvd	 Suite 1	Jellico	TN	37762	09:00:00 - 05:00	14:00:00 - 05:00	10-24-16	10-27-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669	Gibson County Election Commission Office Medina City Hall	 One Court Square	 Suite 101	Elizabethton	TN	37643-3264	09:00:00 - 05:00	16:00:00 - 05:00	10-31-16	11-03-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669	Gibson County Election Commission Office Medina City Hall	 One Court Square	 Suite 101	Ashland City	TN	37015-1744	09:00:00 - 05:00	16:00:00 - 05:00	10-19-16	10-19-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669	Gibson County Election Commission Office Medina City Hall	 One Court Square	 Suite 101	Ashland City	TN	37015-1744	09:00:00 - 05:00	18:00:00 - 05:00	10-20-16	10-20-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669	Gibson County Election Commission Office Medina City Hall	 One Court Square	 Suite 101	Ashland City	TN	37015-1744	07:00:00 - 05:00	16:00:00 - 05:00	10-21-16	10-21-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669	Gibson County Election Commission Office Medina City Hall	 One Court Square	 Suite 101	Ashland City	TN	37015-1744	09:00:00 - 05:00	16:00:00 - 05:00	10-22-16	10-22-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669		201 Hwy 45 E North		Cordova	TN	38016	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669		201 Hwy 45 E North		Cordova	TN	38016	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669		201 Hwy 45 E North		Memphis	TN	38122	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669		201 Hwy 45 E North		Memphis	TN	38122	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Gibson County	ocd-division/country:us/state:tn/county:gibson	http://gibsonelections.com/	(731) 855-7669		201 Hwy 45 E North		Memphis	TN	38122	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Henderson	TN	38340	08:30:00 - 05:00	16:00:00 - 05:00	10-19-16	10-21-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Henderson	TN	38340	08:30:00 - 05:00	16:00:00 - 05:00	10-22-16	10-22-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Henderson	TN	38340	08:30:00 - 05:00	16:00:00 - 05:00	10-24-16	10-28-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Henderson	TN	38340	08:30:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Henderson	TN	38340	08:30:00 - 05:00	16:00:00 - 05:00	10-31-16	11-03-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Tazewell	TN	37879	09:00:00 - 05:00	17:00:00 - 05:00	10-19-16	10-21-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Tazewell	TN	37879	09:00:00 - 05:00	12:00:00 - 05:00	10-22-16	10-22-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Tazewell	TN	37879	09:00:00 - 05:00	17:00:00 - 05:00	10-24-16	10-28-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Tazewell	TN	37879	09:00:00 - 05:00	12:00:00 - 05:00	10-29-16	10-29-16
Giles County	ocd-division/country:us/state:tn/county:giles	www.rackleytechnologies.com/ElectionDocs.nsf/Internet%20Documents?Openview	(931) 363-2424	222 West Madison St	 Basement	 Room 100	Tazewell	TN	37879	09:00:00 - 05:00	17:00:00 - 05:00	10-31-16	11-03-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Memphis	TN	38122	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Memphis	TN	38122	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Collierville	TN	38017	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Collierville	TN	38017	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Collierville	TN	38017	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Collierville	TN	38017	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Collierville	TN	38017	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Memphis	TN	38107	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Memphis	TN	38107	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Grainger County	ocd-division/country:us/state:tn/county:grainger	http://graingercoelectioncommission.com/	(865) 828-5132		119 Marshall Ave		Memphis	TN	38107	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Greene County	ocd-division/country:us/state:tn/county:greene	http://www.greenecountytngovt.com/s_electioncommission.php	(423) 798-1715		218 North Main Street		Memphis	TN	38107	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Greene County	ocd-division/country:us/state:tn/county:greene	http://www.greenecountytngovt.com/s_electioncommission.php	(423) 798-1715		218 North Main Street		Memphis	TN	38107	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Greene County	ocd-division/country:us/state:tn/county:greene	http://www.greenecountytngovt.com/s_electioncommission.php	(423) 798-1715		218 North Main Street		Memphis	TN	38127	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Greene County	ocd-division/country:us/state:tn/county:greene	http://www.greenecountytngovt.com/s_electioncommission.php	(423) 798-1715		218 North Main Street		Memphis	TN	38127	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Greene County	ocd-division/country:us/state:tn/county:greene	http://www.greenecountytngovt.com/s_electioncommission.php	(423) 798-1715		218 North Main Street		Memphis	TN	38127	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		11745 U.S. 41		Memphis	TN	38127	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		11745 U.S. 41		Memphis	TN	38127	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		11745 U.S. 41		Memphis	TN	38114	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		11745 U.S. 41		Memphis	TN	38114	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		11745 U.S. 41		Memphis	TN	38114	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		1433 TN-56		Memphis	TN	38114	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		1433 TN-56		Memphis	TN	38114	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		1433 TN-56		Memphis	TN	38104	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		1433 TN-56		Memphis	TN	38104	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Grundy County	ocd-division/country:us/state:tn/county:grundy		(931) 692-3551		1433 TN-56		Memphis	TN	38104	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38104	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38104	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38118	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38118	10:00:00 - 07:00	16:00:00 - 05:00	10-22-16	10-22-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38118	10:00:00 - 07:00	19:00:00 - 05:00	10-24-16	10-28-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38118	08:00:00 - 05:00	16:00:00 - 05:00	10-29-16	10-29-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38118	10:00:00 - 07:00	19:00:00 - 05:00	10-31-16	11-03-16
Hamblen County	ocd-division/country:us/state:tn/county:hamblen	http://www.hamblencountygovernment.us/county_commission/election_commission.html	(423) 586-7169		511 West Second North St		Memphis	TN	38106	10:00:00 - 07:00	19:00:00 - 05:00	10-19-16	10-21-16
