name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,directions,voter_services,start_date,end_date,start_time,end_time,days_times_open,ev id,locality id,county
Stevens County Auditor's Office,Stevens County Auditor's Office,215 S Oak St # 104,,,Colville,WA,99114,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,15:30:00 - 08:00,9 a.m. to 3:30 p.m. Open until 8 p.m. on Election Day.,53050330165,5313033,Stevens County
Thurston County Courthouse,Thurston County Courthouse,2000 Lakeridge Drive SW,,,Olympia,WA,98502,,VSPC,10-19-2016,10-21-2016,08:00:00 - 07:00,16:30:00 - 07:00,"The Auditor's Office is open M-F, 8:00 a.m. to 4:30 p.m., except on Election Day when hours are extended to 8:00 a.m. to 8:00 p.m.  Voters may pick up replacement ballots, use an AutoMARK, return their ballots, etc.",53050340114,5313034,Thurston County
Thurston County Courthouse,Thurston County Courthouse,2000 Lakeridge Drive SW,,,Olympia,WA,98502,,VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:30:00 - 07:00,"The Auditor's Office is open M-F, 8:00 a.m. to 4:30 p.m., except on Election Day when hours are extended to 8:00 a.m. to 8:00 p.m.  Voters may pick up replacement ballots, use an AutoMARK, return their ballots, etc.",53050340114,5313034,Thurston County
Thurston County Courthouse,Thurston County Courthouse,2000 Lakeridge Drive SW,,,Olympia,WA,98502,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:30:00 - 07:00,"The Auditor's Office is open M-F, 8:00 a.m. to 4:30 p.m., except on Election Day when hours are extended to 8:00 a.m. to 8:00 p.m.  Voters may pick up replacement ballots, use an AutoMARK, return their ballots, etc.",53050340114,5313034,Thurston County
Thurston County Courthouse,Thurston County Courthouse,2000 Lakeridge Drive SW,,,Olympia,WA,98502,,VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:30:00 - 08:00,"The Auditor's Office is open M-F, 8:00 a.m. to 4:30 p.m., except on Election Day when hours are extended to 8:00 a.m. to 8:00 p.m.  Voters may pick up replacement ballots, use an AutoMARK, return their ballots, etc.",53050340114,5313034,Thurston County
Wahkiakum County Auditor's Office Voter Service Center (VSPC),Wahkiakum County Auditor's Office,"64 Main Street, 2nd Floor",,,Cathlamet,WA,98612,,VSPC,10-19-2016,10-21-2016,08:00:00 - 07:00,16:00:00 - 07:00,8 a.m. to 4 p.m. Ballot drop box can be found at the front counter. Ballots are accepted until 8pm of Election Day.,53050350040,5313035,Wahkiakum County
Wahkiakum County Auditor's Office Voter Service Center (VSPC),Wahkiakum County Auditor's Office,"64 Main Street, 2nd Floor",,,Cathlamet,WA,98612,,VSPC,10-24-2016,10-28-2016,08:00:00 - 07:00,16:00:00 - 07:00,8 a.m. to 4 p.m. Ballot drop box can be found at the front counter. Ballots are accepted until 8pm of Election Day.,53050350040,5313035,Wahkiakum County
Wahkiakum County Auditor's Office Voter Service Center (VSPC),Wahkiakum County Auditor's Office,"64 Main Street, 2nd Floor",,,Cathlamet,WA,98612,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:00:00 - 07:00,8 a.m. to 4 p.m. Ballot drop box can be found at the front counter. Ballots are accepted until 8pm of Election Day.,53050350040,5313035,Wahkiakum County
Wahkiakum County Auditor's Office Voter Service Center (VSPC),Wahkiakum County Auditor's Office,"64 Main Street, 2nd Floor",,,Cathlamet,WA,98612,,VSPC,10-31-2016,11-04-2016,08:00:00 - 07:00,16:00:00 - 07:00,8 a.m. to 4 p.m. Ballot drop box can be found at the front counter. Ballots are accepted until 8pm of Election Day.,53050350040,5313035,Wahkiakum County
Wahkiakum County Auditor's Office Voter Service Center (VSPC),Wahkiakum County Auditor's Office,"64 Main Street, 2nd Floor",,,Cathlamet,WA,98612,,VSPC,11-07-2016,11-07-2016,08:00:00 - 08:00,16:00:00 - 08:00,8 a.m. to 4 p.m. Ballot drop box can be found at the front counter. Ballots are accepted until 8pm of Election Day.,53050350040,5313035,Wahkiakum County
Walla Walla County Elections Center,Walla Walla County Elections Center,310 W. Poplar St.,,,Walla Walla,WA,99362,,VSPC,10-21-2016,10-21-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050360377,5313036,Walla Walla County
Walla Walla County Elections Center,Walla Walla County Elections Center,310 W. Poplar St.,,,Walla Walla,WA,99362,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050360377,5313036,Walla Walla County
Walla Walla County Elections Center,Walla Walla County Elections Center,310 W. Poplar St.,,,Walla Walla,WA,99362,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050360377,5313036,Walla Walla County
Walla Walla County Elections Center,Walla Walla County Elections Center,310 W. Poplar St.,,,Walla Walla,WA,99362,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050360377,5313036,Walla Walla County
Walla Walla County Elections Center,Walla Walla County Elections Center,310 W. Poplar St.,,,Walla Walla,WA,99362,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,16:00:00 - 08:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050360377,5313036,Walla Walla County
Whatcom County Auditor's Office,Whatcom County Auditor's Office,311 Grand Ave,,,Bellingham,WA,98225,,VSPC,10-19-2016,10-21-2016,08:30:00 - 07:00,16:30:00 - 07:00,"Open: 8:30 a.m. - 4:30 p.m., Monday - Friday Election Day Only:  8:30 a.m. - 8:00 p.m.",53050370228,5313037,Whatcom County
Whatcom County Auditor's Office,Whatcom County Auditor's Office,311 Grand Ave,,,Bellingham,WA,98225,,VSPC,10-24-2016,10-28-2016,08:30:00 - 07:00,16:30:00 - 07:00,"Open: 8:30 a.m. - 4:30 p.m., Monday - Friday Election Day Only:  8:30 a.m. - 8:00 p.m.",53050370228,5313037,Whatcom County
Whatcom County Auditor's Office,Whatcom County Auditor's Office,311 Grand Ave,,,Bellingham,WA,98225,,VSPC,10-31-2016,11-04-2016,08:30:00 - 07:00,16:30:00 - 07:00,"Open: 8:30 a.m. - 4:30 p.m., Monday - Friday Election Day Only:  8:30 a.m. - 8:00 p.m.",53050370228,5313037,Whatcom County
Whatcom County Auditor's Office,Whatcom County Auditor's Office,311 Grand Ave,,,Bellingham,WA,98225,,VSPC,11-07-2016,11-07-2016,08:30:00 - 08:00,16:30:00 - 08:00,"Open: 8:30 a.m. - 4:30 p.m., Monday - Friday Election Day Only:  8:30 a.m. - 8:00 p.m.",53050370228,5313037,Whatcom County
Whitman County Elections Center,Whitman County Elections Center,N 304 Main St,,,Colfax,WA,99111,,VSPC,10-21-2016,10-21-2016,09:00:00 - 07:00,17:00:00 - 07:00,"Auditor's Office open 9 AM to 5 PM except on Election Day, the hours are 8 AM to 8 PM.",53050380049,5313038,Whitman County
Whitman County Elections Center,Whitman County Elections Center,N 304 Main St,,,Colfax,WA,99111,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,17:00:00 - 07:00,"Auditor's Office open 9 AM to 5 PM except on Election Day, the hours are 8 AM to 8 PM.",53050380049,5313038,Whitman County
Whitman County Elections Center,Whitman County Elections Center,N 304 Main St,,,Colfax,WA,99111,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,17:00:00 - 07:00,"Auditor's Office open 9 AM to 5 PM except on Election Day, the hours are 8 AM to 8 PM.",53050380049,5313038,Whitman County
Whitman County Elections Center,Whitman County Elections Center,N 304 Main St,,,Colfax,WA,99111,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,17:00:00 - 07:00,"Auditor's Office open 9 AM to 5 PM except on Election Day, the hours are 8 AM to 8 PM.",53050380049,5313038,Whitman County
Whitman County Elections Center,Whitman County Elections Center,N 304 Main St,,,Colfax,WA,99111,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,17:00:00 - 08:00,"Auditor's Office open 9 AM to 5 PM except on Election Day, the hours are 8 AM to 8 PM.",53050380049,5313038,Whitman County
Yakima County Auditor's Office Voter Service Center (VSPC),Yakima County Auditor's Office,128 N 2nd St Rm 117,,,Yakima,WA,98901,,VSPC,10-19-2016,10-21-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Yakima County Auditor's Office Voter Service Center (VSPC),Yakima County Auditor's Office,128 N 2nd St Rm 117,,,Yakima,WA,98901,,VSPC,10-24-2016,10-28-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Yakima County Auditor's Office Voter Service Center (VSPC),Yakima County Auditor's Office,128 N 2nd St Rm 117,,,Yakima,WA,98901,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Yakima County Auditor's Office Voter Service Center (VSPC),Yakima County Auditor's Office,128 N 2nd St Rm 117,,,Yakima,WA,98901,,VSPC,10-31-2016,11-04-2016,09:00:00 - 07:00,16:00:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Yakima County Auditor's Office Voter Service Center (VSPC),Yakima County Auditor's Office,128 N 2nd St Rm 117,,,Yakima,WA,98901,,VSPC,11-07-2016,11-07-2016,09:00:00 - 08:00,16:00:00 - 08:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Skamania County Auditor's Office,Skamania County Auditor's Office,240 NW Vancouver Ave,,,Stevenson,WA,98648,,VSPC,10-24-2016,10-27-2016,07:30:00 - 07:00,17:30:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Skamania County Auditor's Office,Skamania County Auditor's Office,240 NW Vancouver Ave,,,Stevenson,WA,98648,,VSPC,10-31-2016,11-03-2016,07:30:00 - 07:00,17:30:00 - 07:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
Skamania County Auditor's Office,Skamania County Auditor's Office,240 NW Vancouver Ave,,,Stevenson,WA,98648,,VSPC,11-07-2016,11-07-2016,07:30:00 - 08:00,17:30:00 - 08:00,9 a.m. to 4 p.m. Open until 8 p.m. on Election Day.,53050390303,5313039,Yakima County
