office_name,title,ocd_division,description,homepage,phone,email,loc_name,street,city,state,zip,start_time,end_time,start_date,end_date,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Kay County,County Clerk,ocd-division/country:us/state:ok/county:kay,Kay County OK,,580-362-2130,,County Courthouse,201 S Main St,Newkirk,OK,74647,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,78,County Courthouse,"201 S Main St, Newkirk, OK 74647",,09:00 AM - 02:00 PM,,ho34931262,false,true,,,,poll11549100
Kingfisher County,County Clerk,ocd-division/country:us/state:ok/county:kingfisher,Kingfisher County OK,,405-375-3895,,County Courthouse,101 S Main St,Kingfisher,OK,73750,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,79,County Courthouse,"101 S Main St, Kingfisher, OK 73750",,08:00 AM - 06:00 PM,,ho17551353,false,true,,,,poll56882849
Kingfisher County,County Clerk,ocd-division/country:us/state:ok/county:kingfisher,Kingfisher County OK,,405-375-3895,,County Courthouse,101 S Main St,Kingfisher,OK,73750,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,80,County Courthouse,"101 S Main St, Kingfisher, OK 73750",,09:00 AM - 02:00 PM,,ho17551353,false,true,,,,poll56882849
Kiowa County,County Clerk,ocd-division/country:us/state:ok/county:kiowa,Kiowa County OK,,580-726-2509,,,215 N Lincoln St,Hobart,OK,73651,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,81,,"215 N Lincoln St, Hobart, OK 73651",,08:00 AM - 06:00 PM,,ho52546181,false,true,,,,poll37086760
Kiowa County,County Clerk,ocd-division/country:us/state:ok/county:kiowa,Kiowa County OK,,580-726-2509,,,215 N Lincoln St,Hobart,OK,73651,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,82,,"215 N Lincoln St, Hobart, OK 73651",,09:00 AM - 02:00 PM,,ho52546181,false,true,,,,poll37086760
Latimer County,County Clerk,ocd-division/country:us/state:ok/county:latimer,Latimer County OK,,918-465-3703,,County Courthouse,109 N Central St,Wilburton,OK,74578,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,83,County Courthouse,"109 N Central St, Wilburton, OK 74578",,08:00 AM - 06:00 PM,,ho19406818,false,true,,,,poll14940288
Latimer County,County Clerk,ocd-division/country:us/state:ok/county:latimer,Latimer County OK,,918-465-3703,,County Courthouse,109 N Central St,Wilburton,OK,74578,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,84,County Courthouse,"109 N Central St, Wilburton, OK 74578",,09:00 AM - 02:00 PM,,ho19406818,false,true,,,,poll14940288
LeFlore County,County Clerk,ocd-division/country:us/state:ok/county:le_flore,LeFlore County OK,,918-647-3701,,,103 N Church St,Poteau,OK,74953,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,85,,"103 N Church St, Poteau, OK 74953",,08:00 AM - 06:00 PM,,ho56369565,false,true,,,,poll57002759
LeFlore County,County Clerk,ocd-division/country:us/state:ok/county:le_flore,LeFlore County OK,,918-647-3701,,,103 N Church St,Poteau,OK,74953,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,86,,"103 N Church St, Poteau, OK 74953",,09:00 AM - 02:00 PM,,ho56369565,false,true,,,,poll57002759
Lincoln County,County Clerk,ocd-division/country:us/state:ok/county:lincoln,Lincoln County OK,,405-258-1349,,County Courthouse,811 Manvel Ave,Chandler,OK,74834,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,87,County Courthouse,"811 Manvel Ave, Chandler, OK 74834",,08:00 AM - 06:00 PM,,ho17536917,false,true,,,,poll96322106
Lincoln County,County Clerk,ocd-division/country:us/state:ok/county:lincoln,Lincoln County OK,,405-258-1349,,County Courthouse,811 Manvel Ave,Chandler,OK,74834,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,88,County Courthouse,"811 Manvel Ave, Chandler, OK 74834",,09:00 AM - 02:00 PM,,ho17536917,false,true,,,,poll96322106
Logan County,County Clerk,ocd-division/country:us/state:ok/county:logan,Logan County OK,,405-282-1900,,,224 E Vilas Ave,Guthrie,OK,73044,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,89,,"224 E Vilas Ave, Guthrie, OK 73044",,08:00 AM - 06:00 PM,,ho85334159,false,true,,,,poll37998762
Logan County,County Clerk,ocd-division/country:us/state:ok/county:logan,Logan County OK,,405-282-1900,,,224 E Vilas Ave,Guthrie,OK,73044,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,90,,"224 E Vilas Ave, Guthrie, OK 73044",,09:00 AM - 02:00 PM,,ho85334159,false,true,,,,poll37998762
Love County,County Clerk,ocd-division/country:us/state:ok/county:love,Love County OK,,580-276-2242,,County Courthouse,405 W Main St,Marietta,OK,73448,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,91,County Courthouse,"405 W Main St, Marietta, OK 73448",,08:00 AM - 06:00 PM,,ho47180811,false,true,,,,poll51841705
Love County,County Clerk,ocd-division/country:us/state:ok/county:love,Love County OK,,580-276-2242,,County Courthouse,405 W Main St,Marietta,OK,73448,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,92,County Courthouse,"405 W Main St, Marietta, OK 73448",,09:00 AM - 02:00 PM,,ho47180811,false,true,,,,poll51841705
McClain County,County Clerk,ocd-division/country:us/state:ok/county:mcclain,McClain County OK,,405-527-3121,,County Courthouse,121 N 2nd Ave,Purcell,OK,73080,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,93,County Courthouse,"121 N 2nd Ave, Purcell, OK 73080",,08:00 AM - 06:00 PM,,ho3253396,false,true,,,,poll2225558
McClain County,County Clerk,ocd-division/country:us/state:ok/county:mcclain,McClain County OK,,405-527-3121,,County Courthouse,121 N 2nd Ave,Purcell,OK,73080,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,94,County Courthouse,"121 N 2nd Ave, Purcell, OK 73080",,09:00 AM - 02:00 PM,,ho3253396,false,true,,,,poll2225558
McCurtain County,County Clerk,ocd-division/country:us/state:ok/county:mccurtain,McCurtain County OK,,580-286-7405,,,104 N Central Ave,Idabel,OK,74745,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,95,,"104 N Central Ave, Idabel, OK 74745",,08:00 AM - 06:00 PM,,ho3972335,false,true,,,,poll68128971
McCurtain County,County Clerk,ocd-division/country:us/state:ok/county:mccurtain,McCurtain County OK,,580-286-7405,,,104 N Central Ave,Idabel,OK,74745,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,96,,"104 N Central Ave, Idabel, OK 74745",,09:00 AM - 02:00 PM,,ho3972335,false,true,,,,poll68128971
McIntosh County,County Clerk,ocd-division/country:us/state:ok/county:mcintosh,McIntosh County OK,,918-689-2452,,County Courthouse,110 N 1st St,Eufaula,OK,74432,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,97,County Courthouse,"110 N 1st St, Eufaula, OK 74432",,08:00 AM - 06:00 PM,,ho31590568,false,true,,,,poll92735547
McIntosh County,County Clerk,ocd-division/country:us/state:ok/county:mcintosh,McIntosh County OK,,918-689-2452,,County Courthouse,110 N 1st St,Eufaula,OK,74432,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,98,County Courthouse,"110 N 1st St, Eufaula, OK 74432",,09:00 AM - 02:00 PM,,ho31590568,false,true,,,,poll92735547
Major County,County Clerk,ocd-division/country:us/state:ok/county:major,Major County OK,,580-227-4520,,,500 E Broadway,Allen,OK,74825,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,99,,"500 E Broadway, Allen, OK 74825",,08:00 AM - 06:00 PM,,ho13549980,false,true,,,,poll43596399
Major County,County Clerk,ocd-division/country:us/state:ok/county:major,Major County OK,,580-227-4520,,,500 E Broadway,Allen,OK,74825,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,100,,"500 E Broadway, Allen, OK 74825",,09:00 AM - 02:00 PM,,ho13549980,false,true,,,,poll43596399
Marshall County,County Clerk,ocd-division/country:us/state:ok/county:marshall,Marshall County OK,,580-795-5460,,County Courthouse,100 E Main St,Madill,OK,73446,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,101,County Courthouse,"100 E Main St, Madill, OK 73446",,08:00 AM - 06:00 PM,,ho61835331,false,true,,,,poll8424927
Marshall County,County Clerk,ocd-division/country:us/state:ok/county:marshall,Marshall County OK,,580-795-5460,,County Courthouse,100 E Main St,Madill,OK,73446,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,102,County Courthouse,"100 E Main St, Madill, OK 73446",,09:00 AM - 02:00 PM,,ho61835331,false,true,,,,poll8424927
Mayes County,County Clerk,ocd-division/country:us/state:ok/county:mayes,Mayes County OK,,918-825-1826,,County Courthouse,1 Court Pl,Pryor,OK,74361,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,103,County Courthouse,"1 Court Pl, Pryor, OK 74361",,08:00 AM - 06:00 PM,,ho88489341,false,true,,,,poll87691214
Mayes County,County Clerk,ocd-division/country:us/state:ok/county:mayes,Mayes County OK,,918-825-1826,,County Courthouse,1 Court Pl,Pryor,OK,74361,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,104,County Courthouse,"1 Court Pl, Pryor, OK 74361",,09:00 AM - 02:00 PM,,ho88489341,false,true,,,,poll87691214
Murray County,County Clerk,ocd-division/country:us/state:ok/county:murray,Murray County OK,,580-622-3800,,County Courthouse,1001 W Wyandotte Ave,Sulphur,OK,73086,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,105,County Courthouse,"1001 W Wyandotte Ave, Sulphur, OK 73086",,08:00 AM - 06:00 PM,,ho23117653,false,true,,,,poll22331772
Murray County,County Clerk,ocd-division/country:us/state:ok/county:murray,Murray County OK,,580-622-3800,,County Courthouse,1001 W Wyandotte Ave,Sulphur,OK,73086,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,106,County Courthouse,"1001 W Wyandotte Ave, Sulphur, OK 73086",,09:00 AM - 02:00 PM,,ho23117653,false,true,,,,poll22331772
Muskogee County,County Clerk,ocd-division/country:us/state:ok/county:muskogee,Muskogee County OK,,918-687-8151,,,400 W Broadway St,Muskogee,OK,74401,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,107,,"400 W Broadway St, Muskogee, OK 74401",,08:00 AM - 06:00 PM,,ho8158143,false,true,,,,poll38233474
Muskogee County,County Clerk,ocd-division/country:us/state:ok/county:muskogee,Muskogee County OK,,918-687-8151,,,400 W Broadway St,Muskogee,OK,74401,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,108,,"400 W Broadway St, Muskogee, OK 74401",,09:00 AM - 02:00 PM,,ho8158143,false,true,,,,poll38233474
Noble County,County Clerk,ocd-division/country:us/state:ok/county:noble,Noble County OK,,580-336-3527,,County Courthouse,300 Courthouse Dr,Perry,OK,73077,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,109,County Courthouse,"300 Courthouse Dr, Perry, OK 73077",,08:00 AM - 06:00 PM,,ho57511667,false,true,,,,poll63257279
Noble County,County Clerk,ocd-division/country:us/state:ok/county:noble,Noble County OK,,580-336-3527,,County Courthouse,300 Courthouse Dr,Perry,OK,73077,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,110,County Courthouse,"300 Courthouse Dr, Perry, OK 73077",,09:00 AM - 02:00 PM,,ho57511667,false,true,,,,poll63257279
Nowata County,County Clerk,ocd-division/country:us/state:ok/county:nowata,Nowata County OK,,918-273-0710,,,228 N Maple St,Nowata,OK,74048,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,111,,"228 N Maple St, Nowata, OK 74048",,08:00 AM - 06:00 PM,,ho85185900,false,true,,,,poll75868568
Nowata County,County Clerk,ocd-division/country:us/state:ok/county:nowata,Nowata County OK,,918-273-0710,,,228 N Maple St,Nowata,OK,74048,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,112,,"228 N Maple St, Nowata, OK 74048",,09:00 AM - 02:00 PM,,ho85185900,false,true,,,,poll75868568
Okfuskee County,County Clerk,ocd-division/country:us/state:ok/county:okfuskee,Okfuskee County OK,,918-623-0105,,County Courthouse,209 N 3rd St,Okemah,OK,74859,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,113,County Courthouse,"209 N 3rd St, Okemah, OK 74859",,08:00 AM - 06:00 PM,,ho82715674,false,true,,,,poll74053035
Okfuskee County,County Clerk,ocd-division/country:us/state:ok/county:okfuskee,Okfuskee County OK,,918-623-0105,,County Courthouse,209 N 3rd St,Okemah,OK,74859,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,114,County Courthouse,"209 N 3rd St, Okemah, OK 74859",,09:00 AM - 02:00 PM,,ho82715674,false,true,,,,poll74053035
Oklahoma County,County Clerk,ocd-division/country:us/state:ok/county:oklahoma,Oklahoma County OK,,405-713-1515,,,4201 N Lincoln Blvd,Oklahoma City,OK,73105,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,115,,"4201 N Lincoln Blvd, Oklahoma City, OK 73105",,08:00 AM - 06:00 PM,,ho44055042,false,true,,,,poll25925379
Oklahoma County,County Clerk,ocd-division/country:us/state:ok/county:oklahoma,Oklahoma County OK,,405-713-1515,,,4201 N Lincoln Blvd,Oklahoma City,OK,73105,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,116,,"4201 N Lincoln Blvd, Oklahoma City, OK 73105",,09:00 AM - 02:00 PM,,ho44055042,false,true,,,,poll25925379
Okmulgee County,County Clerk,ocd-division/country:us/state:ok/county:okmulgee,Okmulgee County OK,,918-756-2365,,County Courthouse,314 W 7th St,Okmulgee,OK,74447,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,117,County Courthouse,"314 W 7th St, Okmulgee, OK 74447",,08:00 AM - 06:00 PM,,ho52480328,false,true,,,,poll33976234
Okmulgee County,County Clerk,ocd-division/country:us/state:ok/county:okmulgee,Okmulgee County OK,,918-756-2365,,County Courthouse,314 W 7th St,Okmulgee,OK,74447,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,118,County Courthouse,"314 W 7th St, Okmulgee, OK 74447",,09:00 AM - 02:00 PM,,ho52480328,false,true,,,,poll33976234
Osage County,County Clerk,ocd-division/country:us/state:ok/county:osage,Osage County OK,,918-287-3036,,,630 Kihekah Ave,Pawhuska,OK,74056,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,119,,"630 Kihekah Ave, Pawhuska, OK 74056",,08:00 AM - 06:00 PM,,ho49497399,false,true,,,,poll92258825
Osage County,County Clerk,ocd-division/country:us/state:ok/county:osage,Osage County OK,,918-287-3036,,,630 Kihekah Ave,Pawhuska,OK,74056,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,120,,"630 Kihekah Ave, Pawhuska, OK 74056",,09:00 AM - 02:00 PM,,ho49497399,false,true,,,,poll92258825
Ottawa County,County Clerk,ocd-division/country:us/state:ok/county:ottawa,Ottawa County OK,,918-542-2893,,County Courthouse,123 E Central Ave,Miami,OK,74354,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,121,County Courthouse,"123 E Central Ave, Miami, OK 74354",,08:00 AM - 06:00 PM,,ho4357854,false,true,,,,poll58960717
Ottawa County,County Clerk,ocd-division/country:us/state:ok/county:ottawa,Ottawa County OK,,918-542-2893,,County Courthouse,123 E Central Ave,Miami,OK,74354,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,122,County Courthouse,"123 E Central Ave, Miami, OK 74354",,09:00 AM - 02:00 PM,,ho4357854,false,true,,,,poll58960717
Pawnee County,County Clerk,ocd-division/country:us/state:ok/county:pawnee,Pawnee County OK,,918-762-2125,,County Courthouse,500 Harrison St,Pawnee,OK,74058,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,123,County Courthouse,"500 Harrison St, Pawnee, OK 74058",,08:00 AM - 06:00 PM,,ho88512974,false,true,,,,poll13947595
Pawnee County,County Clerk,ocd-division/country:us/state:ok/county:pawnee,Pawnee County OK,,918-762-2125,,County Courthouse,500 Harrison St,Pawnee,OK,74058,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,124,County Courthouse,"500 Harrison St, Pawnee, OK 74058",,09:00 AM - 02:00 PM,,ho88512974,false,true,,,,poll13947595
Payne County,County Clerk,ocd-division/country:us/state:ok/county:payne,Payne County OK,,405-747-8350,,,315 W 6th Ave,Stillwater,OK,74074,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,125,,"315 W 6th Ave, Stillwater, OK 74074",,08:00 AM - 06:00 PM,,ho52093175,false,true,,,,poll32414091
Payne County,County Clerk,ocd-division/country:us/state:ok/county:payne,Payne County OK,,405-747-8350,,,315 W 6th Ave,Stillwater,OK,74074,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,126,,"315 W 6th Ave, Stillwater, OK 74074",,09:00 AM - 02:00 PM,,ho52093175,false,true,,,,poll32414091
Pittsburg County,County Clerk,ocd-division/country:us/state:ok/county:pittsburg,Pittsburg County OK,,918-423-3877,,,109 E Carl Albert Pkwy,McAlester,OK,74501,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,127,,"109 E Carl Albert Pkwy, McAlester, OK 74501",,08:00 AM - 06:00 PM,,ho81420682,false,true,,,,poll77696320
Pittsburg County,County Clerk,ocd-division/country:us/state:ok/county:pittsburg,Pittsburg County OK,,918-423-3877,,,109 E Carl Albert Pkwy,McAlester,OK,74501,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,128,,"109 E Carl Albert Pkwy, McAlester, OK 74501",,09:00 AM - 02:00 PM,,ho81420682,false,true,,,,poll77696320
Pontotoc County,County Clerk,ocd-division/country:us/state:ok/county:pontotoc,Pontotoc County OK,,580-332-4534,,,131 W 13th St,Ada,OK,74820,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,129,,"131 W 13th St, Ada, OK 74820",,08:00 AM - 06:00 PM,,ho59766032,false,true,,,,poll82719986
Pontotoc County,County Clerk,ocd-division/country:us/state:ok/county:pontotoc,Pontotoc County OK,,580-332-4534,,,131 W 13th St,Ada,OK,74820,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,130,,"131 W 13th St, Ada, OK 74820",,09:00 AM - 02:00 PM,,ho59766032,false,true,,,,poll82719986
Pottawatomie County,County Clerk,ocd-division/country:us/state:ok/county:pottawatomie,Pottawatomie County OK,,405-273-8376,,,14101 Acme Rd,Shawnee,OK,74804,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,131,,"14101 Acme Rd, Shawnee, OK 74804",,08:00 AM - 06:00 PM,,ho49648551,false,true,,,,poll87472022
Pottawatomie County,County Clerk,ocd-division/country:us/state:ok/county:pottawatomie,Pottawatomie County OK,,405-273-8376,,,14101 Acme Rd,Shawnee,OK,74804,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,132,,"14101 Acme Rd, Shawnee, OK 74804",,09:00 AM - 02:00 PM,,ho49648551,false,true,,,,poll87472022
Pushmataha County,County Clerk,ocd-division/country:us/state:ok/county:pushmataha,Pushmataha County OK,,580-298-3292,,,204 SW 4th St,Tuttle,OK,73089,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,133,,"204 SW 4th St, Tuttle, OK 73089",,08:00 AM - 06:00 PM,,ho7102508,false,true,,,,poll43874679
Pushmataha County,County Clerk,ocd-division/country:us/state:ok/county:pushmataha,Pushmataha County OK,,580-298-3292,,,204 SW 4th St,Tuttle,OK,73089,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,134,,"204 SW 4th St, Tuttle, OK 73089",,09:00 AM - 02:00 PM,,ho7102508,false,true,,,,poll43874679
Roger Mills County,County Clerk,ocd-division/country:us/state:ok/county:roger_mills,Roger Mills County OK,,580-497-3330,,County Courthouse ,504 E Broadway,Hammon,OK,73650,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,135,County Courthouse ,"504 E Broadway, Hammon, OK 73650",,08:00 AM - 06:00 PM,,ho67602667,false,true,,,,poll50436271
Roger Mills County,County Clerk,ocd-division/country:us/state:ok/county:roger_mills,Roger Mills County OK,,580-497-3330,,County Courthouse ,504 E Broadway,Hammon,OK,73650,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,136,County Courthouse ,"504 E Broadway, Hammon, OK 73650",,09:00 AM - 02:00 PM,,ho67602667,false,true,,,,poll50436271
Rogers County,County Clerk,ocd-division/country:us/state:ok/county:rogers,Rogers County OK,,918-341-2965,,,415 W 1st St,Edmond,OK,73003,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,137,,"415 W 1st St, Edmond, OK 73003",,08:00 AM - 06:00 PM,,ho80701920,false,true,,,,poll738527
Rogers County,County Clerk,ocd-division/country:us/state:ok/county:rogers,Rogers County OK,,918-341-2965,,,415 W 1st St,Edmond,OK,73003,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,138,,"415 W 1st St, Edmond, OK 73003",,09:00 AM - 02:00 PM,,ho80701920,false,true,,,,poll738527
Seminole County,County Clerk,ocd-division/country:us/state:ok/county:seminole,Seminole County OK,,405-257-2786,,County Courthouse,110 S Wewoka Ave,Wewoka,OK,74884,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,139,County Courthouse,"110 S Wewoka Ave, Wewoka, OK 74884",,08:00 AM - 06:00 PM,,ho92734485,false,true,,,,poll51093539
Seminole County,County Clerk,ocd-division/country:us/state:ok/county:seminole,Seminole County OK,,405-257-2786,,County Courthouse,110 S Wewoka Ave,Wewoka,OK,74884,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,140,County Courthouse,"110 S Wewoka Ave, Wewoka, OK 74884",,09:00 AM - 02:00 PM,,ho92734485,false,true,,,,poll51093539
Sequoyah County,County Clerk,ocd-division/country:us/state:ok/county:sequoyah,Sequoyah County OK,,918-775-2614,,,110 E Creek Ave,Sallisaw,OK,74955,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,141,,"110 E Creek Ave, Sallisaw, OK 74955",,08:00 AM - 06:00 PM,,ho14973113,false,true,,,,poll52861954
Sequoyah County,County Clerk,ocd-division/country:us/state:ok/county:sequoyah,Sequoyah County OK,,918-775-2614,,,110 E Creek Ave,Sallisaw,OK,74955,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,142,,"110 E Creek Ave, Sallisaw, OK 74955",,09:00 AM - 02:00 PM,,ho14973113,false,true,,,,poll52861954
Stephens County,County Clerk,ocd-division/country:us/state:ok/county:stephens,Stephens County OK,,580-255-8782,,County Courthouse,101 S 11th St,Duncan,OK,73533,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,143,County Courthouse,"101 S 11th St, Duncan, OK 73533",,08:00 AM - 06:00 PM,,ho5169737,false,true,,,,poll23984859
Stephens County,County Clerk,ocd-division/country:us/state:ok/county:stephens,Stephens County OK,,580-255-8782,,County Courthouse,101 S 11th St,Duncan,OK,73533,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,144,County Courthouse,"101 S 11th St, Duncan, OK 73533",,09:00 AM - 02:00 PM,,ho5169737,false,true,,,,poll23984859
Texas County,County Clerk,ocd-division/country:us/state:ok/county:texas,Texas County OK,,580-338-7644,,Courthouse Annex,301 N Main St,Guymon,OK,73942,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,145,Courthouse Annex,"301 N Main St, Guymon, OK 73942",,08:00 AM - 06:00 PM,,ho99889032,false,true,,,,poll79660625
Texas County,County Clerk,ocd-division/country:us/state:ok/county:texas,Texas County OK,,580-338-7644,,Courthouse Annex,301 N Main St,Guymon,OK,73942,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,146,Courthouse Annex,"301 N Main St, Guymon, OK 73942",,09:00 AM - 02:00 PM,,ho99889032,false,true,,,,poll79660625
Tillman County,County Clerk,ocd-division/country:us/state:ok/county:tillman,Tillman County OK,,580-335-2287,,County Courthouse ,201 N Main St,Frederick,OK,73542,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,147,County Courthouse ,"201 N Main St, Frederick, OK 73542",,08:00 AM - 06:00 PM,,ho80887623,false,true,,,,poll43768733
Tillman County,County Clerk,ocd-division/country:us/state:ok/county:tillman,Tillman County OK,,580-335-2287,,County Courthouse ,201 N Main St,Frederick,OK,73542,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,148,County Courthouse ,"201 N Main St, Frederick, OK 73542",,09:00 AM - 02:00 PM,,ho80887623,false,true,,,,poll43768733
Tulsa County,County Clerk,ocd-division/country:us/state:ok/county:tulsa,Tulsa County OK,,918-596-5780,,,555 N Denver Ave,Tulsa,OK,74103,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,149,,"555 N Denver Ave, Tulsa, OK 74103",,08:00 AM - 06:00 PM,,ho95615808,false,true,,,,poll52556045
Tulsa County,County Clerk,ocd-division/country:us/state:ok/county:tulsa,Tulsa County OK,,918-596-5780,,,555 N Denver Ave,Tulsa,OK,74103,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,150,,"555 N Denver Ave, Tulsa, OK 74103",,09:00 AM - 02:00 PM,,ho95615808,false,true,,,,poll52556045
Wagoner County,County Clerk,ocd-division/country:us/state:ok/county:wagoner,Wagoner County OK,,918-485-2142,,,208 N Lee Ave,Wagoner,OK,74467,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,151,,"208 N Lee Ave, Wagoner, OK 74467",,08:00 AM - 06:00 PM,,ho90736621,false,true,,,,poll60666899
Wagoner County,County Clerk,ocd-division/country:us/state:ok/county:wagoner,Wagoner County OK,,918-485-2142,,,208 N Lee Ave,Wagoner,OK,74467,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,152,,"208 N Lee Ave, Wagoner, OK 74467",,09:00 AM - 02:00 PM,,ho90736621,false,true,,,,poll60666899
Washington County,County Clerk,ocd-division/country:us/state:ok/county:washington,Washington County OK,,918-337-2850,,,420 S Johnstone Ave,Bartlesville,OK,74003,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,153,,"420 S Johnstone Ave, Bartlesville, OK 74003",,08:00 AM - 06:00 PM,,ho66555372,false,true,,,,poll80547592
Washington County,County Clerk,ocd-division/country:us/state:ok/county:washington,Washington County OK,,918-337-2850,,,420 S Johnstone Ave,Bartlesville,OK,74003,09:00:00 - 05:00,14:00:00 - 05:00,11/5/16,11/5/16,154,,"420 S Johnstone Ave, Bartlesville, OK 74003",,09:00 AM - 02:00 PM,,ho66555372,false,true,,,,poll80547592
Washita County,County Clerk,ocd-division/country:us/state:ok/county:washita,Washita County OK,,580-832-3658,,,111 E Main St,Stroud,OK,74079,08:00:00 - 05:00,18:00:00 - 05:00,11/3/16,11/4/16,155,,"111 E Main St, Stroud, OK 74079",,08:00 AM - 06:00 PM,,ho72163844,false,true,,,,poll19104778
