office-name,title,ocd_division,description,homepage,phone,email,loc_name,street,dirs,city,state,zip,start_time,end_time,start_date,end_date,subject_to_change,notes,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,,101 N. Main St.,,Princeton,IN,47670,08:00:00 - 05:00,15:00:00 - 05:00,10/29/16,10/29/16,FALSE,,354,"101 N. Main St., Princeton, IN 47670",,08:00 AM - 03:00 PM,,ho67428094,FALSE,TRUE,,,,poll19763318
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,,101 N. Main St.,,Princeton,IN,47670,09:00:00 - 05:00,16:00:00 - 05:00,10/31/16,11/4/16,FALSE,,355,"101 N. Main St., Princeton, IN 47670",,09:00 AM - 04:00 PM,,ho67428094,FALSE,TRUE,,,,poll19763318
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,,101 N. Main St.,,Princeton,IN,47670,08:00:00 - 05:00,15:00:00 - 05:00,11/5/16,11/5/16,FALSE,,356,"101 N. Main St., Princeton, IN 47670",,08:00 AM - 03:00 PM,,ho67428094,FALSE,TRUE,,,,poll19763318
Gibson County,Circuit Court Clerk,ocd-division/country:us/state:in/county:gibson,Gibson County IN,http://www.gibsoncounty-in.gov/departments/clerk/default.aspx,(812) 385-2541,jmorrow@gibsoncounty-in.gov,,101 N. Main St.,,Princeton,IN,47670,08:00:00 - 06:00,12:00:00 - 06:00,11/7/16,11/7/16,FALSE,,357,"101 N. Main St., Princeton, IN 47670",,08:00 AM - 12:00 PM,,ho67428094,FALSE,TRUE,,,,poll19763318
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,,358,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 04:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,,359,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 04:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,,360,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 04:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,361,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 03:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,FALSE,,362,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 04:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,363,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 03:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Grant County,Circuit Court Clerk,ocd-division/country:us/state:in/county:grant,Grant County IN,http://voters.grantcounty27.us/,(765) 664-7488/9880,voters@grantcounty.net,,101 E. 4th Street,Room B-9,Marion,IN,46952,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,364,"101 E. 4th Street, Marion, IN 46952",Room B-9,08:00 AM - 12:00 PM,,ho44847562,FALSE,TRUE,,,,poll4507439
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,8 - 4; no closed for lunch. Closed at noon on Nov 7; 2 sat prior: 8  - 3 ,365,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 04:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,,366,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 04:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,,367,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 04:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,368,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 03:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/3/16,FALSE,,369,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 04:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,20:00:00 - 04:00,11/4/16,11/4/16,FALSE,,370,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 08:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,FALSE,,371,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 03:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Greene County,County Voter Registration,ocd-division/country:us/state:in/county:greene,Greene County IN,http://www.co.greene.in.us/department/index.php?structureid=13,(812) 384-2015,susan.fowler@co.greene.in.us or registration@co.greene.in.us,,1 E. Main St.,,Bloomfield,IN,47424,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,FALSE,,372,"1 E. Main St., Bloomfield, IN 47424",,08:00 AM - 12:00 PM,,ho90370311,FALSE,TRUE,,,,poll99733605
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/12/16,10/14/16,TRUE,,373,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/21/16,TRUE,,374,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/28/16,TRUE,,375,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,TRUE,,376,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,09:00 AM - 04:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,11/4/16,TRUE,,377,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,11/5/16,11/5/16,TRUE,,378,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,09:00 AM - 04:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,TRUE,,379,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 12:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,10/12/16,10/12/16,FALSE,,380,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 07:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/13/16,10/14/16,FALSE,,381,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/17/16,10/18/16,FALSE,,382,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,10/19/16,10/19/16,FALSE,,383,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 07:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/20/16,10/21/16,FALSE,,384,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,09:00:00 - 04:00,16:00:00 - 04:00,10/22/16,10/22/16,FALSE,,385,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,09:00 AM - 04:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/24/16,10/25/16,FALSE,,386,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,10/26/16,10/26/16,FALSE,,387,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 07:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/27/16,10/28/16,FALSE,,388,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,10/31/16,10/31/16,FALSE,,390,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,11/1/16,11/1/16,FALSE,,391,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 07:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,11/2/16,11/2/16,FALSE,,392,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,19:00:00 - 04:00,11/3/16,11/3/16,FALSE,,393,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 07:00 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,1 Hamilton County Square,Suite 106,Noblesville,IN,46060-2230,08:00:00 - 04:00,16:30:00 - 04:00,11/4/16,11/4/16,FALSE,,394,"1 Hamilton County Square, Noblesville, IN 46060",Suite 106,08:00 AM - 04:30 PM,,ho18093359,FALSE,TRUE,,,,poll27568414
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,14:00:00 - 04:00,19:00:00 - 04:00,10/19/16,10/20/16,FALSE,,397,"55 4th Ave SE, Carmel, IN 46032",,02:00 PM - 07:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,10:00:00 - 04:00,15:00:00 - 04:00,10/21/16,10/22/16,FALSE,,398,"55 4th Ave SE, Carmel, IN 46032",,10:00 AM - 03:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,13:00:00 - 04:00,18:00:00 - 04:00,10/26/16,10/26/16,FALSE,,399,"55 4th Ave SE, Carmel, IN 46032",,01:00 PM - 06:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,14:00:00 - 04:00,19:00:00 - 04:00,10/27/16,10/27/16,FALSE,,400,"55 4th Ave SE, Carmel, IN 46032",,02:00 PM - 07:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,10:00:00 - 04:00,15:00:00 - 04:00,10/28/16,10/29/16,FALSE,,401,"55 4th Ave SE, Carmel, IN 46032",,10:00 AM - 03:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,13:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/3/16,FALSE,,402,"55 4th Ave SE, Carmel, IN 46032",,01:00 PM - 06:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Carmel Clay Public Library,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,55 4th Ave SE ,,Carmel,IN,46032,10:00:00 - 04:00,15:00:00 - 04:00,11/4/16,11/5/16,FALSE,,403,"55 4th Ave SE, Carmel, IN 46032",,10:00 AM - 03:00 PM,,ho28564172,FALSE,TRUE,,,,poll89167529
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,12:00:00 - 04:00,17:00:00 - 04:00,10/19/16,10/19/16,FALSE,,404,"One Municipal Drive, Fishers, IN 46038",,12:00 PM - 05:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,10:00:00 - 04:00,15:00:00 - 04:00,10/21/16,10/22/16,FALSE,,405,"One Municipal Drive, Fishers, IN 46038",,10:00 AM - 03:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,12:00:00 - 04:00,16:00:00 - 04:00,10/26/16,10/26/16,FALSE,,406,"One Municipal Drive, Fishers, IN 46038",,12:00 PM - 04:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,12:00:00 - 04:00,17:00:00 - 04:00,10/27/16,10/27/16,FALSE,,407,"One Municipal Drive, Fishers, IN 46038",,12:00 PM - 05:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,10:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,FALSE,,408,"One Municipal Drive, Fishers, IN 46038",,10:00 AM - 03:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,14:00:00 - 04:00,19:00:00 - 04:00,11/2/16,11/3/16,FALSE,,409,"One Municipal Drive, Fishers, IN 46038",,02:00 PM - 07:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hamilton County,Fishers City Hall,ocd-division/country:us/state:in/county:hamilton,Hamilton County IN,http://hamiltoncounty.in.gov/219/Elections-Office,(317) 776-8476,elections@hamiltoncounty.in.gov,,One Municipal Drive,,Fishers,IN,46038,10:00:00 - 04:00,15:00:00 - 04:00,11/4/16,11/5/16,FALSE,,410,"One Municipal Drive, Fishers, IN 46038",,10:00 AM - 03:00 PM,,ho57826284,FALSE,TRUE,,,,poll752916
Hancock County,County Election Office,ocd-division/country:us/state:in/county:hancock,Hancock County IN,http://hancockcoingov.org/hancock-county-indiana-election-office,(317) 477-1109,mrmoore@hancockcoingov.org,,9 East Main Street,Room 213,Greenfield,IN,46140,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,FALSE,http://hancockcoingov.org/hancock-county-indiana-election-office-polling-locations-vote-centers ,411,"9 East Main Street, Greenfield, IN 46140",Room 213,08:00 AM - 04:00 PM,,ho23168737,FALSE,TRUE,,,,poll94584289
Hancock County,County Election Office,ocd-division/country:us/state:in/county:hancock,Hancock County IN,http://hancockcoingov.org/hancock-county-indiana-election-office,(317) 477-1109,mrmoore@hancockcoingov.org,,9 East Main Street,Room 213,Greenfield,IN,46140,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,FALSE,,412,"9 East Main Street, Greenfield, IN 46140",Room 213,08:00 AM - 04:00 PM,,ho23168737,FALSE,TRUE,,,,poll94584289
Hancock County,County Election Office,ocd-division/country:us/state:in/county:hancock,Hancock County IN,http://hancockcoingov.org/hancock-county-indiana-election-office,(317) 477-1109,mrmoore@hancockcoingov.org,,9 East Main Street,Room 213,Greenfield,IN,46140,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,FALSE,,413,"9 East Main Street, Greenfield, IN 46140",Room 213,08:00 AM - 04:00 PM,,ho23168737,FALSE,TRUE,,,,poll94584289
Hancock County,County Election Office,ocd-division/country:us/state:in/county:hancock,Hancock County IN,http://hancockcoingov.org/hancock-county-indiana-election-office,(317) 477-1109,mrmoore@hancockcoingov.org,,9 East Main Street,Room 213,Greenfield,IN,46140,08:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16,FALSE,,414,"9 East Main Street, Greenfield, IN 46140",Room 213,08:00 AM - 04:00 PM,,ho23168737,FALSE,TRUE,,,,poll94584289
