spr,title,ocd_division,description,homepage,phone,email,loc_name,adr_1,adr_2,city,state,zip,start_time,end_time,start_date,end_date,notes,index,name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,119,,"315 W Jefferson, Jonesboro, AR 72401",,08:00 AM - 06:00 PM,,ho42995826,false,true,,,,poll93145916
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,120,,"315 W Jefferson, Jonesboro, AR 72401",,10:00 AM - 04:00 PM,,ho42995826,false,true,,,,poll93145916
Craighead County,Craighead County Election Annex,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,315 W Jefferson,,Jonesboro,AR,72401,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,121,,"315 W Jefferson, Jonesboro, AR 72401",,08:00 AM - 05:00 PM,,ho42995826,false,true,,,,poll93145916
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,,122,,"107 Cobean Blvd, Lake City, AR 72437",,08:00 AM - 06:00 PM,,ho70417622,false,true,,,,poll33922704
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,123,,"107 Cobean Blvd, Lake City, AR 72437",,10:00 AM - 04:00 PM,,ho70417622,false,true,,,,poll33922704
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,124,,"107 Cobean Blvd, Lake City, AR 72437",,08:00 AM - 06:00 PM,,ho70417622,false,true,,,,poll33922704
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,125,,"107 Cobean Blvd, Lake City, AR 72437",,10:00 AM - 04:00 PM,,ho70417622,false,true,,,,poll33922704
Craighead County,Lake City Courthouse,ocd-division/country:us/state:ar/county:craighead,Craighead County AR,,(870) 933-4520,craigheadclerk@arkansasclerks.com,,107 Cobean Blvd,,Lake City,AR,72437,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,126,,"107 Cobean Blvd, Lake City, AR 72437",,08:00 AM - 05:00 PM,,ho70417622,false,true,,,,poll33922704
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"offsite location, old Armory, 1820 Chestnut. 8-6pm M-F, Saturday 10-4pm, 7th 8-5pm.",127,,"1820 Chestnut St, Van Buren, AR 72956",,08:00 AM - 06:00 PM,,ho50123786,false,true,,,,poll10076781
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,128,,"1820 Chestnut St, Van Buren, AR 72956",,10:00 AM - 04:00 PM,,ho50123786,false,true,,,,poll10076781
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,129,,"1820 Chestnut St, Van Buren, AR 72956",,08:00 AM - 06:00 PM,,ho50123786,false,true,,,,poll10076781
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,130,,"1820 Chestnut St, Van Buren, AR 72956",,10:00 AM - 04:00 PM,,ho50123786,false,true,,,,poll10076781
Crawford County,County Clerk,ocd-division/country:us/state:ar/county:crawford,Crawford County AR,,(479) 474-1312,crawfordclerk@arkansasclerks.com,,1820 Chestnut St,,Van Buren,AR,72956,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,131,,"1820 Chestnut St, Van Buren, AR 72956",,08:00 AM - 05:00 PM,,ho50123786,false,true,,,,poll10076781
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm",132,,"100 Court Square, Marion, AR 72364",,08:00 AM - 06:00 PM,,ho82434301,false,true,,,,poll82645771
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm",133,,"100 Court Square, Marion, AR 72364",,10:00 AM - 04:00 PM,,ho82434301,false,true,,,,poll82645771
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm",134,,"100 Court Square, Marion, AR 72364",,08:00 AM - 06:00 PM,,ho82434301,false,true,,,,poll82645771
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm",135,,"100 Court Square, Marion, AR 72364",,10:00 AM - 04:00 PM,,ho82434301,false,true,,,,poll82645771
Crittenden County,County Clerk,ocd-division/country:us/state:ar/county:crittenden,Crittenden County AR,,(870) 739-4434,crittendenclerk@arkansasclerks.com,,100 Court Square,,Marion,AR,72364,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"Monday-Friday 8am-6pm; Saturday 10am-4pm and on Monday, November 7th, 8am-5pm",136,,"100 Court Square, Marion, AR 72364",,08:00 AM - 05:00 PM,,ho82434301,false,true,,,,poll82645771
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4,137,,"705 East Union St, Wynne, AR 72396",,08:00 AM - 06:00 PM,,ho2180267,false,true,,,,poll90777792
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4,138,,"705 East Union St, Wynne, AR 72396",,10:00 AM - 04:00 PM,,ho2180267,false,true,,,,poll90777792
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4,139,,"705 East Union St, Wynne, AR 72396",,08:00 AM - 06:00 PM,,ho2180267,false,true,,,,poll90777792
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4,140,,"705 East Union St, Wynne, AR 72396",,10:00 AM - 04:00 PM,,ho2180267,false,true,,,,poll90777792
Cross County,County Clerk,ocd-division/country:us/state:ar/county:cross,Cross County AR,,(870) 238-5735,crossclerk@arkansasclerks.com,,705 East Union St,,Wynne,AR,72396,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,courthouse - 8-6 Monday - Friday and on Saturday 10-4,141,,"705 East Union St, Wynne, AR 72396",,08:00 AM - 05:00 PM,,ho2180267,false,true,,,,poll90777792
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"10/24-11/7 8-6pm M-F and 10-4pm S at Desha county courthouse. November 2,3,4 8-6pm at McGehee Municipal Building, Demas Community Center. ",142,,"608 Robert Moore Street, Arkansas City, AR 71630",,08:00 AM - 06:00 PM,,ho28282373,false,true,,,,poll8815443
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,143,,"608 Robert Moore Street, Arkansas City, AR 71630",,10:00 AM - 04:00 PM,,ho28282373,false,true,,,,poll8815443
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,144,,"608 Robert Moore Street, Arkansas City, AR 71630",,08:00 AM - 06:00 PM,,ho28282373,false,true,,,,poll8815443
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,145,,"608 Robert Moore Street, Arkansas City, AR 71630",,10:00 AM - 04:00 PM,,ho28282373,false,true,,,,poll8815443
Desha County,County Clerk,ocd-division/country:us/state:ar/county:desha,Desha County AR,,(870) 877-2323,deshaclerk@arkansasclerks.com,,608 Robert Moore Street,,Arkansas City,AR,71630,08:00:00 - 06:00,17:00:00 - 05:00,11/7/2016,11/7/2016,,146,,"608 Robert Moore Street, Arkansas City, AR 71630",,08:00 AM - 05:00 PM,,ho28282373,false,true,,,,poll8815443
Desha County,McGehee Municipal Building,ocd-division/country:us/state:ar/county:desha,Desha County AR,,,,,901 Holly St,,McGehee,AR,71654,08:00:00 - 05:00,18:00:00 - 05:00,11/2/2016,11/4/2016,,147,,"901 Holly St, McGehee, AR 71654",,08:00 AM - 06:00 PM,,ho58194246,false,true,,,,poll3826799
Desha County,Dumas Community Center,ocd-division/country:us/state:ar/county:desha,Desha County AR,,,,,18 Belmont St,,Dumas,AR,71639,08:00:00 - 05:00,18:00:00 - 05:00,11/2/2016,11/4/2016,,148,,"18 Belmont St, Dumas, AR 71639",,08:00 AM - 06:00 PM,,ho42031502,false,true,,,,poll12790951
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6pm, Saturday 10-4pm, 11/7 ends at 5pm",149,,"210 South Main St., Monticello, AR 71655",,08:00 AM - 06:00 PM,,ho68448706,false,true,,,,poll6100786
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,150,,"210 South Main St., Monticello, AR 71655",,10:00 AM - 04:00 PM,,ho68448706,false,true,,,,poll6100786
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,151,,"210 South Main St., Monticello, AR 71655",,08:00 AM - 06:00 PM,,ho68448706,false,true,,,,poll6100786
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,152,,"210 South Main St., Monticello, AR 71655",,10:00 AM - 04:00 PM,,ho68448706,false,true,,,,poll6100786
Drew County,County Clerk,ocd-division/country:us/state:ar/county:drew,Drew County AR,,(870) 460-6260,drewclerk@arkansasclerks.com,,210 South Main St.,,Monticello,AR,71655,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,153,,"210 South Main St., Monticello, AR 71655",,08:00 AM - 05:00 PM,,ho68448706,false,true,,,,poll6100786
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,http://www.faulknercounty.org/votefaulkner.com/images/vote_date_times.pdf,154,,"801 Locust St., Conway, AR 72034",,08:00 AM - 06:00 PM,,ho4939602,false,true,,,,poll2619015
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,155,,"801 Locust St., Conway, AR 72034",,10:00 AM - 04:00 PM,,ho4939602,false,true,,,,poll2619015
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,156,,"801 Locust St., Conway, AR 72034",,08:00 AM - 06:00 PM,,ho4939602,false,true,,,,poll2619015
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,157,,"801 Locust St., Conway, AR 72034",,10:00 AM - 04:00 PM,,ho4939602,false,true,,,,poll2619015
Faulkner County,County Clerk,ocd-division/country:us/state:ar/county:faulkner,Faulkner County AR,,(501) 450-4909,faulknerclerk@arkansasclerks.com,,801 Locust St.,,Conway,AR,72034,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,158,,"801 Locust St., Conway, AR 72034",,08:00 AM - 05:00 PM,,ho4939602,false,true,,,,poll2619015
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm.",159,,"211 West Commercial, Ozark, AR 72949",,08:00 AM - 06:00 PM,,ho40330882,false,true,,,,poll72536162
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm.",160,,"211 West Commercial, Ozark, AR 72949",,10:00 AM - 04:00 PM,,ho40330882,false,true,,,,poll72536162
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm.",161,,"211 West Commercial, Ozark, AR 72949",,08:00 AM - 06:00 PM,,ho40330882,false,true,,,,poll72536162
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm.",162,,"211 West Commercial, Ozark, AR 72949",,10:00 AM - 04:00 PM,,ho40330882,false,true,,,,poll72536162
Franklin County,County Clerk,ocd-division/country:us/state:ar/county:franklin,Franklin County AR,,(479) 667-3607,franklinclerk@arkansasclerks.com,,211 West Commercial,,Ozark,AR,72949,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,"M-F 8am-6pm, Saturday the 29th of October and Saturday the 5th of November 10am- 4pm Monday November 7th early voting is 8am-5pm.",163,,"211 West Commercial, Ozark, AR 72949",,08:00 AM - 05:00 PM,,ho40330882,false,true,,,,poll72536162
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5",164,,"123 South Main Street, Salem, AR 72576",,08:00 AM - 06:00 PM,,ho47262805,false,true,,,,poll61675759
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,165,,"123 South Main Street, Salem, AR 72576",,10:00 AM - 04:00 PM,,ho47262805,false,true,,,,poll61675759
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,166,,"123 South Main Street, Salem, AR 72576",,08:00 AM - 06:00 PM,,ho47262805,false,true,,,,poll61675759
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,167,,"123 South Main Street, Salem, AR 72576",,10:00 AM - 04:00 PM,,ho47262805,false,true,,,,poll61675759
Fulton County,County Clerk,ocd-division/country:us/state:ar/county:fulton,Fulton County AR,,(870) 895-3310,fultonclerk@arkansasclerks.com,,123 South Main Street,,Salem,AR,72576,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,168,,"123 South Main Street, Salem, AR 72576",,08:00 AM - 05:00 PM,,ho47262805,false,true,,,,poll61675759
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5",169,,"649 Ouachita Ave, Hot Springs, AR 71901",,08:00 AM - 06:00 PM,,ho49395461,false,true,,,,poll23525682
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,170,,"649 Ouachita Ave, Hot Springs, AR 71901",,10:00 AM - 04:00 PM,,ho49395461,false,true,,,,poll23525682
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,171,,"649 Ouachita Ave, Hot Springs, AR 71901",,08:00 AM - 06:00 PM,,ho49395461,false,true,,,,poll23525682
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,172,,"649 Ouachita Ave, Hot Springs, AR 71901",,10:00 AM - 04:00 PM,,ho49395461,false,true,,,,poll23525682
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,649 Ouachita Ave,,Hot Springs,AR,71901,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,173,,"649 Ouachita Ave, Hot Springs, AR 71901",,08:00 AM - 05:00 PM,,ho49395461,false,true,,,,poll23525682
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5",174,,"3213 North Hwy 7, Hot Springs, AR 71909",,08:00 AM - 06:00 PM,,ho96868046,false,true,,,,poll72856680
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,175,,"3213 North Hwy 7, Hot Springs, AR 71909",,10:00 AM - 04:00 PM,,ho96868046,false,true,,,,poll72856680
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,176,,"3213 North Hwy 7, Hot Springs, AR 71909",,08:00 AM - 06:00 PM,,ho96868046,false,true,,,,poll72856680
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,177,,"3213 North Hwy 7, Hot Springs, AR 71909",,10:00 AM - 04:00 PM,,ho96868046,false,true,,,,poll72856680
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,3213 North Hwy 7,,Hot Springs,AR,71909,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,178,,"3213 North Hwy 7, Hot Springs, AR 71909",,08:00 AM - 05:00 PM,,ho96868046,false,true,,,,poll72856680
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"M-F 8-6, Sats 10-4, Nov 7th 8-5",179,,"525 Airport Rd, Hot Springs, AR 71913",,08:00 AM - 06:00 PM,,ho61221116,false,true,,,,poll66640195
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,,180,,"525 Airport Rd, Hot Springs, AR 71913",,10:00 AM - 04:00 PM,,ho61221116,false,true,,,,poll66640195
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,08:00:00 - 05:00,18:00:00 - 05:00,10/31/2016,11/4/2016,,181,,"525 Airport Rd, Hot Springs, AR 71913",,08:00 AM - 06:00 PM,,ho61221116,false,true,,,,poll66640195
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,10:00:00 - 05:00,16:00:00 - 05:00,11/5/2016,11/5/2016,,182,,"525 Airport Rd, Hot Springs, AR 71913",,10:00 AM - 04:00 PM,,ho61221116,false,true,,,,poll66640195
Garland County,County Clerk,ocd-division/country:us/state:ar/county:garland,Garland County AR,,(501) 622-3610,garlandclerk@arkansasclerks.com,,525 Airport Rd,,Hot Springs,AR,71913,08:00:00 - 06:00,17:00:00 - 06:00,11/7/2016,11/7/2016,,183,,"525 Airport Rd, Hot Springs, AR 71913",,08:00 AM - 05:00 PM,,ho61221116,false,true,,,,poll66640195
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,08:00:00 - 05:00,18:00:00 - 05:00,10/24/2016,10/28/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us.",184,,"101 West Center, Sheridan, AR 72150",Room 106,08:00 AM - 06:00 PM,,ho62505355,false,true,,,,poll5428156
Grant County,County Clerk,ocd-division/country:us/state:ar/county:grant,Grant County AR,,(870) 942-2631,grantclerk@arkansasclerks.com,,101 West Center,Room 106,Sheridan,AR,72150,10:00:00 - 05:00,16:00:00 - 05:00,10/29/2016,10/29/2016,"At this time, in Grant County we hold early voting in the courthouse only. The starting date is October 24th and will run through November 7th. Week day hours are 8 am until 6pm and we are open both Saturdays from 10 am until 4 pm. If we can help with any other questions, please feel free to contact us.",185,,"101 West Center, Sheridan, AR 72150",Room 106,10:00 AM - 04:00 PM,,ho62505355,false,true,,,,poll5428156
