office-name,ocd-division,phone,email,precinct,directions,name,address 1,address 2,city,state,zip,start_time,end_time
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,006-Menifee City,,Menifee City Hall Counsel Meeting Room,61 N Mustang St,,Menifee,AR,72107,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,007 - Howard City,,Plumerville Community Room,101 W Church St,,Plumerville,AR,72127,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,008 - Higgins,,Oppelo City Hall Counsel Meeting Room,8 Municipal Dr,,Oppelo,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,009 - Cedar Falls,,Petit Jean Baptist Church Fellowship Room,37 Jones Ln,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,010 - Gregory,,Hattieville Old School Building Meeting Room,621 Lake Loop,,Hattieville,AR,72063,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,011 - Griffin,,Jerusalem Old School Building Meeting Room,23 Old Schoolhouse Rd,,Jerusalem,AR,72080,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,012 - Lick Mountain,,Nemo Vista Administrative Building Board Room,5690 Hwy 9,,Center Ridge,AR,72027,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,013 - Washington East,,Overcup Fire Department Meeting Room,2738 Hwy 9,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,014 - McClaren,,St. Mary's Parish Hall,11 Kaufman Lane,,Hattieville,AR,72063,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,015 - Howard Rural,,Plumerville Community Room,101 W Church St,,Plumerville,AR,72127,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,016 - White Eagle,,Bryant's Cove Fellowship Room,147 Hwy 247,,Casa,AR,72025,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,017 - Morrilton Ward 3,,Morrilton Christian Center Fellowship Room,1212 W Childress St,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,018 - Morrilton Ward 4,,Family Life Worship Center,1309 Hwy 9,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,019 - Martin,,Oppelo City Hall Counsel Meeting Room,8 Municipal Dr,,Oppelo,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,020 - Morrilton Ward 2,,Morrilton Wastewater Utility Building,215 N Chestnut St,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,021 - Union,,Springfield Fire Department Meeting Room,1923 Hwy 92,,Springfield,AR,72157,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,022 - Bentley Rural,,Oppelo City Hall Counsel Meeting Room,8 Municipal Dr,,Oppelo,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,023 - Washington West,,Lord's Schoolhouse,931 Hwy 95,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,024 - Bird,,Birdtown Community,13 Grandview Rd,,Springfield,AR,72157,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,025 - Catholic Point,,St. Joseph Parish Hall,343 Catholic Point Rd,,Center Ridge,AR,72027,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,026 - Petit Jean,,Bryant's Cove Fellowship Room,147 Hwy 247,,Casa,AR,72025,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,027 - Nichols,,Cleveland Fire Station Meeting Room,16 Church Rd,,Cleveland,AR,72030,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,028 - Old Hickory,,Old Hickory Fire Department Sub-Station Meeting Room,709 Old Hickory Rd,,Hattieville,AR,72063,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,029 - Morrilton Ward 1,,City Park Fire Station Meeting Room,901 East Broadway,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,030 - Welbourne East,,Sardis Fire Department Meeting Room,210 Sardis Road,,Morrilton,AR,72110,07:30:00 - 06:00,19:30:00 - 06:00
Conway County,ocd-division/country:us/state:ar/county:conway,(501) 354-9621,conwayclerk@arkansasclerks.com,031 - Menifee Rural,,Menifee City Hall Counsel Meeting Room,61 N Mustang St,,Menifee,AR,72107,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,1,,Earl Bell Community Center,1212 S Church St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,10,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,12,,Temple Baptist Church,2405 Red Wolf Blvd,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,13,,Temple Baptist Church,2405 Red Wolf Blvd,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,14,,Temple Baptist Church,2405 Red Wolf Blvd,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,15,,Temple Baptist Church,2405 Red Wolf Blvd,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,16,,Temple Baptist Church,2405 Red Wolf Blvd,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,18,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,19,,Allen Park Community Center,3609 Race St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,2,,Earl Bell Community Center,1212 S Church St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,20,,Temple Baptist Church,2405 Red Wolf Blvd,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,21,,Allen Park Community Center,3609 Race St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,22,,Allen Park Community Center,3609 Race St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,23,,Earl Bell Community Center,1212 S Church St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,24,,Allen Park Community Center,3609 Race St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,25,,Allen Park Community Center,3609 Race St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,26,,Earl Bell Community Center,1212 S Church St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,27,,ASU Armory,1921 Aggie Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,28,,ASU Armory,1921 Aggie Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,28,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,29,,Craighead County Fairgrounds,Hwy 49 N,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,29,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,3,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,30,,Craighead County Fairgrounds,Hwy 49 N,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,31,,Craighead County Fairgrounds,Hwy 49 N,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,32,,Parker Park Community Center,1522 N Church Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,33,,Parker Park Community Center,1522 N Church Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,34,,Parker Park Community Center,1522 N Church Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,35,,ASU Armory,1921 Aggie Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,36,,Philadelphia Fire Station,106 CR 307,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,37,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,37,,Philadelphia Fire Station,106 CR 307,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,37,,Philadelphia Fire Station,106 CR 307,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,4,,Earl Bell Community Center,1212 S Church St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,38,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,39,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,40,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,41,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,42,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,40,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,41,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,41,,Egypt City Hall,Hwy 91,,Egypt,AR,72427,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,41,,Cash City Hall,4391 Hwy 18,,Cash,AR,72421,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,42,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,42,,Cash City Hall,4391 Hwy 18,,Cash,AR,72421,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,42,,Bono Sr. Citizens Center,111 E. College St.,,Bono,AR,72416,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,43,,Southridge Fire Dept,2358 163 S,,Jonesboro,AR,72404,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,44,,Bay Community Center,305 Cherry St. ,,Bay ,AR,72411,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,45,,Allen Park Community Center,3609 Race St. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,45,,ASU Armory,1921 Aggie Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,46,,Brookland City Hall,,,,AR,,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,47,,Brookland City Hall,,,,AR,,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,48,,Lake City City Hall,406 Court St. ,,Lake City ,AR,72437,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,49,,Black Oak City Hall,,,Black Oak,AR,72414,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,5,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,50,,Caraway City Hall,102 W State St.,,Caraway,,,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,51,,Monette Legion Hut,209 E Drew St. ,,Monette,AR,72447,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,52,,Lester Fire Dept,3978 Hwy 135,,Lake City,AR,74237,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,53,,Lake City City Hall,406 Court St. ,,Lake City ,AR,72437,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,53,,Bay Community Center,305 Cherry St. ,,Bay ,AR,72411,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,6,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,7,,Walnut Street Baptist,1910 Scenic Rd. ,,Jonesboro,AR,72401,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,8,,Valley View Church of Christ,Hwy 49 S,,Jonesboro,AR,72404,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,9,,Valley View Church of Christ,Hwy 49 S,,Jonesboro,AR,72404,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,11,,Valley View Church of Christ,Hwy 49 S,,Jonesboro,AR,72404,07:30:00 - 06:00,19:30:00 - 06:00
Craighead County,ocd-division/country:us/state:ar/county:craighead,(870) 933-4520,craigheadclerk@arkansasclerks.com,17,,Valley View Church of Christ,Hwy 49 S,,Jonesboro,AR,72404,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Alma 1,,Alma Public Library,624 Fayetteville Ave,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Alma 2,,Concord Baptist Church,6105 Alma Hwy,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Alma 3,,Fire Station,Rudy Rd & Collumn Ln,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Alma 4,,Alma Administration Building,Hwy 64 E,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Bidville,,Old School House,16856 Old Locke Rd,,Mountainburg,AR,72946,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Cedar Creek,,88 Church,12000 Old 88 Rd,,Rudy,AR,72952,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Cedarville,,Cedarville Library,737 Pirates Way,,Cedarville,AR,72932,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Chester,,Chester Community Bldg,129 E. Front St,,Chester,AR,72934,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Cove City,,Cedarville Library,737 Pirates Way,,Cedarville,AR,72932,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Dean Springs,,Dean Springs Fire Station,3602 Dean Sprs Rd,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Dora,,Amazing Grace Fellowship,2020 Rena Rd,,Van Buren,AR,72956,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Dyer,,Dyer Fire Station,309 Washington St,,Dyer,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Eagle Crest,,Fire Station #4,Edwards Rd & Hwy 64 E,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Figure Five,,Figure Five Fire Station,5920 N Hwy 59,,Van Buren,AR,72956,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Jasper,,Figure Five Fire Station,5920 N Hwy 59,,Van Buren,AR,72956,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Kibler,,Kibler United Methodist Ch,19 E  Kibler Hwy,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Lancaster,,71 Freewill Baptist Church,6704 Lancaster Hwy 71 N,,Alma,AR,72921,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Lee Creek,,Natural Dam Comm Center,Hwy 59,,Natural Dam,AR,72948,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Locke,,Old School House,16856 Old Locke Rd,,Mountainburg,AR,72946,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Mountain,,Mountainburg Assembly of God Church,922 Hwy 71 NE,,Mountainburg,AR,72946,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Mulberry 1,,Mulberry Senior Center,406 Mulberry Hwy 64 W,,Mulberry,AR,72947,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Mulberry 2,,Mulberry Senior Center,406 Mulberry Hwy 64 W,,Mulberry,AR,72947,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Mulberry 3,,Mulberry Senior Center,406 Mulberry Hwy 64 W,,Mulberry,AR,72947,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Vine Prairie,,Mulberry Senior Center,406 Mulberry Hwy 64 W,,Mulberry,AR,72947,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Oliver Springs,,Freewill Baptist Church,3144 Hwy 348,,Rudy,AR,72952,07:30:00 - 06:00,19:30:00 - 06:00
Crawford County,ocd-division/country:us/state:ar/county:crawford,(479) 474-1312,crawfordclerk@arkansasclerks.com,Porter,,Mountainburg Assembly of God Church,922 Hwy 71 NE,,Mountainburg,AR,72946,07:30:00 - 06:00,19:30:00 - 06:00
