office-name,official-title,ocd-division,homepage-url,phone,email,directions,precinct name,name,street,City,state,zip,start time,end time
Crawford County,County Election Supervisor,ocd-division/country:us/state:ga/county:crawford,,(478) 836-1877,bpeacockcrawfordco@yahoo.com,,01B,Pine Grove Baptist Church,681 Georgia Hwy 128,Roberta,GA,31078,07:00:00 - 05:00,19:00:00 - 05:00
Crawford County,County Election Supervisor,ocd-division/country:us/state:ga/county:crawford,,(478) 836-1877,bpeacockcrawfordco@yahoo.com,,2,Crawford County Development Center,1011 US Hwy 341 N.,Roberta,GA,31078,07:00:00 - 05:00,19:00:00 - 05:00
Crawford County,County Election Supervisor,ocd-division/country:us/state:ga/county:crawford,,(478) 836-1877,bpeacockcrawfordco@yahoo.com,,3,Crawford County Board of Education,190 E. Crusselle St.,Roberta,GA,31078,07:00:00 - 05:00,19:00:00 - 05:00
Crawford County,County Election Supervisor,ocd-division/country:us/state:ga/county:crawford,,(478) 836-1877,bpeacockcrawfordco@yahoo.com,,4,Fellowship Church,4967 Sandy Pt Rd,Lizella GA,GA,31052,07:00:00 - 05:00,19:00:00 - 05:00
Crawford County,County Election Supervisor,ocd-division/country:us/state:ga/county:crawford,,(478) 836-1877,bpeacockcrawfordco@yahoo.com,,5,Friendship Community House,10042 GA Hwy 42 S,Ft Valley,GA,31030,07:00:00 - 05:00,19:00:00 - 05:00
Crisp County,County Election Supervisor,ocd-division/country:us/state:ga/county:crisp,http://www.crispcounty.com/departments/index.html#voter,(229) 276-2611,perkinsb@crispcounty.com,,ARABI,ARABI CITY HALL,4190 BEDGOOD AVENUE,ARABI,GA,31712,07:00:00 - 05:00,19:00:00 - 05:00
Crisp County,County Election Supervisor,ocd-division/country:us/state:ga/county:crisp,http://www.crispcounty.com/departments/index.html#voter,(229) 276-2611,perkinsb@crispcounty.com,,CONEY,ADKINS COMMUNITY CLUBHOUSE,848 CONEY ROAD NORTH,CORDELE,GA,31015,07:00:00 - 05:00,19:00:00 - 05:00
Crisp County,County Election Supervisor,ocd-division/country:us/state:ga/county:crisp,http://www.crispcounty.com/departments/index.html#voter,(229) 276-2611,perkinsb@crispcounty.com,,CORDE,AG BUILDING/GOVERNMENT CENTER ANNEX,110 13TH AVENUE WEST,CORDELE,GA,31015,07:00:00 - 05:00,19:00:00 - 05:00
Crisp County,County Election Supervisor,ocd-division/country:us/state:ga/county:crisp,http://www.crispcounty.com/departments/index.html#voter,(229) 276-2611,perkinsb@crispcounty.com,,JAMES,EBENEZER CHURCH ANNEX,118 CRISP ACADEMY DRIVE,CORDELE,GA,31015,07:00:00 - 05:00,19:00:00 - 05:00
Crisp County,County Election Supervisor,ocd-division/country:us/state:ga/county:crisp,http://www.crispcounty.com/departments/index.html#voter,(229) 276-2611,perkinsb@crispcounty.com,,LISTO,TREMONT COMMUNITY CLUBHOUSE,790 DOCKWEILER ROAD NORTH,CORDELE,GA,31015,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,1889,WEST BROW COMMUNITY CENTER,131 GRIFFIN RD,LOOKOUT MTN,GA,30750,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,1214,NEW SALEM COMMUNITY CENTER,12477 HWY 136,RISING FAWN,GA,30738,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,974,WILDWOOD COMMUNITY CENTER,63 WAWONA DR,WILDWOOD,GA,30757,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,960,ADMINISTRATION BUILDING COMM. MTG ROOM,71 CASE AVE,TRENTON,GA,30752,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,1885,NEW HOME COMMUNITY CENTER,3565 NEW HOME RD,TRENTON,GA,30752,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,1222,WHITE OAK BAPTIST CHURCH/ LIFE CENTER,5491 HWY 301,TRENTON,GA,30752,07:00:00 - 05:00,19:00:00 - 05:00
Dade County,County Election Supervisor,ocd-division/country:us/state:ga/county:dade,,(706) 657-8170,tvaughan@dadecounty-ga.gov,,1038,SOUTH DADE COMMUNITY CENTER,263 SCHOOL ST,RISING FAWN,GA,30738,07:00:00 - 05:00,19:00:00 - 05:00
Dawson County,County Election Supervisor,ocd-division/country:us/state:ga/county:dawson,http://www.dawsoncounty.org/page.php?id=272,(706) 344-3640,gferguson@dawsoncounty.org,,1,Dawson County Fire Station #6,2142 Hubbard Road,Dawsonville,GA,30534,07:00:00 - 05:00,19:00:00 - 05:00
Dawson County,County Election Supervisor,ocd-division/country:us/state:ga/county:dawson,http://www.dawsoncounty.org/page.php?id=272,(706) 344-3640,gferguson@dawsoncounty.org,,2,Dawson County Bd of Elections & Registration office,96 Academy Avenue,Dawsonville,GA,30534,07:00:00 - 05:00,19:00:00 - 05:00
Dawson County,County Election Supervisor,ocd-division/country:us/state:ga/county:dawson,http://www.dawsoncounty.org/page.php?id=272,(706) 344-3640,gferguson@dawsoncounty.org,,3,Dawson County EMS Station #2,145 Liberty Drive,Dawsonville,GA,30534,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,694,Attapulgus Community Center School,405 E. Griffin Avenue,Attapulgus,GA,39815,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,1613,Brinson Municipal Building,179 Clifton Street,Brinson,GA,39825,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,1361,Climax Volunteer Fire Department,402 W Lee Street,Climax,GA,39834,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,513,Decatur County Memorial Coliseum,600 Wheat Avenue,Bainbridge,GA,39819,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,514,Fairgrounds Chamber 1,1211 Vada Road,Bainbridge,GA,39817,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,1342,Kendrick Volunteer Fire Department,2931 Spring Creek Road,Brinson,GA,39825,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,1277,Mt Pleasant Volunteer Fire Department,119 Deese Road,Bainbridge,GA,39817,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,1325,Recovery Volunteer Fire Department,164 River Road,Bainbridge,GA,39819,07:00:00 - 05:00,19:00:00 - 05:00
Decatur County,County Election Supervisor,ocd-division/country:us/state:ga/county:decatur,http://www.decaturcountyga.gov/departments-agencies/elections-office/,(229) 243-2087,elections@decaturcountyga.gov,,1805,Old West Bainbridge Middle,1417 Dothan Road,Bainbridge,GA,39817,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,1,PALMYRA METHODIST CHURCH,1600 PALMYRA RD,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,3,COVENANT CHURCH,2126 W EDGEWATER DR,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,5,WESTOVER HIGH SCHOOL,2600 PARTRIDGE DR,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,7,DARTON COLLEGE,2400 GILLIONVILLE RD,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,9,SECOND MT ZION CHURCH,1010 OLD PRETORIA RD,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,11,ALICE COACHMAN ELEMENTARY,1425 W OAKRIDGE DR,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,13,SHILOH BAPTIST CHURCH,325 WHITNEY AVE,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,15,PHOEBE EDUCATION BLDG,1000 N JEFFERSON ST,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,17,JACKSON HEIGHTS ELEMENTARY,1305 E 2ND AVE,ALBANY,GA,31075,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,19,RADIUM MIDDLE SCHOOL,2600 RADIUM SPGS RD,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,21,INTERNATIONAL STUDIES ELEMENTARY,2237 CUTTS AVE,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,23,PINE BLUFF BAPTIST CHURCH,499 PINE BLUFF RD,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,25,CHRIST METHODIST CHURCH,505 BYRON PLANTATION RD,ALBANY,GA,31721,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,27,FIRST CHRISTIAN CHURCH,416 N WESTOVER BLVD,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,2,SHERWOOD ELEMENTARY,2201 Doncaster Dr,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,4,GREENBRIAR CHURCH,3404 GILLIONVILLE ROAD,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,6,MERRY ACRES MIDDLE SCHOOL,1601 FLORENCE DR,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,8,WESTTOWN ELEMENTARY,1113 UNIVERSITY AVE,ALBANY,GA,31707,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,10,MT ZION CHURCH,1905 M L KING JR DR,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,12,CARVER TEEN CENTER,1028 S MCKINLEY ST,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,14,LITMAN CATHEDRAL,1129 WHITNEY AVE,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,16,TURNER ELEMENTARY,2001 LEONARD AVE,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,18,BILL MILLER CENTER,302 VICK ST,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,20,PUTNEY FIRST BAPTIST CHURCH,1125 ANTIOCH RD,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,22,PHOEBE EAST,2410 SYLVESTER RD,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,24,ALBANY MIDDLE SCHOOL,1700 CORDELL AVE,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,26,LAMAR REESE ELEMENTARY,1215 LILY POND RD,ALBANY,GA,31701,07:00:00 - 05:00,19:00:00 - 05:00
Dougherty County,County Election Supervisor,ocd-division/country:us/state:ga/county:dougherty,http://www.albany.ga.us/content/1800/default.aspx,(229) 431-3247,gnickerson@dougherty.ga.us,,28,LOVETT HALL,109 JOSEPH HOLLEY CIRCLE,ALBANY,GA,31705,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,729,Charles F. Golden United Methodist Church,6903 West Forrest Avenue,Douglasville,GA,30134,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,730,Old Douglas County Courthouse,6754 West Church Street,Douglasville,GA,30134,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,731,Beulah Baptist,4031 Bankhead Highway,Douglasville,GA,30134,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,732,Stewart Middle School,8138 Malone Street,Douglasville,GA,30134,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,733,Arbor Station Elementary School,9999 Parkway South,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,734,Bright Star United Methodist Church,3715 Bright Star Road,Douglasville,GA,30134,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,735,Dorsett Shoals Elementary School,5866 Dorsett Shoals Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,736N,Chapel Hill Middle School,3989 Chapel Hill Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,736S,The Church at Chapel Hill,5359 Chapel Hill Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,737,Chestnut Log Middle School,2544 Pope Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,738,St. Julian's Episcopal Church,5400 Stewarts Mill Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,739,The Lutheran Church of the Good Shepherd,3099 Chapel Hill Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,740,First Baptist Church Douglasville,5900 Prestley Mill Road (at Timber Ridge Road),Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,784,Factory Shoals Middle School,3301 Shoals School Road (off Fairburn Road at new traffic light),Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,785,Boundary Waters Aquatic Center,5000 Georgia Highway 92/166 (Fairburn Road/Boundary Waters Parkway),Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1258,Mirror Lake Elementary School,2613 Tyson Road (at Connors Road),Villa Rica,GA,30180,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1259,Winston Elementary School,7465 US Highway 78,Winston,GA,30187,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1260,Day Star Gym,8200 Georgia Highway 166,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1270,Colonial Hills Christian School,7131 Mount Vernon Road,Lithia Springs,GA,30122,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1271,Ephesus Baptist Church,8445 Ephesus Church Road,Villa Rica,GA,30180,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1272,Prays Mill Baptist Gym,4979 Highway 5,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1273,Turner Middle School,7101 Junior High Drive,Lithia Springs,GA,30122,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1274,First Baptist Lithia Springs,3566 Bankhead Highway,Lithia Springs,GA,30122,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1275,County Line Baptist Church,1814 North County Line Road,Lithia Springs,GA,30122,07:00:00 - 05:00,19:00:00 - 05:00
Douglas County,County Election Supervisor,ocd-division/country:us/state:ga/county:douglas,http://www.celebratedouglascounty.com/,(770) 920-7217,lfulton@co.douglas.ga.us,,1276,Deer Lick Park (gymnasium),2105 Mack Road,Douglasville,GA,30135,07:00:00 - 05:00,19:00:00 - 05:00
Early County,County Chief Registrar,ocd-division/country:us/state:ga/county:early,,(229) 723-4522,clairemoseley@gmail.com,,B,Early County Elections Office,17 McDonald Avenue,Blakely,GA,39823,07:00:00 - 05:00,19:00:00 - 05:00
Early County,County Chief Registrar,ocd-division/country:us/state:ga/county:early,,(229) 723-4522,clairemoseley@gmail.com,,A,Rowena Community House,13750 Highway 45,Arlington,GA,39813,07:00:00 - 05:00,19:00:00 - 05:00
Early County,County Chief Registrar,ocd-division/country:us/state:ga/county:early,,(229) 723-4522,clairemoseley@gmail.com,,CS,Cedar Springs Community House,34 Sheffield Street,Cedar Springs,GA,39832,07:00:00 - 05:00,19:00:00 - 05:00
Early County,County Chief Registrar,ocd-division/country:us/state:ga/county:early,,(229) 723-4522,clairemoseley@gmail.com,,CUBA,Cuba Fire House,1030 Bates Road,Blakely,GA,39823,07:00:00 - 05:00,19:00:00 - 05:00
Early County,County Chief Registrar,ocd-division/country:us/state:ga/county:early,,(229) 723-4522,clairemoseley@gmail.com,,U,Urquhart Community House,30089 Highway 39,Blakely,GA,39823,07:00:00 - 05:00,19:00:00 - 05:00
Echols County,County Chief Registrar,ocd-division/country:us/state:ga/county:echols,,(229) 559-0230,echols.registrars@gmail.com,,1058,Echols County Community Center,148 Church of God St,Statenville,GA,31648,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,01A,,121 Noel C. Conaway Rd,Guyton,GA,31312,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,01B,,1931 Sand Hill Rd,Guyton,GA,31312,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,01C,,229 Ohoopee Ave,Meldrim,GA,31312,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,01D,,144 Zeigler Rd,Bloomingdale,GA,31302,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,02A,,1952 Noel C. Conaway Rd,Guyton,GA,31312,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,02B,,155 Goshen Rd,Rincon,GA,31326,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,02C,,1094 Goshen Rd,Rincon,GA,31326,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,03A,,184 5th St,Guyton,GA,31312,07:00:00 - 05:00,19:00:00 - 05:00
Effingham County,County Election Supervisor,ocd-division/country:us/state:ga/county:effingham,http://www.effinghamcounty.org/,(912) 754-8030,omorgan@effinghamcounty.org,,03B,,545 Fair St,Clyo,GA,31303,07:00:00 - 05:00,19:00:00 - 05:00
