ocd_division,email,county,location_name,address_1,address_2,city,state,zip_code,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,appointment_phone,is_subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,147,"200 E 4th St 1st Floor, Mitchell, SD 57301",,08:00 AM-05:00 PM,,ho41369210,false,false,,,,poll63965181
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 5:00,17:00:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,148,"200 E 4th St 1st Floor, Mitchell, SD 57301",,08:00 AM-05:00 PM,,ho41369210,false,false,,,,poll63965181
ocd-division/country:us/state:sd/county:davison,auditor@davisoncounty.org,Davison County,Davison County Court House,200 E 4th St,1st Floor,Mitchell,SD,57301,8:00:00 - 6:00,17:00:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,149,"200 E 4th St 1st Floor, Mitchell, SD 57301",,08:00 AM-05:00 PM,,ho41369210,false,false,,,,poll63965181
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,150,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,09-26-2016,09-30-2016,False,False,False,False,151,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10-03-2016,10-07-2016,False,False,False,False,152,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10-10-2016,10-14-2016,False,False,False,False,153,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10-17-2016,10-21-2016,False,False,False,False,154,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,155,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 5:00,17:00:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,156,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:day,dcaud@itctel.com,Day County,Day County Courthouse ,711 W. 1st St,Ste. 204,Webster,SD,57274,8:00:00 - 6:00,17:00:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,157,"711 W. 1st St Ste. 204, Webster, SD 57274",,08:00 AM-05:00 PM,,ho36726099,false,false,,,,poll63928592
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,158,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,09-26-2016,09-30-2016,False,False,False,False,159,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10-03-2016,10-07-2016,False,False,False,False,160,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10-10-2016,10-14-2016,False,False,False,False,161,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10-17-2016,10-21-2016,False,False,False,False,162,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,163,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 5:00,17:00:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,164,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:deuel,pam.lynde@state.sd.us,Deuel County,Deuel County Courthouse,408 4th St W,2nd Floor,Clear Lake,SD,57226,8:00:00 - 6:00,17:00:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,165,"408 4th St W 2nd Floor, Clear Lake, SD 57226",,08:00 AM-05:00 PM,,ho97110654,false,false,,,,poll55764331
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,09-23-2016,09-23-2016,False,False,False,False,166,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,09-23-2016,09-23-2016,False,False,False,False,167,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,09-26-2016,09-30-2016,False,False,False,False,168,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,09-26-2016,09-30-2016,False,False,False,False,169,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10-03-2016,10-07-2016,False,False,False,False,170,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10-03-2016,10-07-2016,False,False,False,False,171,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10-10-2016,10-14-2016,False,False,False,False,172,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10-10-2016,10-14-2016,False,False,False,False,173,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10-17-2016,10-21-2016,False,False,False,False,174,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10-17-2016,10-21-2016,False,False,False,False,175,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10-24-2016,10-28-2016,False,False,False,False,176,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10-24-2016,10-28-2016,False,False,False,False,177,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 6:00,17:00:00 - 6:00,10-31-2016,11-04-2016,False,False,False,False,178,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 6:00,12:00:00 - 6:00,10-31-2016,11-04-2016,False,False,False,False,179,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,13:00:00 - 7:00,17:00:00 - 7:00,11-07-2016,11-07-2016,False,False,False,False,180,"710 C Street, Timber Lake, SD 57656",,01:00 PM-05:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:dewey,kyrie.lemburg@state.sd.us,Dewey County,Dewey County Courthouse,710 C Street,,Timber Lake,SD,57656,8:00:00 - 7:00,12:00:00 - 7:00,11-07-2016,11-07-2016,False,False,False,False,181,"710 C Street, Timber Lake, SD 57656",,08:00 AM-12:00 PM,,ho56984472,false,false,,,,poll1445300
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,182,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,183,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,09-26-2016,09-30-2016,False,False,False,False,184,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,09-26-2016,09-30-2016,False,False,False,False,185,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10-03-2016,10-07-2016,False,False,False,False,186,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10-03-2016,10-07-2016,False,False,False,False,187,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10-10-2016,10-14-2016,False,False,False,False,188,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10-10-2016,10-14-2016,False,False,False,False,189,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10-17-2016,10-21-2016,False,False,False,False,190,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10-17-2016,10-21-2016,False,False,False,False,191,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,192,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,193,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 5:00,16:30:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,194,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 5:00,12:00:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,195,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,12:30:00 - 6:00,16:30:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,196,"706 Braddock St., Armour, SD 57313",,12:30 PM-04:30 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:douglas,phyllis.barker@state.sd.us,Douglas County,Douglas County Courthouse,706 Braddock St.,,Armour,SD,57313,8:00:00 - 6:00,12:00:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,197,"706 Braddock St., Armour, SD 57313",,08:00 AM-12:00 PM,,ho34187022,false,false,,,,poll86869040
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,198,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,199,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,09-26-2016,09-30-2016,False,False,False,False,200,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,09-26-2016,09-30-2016,False,False,False,False,201,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10-03-2016,10-07-2016,False,False,False,False,202,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10-03-2016,10-07-2016,False,False,False,False,203,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10-10-2016,10-14-2016,False,False,False,False,204,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10-10-2016,10-14-2016,False,False,False,False,205,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10-17-2016,10-21-2016,False,False,False,False,206,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10-17-2016,10-21-2016,False,False,False,False,207,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,208,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10-24-2016,10-28-2016,False,False,False,False,209,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 5:00,17:00:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,210,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 5:00,12:00:00 - 5:00,10-31-2016,11-04-2016,False,False,False,False,211,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,13:00:00 - 6:00,17:00:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,212,"210 2nd Ave., Ipswich, SD 57451",,01:00 PM-05:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:edmunds,keith.schurr@state.sd.us,Edmunds County,Edmunds County Courthouse,210 2nd Ave.,,Ipswich,SD,57451,8:00:00 - 6:00,12:00:00 - 6:00,11-07-2016,11-07-2016,False,False,False,False,213,"210 2nd Ave., Ipswich, SD 57451",,08:00 AM-12:00 PM,,ho57752823,false,false,,,,poll5969754
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,09-23-2016,09-23-2016,False,False,False,False,214,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,09-26-2016,09-30-2016,False,False,False,False,215,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10-03-2016,10-07-2016,False,False,False,False,216,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10-10-2016,10-14-2016,False,False,False,False,217,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10-17-2016,10-21-2016,False,False,False,False,218,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10-24-2016,10-28-2016,False,False,False,False,219,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 6:00,17:00:00 - 6:00,10-31-2016,11-04-2016,False,False,False,False,220,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:fall_river,sue.ganje@state.sd.us,Fall River County,Fall River County Courthouse,906 N. River Street,,Hot Springs,SD,57747,8:00:00 - 7:00,17:00:00 - 7:00,11-07-2016,11-07-2016,False,False,False,False,221,"906 N. River Street, Hot Springs, SD 57747",,08:00 AM-05:00 PM,,ho94649375,false,false,,,,poll42726289
ocd-division/country:us/state:sd/county:faulk,kelly.toennies@state.sd.us,Faulk County,Faulk County Courthouse,110 9th Ave. South,,Faulkton,SD,57438,13:00:00 - 5:00,17:00:00 - 5:00,09-23-2016,09-23-2016,False,False,False,False,222,"110 9th Ave. South, Faulkton, SD 57438",,01:00 PM-05:00 PM,,ho29481979,false,false,,,,poll41867456
