office-name,official-title,ocd-division,division-description,homepage-url,phone,email,location name,address 1,address 2,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change
Cassia County,County Clerk,ocd-division/country:us/state:id/county:cassia,Cassia County ID,http://www.cassiacounty.org/,(208) 878-5240,vote@cassiacounty.org,,1459 Overland Avenue,Room #105,Burley,ID,83318-1862,8:30:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Cassia County,County Clerk,ocd-division/country:us/state:id/county:cassia,Cassia County ID,http://www.cassiacounty.org/,(208) 878-5240,vote@cassiacounty.org,,1459 Overland Avenue,Room #105,Burley,ID,83318-1862,8:30:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,yes
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,yes
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,yes
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,yes
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,yes
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,yes
Clark County,County Clerk,ocd-division/country:us/state:id/county:clark,Clark County ID,,(208) 374-5304,clerk5c@mudlake.net,,204 W Main St,,Dubois,ID,83423,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,yes
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,9/26/16,9/30/16,no,no,,
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,no,no,,
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,
Clearwater County,County Clerk,ocd-division/country:us/state:id/county:clearwater,Clearwater County ID,http://www.clearwatercounty.org/,(208) 476-5615,vote@clearwatercounty.org,Clearwater County Courthouse,150 Michigan Avenue,,Orofino,ID,83544,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Custer County,County Clerk,ocd-division/country:us/state:id/county:custer,Custer County ID,http://www.co.custer.id.us/,(208) 879-2360,lbaker@co.custer.id.us,Custer County Court House,801 E. Main Ave.,,Challis,ID,83226-0385,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Elmore County,County Clerk,ocd-division/country:us/state:id/county:elmore,Elmore County ID,http://www.elmorecounty.org/,(208) 587-2131,vgarcia@elmorecounty.org,,150 S 4th E,#3,Mountain Home,ID,83647-3000,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Elmore County,County Clerk,ocd-division/country:us/state:id/county:elmore,Elmore County ID,http://www.elmorecounty.org/,(208) 587-2131,vgarcia@elmorecounty.org,,150 S 4th E,#3,Mountain Home,ID,83647-3000,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Elmore County,County Clerk,ocd-division/country:us/state:id/county:elmore,Elmore County ID,http://www.elmorecounty.org/,(208) 587-2131,vgarcia@elmorecounty.org,,150 S 4th E,#3,Mountain Home,ID,83647-3000,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Franklin County,County Clerk,ocd-division/country:us/state:id/county:franklin,Franklin County ID,http://www.franklincountyidaho.org/,(208) 852-1090,camille@plmw.com,,39 W Oneida,,Preston,ID,83263-1232,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,yes
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Fremont County,County Clerk,ocd-division/country:us/state:id/county:fremont,Fremont County ID,http://www.co.fremont.id.us/,(208) 624-7332,llewis@co.fremont.id.us,Fremont County Courthouse,151 W 1st N,Room 12,St Anthony,ID,83445-1548,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,9/4/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,11/4/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Gem County,County Clerk,ocd-division/country:us/state:id/county:gem,Gem County ID,http://www.co.gem.id.us/,(208) 365-4561,elections@co.gem.id.us,,415 E Main,Room 202,Emmett,ID,83617-3096,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Gooding County,County Clerk,ocd-division/country:us/state:id/county:gooding,Gooding County ID,http://www.goodingcounty.org/,(208) 934-4841,jfuqua@co.gooding.id.us,Gooding County Courthouse,624 Main St,,Gooding,ID,83330,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Gooding County,County Clerk,ocd-division/country:us/state:id/county:gooding,Gooding County ID,http://www.goodingcounty.org/,(208) 934-4841,jfuqua@co.gooding.id.us,Gooding County Courthouse,624 Main St,,Gooding,ID,83330,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Gooding County,County Clerk,ocd-division/country:us/state:id/county:gooding,Gooding County ID,http://www.goodingcounty.org/,(208) 934-4841,jfuqua@co.gooding.id.us,Gooding County Courthouse,624 Main St,,Gooding,ID,83330,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Idaho County,County Clerk,ocd-division/country:us/state:id/county:idaho,Idaho County ID,http://www.idahocounty.org/,(208) 983-2751,kackerman@idahocounty.org,,320 W Main,Room 5,Grangeville,ID,83530-1948,8:30:00 - 07:00,17:00:00 - 07:00,9/26/16,9/30/16,no,no,,
Idaho County,County Clerk,ocd-division/country:us/state:id/county:idaho,Idaho County ID,http://www.idahocounty.org/,(208) 983-2751,kackerman@idahocounty.org,,320 W Main,Room 5,Grangeville,ID,83530-1948,8:30:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,
Idaho County,County Clerk,ocd-division/country:us/state:id/county:idaho,Idaho County ID,http://www.idahocounty.org/,(208) 983-2751,kackerman@idahocounty.org,,320 W Main,Room 5,Grangeville,ID,83530-1948,8:30:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,no,no,,
Idaho County,County Clerk,ocd-division/country:us/state:id/county:idaho,Idaho County ID,http://www.idahocounty.org/,(208) 983-2751,kackerman@idahocounty.org,,320 W Main,Room 5,Grangeville,ID,83530-1948,8:30:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,
Idaho County,County Clerk,ocd-division/country:us/state:id/county:idaho,Idaho County ID,http://www.idahocounty.org/,(208) 983-2751,kackerman@idahocounty.org,,320 W Main,Room 5,Grangeville,ID,83530-1948,8:30:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,
Idaho County,County Clerk,ocd-division/country:us/state:id/county:idaho,Idaho County ID,http://www.idahocounty.org/,(208) 983-2751,kackerman@idahocounty.org,,320 W Main,Room 5,Grangeville,ID,83530-1948,8:30:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,
Jefferson County,County Clerk,ocd-division/country:us/state:id/county:jefferson,Jefferson County ID,http://www.co.jefferson.id.us/,(208) 745-7756,,,210 Courthouse Way,Suite 100,Rigby,ID,83442,9:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,
Jefferson County,County Clerk,ocd-division/country:us/state:id/county:jefferson,Jefferson County ID,http://www.co.jefferson.id.us/,(208) 745-7756,,,210 Courthouse Way,Suite 100,Rigby,ID,83442,9:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,
Jefferson County,County Clerk,ocd-division/country:us/state:id/county:jefferson,Jefferson County ID,http://www.co.jefferson.id.us/,(208) 745-7756,,,210 Courthouse Way,Suite 100,Rigby,ID,83442,9:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Jefferson County,County Clerk,ocd-division/country:us/state:id/county:jefferson,Jefferson County ID,http://www.co.jefferson.id.us/,(208) 745-7756,,,210 Courthouse Way,Suite 100,Rigby,ID,83442,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Jefferson County,County Clerk,ocd-division/country:us/state:id/county:jefferson,Jefferson County ID,http://www.co.jefferson.id.us/,(208) 745-7756,,,210 Courthouse Way,Suite 100,Rigby,ID,83442,9:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Jerome County,County Clerk,ocd-division/country:us/state:id/county:jerome,Jerome County ID,http://www.jeromecountyid.us/,(208) 644-2714,memerson@co.jerome.id.us,,300 N Lincoln,Room 301,Jerome,ID,83338-2344,8:30:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Jerome County,County Clerk,ocd-division/country:us/state:id/county:jerome,Jerome County ID,http://www.jeromecountyid.us/,(208) 644-2714,memerson@co.jerome.id.us,,300 N Lincoln,Room 301,Jerome,ID,83338-2344,8:30:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Jerome County,County Clerk,ocd-division/country:us/state:id/county:jerome,Jerome County ID,http://www.jeromecountyid.us/,(208) 644-2714,memerson@co.jerome.id.us,,300 N Lincoln,Room 301,Jerome,ID,83338-2344,8:30:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Kootenai County,County Clerk,ocd-division/country:us/state:id/county:kootenai,Kootenai County ID,http://www.kcgov.us/,(208) 446-1030,kcelections@kcgov.us,,1808 N 3rd Street,,Coeur d'Alene,ID,83816-9000,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,
Kootenai County,County Clerk,ocd-division/country:us/state:id/county:kootenai,Kootenai County ID,http://www.kcgov.us/,(208) 446-1030,kcelections@kcgov.us,,1808 N 3rd Street,,Coeur d'Alene,ID,83816-9000,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,
Kootenai County,County Clerk,ocd-division/country:us/state:id/county:kootenai,Kootenai County ID,http://www.kcgov.us/,(208) 446-1030,kcelections@kcgov.us,,1808 N 3rd Street,,Coeur d'Alene,ID,83816-9000,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,
Latah County,County Clerk,ocd-division/country:us/state:id/county:latah,Latah County ID,http://www.latah.id.us/,(208) 883-2249,elections@latah.id.us,Latah County Courthouse,"522 South Adams,",Room 101,Moscow,ID,83843,8:00:00 - 07:00,17:00:00 - 07:00,9/26/16,9/30/16,no,no,,
Latah County,County Clerk,ocd-division/country:us/state:id/county:latah,Latah County ID,http://www.latah.id.us/,(208) 883-2249,elections@latah.id.us,Latah County Courthouse,"522 South Adams,",Room 101,Moscow,ID,83843,8:00:00 - 07:00,17:00:00 - 07:00,10/3/16,10/7/16,no,no,,
Latah County,County Clerk,ocd-division/country:us/state:id/county:latah,Latah County ID,http://www.latah.id.us/,(208) 883-2249,elections@latah.id.us,Latah County Courthouse,"522 South Adams,",Room 101,Moscow,ID,83843,8:00:00 - 07:00,17:00:00 - 07:00,10/11/16,10/14/16,no,no,,
Latah County,County Clerk,ocd-division/country:us/state:id/county:latah,Latah County ID,http://www.latah.id.us/,(208) 883-2249,elections@latah.id.us,Latah County Courthouse,"522 South Adams,",Room 101,Moscow,ID,83843,8:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,no,no,,
Latah County,County Clerk,ocd-division/country:us/state:id/county:latah,Latah County ID,http://www.latah.id.us/,(208) 883-2249,elections@latah.id.us,Latah County Courthouse,"522 South Adams,",Room 101,Moscow,ID,83843,8:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,no,no,,
Latah County,County Clerk,ocd-division/country:us/state:id/county:latah,Latah County ID,http://www.latah.id.us/,(208) 883-2249,elections@latah.id.us,Latah County Courthouse,"522 South Adams,",Room 101,Moscow,ID,83843,8:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,9/23/16,9/23/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,9/26/16,9/30/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,10/3/16,10/7/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Lemhi County,County Clerk,ocd-division/country:us/state:id/county:lemhi,Lemhi County ID,http://lemhicountyidaho.org/,"(208) 756-2815, ext. 224",clerk.lemhicounty@centurytel.net,,206 Courthouse Drive,,Salmon,ID,83467-3900,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Lewis County,County Clerk,ocd-division/country:us/state:id/county:lewis,Lewis County ID,http://lewiscounty.id.us/,(208) 937-2661,awinner@lewiscountyid.org,,510 Oak Street,Room 1,Nezperce,ID,83543-5065,9:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,,,yes
Lewis County,County Clerk,ocd-division/country:us/state:id/county:lewis,Lewis County ID,http://lewiscounty.id.us/,(208) 937-2661,awinner@lewiscountyid.org,,510 Oak Street,Room 1,Nezperce,ID,83543-5065,9:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,,,yes
Lincoln County,County Clerk,ocd-division/country:us/state:id/county:lincoln,Lincoln County ID,http://www.lincolncountyid.us/,(208) 886-7641,elections@lincolncountyid.us,,111 West B Street,Suite C,Shoshone,ID,83352-5364,8:30:00 - 06:00,17:00:00 - 06:00,10/5/16,10/7/16,no,no,,Yes
Lincoln County,County Clerk,ocd-division/country:us/state:id/county:lincoln,Lincoln County ID,http://www.lincolncountyid.us/,(208) 886-7641,elections@lincolncountyid.us,,111 West B Street,Suite C,Shoshone,ID,83352-5364,8:30:00 - 06:00,17:00:00 - 06:00,10/11/16,10/14/16,no,no,,Yes
Lincoln County,County Clerk,ocd-division/country:us/state:id/county:lincoln,Lincoln County ID,http://www.lincolncountyid.us/,(208) 886-7641,elections@lincolncountyid.us,,111 West B Street,Suite C,Shoshone,ID,83352-5364,8:30:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,Yes
Lincoln County,County Clerk,ocd-division/country:us/state:id/county:lincoln,Lincoln County ID,http://www.lincolncountyid.us/,(208) 886-7641,elections@lincolncountyid.us,,111 West B Street,Suite C,Shoshone,ID,83352-5364,8:30:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,Yes
Lincoln County,County Clerk,ocd-division/country:us/state:id/county:lincoln,Lincoln County ID,http://www.lincolncountyid.us/,(208) 886-7641,elections@lincolncountyid.us,,111 West B Street,Suite C,Shoshone,ID,83352-5364,8:30:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,Yes
Madison County,County Clerk,ocd-division/country:us/state:id/county:madison,Madison County ID,http://www.co.madison.id.us/,(208) 359-6219,kmuir@co.madison.id.us,,134 E Main St,,Rexburg,ID,83440,8:30:00 - 06:00,16:30:00 - 06:00,10/24/16,10/28/16,no,no,,
Madison County,County Clerk,ocd-division/country:us/state:id/county:madison,Madison County ID,http://www.co.madison.id.us/,(208) 359-6219,kmuir@co.madison.id.us,,134 E Main St,,Rexburg,ID,83440,8:30:00 - 06:00,16:30:00 - 06:00,10/31/16,11/4/16,no,no,,
Minidoka County,County Clerk,ocd-division/country:us/state:id/county:minidoka,Minidoka County ID,http://www.minidoka.id.us/,(208) 436-9511,patty.temple@co.minidoka.id.us,Minidoka County Court House,715 G Street,,Rupert,ID,83350,8:00:00 - 06:00,17:00:00 - 06:00,10/17/16,10/21/16,no,no,,
Minidoka County,County Clerk,ocd-division/country:us/state:id/county:minidoka,Minidoka County ID,http://www.minidoka.id.us/,(208) 436-9511,patty.temple@co.minidoka.id.us,Minidoka County Court House,715 G Street,,Rupert,ID,83350,8:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
Minidoka County,County Clerk,ocd-division/country:us/state:id/county:minidoka,Minidoka County ID,http://www.minidoka.id.us/,(208) 436-9511,patty.temple@co.minidoka.id.us,Minidoka County Court House,715 G Street,,Rupert,ID,83350,8:00:00 - 06:00,17:00:00 - 06:00,10/31/16,11/4/16,no,no,,
Nez Perce County,County Clerk,ocd-division/country:us/state:id/county:nez_perce,Nez Perce County ID,http://www.co.nezperce.id.us/,(208) 799-3020,pattyweeks@co.nezperce.id.us,Brammer Building,1225 Idaho St,,Lewiston,ID,38501,8:00:00 - 07:00,17:00:00 - 07:00,10/3/16,11/4/16,no,no,,yes
Nez Perce County,County Clerk,ocd-division/country:us/state:id/county:nez_perce,Nez Perce County ID,http://www.co.nezperce.id.us/,(208) 799-3020,pattyweeks@co.nezperce.id.us,Brammer Building,1225 Idaho St,,Lewiston,ID,38501,8:00:00 - 07:00,17:00:00 - 07:00,10/3/16,11/4/16,no,no,,yes
Oneida County,County Clerk,ocd-division/country:us/state:id/county:oneida,Oneida County ID,oneidacountyid.com,(208) 766-4116,lcolton@co.oneida.id.us,,10 Court Street,,Malad,ID,83252-1200,9:00:00 - 06:00,17:00:00 - 06:00,10/24/16,10/28/16,no,no,,
